year,sans_ADP armer_VERB,sans_ADP charmer_VERB
1861,9.903524222920623e-09,4.715963619617014e-09
1862,1.355395928825942e-08,1.3553959066214816e-09
1863,9.989241434027463e-09,3.496234635136375e-09
1864,1.3904710716161617e-08,4.794727948009836e-10
1865,9.413688495385486e-09,0.0
1866,1.2164032725525686e-08,1.4596839292835284e-09
1867,5.82337378318698e-09,1.455843445796745e-09
1868,8.89177353968762e-09,4.93987406535723e-10
1869,7.325278494896281e-09,5.371870948067681e-09
1870,1.6055336615750093e-08,4.587239033071455e-09
1871,1.9118118865790734e-08,0.0
1872,9.071008832961525e-09,8.4662747923403e-09
1873,3.5916027374405246e-09,1.7958012854535355e-09
1874,1.1949218281515073e-09,4.182226565063729e-09
1875,3.432916173551348e-09,2.8607636259891933e-09
1876,0.0,0.0
1877,3.0924081073635534e-09,1.6699003069220453e-08
1878,1.69094480639842e-08,2.4156354694326865e-09
1879,1.0385853066452455e-08,6.10932526790009e-10
1880,9.626769603698904e-09,6.417846254436199e-10
1881,9.064260064750584e-09,4.183504653809678e-09
1882,7.320923423037584e-09,3.3276925659464496e-09
1883,7.58320695126713e-09,5.0554711528150165e-09
1884,1.3203393933736152e-09,7.2618666635548834e-09
1885,2.5782542767416317e-09,0.0
1886,7.098810428374236e-09,5.808117542471791e-09
1887,3.264462256069578e-09,5.223139698529167e-09
1888,3.1703073499755874e-09,8.242799331981132e-09
1889,1.0650732740202784e-08,1.1277245803853475e-08
1890,1.5075089176974643e-08,7.865263995654459e-09
1891,3.1871101313640793e-09,3.1871101313640793e-09
1892,1.8805537127519756e-09,1.2537024751679837e-09
1893,3.695050043717174e-09,2.463366621796581e-09
1894,6.301539290376468e-10,7.561847148451761e-09
1895,1.2639090662958097e-08,0.0
1896,3.5382172747233653e-09,6.486732040400511e-09
1897,5.826713556089658e-10,5.826713334045053e-09
1898,2.8291773368493978e-09,1.13167097914868e-09
1899,8.844125432005967e-09,1.6582735185011188e-09
1900,3.114631885736685e-09,1.038210628578895e-09
1901,5.58873880507349e-09,3.912117296778206e-09
1902,5.892340837476695e-09,1.4730852093691738e-09
1903,1.296052865029651e-08,4.860198465905796e-09
1904,1.0749250378694342e-09,1.0749250378694342e-09
1905,4.64468330463319e-09,3.6125313851442797e-09
1906,7.716276506641861e-09,4.115347618238729e-09
1907,1.1828539703273577e-08,3.0857059130084963e-09
1908,2.9468334439286537e-09,0.0
1909,3.85068837926994e-09,2.2003934230241384e-09
1910,4.809735720812114e-09,5.344150677544235e-10
1911,5.852411444351446e-09,2.128149656499545e-09
1912,9.376957876838787e-09,4.167536982180309e-09
1913,1.2196876397752021e-08,6.363587878865928e-09
1914,1.0045115850232378e-08,2.0090231700464756e-09
1915,2.238344798399794e-08,1.1780762143587253e-08
1916,3.2962386153911893e-09,4.394984820521586e-09
1917,3.289927441585405e-09,0.0
1918,8.040463406189247e-09,5.743188147278033e-09
1919,6.4454939163738345e-09,1.8415696745321952e-09
1920,3.786115865267448e-09,6.057785384427916e-09
1921,1.5145495524393482e-08,1.5145494858259667e-09
1922,1.1804696775641332e-08,7.377935484775833e-10
1923,7.431163684401554e-09,8.492758496458919e-09
1924,2.578324886925998e-09,1.289162443462999e-09
1925,1.0998177923937646e-09,2.1996355847875293e-09
1926,5.57306911730393e-09,5.57306911730393e-09
1927,4.4596899506643695e-09,0.0
1928,2.2852082448565625e-09,6.8556245125250825e-09
1929,8.912325100141061e-09,3.342121912552898e-09
1930,0.0,1.0503603542488804e-09
1931,1.1405356659111021e-09,1.1405356659111021e-09
1932,2.1919073223131136e-09,0.0
1933,0.0,4.588264879146209e-09
1934,4.7926320689839486e-09,1.1981580172459871e-09
1935,4.787313656606784e-09,3.590485242455088e-09
1936,2.424942913137329e-09,0.0
1937,6.295559185076627e-09,2.5182236296217297e-09
1938,1.2965214457594243e-09,1.2965214457594243e-09
1939,6.117620188206274e-09,3.058810094103137e-09
1940,1.0143131667916805e-08,0.0
1941,2.9515025978810172e-09,0.0
1942,3.034211770724937e-09,0.0
1943,0.0,0.0
1944,9.639558484764166e-09,9.639558484764166e-09
1945,6.535512131478072e-09,2.178504043826024e-09
1946,4.1763312808029696e-09,2.7842208538686464e-09
1947,4.7683483828109274e-09,0.0
1948,0.0,0.0
1949,9.817008095325264e-09,9.817008317369869e-10
1950,1.7016578146566985e-08,7.444753258312176e-09
1951,6.396841278899501e-09,2.1322803522849654e-09
1952,5.272402070488624e-09,0.0
1953,7.541679392097933e-09,0.0
1954,1.9545072227344917e-09,0.0
1955,0.0,9.385607846468247e-10
1956,2.616342476002842e-09,8.72114158667614e-10
1957,8.835037701437898e-10,1.7670075402875796e-09
1958,8.272243612328367e-09,3.3088973783179654e-09
1959,7.750747599288843e-09,3.100299128533379e-09
1960,6.228750015768725e-09,6.920833350854139e-10
1961,5.558527582660844e-09,1.3896318540318475e-09
1962,2.5367825617905737e-09,6.341956293454132e-09
1963,3.879631726988464e-09,0.0
1964,4.867174663303331e-09,1.2167936658258327e-09
1965,1.6416130677043839e-09,2.73602163147757e-09
1966,5.539074976468328e-09,3.3234448526542337e-09
1967,6.409436092980059e-09,4.930335584241163e-10
1968,9.88111459321317e-09,7.635406973349745e-09
1969,5.904285060864822e-09,4.5417578031781147e-10
1970,4.1388523719376735e-09,9.197450023812337e-10
1971,4.11071787720374e-09,3.5968783507200897e-09
1972,7.182205497002769e-09,1.0260293725750103e-09
1973,5.513203782392395e-10,3.3079223804577396e-09
1974,5.625571675160757e-10,5.625571675160757e-10
1975,1.7134440533084216e-09,0.0
1976,0.0,2.856763492431469e-09
1977,3.526069214387917e-09,0.0
1978,1.7821774056514528e-09,0.0
1979,1.1703946700691858e-09,0.0
1980,4.548120546843393e-09,5.685150683554241e-10
1981,6.325549528618524e-10,0.0
1982,0.0,1.2415004579935385e-09
1983,1.2630632095778083e-09,0.0
1984,3.4794050973729895e-09,0.0
1985,2.4062232206745193e-09,0.0
1986,2.9972427872948515e-09,1.7983456945813714e-09
1987,3.666490056009053e-09,1.2221633705067347e-09
1988,5.996553809062277e-10,5.996553809062277e-10
1989,1.0976244357863152e-09,3.841685525252103e-09
1990,3.814055737905164e-09,5.44865097484859e-10
1991,1.1722930404189924e-09,5.861465202094962e-10
1992,2.7549720282848966e-09,1.1019888335184191e-09
1993,3.877445309274918e-09,2.7696036575264316e-09
1994,1.0549853213248639e-09,1.5824779264761446e-09
1995,2.1689803286761844e-09,2.1689803286761844e-09
1996,2.135236876199542e-09,5.871901187504136e-09
1997,3.835915585170824e-09,1.438468344439059e-09
1998,1.43043876743576e-09,1.43043876743576e-09
1999,4.113180906983871e-09,1.3710603763428253e-09
2000,2.6508188977203417e-09,4.4180314962005696e-10
2001,3.066848330846028e-09,4.3812117822561447e-10
2002,2.6287327870022636e-09,1.3143663935011318e-09
2003,4.583615265119079e-09,0.0
2004,4.404791253964646e-10,4.404791253964646e-10
2005,3.602999676388663e-09,4.954124666056714e-09
2006,1.2353669198716943e-09,0.0
2007,3.595031605740928e-09,0.0
2008,2.9802078582719105e-09,8.514879357157668e-10
2009,4.291373478793048e-09,4.76819250749827e-10
2010,1.4171379625338432e-09,0.0
2011,3.823972000160936e-09,3.82397197240536e-10
2012,4.765953853791416e-09,1.3617010852229328e-09
2013,6.4149877077035455e-09,8.367375126105969e-10
2014,2.165445156521173e-09,2.1654451842767486e-10
2015,4.433150652127793e-09,1.7732603163622684e-09
2016,5.592618201877286e-09,3.314144070287739e-09
2017,2.264050280587071e-09,1.0062445321423752e-09
2018,2.8396134332808742e-09,3.3559066636712487e-09
2019,5.357074228662384e-09,1.7856913725466939e-09
