year,pas_ADV armé_VERB,pas_ADV charmé_VERB
1896,8.78657289149487e-08,1.47425724961181e-08
1897,9.264474698511549e-08,8.740070001067579e-09
1898,8.770449966277738e-08,1.7540900287826844e-08
1899,7.517506617205072e-08,1.6582735185011188e-08
1900,7.00792170960085e-08,2.28406342728249e-08
1901,6.985923306501718e-08,1.2295225282343836e-08
1902,8.494791359225928e-08,1.8659077838378835e-08
1903,9.612391949076482e-08,2.376096830403185e-08
1904,8.868131828876358e-08,1.827372564378038e-08
1905,9.960265145991798e-08,1.5482276793932215e-08
1906,8.899439052356684e-08,1.6461390472954918e-08
1907,1.0337114986214146e-07,1.5942815068115124e-08
1908,7.072399910157401e-08,1.8663278922304016e-08
1909,6.656190265630357e-08,2.6954818821423032e-08
1910,7.642135813057394e-08,1.7101282168141552e-08
1911,8.193376288545551e-08,1.1704822888702893e-08
1912,9.376957876838787e-08,1.614920641657136e-08
1913,6.734796897944761e-08,1.2727175757731857e-08
1914,6.49584137590864e-08,8.036092680185902e-09
1915,8.128725426104211e-08,9.424609537234119e-09
1916,1.6261444102383393e-07,6.592477230782379e-09
1917,8.663475625780848e-08,3.3995917192441993e-08
1918,6.087779524932557e-08,4.594550517822427e-09
1919,6.077179648400488e-08,2.301962176431971e-08
1920,1.1131180599477375e-07,1.9687803387569147e-08
1921,7.64847456480311e-08,9.844571380313027e-09
1922,8.337067214370109e-08,1.1066902949607993e-08
1923,6.794206797167135e-08,2.229349149729387e-08
1924,7.86389122708897e-08,1.1602462102189293e-08
1925,6.488924952918751e-08,2.1996356736053713e-08
1926,6.464760105018286e-08,2.3406890647947876e-08
1927,7.246995892273844e-08,3.4562596340492746e-08
1928,4.570416578530967e-08,1.2568645679778001e-08
1929,5.7930112262738476e-08,2.33948540540041e-08
1930,4.411513643276521e-08,1.3654684494213143e-08
1931,6.044839295782367e-08,1.4826963656844327e-08
1932,6.24693612394367e-08,7.6716757391182e-09
1933,7.570636739728798e-08,9.176529758292418e-09
1934,7.7880272897346e-08,1.0783422155213884e-08
1935,7.300653237507504e-08,2.992070946561398e-08
1936,7.396075574206407e-08,8.487299751891442e-09
1937,8.939694140508436e-08,7.554670666820584e-09
1938,7.260520362706302e-08,1.4261735792331365e-08
1939,7.341144225847529e-08,1.070583532936098e-08
1940,8.875240098404902e-08,2.5357829169792012e-09
1941,7.083606590185809e-08,0.0
1942,6.675266206457309e-08,0.0
1943,1.0451646659248581e-07,0.0
1944,1.0282195717081777e-07,9.639558484764166e-09
1945,7.84261473540937e-08,8.714016175304096e-09
1946,7.517396483081029e-08,1.2528993842408909e-08
1947,9.298279479708071e-08,9.536696765621855e-09
1948,1.1632919694193333e-07,3.2615663503321457e-09
1949,7.755436826073492e-08,1.2762110479513922e-08
1950,6.274863295629984e-08,6.381216888229346e-09
1951,9.595261474260042e-08,2.1322803522849654e-09
1952,8.857634981040974e-08,7.381362632230548e-09
1953,9.588706717522655e-08,4.3095309543161875e-09
1954,6.645324646115114e-08,1.4658803948464083e-08
1955,7.790054468159724e-08,9.385607846468247e-09
1956,1.0727003996180429e-07,6.104799332717903e-09
1957,7.598132611974506e-08,4.417518795207798e-09
1958,1.0753916512840078e-07,7.445019267748876e-09
1959,7.673240531858028e-08,7.750747599288843e-09
1960,9.135499823287319e-08,2.07624992754063e-08
1961,1.2020315409699833e-07,1.528595028332802e-08
1962,9.956871593885808e-08,1.2049716779927166e-08
1963,9.763740393964326e-08,8.405868889838075e-09
1964,9.12595226054691e-08,1.3993127545575135e-08
1965,7.9344630421474e-08,1.4774516721161035e-08
1966,8.640956394856403e-08,1.1078149952936656e-08
1967,9.3183345484249e-08,1.7256175155466735e-08
1968,7.949805791440667e-08,8.982831367632116e-09
1969,9.764779207444008e-08,7.72098829315837e-09
1970,8.553628561003279e-08,1.103694025061941e-08
1971,8.478355795205061e-08,1.490135304038631e-08
1972,9.131661471428743e-08,1.0260293947794707e-08
1973,7.994145789780305e-08,7.1671650836435674e-09
1974,1.0857353061055619e-07,6.750686232237513e-09
1975,7.596268858378608e-08,5.711480177694739e-09
1976,8.513155336231648e-08,9.141642998145016e-09
1977,8.051191002778069e-08,9.402850942308305e-09
1978,8.019798514169452e-08,7.128709622605811e-09
1979,8.777959692451986e-08,1.1118749476679568e-08
1980,8.243468840873902e-08,3.97960553399912e-09
1981,8.223214109648325e-08,7.590659656386833e-09
1982,8.876727974893583e-08,3.1037510339615437e-09
1983,8.651983307572664e-08,3.78918940668882e-09
1984,8.466552259278615e-08,5.799008384599347e-09
1985,9.444426041227416e-08,2.4062232206745193e-09
1986,9.051672833493285e-08,2.997242676272549e-09
1987,7.944061763964783e-08,9.777306964053878e-09
1988,9.53452072849359e-08,7.195864348830128e-09
1989,6.091815407671675e-08,9.878619700032232e-09
1990,8.663354833515768e-08,5.993515905799995e-09
1991,8.909427151593263e-08,5.2753188484189195e-09
1992,9.807700962483068e-08,3.30596661157756e-09
1993,8.364203551991523e-08,7.200969598386564e-09
1994,7.912390032061012e-08,8.439882570598911e-09
1995,7.049185768437383e-08,4.880205572987961e-09
1996,6.939519892057433e-08,3.2028553142993132e-09
1997,7.432086590597464e-08,4.315404922294874e-09
1998,8.773357507152468e-08,7.152193948201102e-09
1999,8.043554089454119e-08,3.656160929565999e-09
2000,7.599014395509585e-08,4.859834756842929e-09
2001,9.244357102033973e-08,1.2267393323384113e-08
2002,7.886198716278159e-08,3.9430991805033955e-09
2003,9.667261480217348e-08,4.166922806803086e-09
2004,8.016719732495403e-08,5.726228824443069e-09
2005,7.926599465690742e-08,5.854874363109275e-09
2006,7.123949785636796e-08,5.7650457740976435e-09
2007,1.0305757314199582e-07,5.192823504529542e-09
2008,1.1154492085552192e-07,4.6831836186811415e-09
2009,1.1157570156683505e-07,3.814554005998616e-09
2010,1.643879983248553e-07,3.7790344187271785e-09
2011,2.0802407618703e-07,4.5887662558641296e-09
2012,2.8936148055436206e-07,5.7872298064864935e-09
2013,2.6970838007400744e-07,1.059867482666732e-08
2014,3.016465086602693e-07,8.87832563023494e-09
2015,2.675406562957505e-07,1.440773989003219e-08
2016,2.6492438109926297e-07,1.5120782848043746e-08
2017,2.9608744966935774e-07,1.8363962794865074e-08
2018,3.077108203797252e-07,1.1100306451794495e-08
2019,2.566293630934524e-07,9.438654302584837e-09
