year,des_DET airs_NOUN,des_DET chairs_NOUN
1856,1.812533945155792e-06,2.371152598712456e-07
1857,1.770035183312757e-06,2.2552571588008163e-07
1858,1.914895452870269e-06,2.0993869576102497e-07
1859,1.8591524533206893e-06,1.7567998544798513e-07
1860,1.9251635201555928e-06,2.517451114236735e-07
1861,1.9288291834840265e-06,3.254014915299308e-07
1862,1.8026765253864596e-06,1.6761729471070907e-07
1863,1.7641001193169359e-06,2.112724617475692e-07
1864,1.7898718951414594e-06,1.9850173771374102e-07
1865,1.7490633963390678e-06,2.353422192680199e-07
1866,1.8270376607176786e-06,2.1943913586230934e-07
1867,1.8125251433076528e-06,1.6596615637354262e-07
1868,1.8361512310605121e-06,2.1241457792697815e-07
1869,1.8352264561372067e-06,2.3294385664840433e-07
1870,1.6852369242315035e-06,2.1904067049050013e-07
1871,1.6154811071089625e-06,1.1789506970671937e-07
1872,1.7216775152206765e-06,2.400793710499727e-07
1873,1.4905151246580317e-06,1.9574234233488141e-07
1874,1.5283050114334173e-06,1.4398807479665265e-07
1875,1.6964327826940462e-06,1.956762313848337e-07
1876,1.6547942500722002e-06,4.0689680957939345e-07
1877,1.775042161256124e-06,3.067668741252305e-07
1878,2.2719050463138046e-06,2.1257591953371957e-07
1879,1.9769776749001267e-06,1.7655950657058384e-07
1880,1.8605336293830987e-06,1.7841613164648606e-07
1881,2.2563035102507456e-06,2.2800100296649362e-07
1882,2.0159161078225907e-06,1.8967847648099223e-07
1883,1.9097042383009466e-06,1.6683055403809988e-07
1884,2.049826843375513e-06,1.7626531523262656e-07
1885,2.0587360900492513e-06,2.1077228185006902e-07
1886,2.0889863341366777e-06,1.5552847365540856e-07
1887,1.9893632776657455e-06,1.6909914446472385e-07
1888,2.0581634512240043e-06,1.5724724100607546e-07
1889,2.110724487636162e-06,1.779298881565694e-07
1890,1.797868172559447e-06,1.3633123741030317e-07
1891,1.9721835933239618e-06,1.2620956058029265e-07
1892,1.9024934863054455e-06,1.5232485095495463e-07
1893,1.771160555996687e-06,1.558079391061895e-07
1894,1.973011842792971e-06,1.7518279449291185e-07
1895,1.8687797744831869e-06,1.6129886848403885e-07
1896,1.832206883989329e-06,1.4565662187493444e-07
1897,1.7724862146906162e-06,1.9111620730427603e-07
1898,1.9317623554115926e-06,1.5447308876481713e-07
1899,1.8849042131563465e-06,1.6803838676082705e-07
1900,1.7197959465420354e-06,1.645563909580261e-07
1901,1.697858832194754e-06,1.961647417836332e-07
1902,1.5025468886875615e-06,1.3699692047453027e-07
1903,1.870096280498501e-06,1.512061709174617e-07
1904,1.856932946964207e-06,1.2737861787570637e-07
1905,1.7293703589160714e-06,1.6049961093500542e-07
1906,1.7901761788507997e-06,1.7078693081984397e-07
1907,1.8930806122696708e-06,1.506853144483955e-07
1908,1.9910771698050667e-06,1.930175903552822e-07
1909,1.9539492637221656e-06,1.4467587128308423e-07
1910,2.117352416952656e-06,1.4375765911012195e-07
1911,1.8514902437871683e-06,1.5375881068369068e-07
1912,1.9066481815599445e-06,1.3127741116392144e-07
1913,1.987030294969827e-06,1.2408996419299712e-07
1914,1.9387073528776e-06,1.325955188424821e-07
1915,1.7188132179768445e-06,1.1898569507451384e-07
1916,1.5734045568649435e-06,1.5931820174230893e-07
1917,2.125293070420753e-06,1.3708030799364224e-07
1918,1.8584956933409558e-06,1.2864741538720637e-07
1919,1.9336481642540093e-06,1.8415696662055225e-07
1920,2.0429882034989078e-06,1.711324402187131e-07
1921,2.077961921642668e-06,1.999205270220017e-07
1922,2.112302823320533e-06,1.7780824190793965e-07
1923,2.002167809322941e-06,1.475616784318845e-07
1924,2.0665274149678226e-06,2.2689258427632808e-07
1925,1.995069361271362e-06,1.6277303682699085e-07
1926,1.9528033785576326e-06,1.4044134322155344e-07
1927,2.2019718510790653e-06,2.3970833051834006e-07
1928,1.9058636606672508e-06,1.99955724644596e-07
1929,1.8192283608442494e-06,1.8381670718881082e-07
1930,1.874893225561891e-06,1.4915117230174246e-07
1931,1.7290520730739445e-06,1.3686427635661857e-07
1932,1.6537940901173442e-06,1.4685778726430954e-07
1933,1.699952134615046e-06,1.1241249264770659e-07
1934,1.6235040618539642e-06,1.0064527167230608e-07
1935,1.728220176744344e-06,1.2327332488126785e-07
1936,1.613799465616239e-06,1.3579680269160121e-07
1937,1.412723467097976e-06,8.310138133182932e-08
1938,1.6271343916685055e-06,1.3483823302351539e-07
1939,1.3443470656682166e-06,1.2847002484051018e-07
1940,1.1943537816527794e-06,1.1664601462513247e-07
1941,1.9391372134691665e-06,1.6528414370498012e-07
1942,1.7264664702310029e-06,1.274369008097409e-07
1943,1.8087155417845224e-06,1.1612940742367073e-07
1944,1.6547909247321968e-06,1.831516094341623e-07
1945,2.017294706391226e-06,1.2417472960990494e-07
1946,1.994894326173835e-06,1.6566114080518446e-07
1947,1.7106449430315251e-06,1.8000515455973698e-07
1948,1.6373062763364032e-06,1.5981675471898882e-07
1949,1.3449301121681856e-06,1.2074920618942997e-07
1950,1.5346826263140656e-06,1.2124311865591153e-07
1951,1.6279961059240122e-06,1.3646593544081043e-07
1952,1.3159915042137982e-06,1.3813693655606585e-07
1953,1.482478598546777e-06,1.6053002527272042e-07
1954,1.4434036259558525e-06,1.1824768675339214e-07
1955,1.4857417180991206e-06,1.2670570592732133e-07
1956,1.5837592748368934e-06,1.273286738268098e-07
1957,1.4542471866718643e-06,1.395936011228116e-07
1958,1.4451609189336523e-06,9.678524603984329e-08
1959,1.4098610190416139e-06,1.2401196269884451e-07
1960,1.589023288062208e-06,1.224987495884733e-07
1961,1.523731381958271e-06,1.2159278961476616e-07
1962,1.473870621993001e-06,1.0781326054143392e-07
1963,1.5369808146203923e-06,1.1703556523912084e-07
1964,1.3475989479871942e-06,1.5453280033383976e-07
1965,1.4292977166263654e-06,1.6963334559250143e-07
1966,1.5282307277431073e-06,1.395846833673886e-07
1967,1.6181360944500511e-06,1.5333343661438903e-07
1968,2.097042171911312e-06,1.5180984869189729e-07
1969,1.4783421935504748e-06,1.4579042661999608e-07
1970,1.4587156158540893e-06,1.6555410287111272e-07
1971,1.6298996303731883e-06,1.9885598767643842e-07
1972,1.8858419466027954e-06,1.5339139425307735e-07
1973,1.3132451233133224e-06,1.1302067859375597e-07
1974,1.145366347543586e-06,1.0744841683063555e-07
1975,1.1337287730839307e-06,1.1480075245984267e-07
1976,1.1575604990099464e-06,1.1369918118120381e-07
1977,1.258219027633345e-06,1.1988635062465391e-07
1978,1.4584151575292026e-06,1.6455438611728823e-07
1979,1.350635496777386e-06,1.427881559656896e-07
1980,1.4366375644669915e-06,1.284844035609467e-07
1981,1.3580955080527701e-06,1.3979464474900283e-07
1982,1.34144127628133e-06,1.278745438426654e-07
1983,1.448733495834631e-06,1.2756938883029534e-07
1984,1.5378970346091592e-06,1.5309382384032233e-07
1985,1.3378601231295306e-06,1.461780629874454e-07
1986,1.3973145307488721e-06,1.1629301743809606e-07
1987,1.3749338148016932e-06,1.2099417512345667e-07
1988,1.4745526311088497e-06,1.247283163419155e-07
1989,1.519112231562758e-06,1.3226373862806895e-07
1990,1.4259120142412485e-06,1.2313950925602057e-07
1991,1.5468406875385199e-06,1.4829507399838349e-07
1992,1.4750120396200828e-06,1.371976132702457e-07
1993,1.5094340302113096e-06,1.8445560812097028e-07
1994,1.4279226512314835e-06,1.5772030703686823e-07
1995,1.5356380274056391e-06,1.285120898586456e-07
1996,1.4364806446565126e-06,1.3718897129422203e-07
1997,1.5046378480931821e-06,1.433673384454437e-07
1998,1.5181723362900357e-06,1.3589168457173173e-07
1999,1.483944361169165e-06,1.425902731444495e-07
2000,1.5511708930660006e-06,1.2989012243558307e-07
2001,1.461572207261952e-06,1.6079047160388882e-07
2002,1.4852341188031914e-06,1.4764715761117486e-07
2003,1.6688526542907312e-06,1.787609962278225e-07
2004,1.5126053316549815e-06,1.2553655093228144e-07
2005,1.5173132119628008e-06,1.2970799279088396e-07
2006,1.7262194660361274e-06,1.713042223627781e-07
2007,1.7240173413313187e-06,1.661703494804101e-07
2008,1.8873230338556368e-06,1.324063716445778e-07
2009,1.874853296612855e-06,1.687940214267769e-07
2010,2.043512857596852e-06,1.7808700158994384e-07
2011,2.4079550904332336e-06,1.931105906294306e-07
2012,2.680848986358342e-06,1.7736156010528248e-07
2013,2.5431241930107262e-06,1.938441949178582e-07
2014,3.0353045374909016e-06,2.41014049606747e-07
2015,2.8527324644755936e-06,2.0902306463455034e-07
2016,2.913132703952215e-06,2.2598319926458998e-07
2017,2.350335766010403e-06,1.6099912958367213e-07
2018,2.7027957258951574e-06,2.152943245903316e-07
2019,2.7494544951878197e-06,2.0586470927952405e-07
