year,plusieurs_DET oies_NOUN,plusieurs_DET choix_NOUN
1932,0.0,4.383814644626227e-09
1933,4.588264879146209e-09,1.0323595756034365e-08
1934,3.5944740517379614e-09,5.990790086229936e-09
1935,0.0,2.393656828303392e-09
1936,1.2124714565686645e-09,2.424942913137329e-09
1937,0.0,3.777335333410292e-09
1938,0.0,9.075650453382877e-09
1939,0.0,0.0
1940,0.0,5.0715658339584024e-09
1941,2.9515025978810172e-09,5.9030051957620344e-09
1942,3.034211770724937e-09,3.034211770724937e-09
1943,0.0,2.9032352077962287e-09
1944,0.0,0.0
1945,0.0,4.357008087652048e-09
1946,1.3921104269343232e-09,9.744772988540262e-09
1947,1.1920870957027319e-09,1.4305045148432782e-08
1948,1.0871887834440486e-09,8.697510267552389e-09
1949,0.0,1.1780410202888447e-08
1950,0.0,4.2541445921528975e-09
1951,4.264560704569931e-09,3.1984206394497505e-09
1952,0.0,5.272401959466322e-09
1953,0.0,1.508335811806205e-08
1954,9.772536113672459e-10,8.795282724349818e-09
1955,0.0,6.569925492527773e-09
1956,0.0,4.360570571293465e-09
1957,8.835037701437898e-10,5.3010225653515874e-09
1958,8.272243445794913e-10,1.2408365002158916e-08
1959,7.750747821333448e-10,1.2401196958222727e-08
1960,1.3841666701708277e-09,1.3841666257619067e-08
1961,6.948159270159238e-10,8.337791235213388e-09
1962,6.341956404476434e-10,5.073564957047694e-09
1963,0.0,1.4871922360271128e-08
1964,6.083968329129164e-10,2.129388909644092e-08
1965,1.0944086747954884e-09,1.5321721891226048e-08
1966,0.0,1.9940669115925402e-08
1967,4.930335584241163e-10,1.4791006863745793e-08
1968,0.0,2.1558796858833773e-08
1969,1.3625273131978588e-09,2.4071315607443466e-08
1970,1.3796175313274261e-09,2.2993624781975086e-08
1971,1.0276794970565106e-09,3.5968782063910965e-08
1972,3.0780880067027283e-09,2.6676763187349906e-08
1973,5.513203782392395e-10,3.087394140344202e-08
1974,5.625571675160757e-10,3.825388672495933e-08
1975,0.0,5.197446961702212e-08
1976,5.713526873840635e-10,4.685092047651551e-08
1977,0.0,3.761140332514401e-08
1978,1.7821774056514528e-09,4.5148495386726495e-08
1979,1.1703946700691858e-09,3.686743155206784e-08
1980,0.0,4.3207145417056836e-08
1981,6.325549528618524e-10,3.795329828193417e-08
1982,0.0,5.152226911775415e-08
1983,0.0,4.168108480584465e-08
1984,0.0,4.6392068853151613e-08
1985,0.0,4.210890747202711e-08
1986,5.994485463567401e-10,7.193382778325486e-08
1987,0.0,5.499735067360234e-08
1988,1.1993107618124554e-09,4.8572085908915597e-08
1989,1.0976244357863152e-09,5.323478347030175e-08
1990,1.6345953479657283e-09,4.7403264868961514e-08
1991,5.861465202094962e-10,4.2202550343262146e-08
1992,0.0,5.4548445760360664e-08
1993,5.539207426075166e-10,6.314696410214538e-08
1994,1.5824779264761446e-09,4.6946847742646014e-08
1995,5.422450821690461e-10,5.96469602598404e-08
1996,0.0,5.2847113352072483e-08
1997,4.79489448146353e-10,5.418230930587242e-08
1998,0.0,4.243635087775033e-08
1999,1.3710603763428253e-09,4.8901151572522394e-08
2000,0.0,7.33393203944388e-08
2001,0.0,7.053751005514641e-08
2002,2.6287327870022636e-09,7.44807664432301e-08
2003,8.333845835650777e-10,7.833814752444823e-08
2004,4.404791253964646e-10,1.0351259227547871e-07
2005,4.5037495954858286e-10,7.74644952628023e-08
2006,8.235779835885637e-10,1.0377082571011442e-07
2007,1.1983438685803094e-09,8.628075587324702e-08
2008,8.514879357157668e-10,1.1154492263187876e-07
2009,4.76819250749827e-10,1.1443662017995848e-07
2010,2.3618964561933353e-09,1.2612527555688757e-07
2011,1.529588788962144e-09,1.8049147954002365e-07
2012,6.808505426114664e-10,1.647658329773094e-07
2013,1.6734750252211938e-09,1.288575806057679e-07
2014,1.0827225782605865e-09,1.0502409253376754e-07
2015,2.21657536769726e-09,1.0550899176564599e-07
2016,2.4856081637381067e-09,1.0356700386182638e-07
2017,2.0124890642847504e-09,1.290508588880357e-07
2018,1.5488800242380307e-09,1.2055449261083595e-07
2019,2.806086474294034e-09,1.2142702132678096e-07
