year,ces_DET airs_NOUN,ces_DET chairs_NOUN
1865,4.2079188133925527e-07,9.884373419755121e-08
1866,3.649209681100274e-07,9.244664589402873e-08
1867,3.3532926302370925e-07,8.007139129517782e-08
1868,3.665386465456777e-07,8.150792241146121e-08
1869,4.2193605054308136e-07,1.3576182666952263e-07
1870,2.712205091626174e-07,1.1812140776612523e-07
1871,2.655294260023311e-07,8.60315392259281e-08
1872,3.319989190231354e-07,1.0764263613793901e-07
1873,3.3162464418978743e-07,1.6700952976123062e-07
1874,3.0231522352153206e-07,9.260644373565441e-08
1875,2.4888642258247273e-07,9.612165285943775e-08
1876,2.6844305978102057e-07,1.5356878435568433e-07
1877,3.117147393538744e-07,6.926993911804402e-08
1878,3.907290277993525e-07,8.817069296895852e-08
1879,3.097427843101741e-07,9.041801485309975e-08
1880,2.5350492194320395e-07,9.755125995880576e-08
1881,3.249188438303463e-07,6.833057097921369e-08
1882,2.622221639825284e-07,1.284489392627819e-07
1883,2.4076681448548243e-07,8.025560571667256e-08
1884,3.129204415586173e-07,5.743476449993068e-08
1885,2.391330813367176e-07,4.898683259035863e-08
1886,3.175104374975035e-07,6.259860085844338e-08
1887,2.872726856395502e-07,5.680164527621656e-08
1888,2.460158547989977e-07,9.003672651886063e-08
1889,3.0887123614320444e-07,6.077182734820497e-08
1890,2.5758738786407775e-07,6.423298926083731e-08
1891,2.2373512464923806e-07,6.182993361747435e-08
1892,2.3506920854288182e-07,7.772955079587973e-08
1893,1.9460596156761767e-07,6.712674194275792e-08
1894,2.350474090917487e-07,9.326278238575014e-08
1895,2.4194829784107696e-07,8.426060027488802e-08
1896,2.1642096648122333e-07,4.0689498437274096e-08
1897,2.1966709518039806e-07,4.952706644800742e-08
1898,2.2633420115880654e-07,5.262269864303448e-08
1899,2.5150482407809704e-07,6.74364564190455e-08
1900,2.3515470104484848e-07,8.149953512059938e-08
1901,2.1851968501351848e-07,6.315275080659433e-08
1902,1.9935752160193942e-07,4.762975225336419e-08
1903,2.694710055095584e-07,6.966284171738835e-08
1904,1.9348650681649815e-07,6.557042908639232e-08
1905,1.9610884827159225e-07,6.863809609569671e-08
1906,1.8879157437368121e-07,5.812928671744544e-08
1907,2.000566077242638e-07,6.274268993244903e-08
1908,2.681618447297751e-07,6.679489428229601e-08
1909,2.2884090888908304e-07,6.161101628876509e-08
1910,2.933938674232195e-07,6.893954340725372e-08
1911,2.0270625533669318e-07,3.5114468555086376e-08
1912,2.9745795515623286e-07,6.876436087210891e-08
1913,2.6196769375985696e-07,5.51510928037402e-08
1914,2.270196119980028e-07,5.156492477453867e-08
1915,1.684648918143239e-07,3.062998121805549e-08
1916,1.4173825491070602e-07,9.00971883766033e-08
1917,2.5771097966753587e-07,7.128175671944348e-08
1918,2.63038021586226e-07,8.844509835626013e-08
1919,2.2282992784283806e-07,3.775217966017763e-08
1920,2.559414298275442e-07,7.269342106042131e-08
1921,3.612200565328294e-07,7.497019716140585e-08
1922,3.1430005975607855e-07,7.599273332825618e-08
1923,2.6964508137439225e-07,5.095655009057509e-08
1924,3.0166401998599213e-07,5.4144823624646676e-08
1925,3.1894715490921044e-07,7.148815317492563e-08
1926,3.35498771875109e-07,3.789687053057378e-08
1927,3.7015426102016136e-07,1.1037732816632229e-07
1928,2.685119735446051e-07,7.426926962317282e-08
1929,3.130454260258375e-07,8.800920880958074e-08
1930,3.445182059635954e-07,7.247486522032887e-08
1931,2.919771411313832e-07,5.474571285191132e-08
1932,2.1590287069273018e-07,6.24693612394367e-08
1933,2.2253084708268034e-07,4.473558146145251e-08
1934,2.1447027975796118e-07,5.6313428586918235e-08
1935,2.5492445665520336e-07,6.462873347601317e-08
1936,3.0918022098092024e-07,6.304851885019502e-08
1937,1.586480848914107e-07,4.0291579406215305e-08
1938,1.970712553145404e-07,3.630259948206316e-08
1939,1.529405118105842e-07,3.058810094103137e-08
1940,1.3946805843545462e-07,3.0429395447839624e-08
1941,3.5418031529843574e-07,4.427253985639368e-08
1942,1.8205270713167465e-07,6.675265851185941e-08
1943,1.9451676003257035e-07,5.2258233740332116e-08
1944,2.7954719428180397e-07,4.819779242382083e-08
1945,2.091363882072983e-07,8.278315410947812e-08
1946,2.0324812055605435e-07,5.568441885372977e-08
1947,1.8954184177744082e-07,6.437270405612594e-08
1948,2.58750922910167e-07,5.3272250610802985e-08
1949,2.130290823743053e-07,5.1048442806234107e-08
1950,1.7441992206101986e-07,4.4668516441248585e-08
1951,2.1855874088316796e-07,5.2240869630182374e-08
1952,1.6660790080891275e-07,2.6362009464264702e-08
1953,1.853098279269716e-07,5.2791754523440204e-08
1954,2.277000969996834e-07,7.524853007367938e-08
1955,2.017905682549781e-07,4.5050918551226005e-08
1956,2.2936601773437815e-07,6.279221942406821e-08
1957,1.899533081939353e-07,6.272876840185404e-08
1958,1.7537156615787808e-07,3.226174849491059e-08
1959,1.8524288059040828e-07,5.735553232355528e-08
1960,2.159299992143815e-07,6.297958243806079e-08
1961,1.9732772749136984e-07,6.253343309836623e-08
1962,1.953322588121864e-07,5.200404162852834e-08
1963,2.3342452060148844e-07,4.2029346225547215e-08
1964,1.898198114247407e-07,4.6846554191404266e-08
1965,1.931631334883832e-07,5.089000376656827e-08
1966,1.9275980278621319e-07,5.982200756982081e-08
1967,2.760987953820404e-07,5.571279304561472e-08
1968,3.265259405083043e-07,6.287982134978165e-08
1969,1.7349514536135757e-07,6.131373186946121e-08
1970,1.9590568989258372e-07,7.357960285503395e-08
1971,2.3585244868229438e-07,7.1937567458491e-08
1972,3.539801411989174e-07,5.181448337054917e-08
1973,1.6429347304836028e-07,7.056900763746654e-08
1974,1.4176440465973883e-07,3.6566217165301396e-08
1975,1.2565256346519504e-07,5.597250485323002e-08
1976,1.142705370327235e-07,3.8280629999221105e-08
1977,1.3575366342166717e-07,3.58483685514166e-08
1978,1.841583285866477e-07,6.950492004165199e-08
1979,1.4805492387637287e-07,4.3889801348839796e-08
1980,1.4553986193988067e-07,4.889229665572259e-08
1981,1.3030631418331495e-07,5.6929945868589016e-08
1982,1.502215489779246e-07,6.145427366988088e-08
1983,1.591459621863578e-07,4.4207212113178684e-08
1984,2.1456332177649529e-07,5.567048155796783e-08
1985,1.3715471602893103e-07,3.8499570864658494e-08
1986,1.492626822141574e-07,4.316029511564068e-08
1987,1.796580146873339e-07,4.6442208745389735e-08
1988,1.3192418135687944e-07,4.017691057622841e-08
1989,1.388494963450171e-07,4.939309938833958e-08
1990,1.422097835046543e-07,4.140974763089389e-08
1991,1.9460065026066786e-07,4.982245482842984e-08
1992,1.3885059324536542e-07,6.116038075987262e-08
1993,1.5066644287742292e-07,4.6529343045165206e-08
1994,1.329281484885314e-07,5.433174576907618e-08
1995,1.5887781223966613e-07,6.127369323039034e-08
1996,1.564061022918395e-07,5.177949269352666e-08
1997,1.3138010679369927e-07,3.835915451944061e-08
1998,1.320771794155462e-07,5.292623272978858e-08
1999,1.5584385515410304e-07,4.204585146716511e-08
2000,1.586073281600875e-07,4.9040148830670205e-08
2001,1.349413158990842e-07,5.345078440965878e-08
2002,1.5991459179076628e-07,5.432714522690674e-08
2003,1.6084323029019743e-07,4.5419460192874794e-08
2004,1.6870350627584685e-07,5.4178931230275396e-08
2005,1.4186810837202302e-07,6.035024613382234e-08
2006,1.8365789244967345e-07,5.188541329914642e-08
2007,1.633742110485059e-07,6.111553707555117e-08
2008,1.8775308419094472e-07,4.3425883333725324e-08
2009,1.7165492316451036e-07,6.246332251436115e-08
2010,1.620261036450188e-07,5.0544584073719534e-08
2011,1.5181169388256421e-07,6.653711226434211e-08
2012,1.9846793719580091e-07,9.463822570054958e-08
2013,1.676264123062765e-07,7.251724865042775e-08
2014,2.7154682591401524e-07,1.0632335811777693e-07
2015,2.4138505594351045e-07,8.578146948323706e-08
2016,2.479394041188243e-07,1.0335986955212206e-07
2017,1.5395541641538557e-07,6.263872087686195e-08
2018,2.1632690661022025e-07,8.286508457189257e-08
2019,2.522926862980057e-07,8.851927568720441e-08
