year,des_DET armes_NOUN,des_DET charmes_NOUN
1906,4.805182719280765e-06,3.8941476132592356e-07
1907,5.2014717084603035e-06,4.13484597672209e-07
1908,4.730158757126901e-06,3.722832886410288e-07
1909,4.375482326679503e-06,3.8891954723396793e-07
1910,4.536649626629696e-06,3.735561233675355e-07
1911,4.867610094549946e-06,3.9317566313812335e-07
1912,4.583769516841585e-06,4.5790813807400355e-07
1913,4.461405424649456e-06,3.9136064788891645e-07
1914,4.861836089276039e-06,3.7568731525716714e-07
1915,6.18372184746363e-06,2.992313627991905e-07
1916,6.118917532660362e-06,2.2634171159552352e-07
1917,5.3296822102311125e-06,2.5551769633480603e-07
1918,5.261909194587133e-06,2.297275329965487e-07
1919,4.744804414258397e-06,3.719970727011912e-07
1920,4.4668593091046205e-06,3.218198552090712e-07
1921,4.077167098159862e-06,4.5209300925108664e-07
1922,4.139759695931389e-06,3.954573348785573e-07
1923,3.973549549840527e-06,4.034060263613526e-07
1924,4.166572963981707e-06,4.331585929939763e-07
1925,4.3200842441137866e-06,5.070159772024851e-07
1926,4.476289070964867e-06,4.703670399841542e-07
1927,4.16646515333241e-06,5.061748251655729e-07
1928,3.688325993067565e-06,4.159078925702886e-07
1929,4.022800780489888e-06,4.745813200202065e-07
1930,4.164678820473e-06,3.980865852515336e-07
1931,4.032934008080247e-06,3.6383088009017683e-07
1932,4.26654773377777e-06,3.770080629905692e-07
1933,4.1122325953324435e-06,3.5444346635493673e-07
1934,4.249866520922296e-06,3.9299584209118166e-07
1935,3.846606418278498e-06,3.5186756353056126e-07
1936,4.3139734344777025e-06,3.346421264538435e-07
1937,4.064413008819656e-06,2.996686019329786e-07
1938,4.132013913249466e-06,3.4617123301217134e-07
1939,4.147746537341845e-06,3.5329255787530656e-07
1940,3.9456783298419396e-06,2.459709422808487e-07
1941,4.185230565667553e-06,3.836953443858704e-07
1942,4.184178195032473e-06,4.156870168081639e-07
1943,4.877435152650378e-06,4.0354969166322974e-07
1944,5.439923988603823e-06,3.823691638871196e-07
1945,6.125953177615884e-06,3.093475782200983e-07
1946,5.390251452297434e-06,3.9535936835477514e-07
1947,4.771924615454282e-06,3.8981248984271133e-07
1948,5.707741145499767e-06,3.565979334041458e-07
1949,5.023363257805613e-06,4.1329604094642036e-07
1950,5.150705671752576e-06,4.2116032261674263e-07
1951,4.632379095426131e-06,4.2965448754372915e-07
1952,4.503685893553211e-06,2.910365992647712e-07
1953,4.280441700643678e-06,3.10286234039836e-07
1954,4.293075193118057e-06,3.879696821584844e-07
1955,4.519170047956322e-06,3.951340961094729e-07
1956,4.6937183171280594e-06,3.488456501443693e-07
1957,5.3451980264185295e-06,3.6400354730403706e-07
1958,4.863251959363879e-06,4.417377876819728e-07
1959,4.353594924566551e-06,3.3560737033866417e-07
1960,4.872266799793579e-06,4.2563124624805937e-07
1961,4.78589225849646e-06,4.0577250004503185e-07
1962,5.292996632988434e-06,4.369607888854432e-07
1963,5.141805750952244e-06,3.789107099194666e-07
1964,4.896377696184118e-06,3.662548961891332e-07
1965,4.898573010336804e-06,3.874206790932533e-07
1966,5.058283136349928e-06,4.237392046135824e-07
1967,5.674816414114048e-06,4.595072891078189e-07
1968,5.506475780236997e-06,5.223516721386545e-07
1969,6.240375284960464e-06,3.460819537615123e-07
1970,5.637117340029363e-06,3.724967392315648e-07
1971,5.065432134188086e-06,4.151825123699382e-07
1972,4.976755512586806e-06,4.4940085519584727e-07
1973,5.204464450514479e-06,3.219710933421993e-07
1974,5.510809998554578e-06,2.357114596840404e-07
1975,5.038667715950851e-06,2.775779499586406e-07
1976,5.932926484319978e-06,2.771060425565963e-07
1977,5.1233782940585115e-06,2.767964208949536e-07
1978,5.230690604207666e-06,3.4990082420360835e-07
1979,4.973592339752031e-06,3.569703608263808e-07
1980,5.023967652562078e-06,3.166628848028097e-07
1981,5.28183387871195e-06,3.0552403407213546e-07
1982,5.3061729659020784e-06,2.954771103347298e-07
1983,5.323179735228223e-06,2.43139669287018e-07
1984,5.346685796325801e-06,3.148861562607408e-07
1985,5.60830472551288e-06,2.803250147564995e-07
1986,5.500539685954209e-06,3.2969671126537037e-07
1987,5.1911389036263245e-06,3.171513944799642e-07
1988,5.1450433673494445e-06,2.8003905994111733e-07
1989,5.706000592908822e-06,2.568441166417301e-07
1990,5.394164503513821e-06,2.8169526888888186e-07
1991,5.46933314637954e-06,2.930732589945251e-07
1992,5.471925447864123e-06,2.573143920159282e-07
1993,5.476614347799114e-06,2.919162196413083e-07
1994,5.791869497784319e-06,2.9064844309090176e-07
1995,5.908302568968793e-06,3.8445176819834614e-07
1996,5.619409861878921e-06,3.000007824383033e-07
1997,5.772094120004567e-06,2.5844482509640443e-07
1998,5.570605345894819e-06,2.5747899101702387e-07
1999,5.7717072223795185e-06,2.9432095027814853e-07
2000,5.126242086817001e-06,2.6331468738760577e-07
2001,5.595245731626619e-06,2.738257256496013e-07
2002,6.00227352975935e-06,2.7163572058341856e-07
2003,6.368308476112361e-06,2.854342291414014e-07
2004,5.879955864429576e-06,2.6781131046149653e-07
2005,5.815691849875293e-06,2.7292721815896925e-07
2006,5.800871498706783e-06,3.2078363432219703e-07
2007,5.336624589347139e-06,2.9359425379738013e-07
2008,5.771811032673213e-06,2.763078446044176e-07
2009,5.393779233031637e-06,2.9181337346528835e-07
2010,5.8622270131536425e-06,2.8862376089122677e-07
2011,5.1157098965859404e-06,3.407158972734692e-07
2012,5.619059706418739e-06,3.7106355099680854e-07
2013,6.163687558569109e-06,3.567290942640966e-07
2014,6.362511030033602e-06,4.062375031921306e-07
2015,5.932664080887662e-06,4.078498627713145e-07
2016,6.194963887651284e-06,4.904933481597595e-07
2017,5.547426042085135e-06,2.799875273851171e-07
2018,5.661672958012787e-06,3.5675869014539785e-07
2019,5.5101337608221e-06,3.765257976517944e-07
