year,telles_ADJ armes_NOUN,telles_ADJ larmes_NOUN
1890,4.1948073459252555e-08,1.3764211992395303e-08
1891,4.84440718651058e-08,1.466070642663908e-08
1892,3.5103667528346705e-08,8.775916882086676e-09
1893,4.0645549148621285e-08,9.23762488724833e-09
1894,3.906954404442331e-08,3.780923574225881e-09
1895,4.634333095054899e-08,6.6204757231957956e-09
1896,3.4792471126365854e-08,1.7101383420481397e-08
1897,3.437761009195128e-08,7.574727511894253e-09
1898,2.4896761985360172e-08,3.3950129374460403e-09
1899,3.4823742112166656e-08,4.9748205555033564e-09
1900,4.6200373304827735e-08,1.2977633190303095e-08
1901,2.794369535763508e-08,2.235495566438317e-09
1902,3.4863013809172116e-08,1.0311596021495006e-08
1903,3.510143287144274e-08,2.7001101354784396e-09
1904,3.654745128756076e-08,4.299700151477737e-09
1905,3.148063143498803e-08,8.773290538499623e-09
1906,3.806696469155213e-08,7.716276506641861e-09
1907,2.8799922446864912e-08,1.337139288182243e-08
1908,3.5361999550787004e-08,6.875944702500192e-09
1909,3.795678793494517e-08,2.2003934230241384e-09
1910,4.3287620599130605e-08,1.2825961626106164e-08
1911,3.511446777793026e-08,3.1922244847493175e-09
1912,3.1777467768279166e-08,1.3023552902780011e-08
1913,4.613600879110891e-08,2.1742257771961704e-08
1914,2.8126324380650658e-08,1.1384464038144415e-08
1915,4.2410743361642744e-08,1.5314990164938536e-08
1916,5.8233549538044826e-08,1.648119329900055e-08
1917,2.4126133979507358e-08,6.57985488317081e-09
1918,5.513460621386912e-08,2.067547733020092e-08
1919,2.3940405213807026e-08,1.8415697411455767e-08
1920,3.558949046578164e-08,1.817335615328375e-08
1921,1.5145495524393482e-08,4.543648568500203e-09
1922,3.9103056792555435e-08,9.591316185719734e-09
1923,4.140219900250486e-08,3.1847844361720945e-09
1924,2.836157442231979e-08,6.445812328337297e-09
1925,3.189471442510694e-08,1.3197813508725176e-08
1926,3.901148559748435e-08,2.229227691330493e-09
1927,3.0102906833917586e-08,3.3447675740205796e-09
1928,2.0566874425753667e-08,9.14083297942625e-09
1929,3.119313873867213e-08,7.798284684668033e-09
1930,3.676261073337628e-08,5.2518016602221e-09
1931,2.167017854048936e-08,7.983749661377715e-09
1932,5.8085543486186e-08,2.1919073223131136e-09
1933,8.373583426646292e-08,1.1470662641954732e-08
1934,4.193552882725271e-08,7.188948103475923e-09
1935,2.5133395809007197e-08,8.377798899061872e-09
1936,4.00115567344983e-08,3.6374143697059935e-09
1937,3.021868266728234e-08,7.554670666820584e-09
1938,3.5006078036303734e-08,1.1668692678767911e-08
1939,1.6823456405745674e-08,6.117620188206274e-09
1940,5.0715659227762444e-08,1.5214697057785997e-08
1941,1.1806010391524069e-08,1.4757512545315876e-08
1942,2.1239483061208375e-08,0.0
1943,4.935499831049128e-08,0.0
1944,2.2492303131116387e-08,2.2492303131116387e-08
1945,3.485606470121638e-08,6.535512131478072e-09
1946,4.037120149291695e-08,1.3921104269343232e-08
1947,3.5762614203349585e-08,8.344609447874518e-09
1948,3.913879709216417e-08,5.435944139264848e-09
1949,1.0013348372694963e-07,6.8719057111366055e-09
1950,2.2334258886758107e-08,5.317680518146517e-09
1951,3.731490494374157e-08,8.529121409139861e-09
1952,6.115985939914026e-08,6.326882129314981e-09
1953,5.4946518446286063e-08,5.386913581872932e-09
1954,5.961246785091134e-08,2.9317608341017376e-09
1955,8.165478959654138e-08,9.385607846468247e-09
1956,6.01758785023776e-08,1.0465369904011368e-08
1957,1.0336994193949067e-07,8.835037590415595e-09
1958,1.8447103400376363e-07,7.445019267748876e-09
1959,1.2556211004266515e-07,5.425523585955716e-09
1960,9.273916390384329e-08,5.536666680683311e-09
1961,9.518978316691573e-08,6.94815938118154e-09
1962,8.054284705849568e-08,8.8787386332001e-09
1963,1.1380253539527985e-07,5.819448034571906e-09
1964,8.578395238600933e-08,6.6923653285755336e-09
1965,7.441978766564716e-08,8.755269398363907e-09
1966,1.1022758883427741e-07,4.985167390003653e-09
1967,1.5826377364192012e-07,5.916402479044791e-09
1968,1.7112294870003097e-07,1.2126823101255013e-08
1969,1.2807757343580306e-07,2.2708788183223305e-09
1970,1.057706739970854e-07,7.817832603507213e-09
1971,1.4284745475379168e-07,6.166076982339064e-09
1972,1.1799338039963914e-07,4.104117490300041e-09
1973,1.0750747492238588e-07,3.859242703185828e-09
1974,8.26959052346865e-08,1.1251143350321513e-09
1975,7.253579781263397e-08,3.998036124386317e-09
1976,1.0055807564413044e-07,4.570821499072508e-09
1977,7.757351738746365e-08,5.876781838942691e-10
1978,1.158415301460991e-07,1.7821774056514528e-09
1979,6.671249508372057e-08,5.851973350345929e-10
1980,7.390696055153967e-08,0.0
1981,8.476236246224289e-08,1.2651099057237047e-09
1982,8.504277815291061e-08,4.345251713999687e-09
1983,1.0736037125980147e-07,3.78918940668882e-09
1984,1.1598017124470061e-07,8.118611560803402e-09
1985,1.1730337945436986e-07,2.4062232206745193e-09
1986,8.692003916621616e-08,8.392279760016663e-09
1987,1.0266172267847651e-07,3.6664902225425067e-09
1988,1.1393452581387464e-07,1.1993107618124554e-09
1989,1.0756719603932652e-07,1.0976244357863152e-09
1990,1.0025517838130327e-07,4.358920779878872e-09
1991,1.8580844596272073e-07,1.1722930404189924e-09
1992,1.4766649769626383e-07,7.713921945651236e-09
1993,9.195084516022689e-08,9.416652346772025e-09
1994,8.861876921173462e-08,3.6924485691258724e-09
1995,1.4532167824654607e-07,3.253470381991974e-09
1996,2.88790801050709e-07,2.6690460952494277e-09
1997,1.2610571786808578e-07,3.3564262480467733e-09
1998,8.487270264367908e-08,2.86087753487152e-09
1999,8.50057446655228e-08,4.570201106446348e-09
2000,6.361965176893136e-08,1.7672125984802278e-09
2001,8.762423675534592e-08,1.7524847129024579e-09
2002,1.209217117548178e-07,1.752488598683044e-09
2003,1.458423071198922e-07,5.000307723435071e-09
2004,1.0967930563765549e-07,5.726228824443069e-09
2005,1.1124261334316543e-07,4.053374524914943e-09
2006,1.1488912576851362e-07,2.8825228870488218e-09
2007,8.108793281280668e-08,4.7933754743212376e-09
2008,1.1069343486269645e-07,2.554463751636149e-09
2009,8.296655096273753e-08,3.814554005998616e-09
2010,9.967203595806495e-08,2.3618964561933353e-09
2011,8.221540070962874e-08,3.4415748029203996e-09
2012,6.025527454767143e-08,6.808505315092361e-09
2013,8.144245100538683e-08,6.136075203500013e-09
2014,7.427477299870588e-08,6.063246349441442e-09
2015,6.405903008044334e-08,5.319781060109108e-09
2016,7.581104455312015e-08,6.006886099640951e-09
2017,6.867618651540397e-08,3.5218559180094644e-09
2018,6.118076356642632e-08,5.421080029321956e-09
2019,5.5611533156252335e-08,5.612172948588068e-09
