year,plusieurs_DET yeux_NOUN,plusieurs_DET lieux_NOUN
1841,1.926164472365599e-08,1.2346714965971728e-06
1842,4.159124245006751e-08,1.1759588502968654e-06
1843,1.6539351332944818e-08,1.0679694995019418e-06
1844,4.55550577260766e-08,1.0055044210588449e-06
1845,3.6829504446167505e-08,7.951825100604992e-07
1846,2.8101606375230404e-08,9.964360829783914e-07
1847,2.1572894581822766e-08,1.1056108411011678e-06
1848,2.011305433313737e-08,8.986512876063557e-07
1849,2.7652069745087715e-08,8.153170814040323e-07
1850,4.073397619208663e-08,1.2763312042807229e-06
1851,2.644269869733762e-08,9.351686287573102e-07
1852,1.4323200403509873e-08,1.0709847773071601e-06
1853,2.1498955282694965e-08,1.060017954301884e-06
1854,1.0391328519876453e-08,1.0292611545281716e-06
1855,3.449509122788186e-08,8.629079601973899e-07
1856,1.604928606679934e-08,1.1483005790680068e-06
1857,2.4407546206361985e-08,1.0334154891822322e-06
1858,1.8106600663259087e-08,8.275206009322744e-07
1859,8.147477359443656e-09,1.0051950694034417e-06
1860,6.865776031039772e-09,8.746998640951631e-07
1861,3.4426534512022045e-08,7.08809355209894e-07
1862,2.6656119311851967e-08,7.743828336348457e-07
1863,3.246503538223422e-08,7.606807601590049e-07
1864,1.4384183399940298e-08,7.441417864129107e-07
1865,2.6829013677343028e-08,7.460348387944293e-07
1866,1.751620715140234e-08,6.568577295418265e-07
1867,2.5719900875742496e-08,7.172455145365575e-07
1868,2.519335706718806e-08,7.014621004053367e-07
1869,1.7092317561306913e-08,5.313268653939218e-07
1870,1.8922360567330543e-08,5.848729962565358e-07
1871,1.5931766128574054e-08,7.934019476962817e-07
1872,1.572308139241585e-08,5.769161570690073e-07
1873,1.3767810169706962e-08,5.165921876937318e-07
1874,1.2546679251101978e-08,6.494400153211899e-07
1875,1.37316650272723e-08,5.978995858413327e-07
1876,2.2974855795609983e-08,6.160889012285509e-07
1877,2.783167152298205e-08,6.964103045348224e-07
1878,1.3889904337816006e-08,6.407472816771786e-07
1879,1.7717043832021773e-08,6.005466541836313e-07
1880,1.9253538763308597e-09,6.5269497895315e-07
1881,2.370652651961791e-08,6.351954198180465e-07
1882,1.4641846846075168e-08,5.630455648386601e-07
1883,2.0853818227806187e-08,6.161355532441348e-07
1884,1.2543224237049344e-08,4.343916559790273e-07
1885,1.160214413431504e-08,6.555211398140415e-07
1886,2.1296431285122708e-08,6.117883860623508e-07
1887,9.140494583448344e-09,5.040330062211495e-07
1888,2.4094335415725254e-08,5.116876071742382e-07
1889,2.1301465480405568e-08,4.842950547256919e-07
1890,1.5075089621063853e-08,4.0964915726249274e-07
1891,8.92390783491237e-09,4.38546344128099e-07
1892,6.8953633913793055e-09,4.0996070826970765e-07
1893,1.1085149687062312e-08,3.417921164983184e-07
1894,2.3945849969564392e-08,4.1023020713737424e-07
1895,1.0833506536300774e-08,3.8820064141020794e-07
1896,9.435246361988447e-09,4.186890587565273e-07
1897,6.4093846896540185e-09,3.414454220473928e-07
1898,1.7540900731916054e-08,2.8970776799752684e-07
1899,2.04520400615138e-08,3.64820186504744e-07
1900,5.71015834616162e-09,3.45724138206549e-07
1901,5.029864968975062e-09,3.1967586711090235e-07
1902,1.1293652957267142e-08,2.587719722946247e-07
1903,1.1880484818149739e-08,2.8405159513411604e-07
1904,1.0211787859759625e-08,3.450509442615157e-07
1905,7.2250627702885595e-09,2.776488456923687e-07
1906,9.773950537805831e-09,2.6646875939118075e-07
1907,1.1828539925318182e-08,3.131991643812171e-07
1908,4.4202499438483756e-09,2.642327221469287e-07
1909,1.0451868703853506e-08,2.970531225443551e-07
1910,6.947395991829808e-09,2.837743875439003e-07
1911,1.1704823554836707e-08,3.3731172399686926e-07
1912,1.4586379215586476e-08,2.750574328302946e-07
1913,6.36358749028787e-09,2.8583115518898694e-07
1914,7.366418142140674e-09,2.9800510104038835e-07
1915,1.767114277129167e-08,1.649306682338647e-07
1916,1.648119329900055e-08,2.1645300796180322e-07
1917,1.0966424213165737e-08,1.9629899838946585e-07
1918,3.101321510712296e-08,2.1364660085509968e-07
1919,7.366278698128781e-09,1.887608931383511e-07
1920,9.086677632552664e-09,2.0975082071217344e-07
1921,1.741731875393171e-08,2.1582329767788622e-07
1922,8.115729421831475e-09,1.5198546926553647e-07
1923,1.1677542488541803e-08,2.855690066638772e-07
1924,6.445812328337297e-09,2.5009750692639443e-07
1925,1.4297631523163545e-08,4.3222839840595384e-07
1926,1.4489979882625903e-08,2.619342460707941e-07
1927,1.0034302277972529e-08,2.4751279381618474e-07
1928,1.4853853258500749e-08,2.9022144287793594e-07
1929,1.3368487650211591e-08,2.617995511489113e-07
1930,6.302162347537887e-09,2.531368465952255e-07
1931,3.4216069977333063e-09,3.0566354780603433e-07
1932,3.287861094491973e-09,2.1371096181610483e-07
1933,1.4911860191091364e-08,2.6497228344801727e-07
1934,4.7926320689839486e-09,1.7612923031151695e-07
1935,1.6755597798123745e-08,3.0519125360228827e-07
1936,2.424943001955171e-08,1.7580835942609951e-07
1937,8.813782592653752e-09,2.1404900207855349e-07
1938,1.55582577932023e-08,2.34670385790281e-07
1939,1.2235240376412548e-08,2.00352066492826e-07
1940,2.5357829169792012e-09,3.3979492286562163e-07
1941,8.854508237732261e-09,3.807438351266512e-07
1942,1.8205270180260413e-08,3.246606610218805e-07
1943,1.4516175816936538e-08,3.106461727853116e-07
1944,4.177142187700156e-08,2.5062851705115463e-07
1945,1.3071024262956144e-08,1.9606535772709321e-07
1946,1.2528993842408909e-08,2.3109032731838397e-07
1947,3.5762612871081956e-09,1.8954184599628832e-07
1948,8.697510267552389e-09,2.3700715345853496e-07
1949,8.835307596655184e-09,1.9830356812189365e-07
1950,5.317680518146517e-09,2.286602693857276e-07
1951,1.0661401539380222e-08,2.3881540145431757e-07
1952,0.0,2.688925130334141e-07
1953,4.3095309543161875e-09,1.9285150498760117e-07
1954,9.772536557761669e-09,2.0229149466644003e-07
1955,9.385607846468247e-09,2.1493041924003364e-07
1956,1.0465369904011368e-08,1.892487704324708e-07
1957,1.3252556385623393e-08,2.2971098179169758e-07
1958,2.4816730892496253e-09,2.1342388090150877e-07
1959,4.650448914844674e-09,2.0229451713760227e-07
1960,8.305000243069571e-09,2.2146666367461876e-07
1961,1.111705483225478e-08,2.3693222778176093e-07
1962,7.610347907416326e-09,2.2704203961332325e-07
1963,9.05247421467692e-09,2.799800999930824e-07
1964,1.2167936658258327e-09,3.114991704578074e-07
1965,1.3132904541635071e-08,3.2230335822447387e-07
1966,7.754704656193212e-09,3.20158521471825e-07
1967,5.4233690871541285e-09,4.5161873929444596e-07
1968,9.88111459321317e-09,3.7907548744442465e-07
1969,3.1792304344691047e-09,4.369171020535134e-07
1970,3.219107563845469e-09,3.531820746971448e-07
1971,6.679916619845017e-09,2.8107034610869164e-07
1972,2.565073486948677e-09,2.595854309284107e-07
1973,2.205281512956958e-09,2.933024365603387e-07
1974,6.1881286761433785e-09,2.88591823327522e-07
1975,3.998036124386317e-09,2.4388019959076246e-07
1976,3.999468867199596e-09,2.5025247429866226e-07
1977,3.526069214387917e-09,2.732703534569225e-07
1978,4.158414057542359e-09,3.3148499412050114e-07
1979,7.60756546647201e-09,3.34732885853839e-07
1980,2.2740602734216964e-09,2.927852533751718e-07
1981,8.223214109648325e-09,2.8022185816212186e-07
1982,7.449002858983533e-09,2.675433417032025e-07
1983,3.157658134966823e-09,2.418766014145035e-07
1984,2.8995041922996734e-09,2.934298413137526e-07
1985,3.609334831011779e-09,3.164183404180676e-07
1986,2.997242676272549e-09,3.0871599143722506e-07
1987,6.110816741511371e-09,3.0981841359079e-07
1988,3.597932174415064e-09,3.2741182542928016e-07
1989,3.2928733073589456e-09,2.919681070245872e-07
1990,2.724325431913144e-09,3.0022068120416634e-07
1991,5.275318681885466e-09,3.6106626932763675e-07
1992,8.815910668147353e-09,3.3500459828417206e-07
1993,5.539207592608619e-09,3.76666093870881e-07
1994,3.1649559639745917e-09,3.5922250951614387e-07
1995,7.049185846152994e-09,4.066838128480299e-07
1996,5.3380921904988554e-09,4.425278419262213e-07
1997,3.835915585170824e-09,4.440072256528538e-07
1998,4.29131630230728e-09,4.6536940701003005e-07
1999,6.398281460207045e-09,4.369112165392153e-07
2000,3.97622823555821e-09,4.175039798326452e-07
2001,3.943090742808408e-09,5.064680603794613e-07
2002,3.066854992184176e-09,4.928874126619576e-07
2003,1.0000615280336689e-08,4.6169506795479265e-07
2004,7.488145215006625e-09,4.6338403514312176e-07
2005,8.106749271874492e-09,5.138778131907884e-07
2006,9.471146977801936e-09,4.3237842817234196e-07
2007,6.391167151065247e-09,5.344613391855546e-07
2008,4.6831836186811415e-09,4.4575393509660444e-07
2009,1.0966842323156811e-08,4.5107102053520975e-07
2010,8.030448306328708e-09,3.7506916505947174e-07
2011,3.823972000160936e-09,3.83926792579814e-07
2012,7.829781156765137e-09,3.3089335360614314e-07
2013,8.646287352753745e-09,2.8923227546329144e-07
2014,7.362513626540945e-09,3.044615830560815e-07
2015,8.201328866030977e-09,3.116505080669185e-07
2016,1.2635174240216429e-08,3.082153980926705e-07
2017,7.043711947041231e-09,3.139482913638858e-07
2018,9.293279867872428e-09,3.231996341668264e-07
2019,9.69375346659973e-09,3.3060802451245763e-07
