year,tes_DET yeux_NOUN,tes_DET lieux_NOUN
1991,1.4301975284070068e-06,6.447611611282156e-09
1992,1.4215656420901723e-06,6.611932834577061e-09
1993,1.5487624267507272e-06,3.877445142741465e-09
1994,1.4595722035437575e-06,4.7474339459618875e-09
1995,1.705360773485154e-06,6.506940763983948e-09
1996,1.5822104870721887e-06,9.608565720853335e-09
1997,1.5434765572308606e-06,1.678213090716696e-08
1998,1.595416080135692e-06,5.721755180765342e-09
1999,1.5817466305634298e-06,8.683382457519428e-09
2000,1.6019782549392403e-06,1.1045078851523726e-08
2001,1.6022091529066529e-06,1.1391150744888279e-08
2002,1.7678228942941132e-06,1.0953053297679816e-08
2003,1.5300940674478625e-06,1.2084076517204778e-08
2004,1.4861765151863437e-06,1.7619165515458945e-08
2005,1.5682056186960835e-06,1.3060873604864298e-08
2006,1.638508408063899e-06,1.3589036895744755e-08
2007,1.966482216175791e-06,1.477957436990529e-08
2008,2.152987221393232e-06,2.1712942721574535e-08
2009,2.262984068579499e-06,7.629108011997232e-09
2010,2.793651106003381e-06,1.0864724231396394e-08
2011,2.7345223259089835e-06,6.1183551280930004e-09
2012,3.5662952484472044e-06,7.148930836198275e-09
2013,3.7904210046235676e-06,5.578249973048344e-09
2014,4.074501617878923e-06,2.20875414902455e-08
2015,4.217034529574448e-06,7.093041445860315e-09
2016,4.481965788727393e-06,9.11389658186934e-09
2017,6.119224508438492e-06,9.307762255383878e-09
2018,4.946606509292906e-06,1.0325866661720084e-08
2019,4.526217708189506e-06,2.7040469419148394e-08
