year,des_DET eaux_NOUN,des_DET lots_NOUN
1870,7.1973782382883655e-06,3.446163425735449e-07
1871,6.624428294799145e-06,3.2500801072643526e-07
1872,6.733107710488184e-06,3.658640368442434e-07
1873,8.112831608286797e-06,3.8370289079381337e-07
1874,7.736521247636574e-06,3.572816358321518e-07
1875,7.623934770606411e-06,3.575954590218089e-07
1876,7.904559844007508e-06,4.341038515320861e-07
1877,7.546712389228105e-06,3.117147180375923e-07
1878,7.1859116275163615e-06,3.828782251247276e-07
1879,7.152798069398614e-06,3.628939184707747e-07
1880,7.279762776590815e-06,4.235778412464697e-07
1881,7.238857200775328e-06,4.462404845639867e-07
1882,7.0413976160921266e-06,3.327692486010392e-07
1883,7.053014144275949e-06,4.669991575667609e-07
1884,6.847280161537128e-06,4.83244209092959e-07
1885,7.208154563898006e-06,5.117834893653139e-07
1886,6.695468691475526e-06,4.840097780345332e-07
1887,7.375726312375264e-06,6.476693354962038e-07
1888,6.678569661744405e-06,5.307094439466198e-07
1889,6.352222271743813e-06,5.081025786779492e-07
1890,6.851300383914349e-06,5.354933794166072e-07
1891,6.857385699277074e-06,6.533575600542463e-07
1892,7.3040705999005695e-06,5.058689644954484e-07
1893,6.971327501048563e-06,5.86281261760746e-07
1894,7.339402820605301e-06,5.242880583011811e-07
1895,6.161255665659837e-06,5.759814261097063e-07
1896,6.510909507539964e-06,6.769789182570207e-07
1897,6.841144177371916e-06,6.298677632798899e-07
1898,6.608392482121417e-06,5.726255185578566e-07
1899,6.924950255893236e-06,6.500432050415839e-07
1900,6.856861965331973e-06,6.094296338687855e-07
1901,6.472318631267626e-06,6.04142668336749e-07
1902,6.062236636239504e-06,5.278555317289602e-07
1903,7.404242083453028e-06,6.015845634976813e-07
1904,6.919829928619947e-06,5.600359180846226e-07
1905,6.729629639323775e-06,5.723281581992978e-07
1906,6.96574034719788e-06,6.872630446963512e-07
1907,6.356554379749468e-06,7.379980395683106e-07
1908,6.3288159140029165e-06,7.593007751438563e-07
1909,6.2133607130476776e-06,5.979568946656855e-07
1910,7.122683996385604e-06,7.070311465184886e-07
1911,6.413179164610483e-06,6.581302649522058e-07
1912,6.157015072005834e-06,9.335283124300986e-07
1913,5.958439423636719e-06,6.787826833942745e-07
1914,5.755851248068211e-06,6.489144865895469e-07
1915,5.268356662924134e-06,5.749012021993849e-07
1916,4.6861523514962755e-06,7.262712253819359e-07
1917,4.420565666407583e-06,6.854015222046428e-07
1918,4.654279464944011e-06,6.283048001876068e-07
1919,4.755853723281689e-06,7.090043254720513e-07
1920,5.151389402158202e-06,6.724141954350671e-07
1921,5.319097759581837e-06,7.890802891097337e-07
1922,5.0915132021600584e-06,8.469869889893289e-07
1923,5.053191209469787e-06,7.346235850747007e-07
1924,5.75997785290383e-06,7.425575514474758e-07
1925,5.5727766365976095e-06,6.994841434959653e-07
1926,5.224195156472433e-06,8.482211200089296e-07
1927,5.202228344103332e-06,7.046310379621445e-07
1928,5.289114298534514e-06,8.466696606035384e-07
1929,5.342938777630479e-06,8.18819863468434e-07
1930,4.97450676562039e-06,9.148638504541395e-07
1931,4.785687728769972e-06,7.960939072404472e-07
1932,5.736221488916726e-06,7.91278569778342e-07
1933,4.8887962478261215e-06,7.237987631469878e-07
1934,4.89088120048109e-06,7.644248327665082e-07
1935,4.832793294440307e-06,8.497481900349158e-07
1936,5.008719377030957e-06,9.251157209178018e-07
1937,4.882835717978651e-06,8.687871435597572e-07
1938,5.153672823610123e-06,9.542398018425047e-07
1939,5.677151669658542e-06,9.008195718251955e-07
1940,5.773977530765251e-06,9.052744900373e-07
1941,5.776090482356722e-06,1.0418804095024825e-06
1942,5.291665118534183e-06,1.183342604349491e-06
1943,6.21001997913595e-06,8.361317647143096e-07
1944,4.4920344279830715e-06,9.864481427257488e-07
1945,4.028054089388888e-06,8.409025298306005e-07
1946,4.195820942243245e-06,6.94663100375692e-07
1947,3.857593902978351e-06,6.902184352952645e-07
1948,4.4379048134146615e-06,8.610535360276117e-07
1949,4.915376095482316e-06,7.843789440187265e-07
1950,4.415802159485338e-06,8.689090371660768e-07
1951,4.885054256220656e-06,9.243435492578556e-07
1952,5.54867567714723e-06,9.184524358829549e-07
1953,5.548521041731647e-06,9.308586612633007e-07
1954,5.312350786823572e-06,9.684583019975435e-07
1955,5.132050361567053e-06,9.8548884963634e-07
1956,4.85767606051013e-06,9.942101613091836e-07
1957,5.200303036190235e-06,8.94989312882899e-07
1958,5.048550388409012e-06,8.768578112494652e-07
1959,4.817864891037971e-06,8.758345089177055e-07
1960,4.924864803967921e-06,9.190866663288944e-07
1961,4.858153069164928e-06,9.331377626153881e-07
1962,4.328385351470843e-06,8.155756141547954e-07
1963,4.393036736161093e-06,1.1056950874888116e-06
1964,4.560542503639908e-06,8.724410527349846e-07
1965,4.31798943267836e-06,8.498083197139294e-07
1966,5.06160660762589e-06,9.582599602708797e-07
1967,5.0047836275268764e-06,8.756275740040564e-07
1968,4.77662083397945e-06,9.041220145888929e-07
1969,4.685277286142764e-06,1.0032742849830356e-06
1970,4.679662534812223e-06,7.744252670249807e-07
1971,4.647680352576344e-06,8.087837457537717e-07
1972,4.618158200742073e-06,1.0039697002639514e-06
1973,4.508698193461669e-06,9.576435111569026e-07
1974,4.984256406714849e-06,1.0114778383751855e-06
1975,4.726249731135113e-06,1.0103608545364295e-06
1976,4.724515587639644e-06,7.084773407939338e-07
1977,4.3552831421322935e-06,6.869957793753656e-07
1978,3.976631784752271e-06,7.009897764476136e-07
1979,4.152560173054098e-06,7.045776158065564e-07
1980,4.253629711570284e-06,6.014889173400206e-07
1981,3.919943097230316e-06,6.768338174367727e-07
1982,4.038600888378596e-06,5.847466937325407e-07
1983,3.4879489696493238e-06,7.14893790387805e-07
1984,3.709045756750129e-06,6.55287955453332e-07
1985,4.073134419968483e-06,6.129853531433582e-07
1986,3.33952788267311e-06,6.761779580699567e-07
1987,3.661601468252229e-06,7.345201780140087e-07
1988,3.44262155849151e-06,5.816657271395798e-07
1989,3.4772741805966234e-06,6.964427310407473e-07
1990,3.6582242799454434e-06,5.884543146095211e-07
1991,3.1874648271923434e-06,5.439439600962714e-07
1992,3.114220390898481e-06,6.071958669195965e-07
1993,3.0160983719440537e-06,4.741561561161234e-07
1994,3.1296139688663516e-06,5.702195391421583e-07
1995,3.113028970602727e-06,5.785754915166308e-07
1996,3.033103904925838e-06,5.428839919829898e-07
1997,2.9220088073600436e-06,4.6702273337473343e-07
1998,2.8899631168144424e-06,4.772897241878127e-07
1999,3.118248304900817e-06,5.191748737587432e-07
2000,2.7762909446948925e-06,4.886342956922363e-07
2001,2.794336861455804e-06,4.5827476036208736e-07
2002,2.485466890078669e-06,4.293597211102451e-07
2003,2.755586173464053e-06,5.237822264803071e-07
2004,2.3332178891166677e-06,4.995033471288934e-07
2005,2.4833675205115924e-06,4.50825346831607e-07
2006,2.58891749460588e-06,4.5132074788512e-07
2007,2.371921908661534e-06,4.0623856190080687e-07
2008,2.570216256714275e-06,4.0019933855717227e-07
2009,2.640624948924142e-06,3.8002494484601357e-07
2010,2.650992591668455e-06,3.760139266617557e-07
2011,3.1027709646025414e-06,3.6748371856631934e-07
2012,2.6028916657594436e-06,3.09786989838301e-07
2013,2.386096483064648e-06,3.5282432353511695e-07
2014,2.5058532671096145e-06,3.213520551881288e-07
2015,2.4663834317095734e-06,3.225117204408434e-07
2016,2.929910493776333e-06,2.939231511511764e-07
2017,2.845408030083263e-06,3.179732699365445e-07
2018,2.4431000227309596e-06,2.612444172100936e-07
2019,2.2912971751054556e-06,2.844351225661512e-07
