year,moins_ADV eu_VERB,moins_ADV lu_VERB
1851,2.27665182706005e-07,1.2253933867611977e-08
1852,2.565154773037648e-07,1.1718981340891332e-08
1853,2.1558673779509263e-07,8.957897534855874e-09
1854,2.909572174303321e-07,1.4028294081924741e-08
1855,2.3456661324416928e-07,1.6982198758341838e-08
1856,2.2520772802181455e-07,1.5531567143511893e-08
1857,2.2259681031755463e-07,1.4644527368545823e-08
1858,1.972151437712455e-07,1.9574704523961373e-08
1859,2.75995802212492e-07,2.953460587207246e-08
1860,1.9590346767017763e-07,2.3801355553132453e-08
1861,1.9995685818230413e-07,7.073945429425521e-09
1862,2.4306766022164084e-07,4.066187830886747e-09
1863,2.2575686386971938e-07,1.3485475847119233e-08
1864,2.459695451761945e-07,1.102787461348953e-08
1865,2.2969400959027553e-07,9.413688495385486e-09
1866,2.5057906327674573e-07,1.751620715140234e-08
1867,2.2371460772774299e-07,2.3778776281346836e-08
1868,2.287161748881772e-07,1.0373735648272486e-08
1869,2.4466430659231264e-07,1.4650557211837167e-08
1870,2.0126510946738563e-07,8.027668307875047e-09
1871,2.3897649725768133e-07,8.496941816815706e-09
1872,1.5844028666833765e-07,1.3304146229131675e-08
1873,1.8077733443533361e-07,5.387403856360606e-09
1874,1.7206873792474653e-07,5.974609251779839e-09
1875,2.2943324040625157e-07,1.602027666081085e-08
1876,2.0616910489934526e-07,4.0508300713781864e-08
1877,2.3440452423528768e-07,2.783167118991514e-08
1878,1.7634138771427388e-07,9.058632954861423e-09
1879,1.9488747682316898e-07,2.3826368433788048e-08
1880,2.3425138806487666e-07,1.9253539207397807e-08
1881,2.29395496376128e-07,9.761510710859511e-09
1882,2.016581674979534e-07,1.5307385581309063e-08
1883,1.8262889511788671e-07,1.64302811356265e-08
1884,2.3171956797796156e-07,8.582206056928499e-09
1885,1.8627886788635806e-07,1.5469526104539e-08
1886,2.3038866459046403e-07,1.2261581083805595e-08
1887,1.6975204175651015e-07,1.2404957061562527e-08
1888,1.7183066347570275e-07,4.4384300679212174e-09
1889,2.2491840923066775e-07,5.6386229019267375e-09
1890,2.169501982507427e-07,9.176140736144589e-09
1891,1.9313887378302752e-07,7.0116419337296065e-09
1892,2.1250257020710706e-07,1.6298132621272998e-08
1893,2.087703165898347e-07,1.7859408174558666e-08
1894,2.0227940922268317e-07,1.3233232287745977e-08
1895,2.0704034398022486e-07,1.2639090662958097e-08
1896,1.9990928024071764e-07,1.1204354777305525e-08
1897,2.0684832691131305e-07,1.2818770045441852e-08
1898,1.8672571400202287e-07,9.05336783318944e-09
1899,1.7301320553997357e-07,3.8693048765026106e-09
1900,2.1075675249448977e-07,7.26747462209687e-09
1901,2.095777063004789e-07,1.956058603980182e-08
1902,1.551649688735779e-07,4.910283735171106e-09
1903,1.981880899393218e-07,1.1880484152015924e-08
1904,1.6983815953608428e-07,2.5260739278110123e-08
1905,1.9817315433101612e-07,1.2385822145688508e-08
1906,1.5072460257670173e-07,1.800464666246171e-08
1907,1.8874234797294775e-07,1.4399961223432456e-08
1908,1.7189861978295085e-07,8.840499887696751e-09
1909,1.6612970910045988e-07,1.1552065082298668e-08
1910,1.7689139042431634e-07,4.809735720812114e-09
1911,1.7610437907933374e-07,1.649316061502759e-08
1912,1.755574885464739e-07,1.2502610502451716e-08
1913,1.5802909558715328e-07,1.0605979205990934e-08
1914,1.5938249475766497e-07,8.705766774141921e-09
1915,1.5314989809667168e-07,3.534228465440492e-09
1916,1.6261444102383393e-07,1.9777431248257926e-08
1917,1.4366015932409937e-07,9.869782324756216e-09
1918,1.6540381864160736e-07,4.594550517822427e-09
1919,1.7218675907315628e-07,3.6831393490643904e-09
1920,1.3630017292598495e-07,9.086678076641874e-09
1921,1.6584317563683726e-07,1.5902768879527684e-08
1922,1.9330191491917503e-07,2.1396012073182646e-08
1923,1.7516313732812705e-07,1.3800733000834953e-08
1924,1.4825367600224126e-07,9.02413699321869e-09
1925,1.9906701709260233e-07,2.0896537833436923e-08
1926,1.515874856750088e-07,1.114613823460786e-08
1927,1.438250052387957e-07,1.2264147031260109e-08
1928,1.3711249380321533e-07,3.4278122562625413e-09
1929,1.570797252270495e-07,1.3368487650211591e-08
1930,1.680576531271072e-07,7.352522590764465e-09
1931,1.6879927500212943e-07,2.737285598186645e-08
1932,1.5562541477720515e-07,7.6716757391182e-09
1933,1.3650088703798247e-07,5.735331320977366e-09
1934,1.4497712186312128e-07,1.7972370258689807e-08
1935,1.579813471153102e-07,3.590485242455088e-09
1936,1.3458432590596203e-07,2.0612015205756506e-08
1937,1.3346584637474734e-07,6.295559185076627e-09
1938,1.335417039172171e-07,2.5930429359277696e-08
1939,1.3152883582279173e-07,1.988226472349197e-08
1940,1.4200384157447843e-07,1.7750480196809804e-08
1941,1.4167213180371618e-07,5.9030051957620344e-09
1942,1.2136847260535433e-07,3.3376331032286544e-08
1943,1.2774235358392616e-07,8.709705845433291e-09
1944,1.5101974781828176e-07,1.6065930807940276e-08
1945,1.7428033061150927e-07,2.178504043826024e-09
1946,1.531321487391324e-07,2.7842208538686464e-09
1947,1.4305045681339834e-07,1.3112957830685446e-08
1948,1.108932536908469e-07,2.174377566888097e-09
1949,1.1878579897484087e-07,6.8719057111366055e-09
1950,1.414503145724666e-07,1.701657836861159e-08
1951,1.0661401717015906e-07,4.264560704569931e-09
1952,1.539541329975691e-07,8.435843135146115e-09
1953,1.4975620388213429e-07,1.2928593307037772e-08
1954,1.5245156248511194e-07,1.9545073115523337e-08
1955,1.1075017170014689e-07,7.508486277174597e-09
1956,1.5349209547821374e-07,7.849027205963921e-09
1957,1.3164206791316246e-07,1.4136060322300636e-08
1958,1.0257581806172311e-07,5.790570245522986e-09
1959,1.2633718426968699e-07,1.007597205671118e-08
1960,1.2111458147501253e-07,9.689166802218097e-09
1961,1.3687873945400497e-07,1.876002997391879e-08
1962,1.4015724048022093e-07,7.610347907416326e-09
1963,1.0281024742653244e-07,1.7458344103715717e-08
1964,1.192457830256899e-07,1.520992043424485e-08
1965,1.1983775038970634e-07,1.1491291473930687e-08
1966,1.539862779509349e-07,8.862519607077957e-09
1967,1.4396579217645922e-07,1.035370456037299e-08
1968,1.3025105261021963e-07,1.3025106326836067e-08
1969,1.3988614000481903e-07,1.090021850558287e-08
1970,1.2232608526119293e-07,1.4256047897731605e-08
1971,1.3205681170802563e-07,1.3873672877195986e-08
1972,1.4620918875607458e-07,7.69522046084603e-09
1973,1.1246935827102789e-07,1.9847533394568018e-08
1974,1.2094979240373505e-07,1.2376257352286757e-08
1975,1.1480074846303978e-07,6.8537762132336866e-09
1976,1.1369918695436354e-07,1.199840671262109e-08
1977,1.1400956623219827e-07,1.057820764316375e-08
1978,1.3544548949084856e-07,1.6633656230169436e-08
1979,1.4337334164338245e-07,1.0533551808578068e-08
1980,1.0574380127081895e-07,8.527726080842513e-09
1981,1.1259478327474426e-07,1.4548763971333756e-08
1982,1.1732179672208076e-07,1.3656505259973528e-08
1983,9.978199244642383e-08,1.1999100379966876e-08
1984,1.1540026889633737e-07,1.1018116197192285e-08
1985,1.1489716200685507e-07,1.0226449020933615e-08
1986,1.342764761602666e-07,8.392279760016663e-09
1987,1.2588282061187783e-07,1.649920555735207e-08
1988,1.2652728287321224e-07,7.795519785247507e-09
1989,1.081160050375729e-07,1.3171493229435782e-08
1990,1.394854649561239e-07,1.198703181159999e-08
1991,1.324691112358778e-07,1.1136783939491579e-08
1992,1.2066777799191186e-07,1.2121876835635703e-08
1993,1.3183313285480835e-07,1.1632335983335906e-08
1994,1.2554325223845808e-07,8.967375286772494e-09
1995,1.3447677815747738e-07,1.5182862966867106e-08
1996,1.233099311548358e-07,4.804283193493575e-09
1997,1.2370827562335762e-07,9.110299181713799e-09
1998,1.2444817798495933e-07,1.5734826774860267e-08
1999,1.375630489519608e-07,8.683382013430219e-09
2000,1.4226061750832741e-07,1.1045078629479121e-08
2001,1.253026624681297e-07,1.0514908055370142e-08
2002,1.1522612197722992e-07,1.0953053575235572e-08
2003,1.4292545813532342e-07,1.5417615628621206e-08
2004,1.2906038193705172e-07,8.80958239690699e-09
2005,1.360132415584303e-07,1.261049931144953e-08
2006,1.3794931419397471e-07,1.317724773741702e-08
2007,1.6936593283389811e-07,1.677681460421354e-08
2008,1.3581232849446678e-07,1.0217855006544596e-08
2009,1.4781396373564348e-07,1.2397300963584712e-08
2010,1.591918277199511e-07,9.447585824773341e-09
2011,1.9311057997128955e-07,8.795135286732148e-09
2012,1.8008496738275426e-07,1.2255309655984092e-08
2013,2.0165373371128226e-07,1.310888730898796e-08
2014,2.1351289092308434e-07,8.661780626084692e-09
2015,2.0658482924318378e-07,1.440773989003219e-08
2016,2.444181177452265e-07,1.2842308549920745e-08
2017,2.2766282370412227e-07,9.810884549210641e-09
2018,2.398182630258816e-07,1.1874746519424662e-08
2019,2.438744388655323e-07,1.198964216797549e-08
