year,mesures_NOUN égales_ADJ,mesures_NOUN légales_ADJ
1871,2.7615060460561835e-08,9.771483022724681e-08
1872,1.2094679036067646e-08,1.7900124826830677e-07
1873,1.7958012854535355e-09,1.6341792397067678e-07
1874,8.364453130127458e-09,1.3681855071112636e-07
1875,1.716458086775674e-09,9.097228348409203e-08
1876,4.232210137899983e-09,8.82718131922644e-08
1877,1.36065949618569e-08,7.359930798145342e-08
1878,1.69094480639842e-08,7.730033563246863e-08
1879,4.887460214320072e-09,8.553055386162356e-08
1880,7.701415505323439e-09,1.3413298471931512e-07
1881,1.1853263259808955e-08,9.622060637148877e-08
1882,6.655385131892899e-09,1.43090783888411e-07
1883,9.479008689083912e-09,1.0047748610908513e-07
1884,2.6406787867472303e-09,8.516188820806292e-08
1885,7.7347630522695e-09,1.2117794767618761e-07
1886,1.2906927970846027e-08,1.3487740052608999e-07
1887,7.834709769838355e-09,9.728097360994781e-08
1888,1.014498351992188e-08,9.70114062415206e-08
1889,7.51816386923565e-09,1.7667686197375687e-07
1890,2.0974036729626278e-08,2.287480859175517e-07
1891,1.9122659011827636e-09,9.625072561192383e-08
1892,1.191017329205124e-08,1.3351930960858738e-07
1893,1.539604177480669e-08,1.379485337071884e-07
1894,2.2685540557176864e-08,1.4934648029374387e-07
1895,1.745398137131815e-08,1.673174814253997e-07
1896,8.255840455717589e-09,1.603991880427813e-07
1897,2.155884004650943e-08,1.2643968183567722e-07
1898,9.05336783318944e-09,1.4202471343427447e-07
1899,5.527578395003729e-09,2.0507315490192468e-07
1900,1.2977633190303095e-08,1.692283281284901e-07
1901,6.706486699314951e-09,1.9001712958655048e-07
1902,9.820567470342212e-09,1.7235095994827532e-07
1903,1.4580594509538969e-08,2.867516881721599e-07
1904,1.1286712897629059e-08,2.3325873588220247e-07
1905,1.3417973399043603e-08,2.709398585487577e-07
1906,9.773950537805831e-09,3.096798950608104e-07
1907,6.685696440911215e-09,2.8954208497466993e-07
1908,3.437972351250096e-09,1.7533659146806713e-07
1909,1.7053048750881317e-08,2.1068766731247024e-07
1910,9.619471441624228e-09,2.052153891263231e-07
1911,2.553779587799454e-08,1.7876456448462363e-07
1912,1.0418842677495377e-08,1.989998894558198e-07
1913,1.113627856597077e-08,2.5242230616839834e-07
1914,2.1429579888376793e-08,1.8951785057952364e-07
1915,3.534228465440492e-09,2.344371621276764e-07
1916,1.648119329900055e-08,1.6261443391840658e-07
1917,2.1932848870420685e-09,2.0397549516104618e-07
1918,1.033773866510046e-08,1.8148474634216427e-07
1919,2.9465114792515124e-08,2.504534819536275e-07
1920,6.057785384427916e-09,2.1202248845497706e-07
1921,1.060184651180407e-08,2.233960518793765e-07
1922,1.0329110011753073e-08,2.405206958044914e-07
1923,2.7601466001669905e-08,2.547827531174107e-07
1924,1.933743654092268e-08,2.6041080758432145e-07
1925,9.898360353588487e-09,2.2986191439144932e-07
1926,1.0031524944054127e-08,1.660774655576347e-07
1927,1.4493992672726108e-08,1.9065174683419173e-07
1928,6.8556245125250825e-09,2.696545795544125e-07
1929,1.7824650200282122e-08,2.072115516948969e-07
1930,6.302162347537887e-09,1.848634241241598e-07
1931,1.1405356659111021e-08,2.281071278531499e-07
1932,1.0959536389520963e-08,2.0494333252685237e-07
1933,1.605892663292252e-08,2.351485752782878e-07
1934,1.7972370258689807e-08,2.1207397438161024e-07
1935,1.196828414151696e-08,2.3218471145725061e-07
1936,1.091224355320719e-08,1.915704910260274e-07
1937,1.1332006444320086e-08,2.795228311036624e-07
1938,1.1668692678767911e-08,2.5800777225803984e-07
1939,1.5294050470515685e-09,2.7223410548060656e-07
1940,1.7750480196809804e-08,2.51042503673915e-07
1941,8.854508237732261e-09,1.593811393973965e-07
1942,3.034211770724937e-09,1.4564217099000132e-07
1943,2.9032352077962287e-09,1.2774235402801537e-07
1944,6.4263723231761105e-09,1.5423293042715613e-07
1945,4.357008087652048e-09,1.4378126422798232e-07
1946,1.3921104269343232e-09,1.4895581479379416e-07
1947,1.7881307101674793e-08,1.6331592767038217e-07
1948,1.195907639583993e-08,1.2611389221817149e-07
1949,8.835307596655184e-09,1.7474274471851459e-07
1950,9.571825110299415e-09,2.0738955175403362e-07
1951,1.1727541604500402e-08,1.5139190612245557e-07
1952,1.2653764258629963e-08,2.0984160364889703e-07
1953,1.6160740301529586e-08,1.7022647424980164e-07
1954,1.3681550337096837e-08,1.89587195942309e-07
1955,1.6894095011821264e-08,1.5392397401114977e-07
1956,6.976913269340912e-09,1.63957460941333e-07
1957,9.718541527092839e-09,2.023223633074167e-07
1958,5.790570245522986e-09,1.670993104996299e-07
1959,1.4726420971555854e-08,1.4183868846107117e-07
1960,1.2457499920515147e-08,1.5571875527919943e-07
1961,1.111705483225478e-08,1.7717805533834508e-07
1962,1.5220695814832652e-08,1.1732619509263742e-07
1963,1.1638896069143811e-08,1.3384729713461496e-07
1964,1.2167936880302932e-08,1.3506409679564513e-07
1965,8.755269398363907e-09,1.7674700336645088e-07
1966,8.30861190959098e-09,1.429081309956004e-07
1967,1.0846738396352862e-08,1.3410512561540244e-07
1968,1.257596426995633e-08,1.2575964256078542e-07
1969,1.7258680234943924e-08,1.5941569297961422e-07
1970,1.2416557920724713e-08,1.540572918123928e-07
1971,1.490135304038631e-08,1.192108247671797e-07
1972,1.539044092169206e-08,1.1286322765258205e-07
1973,6.615844760915479e-09,1.1026407298331264e-07
1974,1.012602890426706e-08,1.7720550493649512e-07
1975,3.998036124386317e-09,1.1651419651315109e-07
1976,1.7140580066410394e-09,1.028434863936667e-07
1977,6.464460078348111e-09,1.3927973441241193e-07
1978,8.910887250301869e-09,9.504946363314559e-08
1979,1.2289143924704149e-08,9.948355039757217e-08
1980,6.253665585376211e-09,1.029012247077965e-07
1981,6.325549417596221e-09,1.3473420190646124e-07
1982,1.179425412889401e-08,1.1421804169131633e-07
1983,3.78918940668882e-09,1.2883244349115586e-07
1984,5.219107812592938e-09,9.394393585271388e-08
1985,5.414002135495366e-09,1.058738196002551e-07
1986,4.7955883708539204e-09,1.1089798346297641e-07
1987,6.110816741511371e-09,1.0632821628719924e-07
1988,8.994830658082265e-09,1.0493969382352475e-07
1989,1.2073869015694072e-08,8.451708244372469e-08
1990,5.448650863826288e-09,1.0570383246477633e-07
1991,4.10302547493302e-09,9.319729904477825e-08
1992,3.30596661157756e-09,9.807700451780477e-08
1993,1.2186256448387667e-08,1.1576943431679254e-07
1994,5.274926717646622e-09,1.218508028921761e-07
1995,9.760411145975922e-09,1.138714701975907e-07
1996,6.939519625603907e-09,1.1957326373490673e-07
1997,5.274384040632185e-09,1.098030821822249e-07
1998,1.1920323395031573e-08,1.1586553738673899e-07
1999,1.8280804647829996e-09,1.0694270713429432e-07
2000,3.092622158362701e-09,9.940570955269123e-08
2001,4.8193329327261836e-09,1.025203584248402e-07
2002,7.448076377869484e-09,1.0076809120462826e-07
2003,7.500461585152607e-09,1.2667445403735655e-07
2004,2.642874807889939e-09,1.0175067691187145e-07
2005,6.305249655724765e-09,1.1664711452308296e-07
2006,3.7061008706373855e-09,1.0582977300055418e-07
2007,2.3966877371606188e-09,8.348462188223493e-08
2008,5.1089276142946005e-09,1.0260429950115224e-07
2009,8.105927484791664e-09,9.441021209255496e-08
2010,2.3618964561933353e-09,8.691778907721215e-08
2011,4.588766200352978e-09,7.647943767175036e-08
2012,3.063827413996023e-09,6.2638248671254e-08
2013,8.08846234434668e-09,6.024510273983097e-08
2014,8.228691505962615e-09,5.93331992010393e-08
2015,6.428068743957738e-09,5.053791751752357e-08
2016,9.528164035543796e-09,6.069026303734404e-08
2017,4.528100561174142e-09,4.704193182214489e-08
2018,8.26069346260283e-09,4.6466402225942005e-08
2019,7.90806176098613e-09,4.311169321535857e-08
