year,serez_VERB également_ADV,serez_VERB légalement_ADV
2010,3.117703428756613e-08,9.447586046817946e-10
2011,6.577231914661752e-08,3.82397197240536e-10
2012,6.43403765820949e-08,3.404252713057332e-10
2013,4.239469930666928e-08,2.789125042035323e-10
2014,5.00217822718696e-08,1.2992671383216248e-09
2015,5.78526169192628e-08,1.329945265027277e-09
2016,5.323343899021893e-08,4.1426800878596737e-10
2017,4.6790372465466135e-08,0.0
2018,5.008045533827499e-08,5.162933414126769e-10
2019,5.076465470210678e-08,1.53059265262101e-09
