year,pas_ADV eu_VERB,pas_ADV lu_VERB
1951,2.2511549104820006e-05,1.2367225963316741e-06
1952,2.1100153389852494e-05,9.753944141266402e-07
1953,2.1344028937164694e-05,9.45942019825452e-07
1954,2.290878001076635e-05,1.2196124998808955e-06
1955,2.1391677364590578e-05,1.0671435575204669e-06
1956,2.145139114873018e-05,1.0090360547110322e-06
1957,2.04221887543099e-05,9.232614388565707e-07
1958,2.082537321257405e-05,8.826483508528327e-07
1959,2.0315485016908497e-05,1.0843295967788436e-06
1960,2.063515603367705e-05,1.0125179414899321e-06
1961,2.09084009838989e-05,1.0081779464599094e-06
1962,2.077942008327227e-05,9.963213187802467e-07
1963,1.978482941922266e-05,9.647351362218615e-07
1964,2.1115629351697862e-05,1.222269247591612e-06
1965,1.994997546717059e-05,1.0872950042539742e-06
1966,2.039708851953037e-05,1.0247288173559355e-06
1967,2.0927302102791145e-05,1.1004509588019573e-06
1968,2.0972665879526176e-05,1.1659715255518677e-06
1969,2.053419484582264e-05,1.0473293059476418e-06
1970,2.0312569176894613e-05,1.0439106290505151e-06
1971,1.9351718947291374e-05,1.080604988601408e-06
1972,1.9020531908608973e-05,9.834491265792167e-07
1973,1.8959908629767597e-05,1.0056083965537255e-06
1974,1.8663959053810686e-05,9.338448876405891e-07
1975,1.7639906218391843e-05,9.115522630054329e-07
1976,1.8913488020189106e-05,1.016436385725683e-06
1977,1.866348429757636e-05,9.796594895306043e-07
1978,1.9030683688470162e-05,9.920787533701514e-07
1979,1.9392855392652564e-05,1.0311176765753771e-06
1980,1.9475621229503304e-05,1.0187790167037747e-06
1981,1.9886261725332588e-05,9.848880608842592e-07
1982,1.980503657250665e-05,1.0918996622422128e-06
1983,1.9389282897464e-05,1.1070749224018073e-06
1984,1.980419438041281e-05,1.0287441227774252e-06
1985,1.9112028894596733e-05,9.36622370772966e-07
1986,2.1014267986174673e-05,1.0814052302521304e-06
1987,1.988154326681979e-05,9.985075166696333e-07
1988,2.0351704733911902e-05,9.84634084488789e-07
1989,2.106780266331043e-05,1.1058566542487824e-06
1990,1.981619789148681e-05,1.0379679906691308e-06
1991,2.0682180547737516e-05,1.0005520607592189e-06
1992,1.9746537873288617e-05,9.923409152179374e-07
1993,2.0493405827437527e-05,1.0507876595511334e-06
1994,2.0406581825227477e-05,1.008038452710025e-06
1995,2.0239298464730382e-05,9.445909086025495e-07
1996,2.0586352547979914e-05,1.0457322332513286e-06
1997,2.0445429981919006e-05,9.824739208852407e-07
1998,2.0963556380593218e-05,1.0470811275808956e-06
1999,2.029854840657208e-05,9.378052823194594e-07
2000,1.9715465896297246e-05,1.0660710358934011e-06
2001,1.9777666238951497e-05,1.0019831506724586e-06
2002,2.0048908481840044e-05,9.568587984176702e-07
2003,2.080669582937844e-05,1.0863168427022174e-06
2004,2.0349694750620984e-05,1.0505426644158433e-06
2005,1.985883318411652e-05,1.0052368679680512e-06
2006,2.0740164472954348e-05,1.191717387882818e-06
2007,2.228320408903528e-05,1.178371462629002e-06
2008,2.2800717488280497e-05,1.1035283478122437e-06
2009,2.369410140090622e-05,1.1257702681177761e-06
2010,2.7026710085920058e-05,1.1700835784722585e-06
2011,2.6375082597951405e-05,1.1364844567651744e-06
2012,3.016780647158157e-05,1.184339566862036e-06
2013,3.1728530302643776e-05,1.2684940884355456e-06
2014,3.4291340853087604e-05,1.58770444613765e-06
2015,3.265813575126231e-05,1.3461262824421283e-06
2016,3.281499812146649e-05,1.3801338809571462e-06
2017,3.3377633371856064e-05,1.3503802165359957e-06
2018,3.522798579069786e-05,1.387280235576327e-06
2019,3.4485528885852545e-05,1.5655411971238209e-06
