year,vingt - six eaux,vingt - six lots
1890,0.0,2.1686923368235966e-09
1891,0.0,0.0
1892,0.0,0.0
1893,6.792941764643956e-10,6.792941764643956e-10
1894,0.0,0.0
1895,6.64195753952157e-10,0.0
1896,0.0,0.0
1897,1.9325523403779243e-09,3.865104680755849e-09
1898,0.0,3.745555421375002e-09
1899,0.0,0.0
1900,0.0,0.0
1901,0.0,1.2334692156557026e-09
1902,0.0,0.0
1903,0.0,0.0
1904,0.0,0.0
1905,5.697896043876938e-10,1.1395792087753875e-09
1906,1.7026970944300501e-09,0.0
1907,0.0,5.683689630053834e-10
1908,1.6274592784526476e-09,0.0
1909,0.0,0.0
1910,1.7695075404944305e-09,0.0
1911,0.0,0.0
1912,0.0,5.74772174299909e-10
1913,1.7553301034922697e-09,4.680880127949649e-09
1914,0.0,0.0
1915,0.0,0.0
1916,0.0,0.0
1917,0.0,0.0
1918,0.0,0.0
1919,0.0,0.0
1920,1.6686753090411344e-09,0.0
1921,0.0,7.521263611920403e-09
1922,1.6287773352274826e-09,8.143886676137413e-10
1923,0.0,0.0
1924,0.0,0.0
1925,0.0,1.2185186193391928e-09
1926,6.1728515632353265e-09,1.2345703348515258e-09
1927,3.702804063365761e-09,1.2342680211219204e-09
1928,0.0,0.0
1929,0.0,2.4685253841028043e-09
1930,0.0,0.0
1931,0.0,1.2628545986714812e-09
1932,0.0,3.6386460511295127e-09
1933,0.0,1.2687977335446021e-09
1934,0.0,0.0
1935,2.6527477992033255e-09,1.3263738996016627e-09
1936,1.342229327683242e-09,0.0
1937,0.0,4.184277369034817e-09
1938,0.0,2.8688222908357375e-09
1939,0.0,3.388435088069741e-09
1940,0.0,0.0
1941,6.561927001769163e-09,0.0
1942,0.0,0.0
1943,0.0,0.0
1944,0.0,0.0
1945,0.0,0.0
1946,0.0,0.0
1947,0.0,0.0
1948,0.0,0.0
1949,0.0,0.0
1950,0.0,0.0
1951,0.0,0.0
1952,0.0,0.0
1953,0.0,0.0
1954,0.0,0.0
1955,0.0,0.0
1956,9.646891063752605e-10,0.0
1957,0.0,0.0
1958,0.0,9.148918289625385e-10
1959,0.0,0.0
1960,0.0,0.0
1961,0.0,0.0
1962,0.0,0.0
1963,0.0,7.132183177382956e-10
1964,0.0,6.711313171869904e-10
1965,0.0,6.033863408916318e-10
1966,2.444229929565722e-09,2.444229929565722e-09
1967,5.43188660717675e-10,0.0
1968,4.940934328345747e-10,0.0
1969,9.985481330687662e-10,0.0
1970,0.0,2.0231509800794356e-09
1971,5.666332403286845e-10,3.399799552994409e-09
1972,0.0,0.0
1973,0.0,0.0
1974,1.24385801658633e-09,0.0
1975,0.0,0.0
1976,6.311368094813474e-10,0.0
1977,6.494660920175477e-10,0.0
1978,1.9630408409909705e-09,1.3086939310014145e-09
1979,0.0,2.5765780620190526e-09
1980,0.0,0.0
1981,2.0888477614278145e-09,0.0
1982,0.0,0.0
1983,6.941931474102603e-10,0.0
1984,0.0,0.0
1985,3.304206908083529e-09,0.0
1986,0.0,0.0
1987,0.0,0.0
1988,0.0,0.0
1989,0.0,0.0
1990,0.0,0.0
1991,6.429924925832609e-10,6.429924925832609e-10
1992,6.035035804430322e-10,0.0
1993,0.0,0.0
1994,5.77337011531398e-10,1.154674023062796e-09
1995,1.7786574435518787e-09,0.0
1996,0.0,1.1667063981590786e-09
1997,0.0,2.0936961053763525e-09
1998,5.202560049433202e-10,2.6012800802277525e-09
1999,0.0,0.0
2000,0.0,0.0
2001,0.0,0.0
2002,0.0,0.0
2003,4.5379322521910126e-10,0.0
2004,4.796653629846048e-10,1.9186614519384193e-09
2005,0.0,9.809870693544553e-10
2006,0.0,4.038676504336536e-09
2007,0.0,4.3630241086667354e-10
2008,0.0,4.6488379812359426e-10
2009,0.0,0.0
2010,0.0,0.0
2011,0.0,0.0
2012,0.0,1.1248695308552215e-09
2013,0.0,0.0
2014,0.0,2.395155185297426e-10
2015,0.0,0.0
2016,0.0,2.2924880049846053e-10
2017,0.0,2.78901984840374e-10
2018,0.0,0.0
2019,0.0,0.0
