year,aurons_VERB eu_VERB,aurons_VERB lu_VERB
1980,3.581644847372445e-08,5.6851505725319385e-09
1981,3.479052068655619e-08,3.1627747087981106e-09
1982,2.4209258597807093e-08,1.2415004579935385e-09
1983,3.031351525351056e-08,1.2630632095778083e-09
1984,3.479405208395292e-08,3.479405208395292e-09
1985,2.4062231318566774e-08,4.210890747202711e-09
1986,4.1961399688261736e-08,1.1988970927134801e-09
1987,3.6053819485459826e-08,1.8332451112712533e-09
1988,2.5185526553173077e-08,1.798966087207532e-09
1989,3.786804469996241e-08,3.2928733073589456e-09
1990,2.7788120249283565e-08,5.44865097484859e-10
1991,3.692722927439718e-08,0.0
1992,3.8018615811097334e-08,2.2039776670368383e-09
1993,3.323524566667402e-08,2.2156829704300662e-09
1994,3.3759530282395644e-08,1.5824779264761446e-09
1995,3.524592884218691e-08,5.422450821690461e-10
1996,3.096093337262573e-08,3.736664311304594e-09
1997,2.6851409984374186e-08,4.79489448146353e-10
1998,2.6224711291433778e-08,1.9072516899143466e-09
1999,2.6507166239753133e-08,9.140402323914998e-10
2000,4.064589020913445e-08,3.5344251969604557e-09
2001,2.891599848453552e-08,4.3812117822561447e-10
2002,3.811662807606808e-08,3.504977197366088e-09
2003,2.5001536840818517e-08,8.333845835650777e-10
2004,4.140503762073422e-08,8.809582507929292e-10
2005,2.7022498017004182e-08,9.007499190971657e-10
2006,2.5119128110873135e-08,2.0589450144825605e-09
2007,2.8760252845927425e-08,1.5977917877663117e-09
2008,3.2356542334355254e-08,0.0
2009,2.2410505451375684e-08,0.0
2010,3.920748170571642e-08,1.4171379625338432e-09
2011,2.5238215073386527e-08,1.1471915639660324e-09
2012,3.948933269271038e-08,1.3617010852229328e-09
2013,3.904775169871755e-08,1.3945624655065103e-09
2014,4.1143458417991496e-08,1.9489005964601347e-09
2015,3.7016807397094453e-08,3.103205470367243e-09
2016,4.2255337007190974e-08,2.4856081637381067e-09
2017,3.446387353278624e-08,3.018733707449428e-09
2018,4.207790738064432e-08,1.5488800242380307e-09
2019,3.9540310581287486e-08,1.53059265262101e-09
