year,plus_ADV égal_ADJ,plus_ADV egal_ADJ,plus_ADV légal_ADJ
1979,2.867466832867649e-07,2.925986564150662e-09,2.4578287849408298e-08
1980,2.416188920051354e-07,2.8425752862659692e-09,9.096241093686785e-09
1981,2.726311834067019e-07,6.325549528618524e-10,1.0120879245789638e-08
1982,2.1291732821282494e-07,6.207502289967692e-10,1.3035754697909852e-08
1983,1.8314416649900522e-07,6.315316047889041e-10,1.2630632539867293e-08
1984,2.690740075195208e-07,5.799008495621649e-10,1.0438215625185876e-08
1985,2.5145033077933476e-07,1.2031116103372597e-09,1.0226449020933615e-08
1986,2.2719099490586814e-07,0.0,1.0790073723399018e-08
1987,2.328221171410405e-07,6.110816852533674e-10,9.166225112267057e-09
1988,1.9248938087912393e-07,0.0,5.396898483667201e-09
1989,2.0031646386087232e-07,0.0,1.4817929994137558e-08
1990,1.743568276424412e-07,0.0,1.5256222951620657e-08
1991,1.1957388323935447e-07,1.7584396161396398e-09,1.3481369798284959e-08
1992,1.3940159249159478e-07,1.1019888335184191e-09,1.652983172562017e-08
1993,1.4401939552044496e-07,0.0,1.1078414630105726e-08
1994,1.6352272780295607e-07,0.0,1.2659823411809157e-08
1995,1.2525860881851258e-07,1.0844901643380922e-09,1.626735190995987e-08
1996,1.2971564444796968e-07,0.0,1.2811421257197253e-08
1997,1.337775614729253e-07,4.79489448146353e-10,1.1987236092636522e-08
1998,1.1109741393511285e-07,0.0,1.2397135762398648e-08
1999,1.2065331134181179e-07,1.3710603763428253e-09,1.416762351880152e-08
2000,1.2547209848889906e-07,0.0,1.6346715980830595e-08
2001,1.1697835589075112e-07,0.0,9.638665865452367e-09
2002,1.5553335686036007e-07,0.0,1.752488643091965e-08
2003,1.2959129946921166e-07,0.0,1.12506919336397e-08
2004,1.0307211795179683e-07,0.0,1.3654853248112886e-08
2005,9.86321140317159e-08,4.5037495954858286e-10,1.3961623857028371e-08
2006,1.0747692869017555e-07,4.1178899179428186e-10,1.6471560115860484e-08
2007,9.666640465866294e-08,0.0,1.1184542181297275e-08
2008,9.877260254143039e-08,4.257439678578834e-10,1.6178271167177627e-08
2009,8.821156427529786e-08,0.0,1.43045770784056e-08
2010,1.0108917081197433e-07,0.0,2.692562084405381e-08
2011,9.21577267831708e-08,0.0,3.250376323649107e-08
2012,8.646802029943501e-08,0.0,2.3148919225945974e-08
2013,1.0096632507838876e-07,0.0,2.8170163091090217e-08
2014,9.50630436591382e-08,0.0,2.663497511434798e-08
2015,9.531274258733902e-08,0.0,2.659890441236712e-08
2016,1.0273846839936596e-07,0.0,2.796309139796449e-08
2017,7.773238763775225e-08,0.0,3.320607078194371e-08
2018,6.892516069001431e-08,0.0,1.755397427416483e-08
2019,9.004986623040168e-08,0.0,3.086695343768042e-08
