year,seules_ADJ lois_NOUN
1984,1.6237223121606803e-07
1985,1.0767848834802862e-07
1986,1.025057017045583e-07
1987,1.3810445409490058e-07
1988,1.2592762743679486e-07
1989,1.1195768934157968e-07
1990,1.5256222241077921e-07
1991,9.788647048480925e-08
1992,1.371976168229594e-07
1993,1.5122036245429626e-07
1994,1.4928042446626932e-07
1995,1.4315270391307422e-07
1996,1.526694433096054e-07
1997,1.4192887931585574e-07
1998,1.568714509403435e-07
1999,1.5127365315947827e-07
2000,1.36958973939727e-07
2001,1.3669381360159605e-07
2002,1.3888471528389346e-07
2003,1.2875791810529336e-07
2004,1.4491763522528345e-07
2005,1.5042523671127128e-07
2006,1.3177248092688387e-07
2007,1.3221726646861498e-07
2008,1.3666381448729226e-07
2009,1.3637030349400447e-07
2010,1.0203392974972303e-07
2011,9.52169045831397e-08
2012,9.668077893820737e-08
2013,9.90139383816313e-08
2014,1.2126493231789937e-07
2015,1.1393197496545326e-07
2016,1.178592512474097e-07
2017,7.899019749402214e-08
2018,9.912832155123397e-08
2019,1.0203950751019875e-07
