year,toutes_DET armes_NOUN,toutes_DET larmes_NOUN
1846,5.77839273319114e-07,8.781752214304106e-09
1847,8.240845659202023e-07,1.294373674909366e-08
1848,8.302668561555038e-07,8.84974404868899e-09
1849,9.435221386411285e-07,8.379414495607307e-09
1850,9.75578700490587e-07,2.1045888587423178e-08
1851,9.65481035564153e-07,6.449438538780328e-09
1852,6.751435535079509e-07,1.3021090872200602e-08
1853,6.32427600066876e-07,4.180352064508952e-09
1854,8.10004110007867e-07,4.676098175337984e-09
1855,6.278106639001635e-07,1.0613874223963649e-08
1856,8.371515036742494e-07,2.122647629887453e-08
1857,9.928990039043128e-07,1.610898081594314e-08
1858,6.126882112766907e-07,2.0064071293290908e-08
1859,5.75924786971882e-07,1.6804172275897145e-08
1860,6.856621439510491e-07,2.2428200713298097e-08
1861,7.767192187202454e-07,4.715963619617014e-09
1862,6.591741907868709e-07,6.776979422085105e-09
1863,4.809820097761985e-07,9.489779295712708e-09
1864,4.1186711996488157e-07,1.1986819536957682e-08
1865,4.273814795396902e-07,7.060266649094871e-09
1866,6.227984385986929e-07,1.119090975443271e-08
1867,4.881928248323675e-07,8.73506067478047e-09
1868,5.359763122214645e-07,8.397785689062687e-09
1869,7.042034440019052e-07,4.395167341186834e-09
1870,7.654954856661789e-07,2.8670243956696595e-09
1871,1.7259412743442226e-06,1.0621177271019633e-09
1872,1.257241819985211e-06,6.652073114565837e-09
1873,9.104712717089569e-07,5.9860045809045914e-09
1874,1.0736372360042878e-06,4.779687312606029e-09
1875,1.0499002200958785e-06,1.3731664694205392e-08
1876,8.669985049891693e-07,5.441413319928756e-09
1877,8.535046163160587e-07,6.803297813995357e-09
1878,7.089890345923777e-07,5.435179861734696e-09
1879,6.830225629528286e-07,8.553055041993218e-09
1880,6.366503271237889e-07,4.492492378105339e-09
1881,6.951590307835431e-07,6.972507571312292e-10
1882,6.322615604403836e-07,3.3276925659464496e-09
1883,4.587840010117361e-07,6.319338941018771e-10
1884,6.522476496684249e-07,2.6406787867472303e-09
1885,7.180437933129724e-07,1.6114088952079442e-08
1886,5.821024160468369e-07,8.389503092232076e-09
1887,7.847767165003461e-07,1.3057849246322917e-09
1888,6.721051590830029e-07,1.268122939990235e-09
1889,6.96056702054193e-07,1.3783300722991498e-08
1890,7.203270797617733e-07,6.554386478008212e-10
1891,7.961400569911348e-07,4.461953917456185e-09
1892,6.83267842305213e-07,3.1342561879199593e-09
1893,6.558713607773825e-07,3.6950499326948716e-09
1894,7.580752026115078e-07,2.520615716150587e-09
1895,1.033396074490156e-06,1.2037228991346183e-09
1896,7.489226732104726e-07,4.1279202278587945e-09
1897,6.345291012621601e-07,5.826713556089658e-10
1898,7.123869067982014e-07,1.6975064687230201e-09
1899,5.499940698427963e-07,6.080336234504102e-09
1900,7.059832114464371e-07,3.114631885736685e-09
1901,6.482937351393048e-07,2.794369458047896e-09
1902,6.324445394056966e-07,3.928227076954727e-09
1903,7.079688657540828e-07,1.6200660812870638e-09
1904,5.874465500710357e-07,6.449550227216605e-09
1905,7.772102890157839e-07,3.612531440655431e-09
1906,6.620565500270459e-07,2.0576737536082135e-09
1907,5.600556391982536e-07,1.5428529565042481e-09
1908,5.618629188575142e-07,4.911389073214423e-09
1909,5.313950168783776e-07,1.1001967115120692e-09
1910,4.836456355405971e-07,1.6032452032632705e-09
1911,6.740913818248373e-07,6.384448969498635e-09
1912,6.746200256202428e-07,2.0837684910901544e-09
1913,6.20449782218202e-07,3.1817937728995105e-09
1914,7.480262524950376e-07,2.0090231700464756e-09
1915,1.1368434797986993e-06,8.246533234057551e-09
1916,8.548245205020066e-07,1.0987462051303964e-09
1917,9.93558046502585e-07,1.0966424435210342e-09
1918,6.811421258134942e-07,2.2972752589112133e-09
1919,6.767768354620785e-07,8.287063479883727e-09
1920,6.398535674634331e-07,5.300562211374427e-09
1921,5.520532795344479e-07,6.8154727417280014e-09
1922,5.776923330813588e-07,1.4755870969551665e-09
1923,5.382285621635674e-07,0.0
1924,4.3315858988535183e-07,3.867487219366694e-09
1925,5.576076205215941e-07,4.399271169575059e-09
1926,4.0460483319293417e-07,0.0
1927,3.7572888800241344e-07,1.1149224876660924e-09
1928,4.798937425221084e-07,1.1426041224282812e-09
1929,3.910282657670905e-07,3.342121912552898e-09
1930,4.1804341321949323e-07,1.0503603542488804e-09
1931,4.7104123268582043e-07,0.0
1932,8.077178677012853e-07,1.0959536611565568e-09
1933,4.2900276753243816e-07,3.4411986593596566e-09
1934,6.290329679359274e-07,0.0
1935,3.650326618753752e-07,2.393656828303392e-09
1936,4.922634389004088e-07,4.849885826274658e-09
1937,4.104704487417621e-07,1.2591118148108649e-09
1938,3.020894894234516e-07,3.8895642262559704e-09
1939,3.9152769204520155e-07,3.058810094103137e-09
1940,3.676885285130993e-07,5.0715658339584024e-09
1941,3.6008330539516464e-07,8.854507793643052e-09
1942,3.39831728979334e-07,0.0
1943,2.7290411708236206e-07,8.709705845433291e-09
1944,5.07683409978199e-07,0.0
1945,5.097699613543227e-07,4.357008087652048e-09
1946,3.508118311401631e-07,5.568441707737293e-09
1947,2.837167301095178e-07,3.5762612871081956e-09
1948,2.2396089605081215e-07,2.174377566888097e-09
1949,2.0713888204682007e-07,3.9268033269479474e-09
1950,2.1164369456982968e-07,8.508289184305795e-09
1951,3.0918064908291853e-07,4.264560704569931e-09
1952,1.7504375193766464e-07,6.326882462381889e-09
1953,2.661135454218311e-07,3.232148326759443e-09
1954,2.443134121676849e-07,1.9545072227344917e-09
1955,2.17746105590777e-07,6.569925492527773e-09
1956,2.2674967681268754e-07,1.744228317335228e-09
1957,1.616811857729772e-07,1.501956425897788e-08
1958,1.9770661197071604e-07,4.963346067476948e-09
1959,1.6741614672355354e-07,0.0
1960,1.6540791136776534e-07,4.152500121534786e-09
1961,1.5841803246985364e-07,1.250668635321972e-08
1962,1.90892890827854e-07,1.2683912808952869e-09
1963,1.4483958921118756e-07,3.879631726988464e-09
1964,1.8921141986538714e-07,6.692365106530929e-09
1965,2.0191839666949818e-07,8.20806533852192e-09
1966,2.2599425619773683e-07,3.8773522170743036e-09
1967,2.267954357648705e-07,9.367637554547059e-09
1968,2.1513882586532418e-07,5.389698798374809e-09
1969,2.9612260732392315e-07,3.1792304344691047e-09
1970,2.2809676636370568e-07,2.2993624781975086e-09
1971,1.8806534285431553e-07,5.138397263237948e-09
1972,1.5236535944040952e-07,3.5911027485013847e-09
1973,1.554723496610677e-07,3.3079223804577396e-09
1974,1.5301554867619416e-07,6.18812873165453e-09
1975,1.1822763923419188e-07,2.2845920710778955e-09
1976,1.1369918695436354e-07,2.285410749536254e-09
1977,1.1753563455840776e-07,5.289103821581875e-09
1978,1.3603954585050815e-07,6.534650598410963e-09
1979,1.269878282528225e-07,9.948355028654987e-09
1980,1.6430085736374167e-07,3.97960553399912e-09
1981,1.3789697561605863e-07,5.060439622894819e-09
1982,1.5208379977593722e-07,4.345251713999687e-09
1983,1.225171359919841e-07,8.84144257806696e-09
1984,1.3801640363908518e-07,6.95881025025713e-09
1985,1.118893777629637e-07,9.023337077529447e-09
1986,9.77101137777936e-08,3.5966913891627428e-09
1987,2.603208031359827e-07,6.110816741511371e-09
1988,9.954279533985755e-08,1.798966087207532e-09
1989,1.2403155835727375e-07,7.683370939481904e-09
1990,1.5201736403014365e-07,5.993515905799995e-09
1991,1.412613102047544e-07,5.2753188484189195e-09
1992,1.443605412987381e-07,6.611932834577061e-09
1993,1.1133806765428744e-07,5.539207315052863e-09
1994,1.4506048273688066e-07,7.912389854425328e-09
1995,1.0411105222374317e-07,2.7112254663563817e-09
1996,1.0249137005757802e-07,5.871901187504136e-09
1997,1.4960070870984055e-07,7.67183128136395e-09
1998,1.249249805823638e-07,5.2449422582867555e-09
1999,9.734528561011757e-08,3.1991407301035224e-09
2000,9.41040738666743e-08,1.1045078629479121e-08
2001,1.7174350830373442e-07,1.7524847129024579e-09
2002,1.3932285014561785e-07,5.257465796049132e-09
2003,1.0125622651457888e-07,5.8336921959778465e-09
2004,1.1276265610149494e-07,7.047665923076707e-09
2005,1.0448699327980648e-07,8.106749160852189e-09
2006,1.0541798189933616e-07,7.000412916013943e-09
2007,9.107413490028193e-08,5.592271090648637e-09
2008,1.247429821660262e-07,8.08913566685554e-09
2009,1.1300615909703993e-07,9.536384792951935e-09
2010,7.747020447368413e-08,3.3066551718974324e-09
2011,7.686183778332634e-08,1.5295888056154894e-08
2012,7.012760505631377e-08,8.510631810398905e-09
2013,8.311592836207637e-08,6.136075203500013e-09
2014,8.120419181523175e-08,1.0177592019156023e-08
2015,1.5360868133029726e-07,7.536356344539641e-09
2016,2.0609833484286355e-07,9.11389608226898e-09
2017,4.8048175216308664e-08,6.037467081831949e-09
2018,6.324593471163098e-08,7.744400065679002e-09
2019,1.0535579519910243e-07,7.908062371608793e-09
