year,pétales_NOUN égaux_ADJ
1888,1.014498351992188e-08
1889,7.51816386923565e-09
1890,5.898947996740844e-09
1891,1.4023283867459213e-08
1892,2.5074049503359674e-09
1893,6.158416554491453e-10
1894,2.2685540557176864e-08
1895,6.018614495673091e-09
1896,5.307326134129653e-09
1897,5.826713334045053e-09
1898,7.921697076085366e-09
1899,4.4220627160029835e-09
1900,3.633737311048435e-09
1901,8.941982487797873e-09
1902,4.910283957215711e-09
1903,5.400220270956879e-10
1904,3.2247751136083025e-09
1905,1.2385821979155054e-08
1906,9.259532141037141e-09
1907,3.0857059130084963e-09
1908,1.4734167219643268e-09
1909,4.400786735025974e-09
1910,0.0
1911,1.0108711090417444e-08
1912,9.897900277167082e-09
1913,4.772690687104841e-09
1914,7.36641797560722e-09
1915,1.1780761921542648e-09
1916,1.0987462051303964e-09
1917,2.1932848870420685e-09
1918,2.6418664589300533e-08
1919,2.762354567309444e-09
1920,3.786115865267448e-09
1921,5.300923255902035e-09
1922,1.2542490324118916e-08
1923,5.307974060286824e-09
1924,5.156649773851996e-09
1925,1.0998177923937646e-09
1926,3.343841648018042e-09
1927,1.1149224876660924e-09
1928,3.4278122562625413e-09
1929,2.4508894469477127e-08
1930,5.2518016602221e-09
1931,1.1405356659111021e-08
1932,1.0959536389520963e-08
1933,5.735331320977366e-09
1934,4.7926320689839486e-09
1935,1.9149254626427137e-08
1936,4.849885826274658e-09
1937,0.0
1938,1.2965214457594243e-09
1939,3.058810094103137e-09
1940,2.5357829169792012e-09
1941,1.7709015143196893e-08
1942,0.0
1943,1.4516176261025748e-08
1944,3.2131861615880553e-09
1945,6.535512131478072e-09
1946,1.3921104269343232e-09
1947,1.4305044926388177e-08
1948,2.9354096486855497e-08
1949,2.9451024952109606e-09
1950,1.3825969702452312e-08
1951,1.5992101864981123e-08
1952,2.31985678444957e-08
1953,5.386913581872932e-09
1954,3.9090144454689835e-09
1955,6.569925492527773e-09
1956,3.488456634670456e-09
1957,4.417518795207798e-09
1958,3.3088973783179654e-09
1959,9.300897385600138e-09
1960,2.0762500052562416e-09
1961,0.0
1962,6.341956404476434e-10
1963,3.2330265131719216e-09
1964,3.0419841090534305e-09
1965,2.73602163147757e-09
1966,8.308612242657887e-09
1967,4.930335584241163e-10
1968,4.4914158503495116e-10
1969,1.3625273131978588e-09
1970,2.7592350626548523e-09
1971,3.0830383801472294e-09
1972,1.5390440033513642e-09
1973,2.7566018356850464e-09
1974,5.625571675160757e-10
1975,1.1422960355389478e-09
1976,2.285410749536254e-09
1977,1.1753563677885381e-09
1978,2.970295565063452e-09
1979,1.1703946700691858e-09
1980,5.685150683554241e-10
1981,0.0
1982,0.0
1983,1.89459470334441e-09
1984,5.799008495621649e-10
1985,3.0077789148208467e-09
1986,1.1988970927134801e-09
1987,0.0
1988,0.0
1989,5.488122178931576e-10
1990,6.538381391862913e-09
1991,1.1722930404189924e-09
1992,1.1019888335184191e-09
1993,1.3294098266669607e-08
1994,0.0
1995,5.422450821690461e-10
1996,0.0
1997,4.79489448146353e-10
1998,9.536258449571733e-10
1999,2.2851005809787495e-09
2000,8.836062992401139e-10
2001,1.7524847129024579e-09
2002,3.0668551032064784e-09
2003,4.1669229178253886e-10
2004,4.404791253964646e-10
2005,0.0
2006,0.0
2007,7.988958938831558e-10
2008,4.257439678578834e-10
2009,5.245011758248097e-09
2010,0.0
2011,3.441574775164824e-09
2012,1.3617010852229328e-09
2013,1.1156500168141292e-09
2014,8.661780737106994e-10
2015,4.6548082749398034e-09
2016,4.1426800878596737e-10
2017,2.515611330355938e-10
2018,5.162933414126769e-10
2019,2.2958890344426663e-09
