year,aurez_VERB également_ADV,aurez_VERB légalement_ADV
1993,8.862731881720265e-09,0.0
1994,1.002236071911966e-08,0.0
1995,9.760411145975922e-09,0.0
1996,1.7081895009596337e-08,0.0
1997,8.630809844589749e-09,0.0
1998,8.582632382569955e-09,0.0
1999,1.3710603319339043e-08,0.0
2000,1.767212509662386e-08,0.0
2001,1.2267393323384113e-08,0.0
2002,1.4896152755738967e-08,0.0
2003,2.0417921575699438e-08,0.0
2004,2.9071621554521698e-08,0.0
2005,2.612174831995162e-08,0.0
2006,2.141302779534726e-08,0.0
2007,2.75619083112133e-08,0.0
2008,4.2148652568130274e-08,0.0
2009,5.626467114439038e-08,0.0
2010,5.5268380094730674e-08,0.0
2011,1.4951730520351703e-07,7.64794394481072e-10
2012,1.753190161934981e-07,3.404252713057332e-10
2013,1.0068741573832085e-07,2.789125042035323e-10
2014,1.0459100252546705e-07,4.330890368553497e-10
2015,1.3011297994580673e-07,2.2165753954528356e-10
2016,1.2407326721586287e-07,2.0713400439298368e-10
2017,9.559322933228032e-08,7.54683426862357e-10
2018,1.1306823921586329e-07,5.162933414126769e-10
2019,1.061210923580802e-07,0.0
