year,revenus_NOUN égaux_ADJ,revenus_NOUN légaux_ADJ
1993,1.1632335983335906e-08,3.877445031719162e-09
1994,1.8989736005892155e-08,4.2199412852994556e-09
1995,1.572510655023507e-08,1.3013881527967897e-08
1996,2.5622842514394506e-08,6.939520069693117e-09
1997,1.102825741838842e-08,4.315404922294874e-09
1998,1.3350762273489636e-08,2.86087753487152e-09
1999,1.0054442611817649e-08,6.8553016596695215e-09
2000,8.394259509714175e-09,9.719669513685858e-09
2001,3.5049694258049158e-09,8.762423675534592e-09
2002,1.2267419968736704e-08,5.257465574004527e-09
2003,5.8336921959778465e-09,7.91715315529018e-09
2004,1.7619165015858584e-09,1.0131019578807354e-08
2005,9.007498746882447e-09,1.216012357474483e-08
2006,1.5647982465338828e-08,1.0294725072412803e-08
2007,1.677681460421354e-08,5.192823504529542e-09
2008,1.8732734474724566e-08,4.6831836186811415e-09
2009,7.1522885392028e-09,2.384096253749135e-09
2010,1.322662068758973e-08,9.447586046817946e-10
2011,1.1089518636708817e-08,3.823971805871906e-09
2012,6.808505315092361e-09,4.425528388196653e-09
2013,1.1156499724052082e-08,3.3469500504423877e-09
2014,4.114345752981308e-09,2.815078836704288e-09
2015,4.654808538617772e-09,3.768178213903184e-09
2016,3.935546111222266e-09,4.971216327476213e-09
2017,4.779661555431858e-09,4.024978128569501e-09
2018,2.323319980845895e-09,1.8070267504555204e-09
2019,5.612172948588068e-09,2.04079020349468e-09
