year,dix_DET eaux_NOUN,dix_DET lots_NOUN
1966,6.092982340888398e-09,8.862519607077957e-09
1967,6.902469928959931e-09,2.0707409342790584e-08
1968,7.63540675130514e-09,1.1228539403829174e-08
1969,7.720988071113766e-09,2.2254614040484455e-08
1970,2.2993624781975086e-09,1.149681222445409e-08
1971,9.762955333059153e-09,5.138397485282553e-09
1972,9.747278983951446e-09,1.539044047760285e-08
1973,3.859242758696979e-09,1.0475087075523248e-08
1974,9.56347201430674e-09,6.750686010192908e-09
1975,9.138368284311582e-09,1.028066431985053e-08
1976,9.712995630017929e-09,3.9994687561772935e-09
1977,9.40285116435291e-09,9.990529126202574e-09
1978,1.425741957827853e-08,9.504946163474415e-09
1979,1.1703946478647254e-08,9.94835469558808e-09
1980,1.0233271230397634e-08,1.4781392165819085e-08
1981,1.9609203594228575e-08,8.855769451088236e-09
1982,4.966001831974154e-09,4.966001831974154e-09
1983,5.052252616266628e-09,5.052252616266628e-09
1984,2.3196033982486597e-09,6.958810416790584e-09
1985,2.045289804186723e-08,5.414002135495366e-09
1986,6.593933954412989e-09,5.395036861699509e-09
1987,1.1610551853280526e-08,7.33298027855156e-09
1988,7.195864570874733e-09,7.795520118314414e-09
1989,3.841685636274406e-09,1.1525056464734007e-08
1990,3.8140557934163155e-09,7.628111475810329e-09
1991,8.206051171910644e-09,8.792197747631292e-09
1992,7.713921945651236e-09,6.060938417817852e-09
1993,6.64704896680135e-09,1.2186256448387667e-08
1994,4.747434001473039e-09,7.384897138251745e-09
1995,3.79571546416102e-09,5.422450821690461e-09
1996,5.871901187504136e-09,1.0142375161947825e-08
1997,8.630810177656656e-09,2.876936688878118e-09
1998,3.814503268806391e-09,1.1920323395031573e-08
1999,6.8553016596695215e-09,8.683381846896765e-09
2000,4.859834423776022e-09,8.83606254831193e-09
2001,1.007678718245586e-08,3.066848330846028e-09
2002,2.190610748353805e-09,2.6287329535357173e-09
2003,9.16723019717125e-09,9.167230530238157e-09
2004,5.285749615779878e-09,2.2023955992267474e-09
2005,5.854874474131577e-09,2.7022496462691947e-09
2006,5.765045940631097e-09,6.1768350434476815e-09
2007,3.994479552682506e-09,5.991719120856942e-09
2008,3.831695793987677e-09,5.5346713878634546e-09
2009,1.907277002999308e-09,4.291373478793048e-09
2010,8.975206911010503e-09,5.196172381261022e-09
2011,2.6767803529281764e-09,3.4415748029203996e-09
2012,2.042551627834399e-09,3.744677901096338e-09
2013,3.0680376017500066e-09,2.2313000336282585e-09
2014,2.815078753437561e-09,9.094869746206768e-09
2015,1.9949178142741886e-09,5.541438696798906e-09
2016,1.0356699942093428e-09,8.078226088059637e-09
2017,1.0062445321423752e-09,9.810884549210641e-09
2018,1.0325866828253538e-09,8.26069346260283e-09
2019,5.1019755087367e-10,5.867271724024903e-09
