year,trois_DET oies_NOUN,trois_DET lois_NOUN
1882,6.655385131892899e-09,1.6705016037121823e-07
1883,3.159669414998234e-09,1.718860254129595e-07
1884,5.281357573494461e-09,1.544797054719993e-07
1885,3.2228177904158883e-09,1.7532128460118201e-07
1886,2.5813855497602844e-09,1.768249155986723e-07
1887,3.9173548849191775e-09,1.442892347824909e-07
1888,7.60873763994141e-09,1.7373283967003772e-07
1889,1.8795409673089125e-09,1.5662842400843147e-07
1890,6.5543866445416654e-09,1.7434668109217455e-07
1891,1.211101841036566e-08,1.8995175210534399e-07
1892,3.761107425503951e-09,1.861748231135607e-07
1893,8.005941687372342e-09,1.761307153458347e-07
1894,8.822155450616265e-09,2.1677294981259365e-07
1895,1.8055843487019274e-09,1.6129886759586043e-07
1896,9.435246750566506e-09,1.9931957417895774e-07
1897,1.1070755534525745e-08,1.6955737081048028e-07
1898,2.26334195829736e-09,1.714481516756905e-07
1899,7.738609753005221e-09,1.5698322464174908e-07
1900,1.2458527431924438e-08,1.3392917530552495e-07
1901,1.1177477832191585e-09,1.6989766571384735e-07
1902,8.34748237199534e-09,1.3650588748248538e-07
1903,1.1880484818149739e-08,1.8198742068875617e-07
1904,3.2247751136083025e-09,1.859620262223416e-07
1905,4.64468330463319e-09,1.7133719865114472e-07
1906,8.230695236477459e-09,1.5946972276026372e-07
1907,1.2342824262656649e-08,2.0108517517769542e-07
1908,8.349361424464519e-09,1.7189862511202136e-07
1909,6.051082024338683e-09,1.8043225580299804e-07
1910,3.7409054742809644e-09,2.618633878626042e-07
1911,6.384448969498635e-09,1.9525773176098937e-07
1912,1.1981668712746085e-08,1.7920409334237775e-07
1913,2.6514948014977335e-09,2.1954378226496374e-07
1914,4.68772043404897e-09,1.7143664265972802e-07
1915,1.5314990164938536e-08,1.2605415200539483e-07
1916,4.394984820521586e-09,1.6151568971167762e-07
1917,5.483212106582869e-09,1.68882932527481e-07
1918,2.2972752589112133e-09,1.837820136074697e-07
1919,1.8415696745321952e-09,1.7955303732719585e-07
1920,2.2716695191604686e-09,1.522018582278406e-07
1921,7.572747762196741e-09,1.8477503260783124e-07
1922,1.254249004656316e-08,1.3870519488534683e-07
1923,4.246379248229459e-09,1.6030081440021604e-07
1924,3.867487219366694e-09,1.5469948833057856e-07
1925,5.499088961968823e-09,9.018505942037791e-08
1926,1.114613823460786e-08,1.571605494632422e-07
1927,8.919379901328739e-09,1.5608914161191478e-07
1928,4.5704163786908225e-09,1.5996458202494068e-07
1929,3.342121912552898e-09,1.448252771041325e-07
1930,9.453243521306831e-09,1.512518963409093e-07
1931,5.7026783295555106e-09,1.2659946069248917e-07
1932,5.4797681947604815e-09,1.4904969170004279e-07
1933,6.882397318719313e-09,1.215890179651069e-07
1934,3.5944740517379614e-09,1.2341027577633668e-07
1935,9.574627313213568e-09,1.3284795485901668e-07
1936,7.274828739411987e-09,1.3700927281590225e-07
1937,6.295558963032022e-09,1.3724318392860368e-07
1938,9.075650453382877e-09,1.3224518990995193e-07
1939,6.117620188206274e-09,7.64702559052921e-08
1940,5.0715658339584024e-09,1.26789143628514e-07
1941,2.3612020338958928e-08,1.0920559745386527e-07
1942,9.102635312174812e-09,1.4260795033749218e-07
1943,1.7419411690866582e-08,9.000029255190611e-08
1944,0.0,2.024307246273338e-07
1945,4.357008087652048e-09,1.764588262176403e-07
1946,8.352662561605939e-09,1.0580038889429488e-07
1947,1.1920870957027319e-09,1.2755331724179086e-07
1948,2.174377566888097e-09,1.141548224836697e-07
1949,1.0798709482173763e-08,1.3351131578076547e-07
1950,4.2541445921528975e-09,1.3294202005909028e-07
1951,4.264560704569931e-09,9.382033816507374e-08
1952,2.1089607837865287e-09,1.0123011673357496e-07
1953,7.541679392097933e-09,8.511323557058859e-08
1954,1.6613311615287785e-08,1.3388374675571413e-07
1955,6.569925492527773e-09,1.0042600750992392e-07
1956,3.488456634670456e-09,1.0988638621256541e-07
1957,9.718541305048234e-09,9.718541793546365e-08
1958,4.1361216673863055e-09,9.016745039502894e-08
1959,2.325224457422337e-09,8.680837559893462e-08
1960,6.920833239831836e-09,9.758375085766602e-08
1961,9.727422756178328e-09,1.0491720292549189e-07
1962,5.7077609305622445e-09,7.990865391604984e-08
1963,8.405868889838075e-09,8.793832506626131e-08
1964,6.692365273064382e-09,1.0160226970867825e-07
1965,6.5664522708175355e-09,9.138312329071141e-08
1966,1.1078149397825143e-08,9.250255139647834e-08
1967,7.395503320850594e-09,8.184357191964864e-08
1968,7.635406862327443e-09,1.0959054375092592e-07
1969,7.266812374062681e-09,1.1218141615643162e-07
1970,3.219107425067591e-09,1.1726748549989452e-07
1971,6.679916619845017e-09,9.814339119174065e-08
1972,7.695220349823728e-09,8.823852581940628e-08
1973,1.0475087075523248e-08,1.06956155043747e-07
1974,7.875800456247362e-09,9.507215903425958e-08
1975,9.138368284311582e-09,9.252597621411951e-08
1976,6.856232359631065e-09,7.884667052593386e-08
1977,8.227494963097826e-09,9.285315627494128e-08
1978,1.3069300752732715e-08,8.792075334440597e-08
1979,7.0223681314374176e-09,9.012038670874745e-08
1980,8.527726136353664e-09,1.1711410508041808e-07
1981,8.85576917353248e-09,1.138598904049104e-07
1982,3.724501262958313e-09,8.8146530963229e-08
1983,4.420721011477724e-09,1.1114956066649029e-07
1984,5.799008384599347e-09,1.1424046419961087e-07
1985,7.218669662023558e-09,1.0166293051838693e-07
1986,1.3187867742292525e-08,1.0370460046260632e-07
1987,6.110816741511371e-09,1.3199364445881656e-07
1988,1.1393452181707175e-08,1.2892590994795228e-07
1989,7.134558721588746e-09,1.1195769555882862e-07
1990,9.262706657242603e-09,1.1769086150081876e-07
1991,1.055063725274863e-08,1.2074618016555405e-07
1992,1.1019888168650738e-08,1.3334064696834957e-07
1993,5.539207592608619e-09,1.2075472355377315e-07
1994,6.85740436656701e-09,1.0655352067345802e-07
1995,8.675921314704738e-09,1.1766718088779271e-07
1996,4.270473752399084e-09,9.395042077642302e-08
1997,6.7128524960935465e-09,1.0500819058734123e-07
1998,4.768129113763564e-09,1.139582881393153e-07
1999,3.656160929565999e-09,1.1928225163160278e-07
2000,3.092622158362701e-09,1.214958675888056e-07
2001,3.5049694258049158e-09,1.1697835411439428e-07
2002,7.4480765999140885e-09,1.2880791366853828e-07
2003,3.333538334260311e-09,1.137569931586313e-07
2004,4.404791115186768e-09,1.3434613066465317e-07
2005,8.106749049829887e-09,1.2565461204872008e-07
2006,9.47114670024618e-09,1.1447734138414489e-07
2007,5.592271090648637e-09,1.0305757136563898e-07
2008,3.405951742863067e-09,9.621813656934819e-08
2009,2.860915504498962e-09,1.0728433430529094e-07
2010,5.196172492283324e-09,1.048682047866123e-07
2011,7.64794394481072e-09,8.680416474504682e-08
2012,6.127654716969744e-09,7.080845776386013e-08
2013,5.857162532763027e-09,9.455133920255321e-08
2014,8.012147278968484e-09,7.81725715270909e-08
2015,6.206411301556969e-09,8.977130061538219e-08
2016,7.871092000399926e-09,8.451067401438195e-08
2017,5.534344982294215e-09,8.351829805519628e-08
2018,1.2132893356664454e-08,7.51206838955909e-08
2019,5.101975730781305e-09,6.760117621240624e-08
