year,elles_PRON essaient_VERB,elles_PRON laissaient_VERB
1874,2.1508592240593316e-08,8.603436896237326e-08
1875,2.8035482713129056e-08,1.0699255437174315e-07
1876,8.464420941933781e-09,9.008561718815145e-08
1877,2.3502300550148902e-08,8.287653674443618e-08
1878,7.850815109122777e-09,9.179414739435288e-08
1879,1.0996785704264767e-08,6.475884850587477e-08
1880,7.059631101924424e-09,7.89395064870746e-08
1881,1.0458761190434984e-08,7.739483187663154e-08
1882,2.0631693686823382e-08,1.0648616388664323e-07
1883,1.1374810426900694e-08,8.783881177976127e-08
1884,1.9805091788782647e-08,9.176359050400151e-08
1885,1.8047780159236027e-08,8.379326232876849e-08
1886,2.774989482645651e-08,7.808691293575976e-08
1887,2.546280619686314e-08,9.205783868537765e-08
1888,9.510921827882157e-09,9.130485167929692e-08
1889,3.383173863280575e-08,6.139833830243191e-08
1890,8.52070264345528e-09,9.831579639296706e-08
1891,1.211101796627645e-08,8.860166111901435e-08
1892,1.5044429702015805e-08,9.966934788607773e-08
1893,2.0938616229759788e-08,9.176040727254531e-08
1894,1.3233232287745977e-08,8.822154917709213e-08
1895,1.625025936036195e-08,8.18531598056893e-08
1896,3.302336115673654e-08,9.3762758446303e-08
1897,1.3984112090525969e-08,5.535377978205247e-08
1898,1.1316709680464498e-08,9.27970216224594e-08
1899,1.4371703827009696e-08,8.512471083577111e-08
1900,2.4397949438537125e-08,8.14995360087778e-08
1901,3.185581243236868e-08,7.04181113420077e-08
1902,7.365425880312415e-09,5.548620718442976e-08
1903,4.590187163699966e-08,8.26233677031496e-08
1904,3.70849146946739e-08,5.750849041419315e-08
1905,3.354493438578743e-08,6.657379136854047e-08
1906,1.2860461584551786e-08,7.664835077747512e-08
1907,3.3428482204556076e-08,6.78855336389006e-08
1908,2.5539223180714998e-08,7.612653085686816e-08
1909,4.1807473039057186e-08,8.251475414056131e-08
1910,3.420256478037231e-08,5.344150633135314e-08
1911,3.9902807724701006e-08,6.118430295742883e-08
1912,3.3861237369592345e-08,8.647639315739752e-08
1913,2.3863452991434997e-08,5.992378326880043e-08
1914,2.2768929186511855e-08,6.897645921100093e-08
1915,4.7123046797992174e-08,9.895840147322588e-08
1916,3.2962386153911893e-08,9.229467923255186e-08
1917,1.97395633172448e-08,6.031533317241156e-08
1918,3.9053679401490626e-08,5.972915673169155e-08
1919,2.7623545340027533e-08,7.734592522012917e-08
1920,3.63467123065675e-08,3.9375603222424616e-08
1921,1.8931868961402643e-08,5.679560644011872e-08
1922,3.024953620922588e-08,9.074860862767764e-08
1923,1.8047112249064412e-08,8.705077725323918e-08
1924,3.0939898643111974e-08,5.543398451379744e-08
1925,3.189471620146378e-08,5.93901612333525e-08
1926,3.009457305580554e-08,5.68453071281283e-08
1927,3.7907365246780955e-08,8.919380078964423e-08
1928,3.313551877326404e-08,7.198406137831626e-08
1929,3.78773812315103e-08,5.458799012814097e-08
1930,3.6762613397911537e-08,5.987054052525309e-08
1931,2.623231942777693e-08,6.27294607369322e-08
1932,3.287861005674131e-08,5.589363549773907e-08
1933,2.2941324395731044e-08,6.882397407537155e-08
1934,4.912447693072863e-08,5.511526879331541e-08
1935,3.2314367182095793e-08,4.787313834242468e-08
1936,2.424942913137329e-08,8.244806259938287e-08
1937,3.777335511045976e-08,9.191516170403702e-08
1938,4.6674770715071645e-08,8.038432852686128e-08
1939,4.7411557346777045e-08,6.882322622914216e-08
1940,4.81798743123818e-08,3.803674442082183e-08
1941,3.24665290207804e-08,4.132103548215582e-08
1942,5.158160121254696e-08,7.585529537834645e-08
1943,3.4838822049465534e-08,6.09679391416762e-08
1944,3.213186161588055e-08,1.0603514510876266e-07
1945,4.357008087652048e-08,7.84261473540937e-08
1946,3.201853981948943e-08,7.9350293447078e-08
1947,4.529931096897144e-08,7.867774876046951e-08
1948,3.8051607198497095e-08,6.305695077202245e-08
1949,5.3011845579931105e-08,6.381055506210487e-08
1950,2.4461331626923766e-08,6.593924162245912e-08
1951,3.1984205506319086e-08,5.437314953837813e-08
1952,4.639713679921442e-08,5.061505881087669e-08
1953,4.417269217071862e-08,5.171437322815109e-08
1954,5.668070990338947e-08,7.818029246209335e-08
1955,2.7218263198847126e-08,4.223523575319632e-08
1956,3.314033758528012e-08,4.360570571293465e-08
1957,4.770920369878695e-08,5.47772351922049e-08
1958,3.887954314052422e-08,5.1287910807218395e-08
1959,3.1778065512355624e-08,5.8905682998044995e-08
1960,4.567750089279343e-08,3.944875093253586e-08
1961,4.238377293575013e-08,4.724748503548426e-08
1962,3.805173776072479e-08,5.834600003140622e-08
1963,4.655558072386157e-08,5.30216377470083e-08
1964,4.13709839719445e-08,5.4755714629095564e-08
1965,5.909806866100098e-08,4.596516323118749e-08
1966,4.985167123550127e-08,5.539074710014802e-08
1967,5.275459180609232e-08,5.1768524578221786e-08
1968,4.581244184009847e-08,6.332896429483981e-08
1969,5.2230214819815046e-08,5.813449899250145e-08
1970,4.552737742358204e-08,3.9089161685268436e-08
1971,5.241165368374823e-08,4.5731736619814e-08
1972,5.4379556857497846e-08,4.514529194921124e-08
1973,6.836372623553189e-08,5.2375436432328115e-08
1974,5.2880373857533414e-08,3.994155761688489e-08
1975,5.711480177694739e-08,3.8838066096502644e-08
1976,6.39915000988367e-08,3.5423866062700426e-08
1977,6.34692458589825e-08,3.2322300391740555e-08
1978,6.297026899915181e-08,4.990096780232989e-08
1979,8.660920869374422e-08,5.0326971923198016e-08
1980,6.935883867242865e-08,5.230338651074362e-08
1981,8.286469821428e-08,4.364629102582285e-08
1982,6.766177484962554e-08,4.407326592570371e-08
1983,7.325766482324525e-08,5.93639715162908e-08
1984,6.784840067552977e-08,4.5812167392966785e-08
1985,6.196024671112355e-08,4.1507350445613156e-08
1986,5.8146508052914214e-08,3.8364706966831363e-08
1987,7.577413008164058e-08,6.966331334012921e-08
1988,7.97541641617272e-08,3.1781735465585825e-08
1989,7.957777192757476e-08,5.268597291774313e-08
1990,7.737084395387228e-08,5.285191484460938e-08
1991,7.6199047072123e-08,5.978694517239092e-08
1992,7.16292767322102e-08,4.022259147973273e-08
1993,6.924009454678526e-08,3.545092752688106e-08
1994,1.0919098158979068e-07,4.32543973971633e-08
1995,7.699880022471461e-08,5.042879447358928e-08
1996,6.56585328329129e-08,3.843426377159176e-08
1997,8.630810199861116e-08,4.4592519010677734e-08
1998,9.870027639635737e-08,3.5284156929549226e-08
1999,8.50057446655228e-08,4.7530090974134964e-08
2000,6.803768570762259e-08,4.373851236749715e-08
2001,7.667120627274926e-08,5.2136417849624195e-08
2002,5.432714900166502e-08,4.162160571752338e-08
2003,9.792268684805094e-08,5.3336611571808135e-08
2004,8.457199385247804e-08,4.0083598662477016e-08
2005,8.016674435395998e-08,4.2335247307789814e-08
2006,8.40049541039889e-08,4.4885000605177083e-08
2007,9.546805657123514e-08,4.1143138229671194e-08
2008,8.429730513626055e-08,4.3000141225491006e-08
2009,1.0585387144601555e-07,5.3403756972159044e-08
2010,7.888734465666403e-08,5.5268380094730674e-08
2011,9.406970846725926e-08,6.041875622031512e-08
2012,9.123397504140485e-08,7.829781267787439e-08
2013,9.706154813216017e-08,7.335398777286173e-08
2014,9.917739163256556e-08,9.571267867158895e-08
2015,8.046168709086032e-08,8.024002795536944e-08
2016,7.788238676198489e-08,8.658201622324668e-08
2017,8.854951971670744e-08,7.647458488690972e-08
2018,9.55142667180553e-08,8.26069346260283e-08
2019,8.724378020019685e-08,7.47439408144146e-08
