year,nos_DET armes_NOUN,nos_DET larmes_NOUN
1868,1.6568338097044943e-06,4.5990226649195165e-07
1869,1.689209305766326e-06,5.054442215879362e-07
1870,2.1382268187153386e-06,4.12851523634572e-07
1871,3.807692017687714e-06,4.5989698627124653e-07
1872,2.538672966068134e-06,4.674593352405054e-07
1873,1.83710482559718e-06,3.8849169703425446e-07
1874,1.9393581744964195e-06,3.6624353327852077e-07
1875,1.5568275610888804e-06,3.2498274116221637e-07
1876,1.3234726736754965e-06,4.268486524239279e-07
1877,1.605578273000674e-06,4.712829770880944e-07
1878,1.4674985475693347e-06,3.7381958328808196e-07
1879,1.59086832418609e-06,4.349839537454159e-07
1880,1.6525953565604823e-06,3.350115846956214e-07
1881,1.4830523831221853e-06,3.2212985345836387e-07
1882,1.2445569979036009e-06,3.4608003929292863e-07
1883,1.4446009206636745e-06,3.014324585493e-07
1884,1.544797109787055e-06,4.132662194678005e-07
1885,1.5591993225427814e-06,2.8360798243198815e-07
1886,1.4139538819790687e-06,3.1492902952123814e-07
1887,1.4905534788667296e-06,2.761735089507056e-07
1888,2.0416779022980336e-06,3.53806292707759e-07
1889,1.5048858212907135e-06,2.6564178501331526e-07
1890,1.3842863921809112e-06,2.923256303688504e-07
1891,1.2665575663817208e-06,2.862024768290894e-07
1892,1.387848591605234e-06,2.9838119441905064e-07
1893,1.2846456929338501e-06,3.1100003816675326e-07
1894,1.3649133734361385e-06,2.8167881183094323e-07
1895,1.6918324874382051e-06,2.8106929228499666e-07
1896,1.4129281389330117e-06,2.6654572327089454e-07
1897,1.249830069660618e-06,2.59871417718216e-07
1898,1.377243581401899e-06,2.9310277582794697e-07
1899,1.209434097759754e-06,2.299472683375825e-07
1900,1.092716697570495e-06,2.7668313418161006e-07
1901,1.1188655317795337e-06,2.7049495887609964e-07
1902,1.1175805685326168e-06,1.8659079215055385e-07
1903,1.1615873667381038e-06,2.3382954061901273e-07
1904,1.1281338805346763e-06,2.1552246476375103e-07
1905,1.0146052620285673e-06,2.2810554689556284e-07
1906,9.717364708450305e-07,2.093683049153583e-07
1907,8.927976153927375e-07,2.334850819352141e-07
1908,9.577208643918311e-07,2.9861246275686426e-07
1909,8.33949084011465e-07,2.8715134092749395e-07
1910,1.0223359758754214e-06,2.5491598520943626e-07
1911,1.0646068488995297e-06,2.3462850329281082e-07
1912,1.1023134938170642e-06,2.2504699748182588e-07
1913,1.008098401200641e-06,2.8105844851467054e-07
1914,1.4525236764484362e-06,2.3170733509658703e-07
1915,2.914560402800248e-06,3.557790098085434e-07
1916,2.679841923480808e-06,4.065360919014438e-07
1917,2.0978769779134154e-06,3.125431025097214e-07
1918,2.5017328653120785e-06,2.9749714691718054e-07
1919,1.988895231619381e-06,3.489774389464628e-07
1920,1.1638519659129543e-06,2.430686407706162e-07
1921,8.496622836418055e-07,2.4081336169601286e-07
1922,8.89041228191445e-07,2.353561416867933e-07
1923,8.163663931526344e-07,2.7813784875263536e-07
1924,9.294861076369898e-07,2.849048881259364e-07
1925,7.599741120856152e-07,2.397602756332162e-07
1926,7.89146628932258e-07,2.5970502548489094e-07
1927,7.849054366459995e-07,2.7315601958122215e-07
1928,6.192914074887312e-07,1.953853092651059e-07
1929,7.118719498322434e-07,2.060975212714311e-07
1930,6.911370906692582e-07,1.9746775148377083e-07
1931,7.413481633022911e-07,1.8134517443257892e-07
1932,7.781271218476604e-07,2.1590286536365966e-07
1933,6.090921740309341e-07,1.330596834936415e-07
1934,7.428579813506531e-07,1.497697574848189e-07
1935,5.146361896635199e-07,1.86705233495843e-07
1936,5.759239503078106e-07,1.6368364796903734e-07
1937,4.3817090533693204e-07,1.4227963651691766e-07
1938,5.575042285599352e-07,1.413208359224427e-07
1939,5.872915096460929e-07,1.208229978288955e-07
1940,8.34272605665376e-07,1.3693227796096608e-07
1941,8.972568039666839e-07,1.5642964434903206e-07
1942,8.374424478319042e-07,2.1846325171104297e-07
1943,9.377449465830523e-07,2.3516204805673624e-07
1944,1.1021228729646282e-06,3.0203948853113616e-07
1945,1.0957874962969072e-06,3.0499055725385915e-07
1946,7.962871677591465e-07,1.9628756398049063e-07
1947,6.329982191743966e-07,2.4556994659974407e-07
1948,7.479858776804349e-07,2.1200181521408012e-07
1949,5.055759224603662e-07,1.6198063512717908e-07
1950,6.040885569547072e-07,1.8824589176347217e-07
1951,6.738006010920117e-07,1.492596259922152e-07
1952,4.987692072688787e-07,1.9296991649042639e-07
1953,4.848222463493812e-07,1.422145214924342e-07
1954,5.159899121309763e-07,1.5342881098945327e-07
1955,4.373693158754577e-07,1.2952139183397549e-07
1956,5.660020967468427e-07,1.6134111646692872e-07
1957,4.38217883313996e-07,1.3782658569994055e-07
1958,4.3015665784906787e-07,1.9026159581159163e-07
1959,4.3094158108658576e-07,1.433888350277357e-07
1960,5.017604287615995e-07,1.8201792251204552e-07
1961,6.142172566114823e-07,1.7926250706068458e-07
1962,6.221458974664529e-07,1.8772190379934273e-07
1963,4.894802341226523e-07,1.8040288907172908e-07
1964,5.603334756187905e-07,2.0624653052081499e-07
1965,5.105416498452087e-07,1.7729420598300294e-07
1966,5.527996425058745e-07,1.9829887509814625e-07
1967,7.148986398419765e-07,1.8833882364788224e-07
1968,6.907797320820919e-07,2.3939245963333633e-07
1969,1.3806944245686736e-06,2.393506379760879e-07
1970,6.166890500480804e-07,1.9222670388785446e-07
1971,5.878326998498551e-07,2.3790780012689083e-07
1972,5.160927738501186e-07,1.9597160516582335e-07
1973,4.5428798678415205e-07,1.7421723708110903e-07
1974,4.950503313949639e-07,1.1644933062271434e-07
1975,4.5748956445379463e-07,1.4450045515701504e-07
1976,5.1078929708126e-07,1.1712730296764562e-07
1977,4.754316549338e-07,1.6631292387714325e-07
1978,4.5742553211880477e-07,1.6277219749838423e-07
1979,4.769358170619853e-07,1.4922531788030824e-07
1980,4.519694698501553e-07,1.5236203232404932e-07
1981,3.8269573465754547e-07,1.1765521845674698e-07
1982,5.400526745802381e-07,1.464970562636836e-07
1983,4.717541131071812e-07,1.4651533586373944e-07
1984,4.3666532612007813e-07,1.6701145000297402e-07
1985,5.155333280271179e-07,1.65427841203325e-07
1986,4.4838751733777826e-07,1.4806379411425041e-07
1987,4.7542153858159963e-07,1.5399258845860686e-07
1988,4.6113500040689814e-07,1.3792073527696402e-07
1989,4.807595015421384e-07,1.6793654111779688e-07
1990,4.674942566396112e-07,1.814400825139728e-07
1991,4.4078218763843324e-07,1.6705176530962262e-07
1992,4.3473459321319297e-07,1.5372744055497378e-07
1993,4.5033757523071927e-07,1.728232730258128e-07
1994,4.2621408447018894e-07,1.6457771234712482e-07
1995,4.804291382498604e-07,1.9683496788047705e-07
1996,3.5551695276581086e-07,1.5907514505641984e-07
1997,3.850300291929898e-07,1.6110845990624512e-07
1998,3.971851647577296e-07,1.726062839324527e-07
1999,3.7704159439044815e-07,1.992607687739678e-07
2000,4.157367676782542e-07,1.8202290252844477e-07
2001,4.057002076507388e-07,1.6780041089958786e-07
2002,4.5301830997601655e-07,1.6780078393452413e-07
2003,3.491881290784704e-07,1.712605355308483e-07
2004,4.0832416203784305e-07,1.74870209868061e-07
2005,3.886735893132709e-07,1.851041142586496e-07
2006,3.6772757017189406e-07,1.9436440990006076e-07
2007,4.0264353451391344e-07,1.7615654623881483e-07
2008,4.3511032465914923e-07,1.9456498812076006e-07
2009,4.200777734553185e-07,2.0503228270740692e-07
2010,3.906576964141095e-07,1.8753457631248693e-07
2011,4.4893432082915297e-07,1.942577716462779e-07
2012,5.429783094257346e-07,2.2161684576360585e-07
2013,6.253218067797661e-07,2.4627973616020427e-07
2014,6.67390207098606e-07,2.806417089828983e-07
2015,7.057576212332606e-07,2.965777827768079e-07
2016,1.0416769136156745e-06,3.446709762044975e-07
2017,5.710437562811421e-07,2.5835328187895357e-07
2018,6.745372687078088e-07,3.5185389890557417e-07
2019,6.318796579307673e-07,3.3315900616059935e-07
