year,dimensions_NOUN égales_ADJ,dimensions_NOUN légales_ADJ
1852,6.575650957074686e-08,2.6042181744401205e-09
1853,9.017617230711039e-08,1.4929829816878737e-08
1854,7.170017113367066e-08,1.558699391779328e-09
1855,5.996838581268094e-08,5.306937111981824e-09
1856,6.057311452423164e-08,1.5531567143511893e-09
1857,7.51752367023073e-08,2.4407544874094356e-09
1858,6.068158597827278e-08,9.787352039936081e-10
1859,7.078121200265741e-08,6.619825576592575e-09
1860,6.31651388971477e-08,5.492620580582752e-09
1861,7.121105483065548e-08,5.187560159214399e-09
1862,6.415540809712184e-08,7.228778020618165e-09
1863,6.1433837572622e-08,4.495158911765884e-09
1864,4.027571520737183e-08,5.274200631788517e-09
1865,7.248540612181387e-08,5.177528628053096e-09
1866,6.568577504140194e-08,2.432806400776144e-09
1867,8.540948215340904e-08,1.94112459439566e-09
1868,1.0521931415041763e-07,2.4699371437009177e-09
1869,7.178773131499838e-08,1.953407657850903e-09
1870,7.912987598501786e-08,3.4404292748035914e-09
1871,9.983906323896008e-08,0.0
1872,5.442605299776915e-08,4.8378714367913744e-09
1873,7.721946104766175e-08,3.591602570907071e-09
1874,7.587753714233259e-08,1.7923826867161097e-09
1875,7.552415581812966e-08,1.1443054281912168e-09
1876,1.1547888334462186e-07,3.627608879952504e-09
1877,9.091679231687522e-08,1.8554447978047506e-09
1878,1.020605964185961e-07,4.22736201599605e-09
1879,7.453376582589044e-08,5.498392852132383e-09
1880,8.599914025353428e-08,6.417846254436199e-10
1881,1.108628708834658e-07,1.3945015142624584e-09
1882,1.3377324137309188e-07,1.9300616216355593e-08
1883,1.0047748588704053e-07,2.0853818227806187e-08
1884,8.780256877116699e-08,1.3203393933736152e-09
1885,1.2440077057362942e-07,0.0
1886,1.0712749798358345e-07,0.0
1887,8.87933779836203e-08,3.9173548849191775e-09
1888,9.637734166290102e-08,3.804368819970705e-09
1889,8.959145247899869e-08,8.771191772893872e-09
1890,7.275369284798217e-08,7.865263995654459e-09
1891,8.732681777701146e-08,1.2748440081367107e-09
1892,9.778879217492431e-08,7.522214851007902e-09
1893,1.0038218789532038e-07,7.390100087434348e-09
1894,1.1657847664992005e-07,1.8904617871129403e-09
1895,7.703826554461557e-08,2.4074457982692365e-09
1896,1.0614652268259306e-07,1.592197840238896e-08
1897,9.264474698511549e-08,7.574727511894253e-09
1898,1.1146958911467664e-07,6.224190496340043e-09
1899,9.507434839406415e-08,8.844125432005967e-09
1900,8.720969191244876e-08,2.180242297811219e-08
1901,1.005972976031444e-07,1.1177477832191585e-09
1902,1.6596759166986885e-07,3.928227076954727e-09
1903,9.234376818767487e-08,8.100330184390714e-09
1904,7.416982583663412e-08,1.3436562973367927e-08
1905,5.676835002077496e-08,7.741138396966107e-09
1906,8.693671560422445e-08,3.600929110447737e-09
1907,9.668545430940867e-08,1.028568674676933e-09
1908,8.496703429727859e-08,2.4556945366072114e-09
1909,1.01218098791378e-07,5.500983557560346e-10
1910,9.40570501484217e-08,6.947395991829808e-09
1911,7.18250490194805e-08,3.7242617878519013e-09
1912,7.657849465658728e-08,5.2094213387476884e-09
1913,7.052976513932663e-08,5.833288518886093e-09
1914,7.768223042603495e-08,2.0090231700464756e-09
1915,5.772573175022444e-08,3.534228465440492e-09
1916,8.899844061716067e-08,4.394984820521586e-09
1917,1.0198774447189862e-07,3.289927441585405e-09
1918,7.121553124989077e-08,4.594550517822427e-09
1919,6.353415216153735e-08,4.603924352863942e-09
1920,7.950843183834877e-08,5.300562211374427e-09
1921,7.497020249047637e-08,7.572747429129834e-10
1922,8.263288009402459e-08,1.4755870969551665e-09
1923,9.023555946896522e-08,6.369568872344189e-09
1924,6.961477083677892e-08,2.578324886925998e-09
1925,7.148815939217457e-08,5.499089184013428e-09
1926,7.690835701623655e-08,3.343841648018042e-09
1927,9.922810306761676e-08,1.1149224876660924e-09
1928,8.112489524592092e-08,4.570416489713125e-09
1929,8.355304714768863e-08,4.4561625500705304e-09
1930,4.3064773080914165e-08,1.0503603542488804e-09
1931,6.386999729102172e-08,2.2810713318222042e-09
1932,4.603005265835236e-08,1.0959536611565568e-09
1933,8.144170493551428e-08,2.2941324395731044e-09
1934,5.2718952758823434e-08,0.0
1935,6.821922227118193e-08,0.0
1936,8.123559069872499e-08,3.6374143697059935e-09
1937,6.799204044227736e-08,1.2591118148108649e-09
1938,6.223302762009553e-08,2.5930428915188486e-09
1939,1.1623478712863289e-07,1.5294050470515685e-09
1940,8.621661606866837e-08,2.2822046474857416e-08
1941,5.017554371988808e-08,2.9515025978810172e-09
1942,5.76500234217292e-08,6.068423541449874e-09
1943,1.1032293656398906e-07,0.0
1944,6.7476911169706e-08,0.0
1945,6.971212940243277e-08,4.357008087652048e-09
1946,6.682130049284751e-08,1.3921104269343232e-09
1947,5.722018059373113e-08,1.1920870957027319e-09
1948,6.958008214041911e-08,0.0
1949,5.792034940554913e-08,1.2762110479513922e-08
1950,5.7430952438153327e-08,2.1270722960764488e-09
1951,4.584402901741669e-08,4.264560704569931e-09
1952,7.697706649878455e-08,1.5817205323287453e-08
1953,4.5250075686453783e-08,6.464296653518886e-09
1954,5.472620046020893e-08,3.9090144454689835e-09
1955,7.039206195713632e-08,0.0
1956,6.01758785023776e-08,5.232684952005684e-09
1957,6.802979157782829e-08,0.0
1958,6.617794667818089e-08,4.1361216673863055e-09
1959,5.348016074435691e-08,1.5501495642666896e-09
1960,6.782416761552668e-08,2.076250060767393e-09
1961,4.863711566827078e-08,6.25334317660986e-09
1962,4.8198867119708666e-08,5.0735651235811474e-09
1963,5.754787224532265e-08,2.5864212993553792e-09
1964,4.988854129805986e-08,2.4335873316516654e-09
1965,5.1984411442163037e-08,5.472043373977442e-10
1966,4.9297764093125807e-08,6.6468897053084675e-09
1967,3.845661922241561e-08,2.465167847631733e-09
1968,4.626158300879979e-08,3.1439910674890825e-09
1969,4.859681013158479e-08,2.2708788183223305e-09
1970,4.460763136648893e-08,9.197450023812337e-10
1971,4.264870057113512e-08,5.138397485282553e-10
1972,5.130146973897354e-08,5.130146862875051e-10
1973,3.748978727458052e-08,1.102640756478479e-09
1974,4.106667361725158e-08,0.0
1975,2.227477224892027e-08,5.711480177694739e-10
1976,3.713792295911844e-08,1.142705374768127e-09
1977,3.467301112891619e-08,1.1753563677885381e-09
1978,3.683166482915112e-08,1.1881182704343018e-09
1979,4.330460257051527e-08,5.851973350345929e-10
1980,2.6720208268216084e-08,5.685150683554241e-10
1981,2.213942273954217e-08,1.2651099057237047e-09
1982,4.034876610603533e-08,1.2415004579935385e-09
1983,1.6419821946556112e-08,0.0
1984,4.349256244040589e-08,5.799008495621649e-10
1985,3.007778914820847e-08,0.0
1986,2.8174081734277934e-08,0.0
1987,3.788706592899871e-08,1.8332451112712533e-09
1988,3.1781734577407406e-08,1.798966087207532e-09
1989,3.128229764115531e-08,2.7440609784434855e-09
1990,2.8332985735346483e-08,3.2691906959314565e-09
1991,2.4032006606944378e-08,5.861465202094962e-10
1992,2.0386792698445788e-08,5.509944167592096e-10
1993,2.9911721100006616e-08,1.1078414852150331e-09
1994,1.793475057354499e-08,3.164955852952289e-09
1995,2.6027763055935793e-08,0.0
1996,2.5622842514394506e-08,2.135236876199542e-09
1997,1.8220598363427598e-08,2.876936688878118e-09
1998,1.954932926651054e-08,3.814503379828693e-09
1999,1.553868322901053e-08,4.570201161957499e-10
2000,1.767212509662386e-08,3.092622158362701e-09
2001,2.365854356867203e-08,2.6287270138425356e-09
2002,2.1467984723244626e-08,3.066854992184176e-09
2003,2.375146124222738e-08,3.333538334260311e-09
2004,1.4535810777260849e-08,3.0833537945085254e-09
2005,1.261049931144953e-08,3.1526248278623825e-09
2006,1.8530505130343045e-08,2.0589450144825605e-09
2007,1.2782334302130494e-08,6.391167151065247e-09
2008,1.1920831433087642e-08,4.257439734089985e-09
2009,1.1443662017995848e-08,1.430457752249481e-09
2010,1.4171378737160012e-08,1.8895172093635892e-09
2011,1.1471915861704929e-08,3.4415748029203996e-09
2012,1.327658516458996e-08,5.1063788752969685e-09
2013,1.0040849929282558e-08,3.0680376017500066e-09
2014,1.0394137106572998e-08,1.2992671383216248e-09
2015,1.5959342292148904e-08,1.994917786518613e-09
2016,1.5949318310504168e-08,1.0356699942093428e-09
2017,9.056201122348284e-09,2.5156112748447867e-09
2018,8.518839855753413e-09,1.8070267504555204e-09
2019,7.90806176098613e-09,1.7856913725466939e-09
