year,vos_DET livres_NOUN
2007,3.942551192182009e-07
2008,4.019023179813175e-07
2009,3.8717722850023506e-07
2010,4.034119296392191e-07
2011,4.6805416853423765e-07
2012,5.463825391016641e-07
2013,4.986955564056927e-07
2014,6.128209798506035e-07
2015,5.067091199961737e-07
2016,5.416554251791439e-07
2017,5.380892691420058e-07
2018,5.841859374022818e-07
2019,6.596854115192841e-07
