year,as_VERB assez_ADV,as_VERB lassé_VERB
1851,6.384944128967618e-08,0.0
1852,5.338647213193326e-08,0.0
1853,6.031650912063924e-08,0.0
1854,8.105236304345453e-08,2.0782657816909023e-09
1855,6.527533003009012e-08,0.0
1856,6.160855292591805e-08,0.0
1857,4.1004675210842834e-08,0.0
1858,8.417122643322728e-08,0.0
1859,7.434572779629889e-08,5.092173349652285e-10
1860,6.957319698130959e-08,0.0
1861,6.225072013421595e-08,2.357981809808507e-09
1862,6.551080389272101e-08,0.0
1863,6.093437576737415e-08,4.994620828036034e-10
1864,6.664672014267126e-08,0.0
1865,5.036323358353911e-08,0.0
1866,7.395731671522299e-08,0.0
1867,9.365925990323376e-08,0.0
1868,5.285665238830006e-08,0.0
1869,6.104399119521986e-08,4.883519144627257e-10
1870,6.250112960515253e-08,0.0
1871,8.603153389685758e-08,0.0
1872,4.9588180672799353e-08,0.0
1873,6.46488516053978e-08,0.0
1874,6.572069821686455e-08,0.0
1875,6.865832347102696e-08,0.0
1876,7.980739269441983e-08,0.0
1877,7.421779457672528e-08,6.184815992682502e-10
1878,6.824170384334138e-08,0.0
1879,7.758843167948726e-08,0.0
1880,6.161132404258751e-08,0.0
1881,8.715634436384789e-08,0.0
1882,7.587139094766826e-08,0.0
1883,7.393626333396242e-08,0.0
1884,4.951272813968899e-08,0.0
1885,7.541393642895855e-08,0.0
1886,5.162771188338411e-08,0.0
1887,6.790081386043312e-08,1.3057849246322917e-09
1888,7.672143453874014e-08,0.0
1889,5.6386230795624215e-08,0.0
1890,5.1124214195397144e-08,6.554386478008212e-10
1891,9.625072294738857e-08,0.0
1892,7.14610379759506e-08,0.0
1893,6.343169189904074e-08,0.0
1894,4.978215883966186e-08,6.301539290376468e-10
1895,5.838056083007359e-08,0.0
1896,6.486732218036195e-08,0.0
1897,8.157398667663074e-08,0.0
1898,5.8846890027552945e-08,0.0
1899,4.864268987603282e-08,0.0
1900,5.7620688664883346e-08,0.0
1901,4.5827658112784775e-08,0.0
1902,4.615666782115113e-08,0.0
1903,6.75027536090056e-08,1.0800440541913758e-09
1904,5.8045952044949445e-08,0.0
1905,5.7800502162308476e-08,0.0
1906,6.841765554099766e-08,0.0
1907,7.559980019777868e-08,0.0
1908,6.188350454294778e-08,0.0
1909,5.666013080940502e-08,0.0
1910,9.191938943331479e-08,0.0
1911,6.278041553287039e-08,0.0
1912,6.355493553655833e-08,0.0
1913,6.681766961946778e-08,0.0
1914,6.428874144148722e-08,0.0
1915,4.005459075528961e-08,0.0
1916,4.614734194774428e-08,0.0
1917,3.070598708632133e-08,0.0
1918,8.270190932080368e-08,0.0
1919,9.668240608107226e-08,0.0
1920,6.96645301445642e-08,0.0
1921,6.815472630705699e-08,0.0
1922,7.377935418162451e-08,0.0
1923,7.325004247604738e-08,0.0
1924,8.508472149060253e-08,2.578324886925998e-09
1925,8.908524051776112e-08,0.0
1926,7.467912865877224e-08,0.0
1927,1.0814748208076708e-07,0.0
1928,8.112489524592092e-08,0.0
1929,9.023729319324048e-08,1.1140406375176326e-09
1930,6.722306267192835e-08,0.0
1931,7.86969636124013e-08,0.0
1932,8.110057336807586e-08,0.0
1933,4.817677989876756e-08,0.0
1934,6.709684896577528e-08,0.0
1935,1.0651773152403621e-07,0.0
1936,7.1535815493462e-08,0.0
1937,8.310137644684801e-08,0.0
1938,7.779128452511941e-08,0.0
1939,7.494084997006212e-08,0.0
1940,3.296517903095264e-08,0.0
1941,7.083606590185809e-08,0.0
1942,6.068423630267716e-08,0.0
1943,5.2258233296242906e-08,0.0
1944,9.318240046241044e-08,0.0
1945,1.0238969139209075e-07,0.0
1946,1.1693727230976947e-07,0.0
1947,8.344609625510202e-08,0.0
1948,7.175445659868274e-08,0.0
1949,9.620668350862616e-08,0.0
1950,8.720996191868835e-08,0.0
1951,7.569595084078173e-08,0.0
1952,8.014050933979888e-08,0.0
1953,7.97263197682696e-08,0.0
1954,1.0261162941560542e-07,0.0
1955,6.945349895204345e-08,0.0
1956,1.0378158776802593e-07,0.0
1957,8.481636371016066e-08,0.0
1958,1.0257581806172311e-07,8.272243445794913e-10
1959,6.433120347537624e-08,0.0
1960,9.965999936412118e-08,0.0
1961,9.31053349972899e-08,0.0
1962,1.0147130069526611e-07,0.0
1963,1.0798309091342162e-07,0.0
1964,9.247631993503092e-08,0.0
1965,1.0287441654099894e-07,1.0944086747954884e-09
1966,9.748771390150068e-08,0.0
1967,9.762064223650668e-08,0.0
1968,7.410836388999087e-08,0.0
1969,9.446856097383716e-08,0.0
1970,7.955794245617653e-08,0.0
1971,6.88545256366524e-08,1.0276794970565106e-09
1972,6.361381821307077e-08,0.0
1973,7.608220897736828e-08,0.0
1974,6.806941854620163e-08,0.0
1975,6.168398414274634e-08,0.0
1976,5.142174330785565e-08,5.713526873840635e-10
1977,6.111853423362845e-08,0.0
1978,7.128709711423653e-08,1.1881182704343018e-09
1979,7.783124544857856e-08,0.0
1980,8.243468840873902e-08,5.685150683554241e-10
1981,9.804601575069682e-08,1.8976649140967083e-09
1982,7.014477887423709e-08,0.0
1983,6.69423485533116e-08,0.0
1984,8.118611560803402e-08,5.799008495621649e-10
1985,6.857736423171445e-08,0.0
1986,7.253327538592202e-08,1.1988970927134801e-09
1987,6.294141030593892e-08,0.0
1988,7.075933439182336e-08,0.0
1989,7.408964819433095e-08,5.488122178931576e-10
1990,6.974273247806195e-08,5.44865097484859e-10
1991,5.6856212182765375e-08,0.0
1992,6.99762878753063e-08,0.0
1993,6.259304541345045e-08,0.0
1994,6.382661155157621e-08,0.0
1995,6.506940763983948e-08,0.0
1996,6.245567618634595e-08,0.0
1997,6.377209871288869e-08,0.0
1998,7.056831208274161e-08,4.768129224785866e-10
1999,7.769342147412317e-08,4.570201161957499e-10
2000,7.731554774181859e-08,0.0
2001,8.28049024903521e-08,0.0
2002,8.149071817342701e-08,4.38122149670761e-10
2003,7.625468612104669e-08,0.0
2004,8.148863628321124e-08,0.0
2005,5.899912025597587e-08,0.0
2006,7.247486166761519e-08,8.235779835885637e-10
2007,1.5658359586723236e-07,3.994479469415779e-10
2008,1.3964401546218141e-07,0.0
2009,1.5973445499639638e-07,9.53638501499654e-10
2010,2.1823923646024923e-07,4.723793023408973e-10
2011,2.3555666928132268e-07,0.0
2012,2.8970191578991944e-07,3.404252713057332e-10
2013,3.330215179175866e-07,2.789125042035323e-10
2014,3.679091378216981e-07,4.330890368553497e-10
2015,3.728279693859804e-07,0.0
2016,3.7698387700402236e-07,2.0713400439298368e-10
2017,3.828760384294583e-07,0.0
2018,4.453030157947069e-07,1.290733298020541e-09
2019,4.3137202965226606e-07,1.02039510174734e-09
