year,ces_DET yeux_NOUN,ces_DET lieues_NOUN
1860,1.2692531328184486e-06,6.865775947773045e-09
1861,1.2784977911906026e-06,1.8863854922557266e-09
1862,1.2212116757837066e-06,1.1294965851504912e-08
1863,1.2961041448988908e-06,2.4973103585068657e-09
1864,1.121007358051429e-06,6.233146332412787e-09
1865,1.3292128926423175e-06,1.1767111063321067e-08
1866,1.157042760269178e-06,4.865612801552288e-09
1867,1.3447140645439504e-06,1.2132028714972876e-08
1868,1.0852903713498563e-06,1.3831646938911035e-08
1869,1.41426717448212e-06,3.223122690965141e-08
1870,1.1445161760548217e-06,2.5803220005116145e-08
1871,1.1407144455688467e-06,9.559059321873065e-09
1872,1.168346003055376e-06,3.0236697590169115e-09
1873,1.1786442470906877e-06,0.0
1874,1.1973117324259874e-06,6.572069999322139e-09
1875,1.219829584897525e-06,4.577221712764867e-09
1876,1.3778868179770143e-06,1.209202959984168e-09
1877,1.2920080507683451e-06,6.184815992682502e-09
1878,1.0544248709720705e-06,1.872117527668138e-08
1879,1.2243088320929019e-06,1.3440515811424802e-08
1880,1.0043929279390795e-06,4.492492378105339e-09
1881,1.1978767631148912e-06,1.1156012114099667e-08
1882,1.2944724545604913e-06,1.9966155395678697e-09
1883,1.2379585569988194e-06,1.2638677882037541e-09
1884,1.2219741307717413e-06,6.601696966868076e-09
1885,1.1202515253216916e-06,0.0
1886,1.1241934529948594e-06,1.9360391623202133e-09
1887,1.455950183526511e-06,1.0446279175013728e-08
1888,1.280170074835496e-06,3.804368819970705e-09
1889,1.3676793599870507e-06,3.132568426877924e-09
1890,1.267618358724576e-06,7.209825181320184e-09
1891,1.379381174615446e-06,3.824531802365527e-09
1892,1.3665356775049986e-06,2.5074049503359674e-09
1893,1.3991922429568149e-06,1.2316833108982905e-09
1894,1.5779054081122013e-06,3.780923574225881e-09
1895,1.302428181304549e-06,1.0833506092211564e-08
1896,1.3162168173153077e-06,2.3588115349859606e-09
1897,1.2667274944533347e-06,5.244042200480692e-09
1898,1.2448380246610213e-06,6.2241903853177405e-09
1899,1.434959330026686e-06,4.4220627160029835e-09
1900,1.445708264213863e-06,7.267474400052265e-09
1901,1.3267666361116426e-06,1.0059730159994729e-08
1902,1.3635858522320632e-06,1.9641135939885146e-09
1903,1.3403346628138024e-06,7.020286352243943e-09
1904,1.2173525760772463e-06,9.13686282189019e-09
1905,1.427466003178779e-06,1.186974563083254e-08
1906,1.4794674996210233e-06,4.629766070518571e-09
1907,1.241482422642548e-06,5.142843484406967e-09
1908,1.382064894528412e-06,4.4202499438483756e-09
1909,1.5078196042850323e-06,1.1552065970477088e-08
1910,1.6155366893144674e-06,6.947395991829808e-09
1911,1.4668271859363813e-06,6.384448969498635e-09
1912,1.4190463133445519e-06,2.6047106693738442e-09
1913,1.5304428018225735e-06,2.121195885607108e-09
1914,1.4089948336959424e-06,4.687720656093575e-09
1915,1.2134184999013087e-06,2.3561523843085297e-09
1916,1.5151710073268987e-06,7.691223435912775e-09
1917,1.3444836781673075e-06,4.386569774084137e-09
1918,1.5483635849022903e-06,6.89182577673364e-09
1919,1.7669860596924991e-06,1.1049418269237776e-08
1920,1.7211682177276089e-06,6.057785384427916e-09
1921,1.7379455385935216e-06,6.058197998815018e-09
1922,1.9234277885971096e-06,7.377935484775833e-10
1923,1.8121423295269778e-06,1.0615948120573648e-08
1924,1.8061166144889285e-06,3.867487219366694e-09
1925,1.9125831727251352e-06,4.399271169575059e-09
1926,1.9929295547171932e-06,1.1146138456652466e-09
1927,2.164064483167749e-06,3.3447675740205796e-09
1928,1.776749357418339e-06,1.1426041446327417e-08
1929,2.0643173286316596e-06,4.4561625500705304e-09
1930,1.6102024460451503e-06,6.302162347537887e-09
1931,1.4074210596959347e-06,9.124285327288817e-09
1932,1.4521386049182183e-06,9.863582839386709e-09
1933,1.4372739371992793e-06,1.7205993074753678e-08
1934,1.2029506137878343e-06,3.5944740517379614e-09
1935,1.3560066349782574e-06,5.98414207075848e-09
1936,1.2561204698613437e-06,7.274828739411987e-09
1937,1.1785287057364258e-06,3.777335444432595e-09
1938,1.3198588675322753e-06,1.8151300018587335e-08
1939,1.3336412081343951e-06,1.5294050470515685e-09
1940,1.054885657936211e-06,0.0
1941,1.3429336860326657e-06,0.0
1942,1.4776611720890287e-06,3.034211770724937e-09
1943,1.6548440129326991e-06,5.806470415592457e-09
1944,1.8636479808264994e-06,3.2131861615880553e-09
1945,2.0042237025563736e-06,4.357008087652048e-09
1946,1.852898975585049e-06,9.744772988540262e-09
1947,1.9991300206356755e-06,1.1920870957027319e-09
1948,1.7188454819461185e-06,3.2615663503321457e-09
1949,1.4107040442468133e-06,3.9268033269479474e-09
1950,2.013273942225169e-06,5.317680740191122e-09
1951,1.703691978605093e-06,3.1984206394497505e-09
1952,1.6302267056289566e-06,3.1634410646574906e-09
1953,1.3553474644822927e-06,1.185120990232491e-08
1954,1.594877886645918e-06,9.772536557761669e-09
1955,1.2642413906860384e-06,6.569925492527773e-09
1956,1.5881198720535394e-06,1.83143975540645e-08
1957,1.2642939282159205e-06,5.301022731885041e-09
1958,1.3955274624777303e-06,5.790570245522986e-09
1959,1.3199524033780108e-06,2.3252243464000344e-09
1960,1.4824425562665056e-06,3.460416619915918e-09
1961,1.473009817232196e-06,2.08444772553662e-09
1962,1.393962023144013e-06,1.9025869768540815e-09
1963,1.4386968274493483e-06,4.526237051827309e-09
1964,1.5167332634291597e-06,4.258777719368112e-09
1965,1.4172592415206964e-06,5.472043373977442e-09
1966,1.269002027015631e-06,4.431259692516676e-09
1967,1.3499259381433149e-06,1.4791006197611978e-09
1968,1.5338185619384603e-06,6.287982134978165e-09
1969,1.129989321668745e-06,1.3625273131978588e-09
1970,1.1561194668274766e-06,4.1388523719376735e-09
1971,1.1869697686961445e-06,5.138397485282553e-10
1972,1.0342376128846809e-06,3.5911027485013847e-09
1973,1.0023004364256849e-06,5.513203782392395e-10
1974,7.729535553835376e-07,2.812785782069227e-09
1975,7.893265419056661e-07,4.569184142155791e-09
1976,7.753256241471718e-07,6.284879672247001e-09
1977,7.769105891952677e-07,3.526069214387917e-09
1978,1.029504474558962e-06,2.9702956760857546e-09
1979,9.83131535292614e-07,1.1703946700691858e-09
1980,8.840409222443668e-07,3.979605422976817e-09
1981,9.678090790998795e-07,3.1627747087981106e-09
1982,9.83889087535772e-07,1.8622506869903077e-09
1983,9.605595536754663e-07,6.946847541655643e-09
1984,9.869912176441176e-07,1.1598016991243298e-09
1985,8.848885642009918e-07,1.8046674155058895e-09
1986,9.944851342424954e-07,2.997242676272549e-09
1987,8.976790084602726e-07,2.4443267410134695e-09
1988,8.659023720269943e-07,1.798966087207532e-09
1989,8.682209298171983e-07,3.2928733073589456e-09
1990,7.807916588831176e-07,4.358920779878872e-09
1991,7.965731185777258e-07,5.861465202094962e-10
1992,8.264916218081453e-07,2.2039776670368383e-09
1993,8.901506447500651e-07,1.1078414852150331e-09
1994,8.503181447849784e-07,2.1099706426497278e-09
1995,9.256123334466793e-07,4.337960657352369e-09
1996,8.75980958880973e-07,3.736664311304594e-09
1997,8.151320756155656e-07,2.397447240731765e-09
1998,8.287008554930253e-07,3.814503379828693e-09
1999,8.080115847519664e-07,2.7421207526856506e-09
2000,8.155686259669892e-07,6.185243983658495e-09
2001,8.306777772304486e-07,4.3812117822561447e-10
2002,8.670437381397278e-07,4.81934359086722e-09
2003,8.425518274179922e-07,5.416999737661854e-09
2004,8.32065069289456e-07,5.726228741176342e-09
2005,8.696740181335372e-07,4.503749706508131e-09
2006,9.294077472077333e-07,1.6471559671771274e-09
2007,1.0976829685205303e-06,8.38840730210677e-09
2008,1.118003652322841e-06,3.4059516873519158e-09
2009,1.2001540881101391e-06,4.291373256748443e-09
2010,1.5786916520710292e-06,5.196172492283324e-09
2011,1.7406720331791803e-06,3.82397197240536e-09
2012,2.1783812940157077e-06,5.787229417908435e-09
2013,2.5528862579449196e-06,5.857162421740725e-09
2014,2.790392699125732e-06,5.197068386753045e-09
2015,2.9950367661513155e-06,5.763096000421797e-09
2016,2.8679773720341473e-06,4.97121616094276e-09
2017,2.4479414548750356e-06,4.528100561174142e-09
2018,2.8721397598019394e-06,4.3884932354743e-09
2019,2.7713931274320203e-06,3.826481631552525e-09
