year,avez_VERB eu_VERB,avez_VERB lu_VERB
1864,2.533534143367433e-06,2.963141980671935e-07
1865,2.6226537102047587e-06,3.393634813164681e-07
1866,2.5053041099454276e-06,2.7539368829820887e-07
1867,2.414758910163073e-06,3.0960936214796675e-07
1868,2.146869292118936e-06,2.662592066826619e-07
1869,2.454456762279733e-06,3.1449863513444143e-07
1870,2.2523342977365246e-06,2.9014287861173216e-07
1871,2.555455239416915e-06,2.665915417310316e-07
1872,2.6076127142005134e-06,2.7696813731381553e-07
1873,2.2633082608081168e-06,3.3222323736481485e-07
1874,2.4071700863714796e-06,2.2823006418093428e-07
1875,2.570109927546582e-06,3.72471419041176e-07
1876,2.3156237602961482e-06,2.811396768720442e-07
1877,2.49186246037425e-06,3.209919441360398e-07
1878,2.0538941498671193e-06,3.1524044175057497e-07
1879,2.3618651994183892e-06,3.0180066801221983e-07
1880,2.452258968332899e-06,3.1704161074230797e-07
1881,2.448047325742664e-06,3.4165287843279657e-07
1882,2.6847824301512446e-06,3.9932311324264447e-07
1883,2.396925310677034e-06,3.121753309187625e-07
1884,2.034643102888367e-06,2.3171956797796156e-07
1885,1.8421626464260044e-06,2.4944608867372153e-07
1886,1.8463359765519272e-06,2.652373609635106e-07
1887,1.9162393982696813e-06,2.6180987333646044e-07
1888,1.7962961464945693e-06,2.067040441033896e-07
1889,1.9515900930855423e-06,2.2993052084530063e-07
1890,1.9617277757788543e-06,2.752842362951924e-07
1891,1.7707583310766495e-06,2.6325528779125307e-07
1892,1.833539840845333e-06,2.60143252717171e-07
1893,1.7582278815098107e-06,2.192396237887806e-07
1894,1.7852261180451023e-06,2.501710980595817e-07
1895,1.7748893696989398e-06,2.3532783188784379e-07
1896,1.6081197600215091e-06,2.2054888404454687e-07
1897,1.7054790077963844e-06,2.155884004650943e-07
1898,2.094722958645434e-06,2.778252223833988e-07
1899,1.8451056575941038e-06,2.520575890230248e-07
1900,1.674633722359431e-06,2.0504660369624617e-07
1901,1.5654057961000944e-06,2.794369322600687e-07
1902,1.4779953971810755e-06,1.9837547426959645e-07
1903,1.5271823485818459e-06,2.4733009240662795e-07
1904,1.777926058821322e-06,2.569070716162969e-07
1905,1.8042013607555418e-06,2.3687883299317036e-07
1906,1.6060143934737425e-06,2.24286438310628e-07
1907,1.6318241478074924e-06,2.427422032269533e-07
1908,1.7268444025830831e-06,2.652150214998983e-07
1909,1.852181185313384e-06,2.640472018811124e-07
1910,1.85548913123057e-06,2.896529736062803e-07
1911,1.6285665651594172e-06,2.1760330071174394e-07
1912,1.7717242144499323e-06,2.682851913959894e-07
1913,1.5304428870877018e-06,2.561343990237219e-07
1914,1.4920344710844802e-06,2.2233189156395383e-07
1915,1.4325406709758681e-06,2.2147833078633994e-07
1916,1.582194499860634e-06,3.614875083712832e-07
1917,1.5484591813219595e-06,2.9609344665004755e-07
1918,1.5276880276360316e-06,2.6763257210404845e-07
1919,1.5082455320225563e-06,2.412456296951859e-07
1920,1.6931510344875278e-06,2.059647101759765e-07
1921,1.564529611641774e-06,2.695898047022638e-07
1922,1.6954495549725834e-06,2.744592109138466e-07
1923,1.766493824106874e-06,2.5584435547898465e-07
1924,1.8525264522395446e-06,3.197122850906453e-07
1925,1.857592224041582e-06,2.793537134948565e-07
1926,1.6786084415798541e-06,2.7753884523917804e-07
1927,2.238764409412397e-06,3.422811971631745e-07
1928,1.7196191492985236e-06,3.165013424677454e-07
1929,2.0721156488434644e-06,2.7962420290350565e-07
1930,1.7246917423108243e-06,2.7204333719055285e-07
1931,1.6115768630697858e-06,2.896960609177768e-07
1932,1.6362588439733372e-06,2.180947831220692e-07
1933,1.5405099702547886e-06,3.120020153346559e-07
1934,1.6055317928476143e-06,3.067284524149727e-07
1935,1.6181120372493751e-06,2.034608286294315e-07
1936,1.416166696799337e-06,2.2066980420731852e-07
1937,1.4832337456027744e-06,2.203445745863064e-07
1938,1.4871101257085684e-06,2.0744343487422157e-07
1939,1.4605818705604179e-06,1.6670514924044255e-07
1940,1.1132086683574016e-06,2.2061311710785958e-07
1941,1.7207260043505812e-06,2.7448973582977487e-07
1942,1.514071641395276e-06,1.7295006671247393e-07
1943,1.5387146277134889e-06,2.1483940315647487e-07
1944,1.84436885319883e-06,2.1849666609341512e-07
1945,1.7950873143490753e-06,1.568522947081874e-07
1946,1.5661241832276573e-06,2.3387454461953894e-07
1947,2.2768863345845602e-06,3.421289989091747e-07
1948,1.6057778111644438e-06,2.60925304473858e-07
1949,1.5245814211084507e-06,2.2088268281095225e-07
1950,1.7644064200794674e-06,2.20151989083206e-07
1951,1.888134306682332e-06,3.315695948913344e-07
1952,1.4984166227804963e-06,2.699469803246757e-07
1953,1.5201870837699971e-06,1.9931580652610137e-07
1954,1.557742280056118e-06,2.6581298584460455e-07
1955,1.6171402421605308e-06,2.5622708221817447e-07
1956,1.6081785361166112e-06,3.0785631111029943e-07
1957,1.6044429003159166e-06,2.305944803993043e-07
1958,1.5609723504894646e-06,3.011096509908384e-07
1959,1.6888880054466426e-06,2.3949812089085754e-07
1960,1.5668766764065367e-06,2.090091726358878e-07
1961,1.6084989056253107e-06,2.6472486069906154e-07
1962,1.8442409555063932e-06,2.2323686721392733e-07
1963,1.620392936274584e-06,2.5540910542076745e-07
1964,2.0551644865918206e-06,2.9872285267629195e-07
1965,1.570476456436154e-06,2.2107055031028722e-07
1966,1.531000293653051e-06,2.0273013490168523e-07
1967,1.698993628451717e-06,2.391212774455198e-07
1968,1.642061647544324e-06,2.106473999674563e-07
1969,1.5750815691717435e-06,2.0664998601205298e-07
1970,1.5741435390737024e-06,2.3453497988157324e-07
1971,1.5980416492311633e-06,2.5280914428549295e-07
1972,1.357949827252014e-06,2.3855182007537223e-07
1973,1.3060779338047723e-06,2.1666890859250998e-07
1974,1.2623783050003112e-06,1.9689500163622142e-07
1975,1.2285394177524722e-06,1.536388225531482e-07
1976,1.1849854217871325e-06,1.9483127289277036e-07
1977,1.1248160944887786e-06,1.7395274198861443e-07
1978,1.2142568266426679e-06,1.8356426778609602e-07
1979,1.4916680584065034e-06,1.9662630279526638e-07
1980,1.3144068589099334e-06,2.3991336206563574e-07
1981,1.345444388789474e-06,2.2202678451321844e-07
1982,1.2222571967868134e-06,1.8436281834510737e-07
1983,1.2933767266076757e-06,1.894594845452957e-07
1984,1.220691274284036e-06,1.7281045927575178e-07
1985,1.0581367178019718e-06,1.6602940888787998e-07
1986,1.2978060794921475e-06,2.517683981295704e-07
1987,1.1421116141718812e-06,1.9004640705588827e-07
1988,1.1387455742806196e-06,1.7569902865943732e-07
1989,1.4230701026463066e-06,2.272082610943471e-07
1990,1.1333194152030046e-06,1.8416440639157372e-07
1991,1.206875708703592e-06,2.3035558172068704e-07
1992,1.031461579259485e-06,1.7521622908134304e-07
1993,1.2153020634286804e-06,1.933183426672258e-07
1994,1.3588211231763125e-06,2.1310702891241817e-07
1995,1.0514131645322777e-06,1.7297618626344047e-07
1996,1.09964696548559e-06,1.670822911137293e-07
1997,1.0898795608227374e-06,1.6494436749781016e-07
1998,1.0661536862244247e-06,1.721294609069446e-07
1999,1.1768267995648785e-06,1.5264471642240096e-07
2000,9.450169500269112e-07,1.72745032500643e-07
2001,1.0931123597401893e-06,1.8313465943720075e-07
2002,1.049740717462555e-06,1.6429581251031777e-07
2003,1.1121517218271038e-06,1.6792699852885562e-07
2004,9.981256425817264e-07,1.5372721406947676e-07
2005,1.0691901479731314e-06,2.0176798898319248e-07
2006,1.181010816253547e-06,2.108359637986723e-07
2007,1.5163044508881285e-06,2.3287815054118255e-07
2008,1.4603018598791095e-06,2.2394132770386932e-07
2009,1.6278609109576792e-06,2.527142157759954e-07
2010,1.97690746972512e-06,3.164941233535501e-07
2011,2.227463710369193e-06,3.6480693665907893e-07
2012,2.707061867113225e-06,5.055315455138043e-07
2013,3.035683675989276e-06,4.928384100821859e-07
2014,3.1468248380406294e-06,5.27719009824068e-07
2015,3.217580797354458e-06,4.741254713280796e-07
2016,3.2928091968642548e-06,4.6667290121149563e-07
2017,2.8154722713225055e-06,4.646334161861887e-07
2018,3.226317176086013e-06,4.915112867820426e-07
2019,3.3479163903393783e-06,5.073914621789299e-07
