year,certaines_DET armes_NOUN,certaines_DET larmes_NOUN
1869,5.127695135165311e-08,1.123209392162039e-08
1870,5.504686928503588e-08,1.1468097582678638e-09
1871,5.3105885911008954e-08,0.0
1872,7.075386654342708e-08,4.837871325769072e-09
1873,9.218446894720955e-08,3.591602570907071e-09
1874,3.525019565131515e-08,5.974609140757536e-10
1875,7.15190893174622e-08,4.005069165202713e-09
1876,8.645801408135867e-08,2.418405919968336e-09
1877,3.7727376778207145e-08,6.184815992682502e-10
1878,4.952052701234777e-08,3.6234530931267273e-09
1879,5.009646741882534e-08,6.10932526790009e-10
1880,3.016387850607316e-08,1.2835692508872398e-09
1881,6.554157266913663e-08,6.9725074602899895e-09
1882,5.590523355358812e-08,1.9966155395678697e-09
1883,6.066565561013704e-08,4.423537092179686e-09
1884,4.35711999813293e-08,5.941527270181268e-09
1885,4.447488605174854e-08,6.445635691854079e-10
1886,8.454037869753961e-08,1.2906927748801422e-09
1887,4.113222396018301e-08,0.0
1888,7.608737928599396e-08,6.340614699951175e-10
1889,6.077182490571431e-08,3.132568426877924e-09
1890,5.8989478746163115e-08,4.5880703680722945e-09
1891,3.059625441892422e-08,0.0
1892,4.576013878931917e-08,1.2537024751679837e-09
1893,4.0029707659705593e-08,2.463366621796581e-09
1894,3.465846676320439e-08,0.0
1895,5.537125202792481e-08,6.6204757231957956e-09
1896,6.66364248225193e-08,2.948514543632541e-09
1897,3.962165306958809e-08,1.7480140668268973e-09
1898,7.186110617674046e-08,1.6975064687230201e-09
1899,4.090407834667076e-08,3.3165470370022376e-09
1900,5.0353214930964896e-08,2.595526460424935e-09
1901,4.918090135141995e-08,5.588738916095792e-10
1902,4.3701526675210545e-08,9.820567692386817e-10
1903,4.212171944573129e-08,1.6200660812870638e-09
1904,3.439760121182189e-08,6.449550227216605e-09
1905,3.199670506326413e-08,3.096455536422127e-09
1906,3.498045558769647e-08,5.144184356264958e-09
1907,5.759984550435249e-08,3.0857059130084963e-09
1908,4.469364101034046e-08,4.4202499438483756e-09
1909,4.345776982717098e-08,1.1001967115120692e-09
1910,5.5044753644040156e-08,6.947395991829808e-09
1911,6.118430317947343e-08,2.128149656499545e-09
1912,4.8447618083979904e-08,4.688478938419394e-09
1913,5.46207949980726e-08,3.71209285532359e-09
1914,5.089525334511791e-08,4.68772043404897e-09
1915,9.424609714869803e-08,1.295883844676382e-08
1916,7.910972676938854e-08,1.0987462051303964e-09
1917,7.457168749169796e-08,7.676496771580332e-09
1918,5.398596769623509e-08,3.44591288836682e-09
1919,5.524708868165362e-08,1.1049418269237776e-08
1920,4.164727629429876e-08,4.543339038320937e-09
1921,4.998013158896697e-08,1.2873671018098776e-08
1922,2.9511742105636785e-08,0.0
1923,5.307973927060061e-08,2.1231896241147297e-09
1924,5.801231128810258e-08,5.156649773851996e-09
1925,7.69872441352959e-08,0.0
1926,8.582526911382615e-08,2.229227691330493e-09
1927,6.355058035367733e-08,4.4596899506643695e-09
1928,5.827281013282004e-08,1.1426041224282812e-09
1929,6.461435364535362e-08,7.798284684668033e-09
1930,5.566909833110145e-08,3.1510811737689437e-09
1931,1.1291302826066385e-07,1.1405356659111021e-09
1932,1.9507975235200092e-07,1.0959536611565568e-09
1933,9.291236668929059e-08,4.588264879146209e-09
1934,1.1023053581027398e-07,2.3963160344919743e-09
1935,7.779384869621708e-08,3.590485242455088e-09
1936,5.334874497719966e-08,1.2124714565686645e-09
1937,8.436049103721643e-08,0.0
1938,8.945998319909165e-08,2.5930428915188486e-09
1939,1.254112085291581e-07,7.647025235257843e-09
1940,8.1145051344933e-08,5.0715658339584024e-09
1941,5.607854891565012e-08,5.9030051957620344e-09
1942,1.0012898599143227e-07,3.034211770724937e-09
1943,6.387117412742782e-08,2.9032352077962287e-09
1944,7.390328349288211e-08,0.0
1945,6.535512220295914e-08,1.089252066321933e-08
1946,6.26449674356877e-08,2.7842208538686464e-09
1947,7.629357501315326e-08,4.7683483828109274e-09
1948,6.523132767277673e-08,2.174377566888097e-09
1949,5.988375173515692e-08,2.945102384188658e-09
1950,6.700277888072037e-08,5.317680740191122e-09
1951,8.848963362062534e-08,0.0
1952,1.0228459501604448e-07,3.1634410646574906e-09
1953,7.541678970213184e-08,1.0773827385790469e-09
1954,1.2411121019795246e-07,3.9090144454689835e-09
1955,1.3984555913282293e-07,1.8771215692936494e-09
1956,1.2384020875444435e-07,2.616342476002842e-09
1957,1.0778745862527472e-07,6.184526224473075e-09
1958,1.1663863297428634e-07,4.1361216673863055e-09
1959,1.0075972112222331e-07,0.0
1960,9.412333312752708e-08,3.460416619915918e-09
1961,1.0005349504460526e-07,3.4740795795684676e-09
1962,7.293249870699015e-08,0.0
1963,8.211887503328796e-08,5.819447590482696e-09
1964,9.856029037358383e-08,4.258777774879263e-09
1965,4.8153983245313725e-08,6.566452104284082e-09
1966,7.422360170927789e-08,2.215629901769489e-09
1967,8.874603762976108e-08,6.409436092980059e-09
1968,7.949805991280812e-08,2.245707841908029e-09
1969,7.993493600366719e-08,4.087581828571274e-09
1970,6.760125759175395e-08,3.6789800095249348e-09
1971,8.170052057110411e-08,7.707596338946132e-09
1972,1.133762421723361e-07,3.5911027485013847e-09
1973,9.15191848971375e-08,0.0
1974,1.2320001685495185e-07,1.1251143350321513e-09
1975,1.2393911763552978e-07,0.0
1976,1.1598459526140914e-07,3.9994687561772935e-09
1977,1.2517544778489764e-07,2.938390863960194e-09
1978,1.2594053577785758e-07,0.0
1979,1.2289144712962496e-07,4.681578680276743e-09
1980,1.1256598331232937e-07,1.7055452050662723e-09
1981,1.5750618564958074e-07,1.2651099057237047e-09
1982,8.442202759084694e-08,3.724501262958313e-09
1983,1.1557028400943636e-07,4.420721344544631e-09
1984,1.090213594956424e-07,3.479405208395292e-09
1985,1.2512360836325342e-07,1.2031116103372597e-09
1986,1.9542023022012245e-07,5.994485352545098e-09
1987,1.3993770053843946e-07,2.4443267410134695e-09
1988,1.0493969421210281e-07,4.197587610832443e-09
1989,9.713976367731192e-08,1.0976244357863152e-09
1990,1.0570382880104034e-07,1.089730194969718e-09
1991,2.2039109648375188e-07,3.5168792322792797e-09
1992,1.64196329421884e-07,3.30596661157756e-09
1993,1.2241648450483922e-07,1.052449438709857e-08
1994,1.1552088974298158e-07,2.1099705871385765e-09
1995,1.4532167735836765e-07,3.253470381991974e-09
1996,2.8505411719947915e-07,3.2028553142993132e-09
1997,1.697392617572291e-07,4.79489448146353e-10
1998,1.3589168190719647e-07,2.86087753487152e-09
1999,1.8555017256005613e-07,4.113180906983871e-09
2000,1.3784257735238725e-07,1.3254094488601709e-09
2001,1.3187448066886986e-07,2.6287270138425356e-09
2002,1.6955327719614388e-07,2.6287327870022636e-09
2003,1.6834368032903058e-07,1.6667691671301554e-09
2004,1.3919140595675117e-07,1.3214374039449694e-09
2005,1.6303572936138266e-07,4.053374635937246e-09
2006,2.4789697583571524e-07,3.7061009261485367e-09
2007,1.3940733500916735e-07,5.991719398412698e-09
2008,2.184066483224001e-07,2.554463751636149e-09
2009,1.6068809038927157e-07,2.384096253749135e-09
2010,1.294319256217591e-07,2.8342759250676863e-09
2011,5.582999174080783e-08,3.0591775501687124e-09
2012,7.080845954021697e-08,2.7234022259570168e-09
2013,9.092547292866016e-08,4.183687674075287e-09
2014,5.738429864621253e-08,4.114345752981308e-09
2015,8.799804662729116e-08,5.763095889399494e-09
2016,7.746811814257626e-08,3.5212781579474495e-09
2017,6.465121282772657e-08,4.528100394640688e-09
2018,5.756670606871239e-08,8.260693351580528e-09
2019,7.168275750757402e-08,5.3570741176400816e-09
