year,devons_VERB imiter_VERB,devons_VERB limiter_VERB
1960,1.2457499920515147e-08,6.920833239831836e-09
1961,1.042223907177231e-08,5.55852741612739e-09
1962,8.8787386332001e-09,2.5367825617905737e-09
1963,3.2330267352165265e-09,9.69907976156037e-09
1964,9.125952438182594e-09,3.6503808864551957e-09
1965,9.849678406226303e-09,1.0396882466068291e-08
1966,1.495550172592175e-08,1.0524241922382771e-08
1967,1.6763140209263838e-08,7.395503320850594e-09
1968,8.533690198930799e-09,8.533690198930799e-09
1969,1.1808570121729645e-08,9.537691525451919e-09
1970,1.8854771965948203e-08,1.74751555448438e-08
1971,1.2332153964678128e-08,1.0276794526475896e-08
1972,1.4364410994005539e-08,6.156176013405457e-09
1973,8.821126051827832e-09,9.923766697284009e-09
1974,5.625571564138454e-09,1.3501372464475025e-08
1975,7.996072248772634e-09,1.1422960355389478e-08
1976,1.7711933253394818e-08,1.1427053969725876e-08
1977,8.22749424145286e-09,9.402850942308305e-09
1978,7.128709622605811e-09,4.158414057542359e-09
1979,5.851973128301324e-09,6.437170796402825e-09
1980,1.1370301145063877e-08,1.3075846183596695e-08
1981,1.138598904049104e-08,8.223214109648325e-09
1982,1.3656505259973528e-08,9.311253101884631e-09
1983,3.157658134966823e-09,1.136756910824488e-08
1984,1.5077421977593986e-08,5.799008384599347e-09
1985,7.820225356169885e-09,3.0077789148208467e-09
1986,9.591176741707841e-09,4.196139880008332e-09
1987,4.888653482026939e-09,7.332980445085013e-09
1988,5.99655392008458e-09,3.597932174415064e-09
1989,7.683371272548811e-09,4.390497743145261e-09
1990,8.717841559757744e-09,7.628111475810329e-09
1991,7.033758464558559e-09,9.37834432335194e-09
1992,1.1019888113139586e-08,6.61193322315512e-09
1993,6.093128224193833e-09,6.093128224193833e-09
1994,1.160483886764041e-08,7.912389854425328e-09
1995,1.6809597269684673e-08,7.591431483433553e-09
1996,2.4555223632205525e-08,6.4057106285986265e-09
1997,1.6302641014931396e-08,8.630809844589749e-09
1998,1.0489884516573511e-08,4.291316191284977e-09
1999,1.0511462811280126e-08,3.1991407301035224e-09
2000,3.97622823555821e-09,3.5344251969604557e-09
2001,9.638665865452367e-09,7.448059946568719e-09
2002,9.63868718173444e-09,8.324320788233308e-09
2003,1.2084076850271686e-08,4.583615265119079e-09
2004,1.189293641346012e-08,6.607186797680242e-09
2005,1.0358624180639708e-08,5.404499514582994e-09
2006,7.823991232669414e-09,2.8825228870488218e-09
2007,9.18730247434496e-09,3.1955835755326234e-09
2008,1.0217855006544596e-08,6.811903485726134e-09
2009,1.0490023072406984e-08,7.1522885392028e-09
2010,1.0864724231396394e-08,5.668551850135373e-09
2011,1.8355065023456518e-08,8.030340836739924e-09
2012,7.489355802192676e-09,8.851056776393307e-09
2013,9.204113027294625e-09,5.020424964641279e-09
2014,9.094869746206768e-09,4.330890313042346e-09
2015,7.979671146074452e-09,8.201329393386914e-09
2016,1.304944241553585e-08,5.3854840587064245e-09
2017,1.0565567976072998e-08,5.534344982294215e-09
2018,8.002547069452248e-09,5.937373259712331e-09
2019,5.612172948588068e-09,9.693753355577428e-09
