year,rapports_NOUN égaux_ADJ,rapports_NOUN légaux_ADJ
1862,2.2138133104476765e-08,2.4848924695675123e-08
1863,8.19117792483226e-08,8.990317823531768e-09
1864,3.2604150490556094e-08,6.808513430822671e-08
1865,3.0594488720225854e-08,4.424433797112215e-08
1866,2.822055417128766e-08,5.4494863732656995e-08
1867,3.0572714138088486e-08,5.143980175148499e-08
1868,4.297690381349639e-08,3.655506830568811e-08
1869,2.0022428159904848e-08,4.3463319165937264e-08
1870,3.612450782952692e-08,3.899153044883974e-08
1871,5.735435593123839e-08,3.823623728749226e-08
1872,4.656451224605007e-08,4.2936108002322726e-08
1873,4.6092235805872406e-08,1.7299552990124312e-07
1874,2.8678122987457755e-08,3.943242177228967e-08
1875,4.3483606049221635e-08,4.920513418937844e-08
1876,5.1995728167497646e-08,4.957732002708326e-08
1877,3.46349690039105e-08,2.6594708213423246e-08
1878,1.5701631050912823e-08,3.140326043649111e-08
1879,2.1382637882538802e-08,1.649517811230794e-08
1880,2.5029599726167362e-08,3.401458670282409e-08
1881,3.9046042843438045e-08,4.60185487494158e-08
1882,3.9932309903178975e-08,4.459107882937019e-08
1883,3.6652167523243406e-08,8.151947206158638e-08
1884,2.3766109080725073e-08,3.6969501238104385e-08
1885,2.9649923405372647e-08,1.6114089618213256e-08
1886,2.710454793941608e-08,2.3877816834882992e-08
1887,2.415702127223085e-08,2.415702127223085e-08
1888,1.0779045211961602e-08,1.521747527988282e-08
1889,1.2530273707511697e-08,2.318100644771448e-08
1890,2.94947390955258e-08,4.1948073459252555e-08
1891,4.1432431485688426e-08,4.653180485370001e-08
1892,1.191017329205124e-08,2.005923960268774e-08
1893,4.372475737035586e-08,2.46336657738766e-08
1894,1.3863386438828229e-08,2.2685540557176864e-08
1895,1.083350631425617e-08,2.8889348913097024e-08
1896,3.184395541699914e-08,2.7716035688740703e-08
1897,2.8550895758705508e-08,2.3889525024856084e-08
1898,3.055511665905897e-08,3.1120951149432585e-08
1899,1.713549302451156e-08,1.4371703827009696e-08
1900,1.1939422450701898e-08,6.7483690857628176e-09
1901,1.1904014152186448e-07,1.6207343078722403e-08
1902,2.455142000812316e-08,1.7677022179363178e-08
1903,5.130209324022417e-08,1.3500550899436803e-08
1904,1.6123874679863093e-08,2.364835172130597e-08
1905,2.0643036835465978e-08,2.37394921498435e-08
1906,3.446603491497058e-08,1.6461389917843405e-08
1907,1.5942815068115124e-08,1.4399961223432456e-08
1908,3.0450612475974026e-08,2.1118973236866623e-08
1909,4.180747453785827e-08,1.430255680556769e-08
1910,2.0842187975489423e-08,3.206490317708699e-08
1911,2.5537796655150657e-08,3.0326132494096214e-08
1912,2.5526163738298635e-08,1.7712032729377825e-08
1913,1.537867055922959e-08,2.227255713194154e-08
1914,3.0805021311586245e-08,2.0759905794420774e-08
1915,2.0027295377644805e-08,1.4136913861761968e-08
1916,1.538244731591476e-08,1.648119329900055e-08
1917,2.5222776423028392e-08,3.070598708632133e-08
1918,2.412139110674616e-08,1.378365155346728e-08
1919,1.8415697411455767e-08,2.025726569820918e-08
1920,2.1202248845497706e-08,1.665890980717677e-08
1921,2.196096815509918e-08,2.0446418114161702e-08
1922,1.918263209388371e-08,1.3280283539529592e-08
1923,9.554353752605493e-09,1.6985516992917837e-08
1924,3.867487219366694e-09,2.0626599095407983e-08
1925,1.2097995494286806e-08,2.1996356736053713e-08
1926,1.4489980437737415e-08,2.452150482668003e-08
1927,1.3379070296082318e-08,8.919379901328739e-09
1928,2.170947865920425e-08,1.0283437212876834e-08
1929,1.0026365515614089e-08,8.912325100141061e-09
1930,2.941009036305786e-08,3.1510811737689437e-09
1931,2.3951249872311564e-08,2.737285598186645e-08
1932,1.8631212128639163e-08,2.191907289006423e-08
1933,1.261772819560747e-08,2.064719240024715e-08
1934,2.036868629318178e-08,9.585264137967897e-09
1935,1.9149254626427137e-08,3.4708023122220766e-08
1936,2.66743711563322e-08,1.576212937948185e-08
1937,2.5182236740306507e-08,1.510934133364117e-08
1938,2.463390735840676e-08,3.3709557811789637e-08
1939,2.9058696782158222e-08,1.2235240376412548e-08
1940,1.2678914806940611e-08,1.2678914806940611e-08
1941,2.3612020783048138e-08,4.132103725851266e-08
1942,1.517105907566929e-08,0.0
1943,5.806470415592457e-09,2.0322646676618206e-08
1944,1.2852744646352221e-08,3.2131861615880553e-09
1945,1.9606536838523425e-08,1.089252066321933e-08
1946,1.3921104269343232e-08,1.3921104269343232e-08
1947,2.3841742802233057e-08,7.152522574216391e-09
1948,9.784699273041042e-09,9.784699273041042e-09
1949,1.47255123650325e-08,8.835307596655184e-09
1950,3.190608444114673e-09,3.296961992305114e-08
1951,9.595261474260042e-09,1.9190522948520083e-08
1952,1.7926167217297007e-08,2.1089608281954497e-08
1953,8.619061908632375e-09,1.4005975934594517e-08
1954,1.1727043114362345e-08,1.07497895029951e-08
1955,1.220129064449793e-08,1.407841132561316e-08
1956,9.593255967388359e-09,1.2209598665435806e-08
1957,1.1485549400447326e-08,9.718541527092839e-09
1958,1.9853384713997002e-08,5.790570523078742e-09
1959,1.7826719656000023e-08,1.007597205671118e-08
1960,9.689166802218097e-09,2.07624992754063e-08
1961,9.72742331128984e-09,6.94815938118154e-09
1962,2.1562652108286784e-08,1.1415521861124489e-08
1963,2.5217608334848762e-08,1.2932106829843804e-08
1964,9.125952438182594e-09,6.083968440151466e-09
1965,9.302473458205895e-09,6.5664522708175355e-09
1966,2.6033651678858405e-08,1.4401594583546284e-08
1967,1.1832804958089582e-08,9.860671390526932e-09
1968,1.0330256650092906e-08,8.982831367632116e-09
1969,8.629339909305145e-09,3.088395317263348e-08
1970,7.817832603507213e-09,1.0117195081704722e-08
1971,5.652237344833111e-09,2.0039749748512747e-08
1972,6.156176346472364e-09,2.6163748834129308e-08
1973,4.410563025913916e-09,2.1501494917863795e-08
1974,1.9689501584707614e-08,1.5751601023517026e-08
1975,8.567219822452898e-09,1.599214449754527e-08
1976,9.141642998145016e-09,6.8562320265641574e-09
1977,5.876781727920388e-09,9.990529292736028e-09
1978,8.910887139279566e-09,2.970295565063452e-09
1979,2.925986741786346e-08,1.404473604083023e-08
1980,1.0801786132219604e-08,1.193881615790815e-08
1981,6.958104314946922e-09,9.488323904349727e-09
1982,8.069752865935698e-09,1.1794254461960918e-08
1983,5.052252838311233e-09,1.0736036948344463e-08
1984,8.118611560803402e-09,8.118611560803402e-09
1985,1.8046674155058895e-09,1.1429560076159362e-08
1986,7.792831269171074e-09,5.395036861699509e-09
1987,3.6664902225425067e-09,3.0554083707556856e-09
1988,7.195864348830128e-09,8.994830658082265e-09
1989,3.2928733073589456e-09,1.8110802857407293e-08
1990,5.993515905799995e-09,4.358920779878872e-09
1991,5.8614650910726596e-09,3.5168792322792797e-09
1992,6.61193322315512e-09,5.5099441120809445e-09
1993,7.200969598386564e-09,4.985286850001103e-09
1994,7.912389854425328e-09,3.6924485691258724e-09
1995,1.1929391696696712e-08,4.337960657352369e-09
1996,2.6690460952494277e-09,1.2277611816102763e-08
1997,1.054876808126437e-08,4.794894259418925e-09
1998,4.7681290027412615e-09,6.6753808036779105e-09
1999,1.1882523409667556e-08,4.570201106446348e-09
2000,4.418031274155965e-09,3.5344251969604557e-09
2001,1.270551397425379e-08,3.5049694258049158e-09
2002,2.1906108038649563e-09,4.819343757400674e-09
2003,1.2084076850271686e-08,4.166922806803086e-09
2004,7.928623979580607e-09,3.9643119897903034e-09
2005,2.7923248158145952e-08,2.251874686720612e-09
2006,7.823991232669414e-09,0.0
2007,1.078509459517818e-08,1.5977917877663117e-09
2008,1.2346575400945525e-08,4.257439734089985e-09
2009,1.4781396551200032e-08,5.721831008997924e-09
2010,1.4171379625338432e-09,3.7790344187271785e-09
2011,8.030340836739924e-09,6.500752380844688e-09
2012,9.19148224198807e-09,7.489355802192676e-09
2013,1.0877587497404306e-08,3.904775169871755e-09
2014,6.279791242569388e-09,3.4647122948427977e-09
2015,4.433150652127793e-09,2.659890530054554e-09
2016,1.1599504468051691e-08,6.214020242811813e-09
2017,1.1571811953103861e-08,2.264050280587071e-09
2018,2.0651734433663194e-08,3.0977600484760615e-09
2019,1.2499840384982974e-08,2.5509878653906526e-09
