year,plus_ADV latin_ADJ
1909,2.1453836041018803e-08
1910,2.7255168788542505e-08
1911,5.7460041613666135e-08
1912,1.3023552902780011e-08
1913,1.6439267724877027e-08
1914,2.1429579888376793e-08
1915,2.8273827723523937e-08
1916,2.197492321442951e-08
1917,3.947912929902486e-08
1918,5.513460621386912e-08
1919,5.340552139410093e-08
1920,1.665890891899835e-08
1921,3.4077362764950436e-08
1922,5.2383342108441866e-08
1923,3.290944050604594e-08
1924,2.9650736976805092e-08
1925,2.4195990988573612e-08
1926,3.009457216762712e-08
1927,5.0171512722130274e-08
1928,4.2276352973935616e-08
1929,3.564929929034122e-08
1930,3.676261073337628e-08
1931,1.596749932275543e-08
1932,2.6302888755935783e-08
1933,3.211785326584504e-08
1934,2.2765002327673756e-08
1935,4.188899538348778e-08
1936,2.66743711563322e-08
1937,3.1477796369472344e-08
1938,2.074434313215079e-08
1939,3.364691281149135e-08
1940,1.7750480196809804e-08
1941,3.246652724442356e-08
1942,2.1239483061208375e-08
1943,5.806470415592457e-09
1944,4.177142187700156e-08
1945,2.6142048525912287e-08
1946,1.5313215584455975e-08
1947,1.6689218895749036e-08
1948,2.8266908813634473e-08
1949,1.3743811422273211e-08
1950,8.508289184305795e-09
1951,1.1727541604500402e-08
1952,1.2653764258629963e-08
1953,2.477980309834038e-08
1954,2.443134050622575e-08
1955,2.2525458387434583e-08
1956,3.0523995775411095e-08
1957,2.4738105619537265e-08
1958,1.1581140935135181e-08
1959,1.3176271629333769e-08
1960,2.422291700554524e-08
1961,1.389631876236308e-08
1962,2.1562652108286784e-08
1963,1.8104948651398445e-08
1964,2.6161064425878067e-08
1965,1.4774516721161035e-08
1966,2.1602390987141007e-08
1967,2.3172576746333107e-08
1968,2.245707975134792e-08
1969,1.680450351093654e-08
1970,1.4715920038099739e-08
1971,2.209510829853656e-08
1972,1.0260293503705498e-08
1973,2.6463379043661917e-08
1974,1.6314157136321228e-08
1975,1.313640396460869e-08
1976,1.2569759344494003e-08
1977,1.057820764316375e-08
1978,1.2475242172627077e-08
1979,1.6385525825057812e-08
1980,1.5349906234973787e-08
1981,1.5181319312773667e-08
1982,1.9864007327896616e-08
1983,1.515675762675528e-08
1984,1.9716628330002095e-08
1985,1.9249785765396155e-08
1986,1.7983456501724504e-08
1987,1.3443797186596385e-08
1988,1.6190695006912392e-08
1989,1.7013178421620978e-08
1990,1.198703181159999e-08
1991,1.641210189973208e-08
1992,1.8733810169813125e-08
1993,1.2740176913439427e-08
1994,1.5824779708850656e-08
1995,1.2471636778865758e-08
1996,1.494665791135219e-08
1997,1.5343662340683295e-08
1998,1.382757464085671e-08
1999,1.279656292041409e-08
2000,1.6346715980830595e-08
2001,1.9715452381774412e-08
2002,1.5772396722013582e-08
2003,7.083769126836614e-09
2004,1.4535810777260849e-08
2005,1.3511249008502091e-08
2006,1.5647982465338828e-08
2007,8.38840730210677e-09
2008,2.171294288810799e-08
2009,1.4781396329155427e-08
2010,8.97520635589899e-09
2011,1.3766299156170447e-08
2012,7.489355802192676e-09
2013,9.483025531498157e-09
2014,1.147685946278898e-08
2015,1.1747849984478087e-08
2016,1.0149566520567532e-08
2017,7.2952728302766445e-09
2018,9.551427204712581e-09
2019,8.418259866971312e-09
