year,véritables_ADJ âmes_NOUN,véritables_ADJ lames_NOUN
1859,0.0,1.5276520048956854e-09
1860,0.0,7.781213007262977e-09
1861,4.715963730639317e-10,4.2443675241088386e-09
1862,4.9697850279528666e-09,1.8071945051545413e-09
1863,8.990317823531768e-09,6.493007020935693e-09
1864,3.835782358407869e-09,3.3563094525845827e-09
1865,5.6482134525026595e-09,2.3534221238463715e-09
1866,0.0,5.838735717134114e-09
1867,0.0,7.279217228983725e-09
1868,2.9639244392143382e-09,1.5807597009143137e-08
1869,2.441759683335931e-09,4.883519366671862e-09
1870,4.587239033071455e-09,1.7202147262196377e-08
1871,1.0621177271019633e-09,5.3105884134652115e-09
1872,0.0,7.861540751719076e-09
1873,5.986004469882289e-10,1.4366410283628284e-08
1874,0.0,1.1949218281515073e-09
1875,3.432916173551348e-09,1.716458086775674e-09
1876,0.0,4.836811839936672e-09
1877,1.2369631985365004e-09,4.329371083855449e-09
1878,7.2469061862534545e-09,1.69094480639842e-08
1879,1.221865053580018e-09,7.94212251520321e-09
1880,0.0,8.984985200299889e-09
1881,6.972507571312292e-10,9.761510710859511e-09
1882,6.655385131892899e-10,4.6587693702804245e-09
1883,2.5277355764075082e-09,9.479008689083912e-09
1884,0.0,3.9610181801208455e-09
1885,6.445635691854079e-10,4.511945039809007e-09
1886,0.0,1.2906927970846027e-08
1887,0.0,1.7628096316002484e-08
1888,3.804368819970705e-09,9.510921827882157e-09
1889,0.0,1.1277245803853475e-08
1890,1.9663159989136147e-09,6.554386366985909e-09
1891,6.374220040683554e-10,3.1871101313640793e-09
1892,4.387958441043338e-09,2.5074049503359674e-09
1893,6.158416554491453e-10,5.542574843531156e-09
1894,6.9316934414587195e-09,9.452309157609307e-09
1895,6.018614495673091e-10,9.629783193076946e-09
1896,5.89702897624278e-10,1.592197840238896e-08
1897,1.1653427112179315e-09,6.409385022720926e-09
1898,1.6975064687230201e-09,3.960848538042683e-09
1899,2.2110313580014918e-09,2.2110313580014918e-09
1900,2.07642125715779e-09,1.349673794948103e-08
1901,6.706486921359556e-09,1.5648469187112823e-08
1902,1.9641135384773634e-09,1.3257766440233354e-08
1903,1.0800440541913758e-09,9.720396931811592e-09
1904,5.374625189347171e-10,9.674325340824907e-09
1905,1.5482277682110634e-09,2.115911179600971e-08
1906,5.144184522798412e-10,1.1317205839134203e-08
1907,3.0857059130084963e-09,1.4399961223432456e-08
1908,5.40252820258047e-09,1.7189861978295085e-08
1909,4.950885035270858e-09,6.0510818578052294e-09
1910,5.344150677544235e-10,1.4429207162436342e-08
1911,2.6601871816467337e-09,1.8089272302290738e-08
1912,2.0837684910901544e-09,7.293189607793238e-09
1913,2.6514948014977335e-09,6.363587878865928e-09
1914,1.3393487430235496e-09,1.0714789944188396e-08
1915,0.0,2.3561524287174507e-08
1916,2.197492410260793e-09,4.394984820521586e-09
1917,2.1932848870420685e-09,5.483212106582869e-09
1918,0.0,9.189101035644853e-09
1919,1.8415696745321952e-09,9.207848372660976e-10
1920,0.0,4.543339038320937e-09
1921,7.572747429129834e-10,1.3630945261411398e-08
1922,0.0,1.2542490601674672e-08
1923,7.431163684401554e-09,9.554353752605493e-09
1924,1.289162443462999e-09,1.1602462102189293e-08
1925,6.598906754362588e-09,3.299453377181294e-09
1926,3.343841648018042e-09,1.0031524944054127e-08
1927,4.4596899506643695e-09,1.2264147031260109e-08
1928,4.570416489713125e-09,7.998228745975666e-09
1929,1.1140406375176326e-09,1.3368487650211591e-08
1930,2.100720708497761e-09,5.2518016602221e-09
1931,3.4216069977333063e-09,5.7026783295555106e-09
1932,3.287861094491973e-09,3.287861094491973e-09
1933,0.0,0.0
1934,0.0,7.188948103475923e-09
1935,0.0,5.98414207075848e-09
1936,0.0,1.2124714565686645e-08
1937,0.0,2.5182236296217297e-09
1938,0.0,0.0
1939,0.0,9.176430282309411e-09
1940,0.0,5.0715658339584024e-09
1941,0.0,8.854508237732261e-09
1942,9.102635090130207e-09,6.068423541449874e-09
1943,0.0,2.9032352077962287e-09
1944,0.0,0.0
1945,0.0,2.178504043826024e-09
1946,0.0,8.352662561605939e-09
1947,3.5762612871081956e-09,7.152522574216391e-09
1948,0.0,9.784699273041042e-09
1949,0.0,3.9268033269479474e-09
1950,1.0635361480382244e-09,5.317680518146517e-09
1951,1.0661401761424827e-09,7.462981344019681e-09
1952,1.0544803918932644e-09,9.490323193972472e-09
1953,0.0,9.69644453618912e-09
1954,9.772536113672459e-10,4.886268278880834e-09
1955,1.8771215692936494e-09,1.595553378308523e-08
1956,0.0,1.3081712602058815e-08
1957,5.301022731885041e-09,4.417518795207798e-09
1958,0.0,7.445019267748876e-09
1959,0.0,3.100299128533379e-09
1960,6.920833350854139e-10,5.536666680683311e-09
1961,4.16889545107324e-09,9.72742331128984e-09
1962,6.341956404476434e-10,1.2683912808952869e-09
1963,6.466053248388448e-10,5.819448034571906e-09
1964,3.041984220075733e-09,7.300761772910391e-09
1965,0.0,7.1136563306595235e-09
1966,0.0,7.200797291773142e-09
1967,1.4791006197611978e-09,5.916402479044791e-09
1968,1.3474247273492779e-09,4.491415683816058e-09
1969,1.3625273131978588e-09,3.6334062425424918e-09
1970,0.0,4.1388523719376735e-09
1971,0.0,7.707596338946132e-09
1972,1.5390440033513642e-09,5.130146973897354e-09
1973,0.0,5.513203782392395e-10
1974,1.1251143350321513e-09,5.06301445213353e-09
1975,0.0,6.282628195464213e-09
1976,0.0,5.142174241967723e-09
1977,5.876781838942691e-10,3.526069214387917e-09
1978,0.0,5.346532105932056e-09
1979,1.1703946700691858e-09,7.022368020415115e-09
1980,5.685150683554241e-10,7.95921106799824e-09
1981,0.0,2.5302198114474095e-09
1982,6.207502289967692e-10,4.345251713999687e-09
1983,0.0,2.5261264191556165e-09
1984,0.0,4.059305780401701e-09
1985,1.2031116103372597e-09,4.210890747202711e-09
1986,5.994485463567401e-10,4.7955883708539204e-09
1987,6.110816852533674e-10,8.555143260480236e-09
1988,5.996553809062277e-10,6.596209356501959e-09
1989,2.1952488715726304e-09,1.0976244357863152e-09
1990,1.6345953479657283e-09,6.538381391862913e-09
1991,0.0,5.861465202094962e-10
1992,0.0,5.509944056569793e-09
1993,5.539207426075166e-10,6.093128224193833e-09
1994,1.5824779264761446e-09,2.637463358823311e-09
1995,1.626735190995987e-09,4.880205572987961e-09
1996,5.338092190498855e-10,8.540947504798169e-09
1997,9.58978896292706e-10,3.3564262480467733e-09
1998,1.43043876743576e-09,1.9072516899143466e-09
1999,9.140402323914998e-10,1.3710603763428253e-09
2000,4.4180314962005696e-10,2.6508188977203417e-09
2001,0.0,1.7524847129024579e-09
2002,0.0,2.6287327870022636e-09
2003,1.2500769308587678e-09,2.083461403401543e-09
2004,8.809582507929292e-10,3.0833537945085254e-09
2005,0.0,4.053374524914943e-09
2006,8.235779835885637e-10,8.235779835885637e-10
2007,2.3966877371606188e-09,1.1983438685803094e-09
2008,4.257439678578834e-10,2.1287198670449925e-09
2009,0.0,1.430457752249481e-09
2010,9.447586046817946e-10,2.8342759250676863e-09
2011,2.2943831279320648e-09,1.529588788962144e-09
2012,2.382976926895708e-09,3.063827413996023e-09
2013,2.2313000336282585e-09,3.0680376017500066e-09
2014,1.0827225782605865e-09,4.547434873103384e-09
2015,4.654808538617772e-09,3.989835573037226e-09
2016,3.314144070287739e-09,1.86420612280358e-09
2017,2.264050280587071e-09,2.7671724911471074e-09
2018,3.3559066636712487e-09,4.130346731301415e-09
2019,6.12237061048404e-09,3.826481798085979e-09
