year,barrières_NOUN légales_ADJ
1903,1.7280704867062013e-08
1904,1.5048950530172078e-08
1905,9.28936660926638e-09
1906,2.1091157265118454e-08
1907,1.491424583832668e-08
1908,2.2592390180875555e-08
1909,4.400786846048277e-09
1910,1.3894791983659616e-08
1911,1.8089272302290738e-08
1912,1.3544495303108306e-08
1913,5.302989602995467e-09
1914,9.37544086809794e-09
1915,1.767114277129167e-08
1916,7.69122365795738e-09
1917,8.773139548168274e-09
1918,3.44591288836682e-09
1919,1.1049418269237776e-08
1920,7.572231730534895e-09
1921,4.543648568500203e-09
1922,1.0329110011753073e-08
1923,2.0170300985000722e-08
1924,5.156649773851996e-09
1925,3.299453377181294e-09
1926,1.0031524944054127e-08
1927,2.2298449753321847e-09
1928,1.7139061725401916e-08
1929,5.570202965543558e-09
1930,7.352522590764465e-09
1931,4.5621426636444085e-09
1932,8.767629289252454e-09
1933,5.735331320977366e-09
1934,8.38710612072191e-09
1935,9.574627313213568e-09
1936,3.6374143697059935e-09
1937,7.554670666820584e-09
1938,5.186085783037697e-09
1939,7.647025235257843e-09
1940,0.0
1941,5.9030051957620344e-09
1942,0.0
1943,0.0
1944,0.0
1945,0.0
1946,1.2528993842408909e-08
1947,1.1920871401116528e-08
1948,7.610321262063735e-09
1949,5.890204768377316e-09
1950,1.2762433776458693e-08
1951,6.396841278899501e-09
1952,7.381362632230548e-09
1953,5.386913581872932e-09
1954,1.9545072227344917e-09
1955,4.6928039232341234e-09
1956,6.104799332717903e-09
1957,6.184526224473075e-09
1958,7.445019267748876e-09
1959,1.007597205671118e-08
1960,6.2287499602575735e-09
1961,6.94815938118154e-09
1962,3.361236977639237e-08
1963,1.939815863494232e-09
1964,6.6923653285755336e-09
1965,9.302473458205895e-09
1966,7.200797291773142e-09
1967,7.395503320850594e-09
1968,1.392338955241712e-08
1969,7.72098829315837e-09
1970,1.103694025061941e-08
1971,6.166076982339064e-09
1972,2.0520587451500205e-09
1973,7.718485406371656e-09
1974,1.012602890426706e-08
1975,1.1994108817248161e-08
1976,7.998937512354587e-09
1977,9.990529292736028e-09
1978,8.910887139279566e-09
1979,7.607565244427406e-09
1980,7.95921106799824e-09
1981,5.060439622894819e-09
1982,1.4898005495922462e-08
1983,1.6419821946556112e-08
1984,1.8556827185989277e-08
1985,4.210890747202711e-09
1986,9.591176741707841e-09
1987,9.166225112267057e-09
1988,1.8589316752581908e-08
1989,1.8110803523541108e-08
1990,9.262707045820662e-09
1991,1.52398094144246e-08
1992,9.91789939064347e-09
1993,1.938722604677423e-08
1994,1.3714808844156323e-08
1995,1.5182862966867106e-08
1996,1.6014276127407356e-08
1997,9.110299181713799e-09
1998,1.2397135762398648e-08
1999,1.279656292041409e-08
2000,1.2370488633450805e-08
2001,1.7086726700199506e-08
2002,1.7086764003693133e-08
2003,1.7084383685528337e-08
2004,1.7178685141061578e-08
2005,1.0358624180639708e-08
2006,2.388376074691223e-08
2007,1.5977917655618512e-08
2008,2.0435710013089192e-08
2009,1.907277002999308e-08
2010,9.919965293647692e-09
2011,1.0707121411712706e-08
2012,1.5319137958158535e-08
2013,1.3945625099154313e-08
2014,9.311413862178597e-09
2015,9.752931795503628e-09
2016,1.3463710146766061e-08
2017,1.0062445099379147e-08
2018,1.058401366549333e-08
2019,1.198964216797549e-08
