year,trois_DET êtres_NOUN,trois_DET lettres_NOUN
1873,1.915521447015678e-08,6.686367237662694e-07
1874,3.883495836021211e-08,8.52576704790664e-07
1875,5.607096653648114e-08,1.0155710494785808e-06
1876,7.073836960636015e-08,1.031450127308986e-06
1877,4.576763856789512e-08,9.561725713425062e-07
1878,3.7442349554162035e-08,9.149219486470628e-07
1879,4.215434579180055e-08,9.408360757134915e-07
1880,4.6208494364208264e-08,1.0377657382321104e-06
1881,3.69542902944886e-08,1.0577294200508902e-06
1882,4.3925541426403925e-08,9.89655769778608e-07
1883,3.033282780506852e-08,8.910267936812488e-07
1884,4.357120086950772e-08,8.423765267551175e-07
1885,1.9981470755769948e-08,9.816703134823968e-07
1886,5.033701760970288e-08,8.473398285246958e-07
1887,4.2438009328904513e-08,7.717188834632793e-07
1888,2.6630581739794934e-08,1.056980501346061e-06
1889,3.257871128425904e-08,1.194761576783776e-06
1890,1.9663159989136147e-08,9.490751520235818e-07
1891,2.995883485734652e-08,9.274490122557211e-07
1892,4.387958663087943e-08,9.64724056640165e-07
1893,3.818218274886931e-08,9.188357383838053e-07
1894,2.5836310868498913e-08,8.355841174534362e-07
1895,3.2500517832545484e-08,8.805233111530697e-07
1896,4.4817420663534335e-08,6.940802994570561e-07
1897,3.4960280004270317e-08,1.0266669221437041e-06
1898,4.413516663248629e-08,8.532799256055768e-07
1899,3.979856622038369e-08,1.095566062758735e-06
1900,3.89329001260208e-08,1.1114044839999337e-06
1901,4.526878427668635e-08,8.623424183618056e-07
1902,2.3569363016839873e-08,7.507824215657877e-07
1903,2.9701212378441255e-08,7.274096613940628e-07
1904,2.8485514391718425e-08,9.190608922793331e-07
1905,4.231822581246547e-08,7.472779097739135e-07
1906,4.166789380199987e-08,8.174109131786622e-07
1907,2.8799922446864912e-08,8.310834935798539e-07
1908,4.125566732682273e-08,8.909259499034761e-07
1909,2.1453835152840384e-08,9.225149533165222e-07
1910,4.008113096976018e-08,1.0068379765471036e-06
1911,3.7242617434429803e-08,8.379589084839267e-07
1912,4.375913675858101e-08,8.689314690002448e-07
1913,5.037840145050154e-08,8.177210131243839e-07
1914,4.7546880210802556e-08,8.913365956431107e-07
1915,3.416420901736217e-08,9.071186779507912e-07
1916,3.955486427287269e-08,7.262712142797056e-07
1917,5.3735480065597585e-08,8.093221062210887e-07
1918,4.709414191950145e-08,6.903312179673549e-07
1919,4.1435319175775476e-08,5.230057864569204e-07
1920,7.117897959929564e-08,5.535301381698332e-07
1921,4.0135559875587035e-08,6.429262429108462e-07
1922,6.123686535630668e-08,5.976127954721022e-07
1923,7.218844721990081e-08,7.728410547080955e-07
1924,6.574728628194748e-08,9.320644585031346e-07
1925,6.928852069876257e-08,8.281628167683408e-07
1926,6.576221434073659e-08,7.657397409488453e-07
1927,9.365348874190715e-08,8.216978442110445e-07
1928,6.51284337571667e-08,7.586891683786234e-07
1929,5.793011470522913e-08,7.118719649312766e-07
1930,6.722306622464203e-08,7.583601906446802e-07
1931,4.6761963190533606e-08,7.869696023732331e-07
1932,5.58936368300067e-08,6.455167214092228e-07
1933,4.358851568575517e-08,9.268295317887976e-07
1934,6.47005329312833e-08,9.094019670641273e-07
1935,5.0266792506192814e-08,7.540019053564606e-07
1936,5.2136273520630994e-08,7.638570389545407e-07
1937,4.2809801703569406e-08,7.479124055631559e-07
1938,5.7046944390570786e-08,6.638189956609253e-07
1939,3.976453122334078e-08,6.729382064918354e-07
1940,5.325144147860783e-08,6.364814981729694e-07
1941,5.607854847156091e-08,7.880511834201798e-07
1942,5.158160121254696e-08,8.192371676596366e-07
1943,5.225823351828751e-08,6.938732115546742e-07
1944,9.318239690969676e-08,6.233581153480827e-07
1945,7.624763886937558e-08,6.709792272907578e-07
1946,6.542918740137793e-08,5.512757059733531e-07
1947,5.4836005958236456e-08,7.128681032142481e-07
1948,6.088257320513435e-08,5.098915476509092e-07
1949,7.26458648792061e-08,5.546609800344271e-07
1950,1.1273482991569495e-07,5.934531459583781e-07
1951,4.69101659739124e-08,7.420335492724917e-07
1952,8.435843201759496e-08,5.609835784792239e-07
1953,7.972632465325091e-08,6.43197489047509e-07
1954,7.427127624026753e-08,6.469418645238534e-07
1955,8.540902829423658e-08,7.696198540685373e-07
1956,6.976913002887386e-08,5.886770733098956e-07
1957,5.212672116172712e-08,5.998990584288322e-07
1958,6.617794601204707e-08,6.766695026527714e-07
1959,5.890568444133493e-08,7.138438764542343e-07
1960,5.9519166040189475e-08,7.128458419103367e-07
1961,5.76697209986321e-08,6.843937057077198e-07
1962,6.785893535976584e-08,6.678080177735524e-07
1963,5.108182099533565e-08,6.349664243288089e-07
1964,5.962289106875573e-08,8.779166549288675e-07
1965,6.019247544841733e-08,8.656772809700897e-07
1966,8.364003134531117e-08,7.699313648856787e-07
1967,6.015009335058608e-08,7.469458225273229e-07
1968,6.153239651141007e-08,7.846503677910732e-07
1969,4.995933433615818e-08,7.126017989023126e-07
1970,4.874648529273884e-08,8.084558817955667e-07
1971,5.806389058449213e-08,7.183479926453629e-07
1972,4.873639447566802e-08,6.340861560261146e-07
1973,5.34780775218735e-08,7.332561144934857e-07
1974,3.262831449468706e-08,6.047489473637313e-07
1975,3.3126584142451065e-08,7.025120334347434e-07
1976,5.656391577346653e-08,7.147621903236256e-07
1977,3.8199080343304104e-08,6.440952811104239e-07
1978,5.940591263353667e-08,6.879204810239514e-07
1979,4.27194062346814e-08,6.255759403828165e-07
1980,5.571447769803228e-08,7.305418627812088e-07
1981,5.4399725613052397e-08,6.483688209657501e-07
1982,3.848651264348746e-08,6.257162370459923e-07
1983,4.168108613811228e-08,6.681604642899686e-07
1984,6.088958803829314e-08,5.746817519636238e-07
1985,4.7522908053210244e-08,6.966016350418158e-07
1986,5.275147363370536e-08,6.935619842884932e-07
1987,4.460896363411848e-08,6.569128423450366e-07
1988,4.3175187647293e-08,6.01454352766595e-07
1989,5.3234783692346355e-08,6.388174402793823e-07
1990,4.140974896316152e-08,5.748327076560145e-07
1991,4.7477868747591856e-08,6.224876321070383e-07
1992,5.5650437369436645e-08,6.286846203629182e-07
1993,3.766661205162336e-08,6.658127160719118e-07
1994,4.43093841617781e-08,6.113640078631022e-07
1995,4.7175323647508094e-08,5.87251435035796e-07
1996,4.911044637623263e-08,6.379020038860261e-07
1997,4.890792482115103e-08,5.80661724480791e-07
1998,4.052909963192519e-08,6.608627165505254e-07
1999,4.844413192817143e-08,6.069227369565056e-07
2000,4.4180314073827276e-08,5.588809584011756e-07
2001,4.512648099641581e-08,7.097563106128746e-07
2002,4.4250336728168804e-08,6.436014192701123e-07
2003,3.791899705340995e-08,6.450396634605227e-07
2004,3.039305945806703e-08,6.915522372530347e-07
2005,4.2335244643254555e-08,6.2962418434509e-07
2006,5.065004593518552e-08,6.25919264418684e-07
2007,4.314037993502495e-08,6.359211071060855e-07
2008,4.725757962731336e-08,6.73101239190288e-07
2009,3.385416769141614e-08,5.65984465072944e-07
2010,4.345889426105032e-08,4.917468521270507e-07
2011,4.09165010761825e-08,5.154714288746476e-07
2012,4.936166453362034e-08,5.40935741977222e-07
2013,5.829271465529473e-08,5.023214231791862e-07
2014,6.756188941636765e-08,5.478576181605632e-07
2015,5.984753759236128e-08,5.375195591961202e-07
2016,6.110453076857425e-08,5.598831991360242e-07
2017,5.333095876025595e-08,4.606084473834926e-07
2018,6.169705413228144e-08,5.139700196554742e-07
2019,6.198900193155055e-08,5.709110391105554e-07
