year,deux_DET armes_NOUN,deux_DET larmes_NOUN
1898,3.508179968747527e-08,1.3749802008078404e-07
1899,4.9748203778676725e-08,1.6748562003954248e-07
1900,4.152842603133422e-08,1.8116775812870856e-07
1901,3.576792950710228e-08,1.7325090517772423e-07
1902,3.3880959371401786e-08,1.703868441893519e-07
1903,4.428180666593562e-08,1.1502469376978297e-07
1904,5.8045950268592605e-08,1.2039160424137663e-07
1905,4.231822292588561e-08,1.2179391184474753e-07
1906,4.9384172917665836e-08,1.5586879342777138e-07
1907,4.371416961745922e-08,1.2394252379976933e-07
1908,4.9605029861510275e-08,1.4046572971437854e-07
1909,6.106091632318567e-08,1.4302557360679202e-07
1910,7.214603625627092e-08,1.3681025468059715e-07
1911,3.405039528114884e-08,1.5056658853040972e-07
1912,5.626174848227805e-08,1.6982713191282528e-07
1913,7.90145457951752e-08,1.2780205160822788e-07
1914,4.2859158888575166e-08,1.4665868874885746e-07
1915,9.306801995734304e-08,1.2723223008492823e-07
1916,8.46034611257096e-08,1.5162697764026234e-07
1917,5.812205117194935e-08,9.321460581190877e-08
1918,4.9391417178412667e-08,1.0337738487464776e-07
1919,4.3276886296794714e-08,1.731075514044278e-07
1920,5.3005623890101106e-08,1.2569904583870084e-07
1921,4.013556109683236e-08,1.2192123222121154e-07
1922,6.271245212019494e-08,2.0215542484436355e-07
1923,6.263409346729532e-08,1.8896387388167568e-07
1924,4.383152285569736e-08,1.4825368310766862e-07
1925,3.409435223034052e-08,1.9906702775074336e-07
1926,3.566764306128789e-08,1.917135854512253e-07
1927,4.9056589457308064e-08,1.8507713761550804e-07
1928,2.6279895593006586e-08,1.48538537914078e-07
1929,4.233354289340241e-08,1.2588659004109104e-07
1930,3.571225271059575e-08,1.3339576554471932e-07
1931,5.47457119637329e-08,1.0492928215199981e-07
1932,6.24693612394367e-08,1.0959536389520963e-07
1933,3.211785415402346e-08,9.750062979207996e-08
1934,3.9539214569117576e-08,1.0663606175853602e-07
1935,3.8298508364675854e-08,1.3045429625435645e-07
1936,4.001155939903356e-08,7.638570131973665e-08
1937,6.169647881471008e-08,1.0954272511298768e-07
1938,4.2785207710061e-08,1.542860523784384e-07
1939,2.9058695005801383e-08,1.361170447466975e-07
1940,4.0572528225979454e-08,5.832300642438781e-08
1941,6.788455664263893e-08,9.739958883869804e-08
1942,4.8547388331598995e-08,7.888950470658074e-08
1943,4.645176376882887e-08,1.422585249599706e-07
1944,1.124615138792251e-07,1.3174063617782394e-07
1945,6.317661682686548e-08,1.2635323187737413e-07
1946,6.403707963897887e-08,1.6566114879879024e-07
1947,4.7683485604466114e-08,1.537792400085891e-07
1948,5.870819519415704e-08,1.5220642879398838e-07
1949,4.810334042204545e-08,1.8357805586788345e-07
1950,3.828730044119766e-08,1.4995859842770187e-07
1951,5.650543066781921e-08,1.513918981288498e-07
1952,3.690681482648728e-08,1.2126524850941678e-07
1953,6.0333432028159e-08,1.5406573439236126e-07
1954,3.4203876397853605e-08,9.967986791536987e-08
1955,4.3173795649664726e-08,1.4078411680884528e-07
1956,6.104799155082219e-08,1.52619984206126e-07
1957,5.566073757456991e-08,1.0248643356192133e-07
1958,6.70051740758737e-08,1.3401034237858767e-07
1959,3.875374032791257e-08,1.1083569617653666e-07
1960,3.4604168197560625e-08,1.474137505397266e-07
1961,6.531269658438532e-08,1.0630683533463525e-07
1962,5.7077607973354816e-08,1.2430234619387193e-07
1963,6.401392915744708e-08,1.4289977556813938e-07
1964,5.1713731075153646e-08,1.210709701382484e-07
1965,5.034279948468168e-08,9.466634764976334e-08
1966,4.8743858949151786e-08,1.357073351471172e-07
1967,4.585212010077555e-08,1.1882108985616924e-07
1968,5.030385830107065e-08,1.0734484057195459e-07
1969,6.267625707323532e-08,8.901845127695651e-08
1970,6.484202330625521e-08,1.0071207690032224e-07
1971,6.525764550957547e-08,9.711571102855032e-08
1972,7.643918564781416e-08,8.41344114377307e-08
1973,6.00939229489228e-08,7.222297071507455e-08
1974,5.569315864040192e-08,6.863197477002814e-08
1975,6.054168943947502e-08,4.740528503077712e-08
1976,8.684560759419924e-08,6.399150098701512e-08
1977,5.230335720085577e-08,7.816119840242663e-08
1978,6.534650154321753e-08,7.841580718093155e-08
1979,5.910493072747158e-08,1.0357992863418986e-07
1980,6.93588408928747e-08,9.55105292632652e-08
1981,7.08461564968843e-08,1.0500412450653585e-07
1982,7.511077715349757e-08,8.876728152529267e-08
1983,8.146757712879094e-08,8.209910795642372e-08
1984,7.65469092556259e-08,8.524542316479256e-08
1985,6.5569585094849e-08,8.241314652934761e-08
1986,7.672941615410878e-08,6.533988994306128e-08
1987,6.538574037762146e-08,6.966331156377237e-08
1988,7.375761112982104e-08,7.435726523397079e-08
1989,5.3234786800970824e-08,9.000520684310231e-08
1990,7.301192339603801e-08,6.26594847119577e-08
1991,7.033758420149638e-08,7.912977650903485e-08
1992,5.84054076213647e-08,7.438424631800444e-08
1993,5.428423399678195e-08,7.754890418709692e-08
1994,6.171664046483727e-08,6.066165791906997e-08
1995,7.428757919925033e-08,7.320308448299784e-08
1996,6.4057103621451e-08,6.405710450962943e-08
1997,7.288239345371039e-08,4.6510476359173936e-08
1998,7.581325434102837e-08,7.295237658411224e-08
1999,7.860745920851286e-08,7.997852335961397e-08
2000,5.34581814370938e-08,6.096883353734484e-08
2001,6.046072109633371e-08,7.623308739823642e-08
2002,6.74708109382749e-08,6.265146623718465e-08
2003,8.000492002224746e-08,8.083830671523629e-08
2004,8.192911682414206e-08,8.23695938123592e-08
2005,7.566299409234034e-08,7.70141195260976e-08
2006,4.9002890634142204e-08,7.988706407502377e-08
2007,7.58951117507678e-08,9.067468731416284e-08
2008,5.832692240304027e-08,1.0388152915652427e-07
2009,7.104606769559041e-08,8.773474391432501e-08
2010,1.0392344540477438e-07,1.573023098444537e-07
2011,7.915621669241091e-08,1.6901956811921082e-07
2012,9.940418088660863e-08,2.2570195312709984e-07
2013,1.243949769857977e-07,2.6859273560830843e-07
2014,1.1108733577458452e-07,2.979652578005698e-07
2015,1.0839053743438853e-07,3.652916262808503e-07
2016,1.1123096044229897e-07,3.860977884073691e-07
2017,1.3081178718010733e-07,2.0376451459469536e-07
2018,1.342362647704931e-07,3.0564566344537525e-07
2019,1.1122306586841546e-07,3.252509443996132e-07
