year,des_DET livres_NOUN
1967,6.852673294588385e-06
1968,6.9616943960681965e-06
1969,6.530593324782785e-06
1970,6.870035448969247e-06
1971,7.290358141176512e-06
1972,6.417813558812213e-06
1973,6.314823814079773e-06
1974,6.21963216929089e-06
1975,6.162115987251582e-06
1976,6.435145103012019e-06
1977,6.5232279879978705e-06
1978,7.055046324921932e-06
1979,7.093176911610044e-06
1980,7.164995345476655e-06
1981,7.30600961418304e-06
1982,7.339129901140495e-06
1983,8.381055877748622e-06
1984,7.693544503695193e-06
1985,7.302887581772666e-06
1986,7.782041251402916e-06
1987,8.292989676306206e-06
1988,8.53009776591307e-06
1989,8.346884968091217e-06
1990,8.034035985815535e-06
1991,8.571220902808818e-06
1992,8.355830281914223e-06
1993,8.705972021516573e-06
1994,8.266337054863016e-06
1995,7.752478154543496e-06
1996,8.180092422094276e-06
1997,8.042476750347305e-06
1998,8.306557631954092e-06
1999,8.282118855618137e-06
2000,8.38453976115261e-06
2001,7.961976194792442e-06
2002,8.676132935647729e-06
2003,8.535524884223378e-06
2004,8.378353570037689e-06
2005,8.662061581787839e-06
2006,8.932938669659052e-06
2007,8.908487814096588e-06
2008,8.640899679335234e-06
2009,8.052523298829328e-06
2010,8.281281189681522e-06
2011,8.358055268331555e-06
2012,8.86161008040176e-06
2013,8.105197574437284e-06
2014,8.825705403836537e-06
2015,8.717126064539116e-06
2016,9.933111339677225e-06
2017,7.69726764993095e-06
2018,8.40732087326046e-06
2019,8.628715987057944e-06
