year,nos_DET eaux_NOUN,nos_DET lots_NOUN
1845,3.1026068048056743e-07,1.3392547348889394e-08
1846,3.2199757704631793e-07,5.269050973311096e-09
1847,2.1518961723643315e-07,4.314578916364553e-09
1848,2.244616927882248e-07,5.631655031201888e-09
1849,4.7678869941059077e-07,3.351765975878607e-08
1850,2.0706437897644037e-07,4.752297222410107e-09
1851,3.3021126988330707e-07,1.1608989547440274e-08
1852,5.462347409945778e-07,3.906327261660181e-09
1853,5.303075720775041e-07,1.0749477308280575e-08
1854,3.7720523471396206e-07,4.1565315633818045e-09
1855,3.0886374702276953e-07,7.429711956774554e-09
1856,2.7335559593666403e-07,5.694908100650764e-09
1857,3.8075769914769353e-07,2.928905451504704e-09
1858,3.2445070619058214e-07,5.3830435664536935e-09
1859,2.7344970776610467e-07,1.0693563812225193e-08
1860,3.7212506143191604e-07,6.408057445783655e-09
1861,3.437937690087267e-07,3.772770984511453e-09
1862,3.3930077683597126e-07,4.5179864571753825e-09
1863,4.1255567762021883e-07,4.994620717013731e-09
1864,3.015883973667144e-07,5.753673426589501e-09
1865,3.751355008851931e-07,9.41368871743009e-10
1866,3.5129725728388905e-07,5.352174259343201e-09
1867,4.682963172797372e-07,8.249779526181555e-09
1868,4.954693952896605e-07,2.469937032678615e-09
1869,3.750542578728755e-07,9.278686041724882e-09
1870,6.748975378556565e-07,1.6055335727571673e-08
1871,3.016414447110094e-07,4.248470908407853e-09
1872,5.140238581446965e-07,1.8142017887967654e-09
1873,4.561335344988038e-07,1.2570609442263958e-08
1874,4.098581971589965e-07,5.377148282192934e-09
1875,5.321020166704216e-07,8.582290489389521e-09
1876,3.845265357238503e-07,3.02300739996042e-09
1877,4.490176337412777e-07,4.9478527941460015e-09
1878,3.2973425279081425e-07,7.2469061862534545e-09
1879,4.765273846629725e-07,3.0546627449723474e-09
1880,3.5426511679759187e-07,8.343199908722454e-09
1881,3.186436088320477e-07,6.2752567586699115e-09
1882,4.166271019290235e-07,0.0
1883,3.791603362945928e-07,6.951272890631799e-09
1884,3.307450313627669e-07,0.0
1885,5.143617218816843e-07,1.4180398411056672e-08
1886,4.175391046246091e-07,6.4534639854230136e-09
1887,4.119751542130956e-07,1.0446279008480275e-08
1888,4.6793736685479814e-07,6.340614699951175e-09
1889,3.6024536420597997e-07,1.1903759755682586e-08
1890,4.155481057033228e-07,7.865263995654459e-09
1891,3.129742042196071e-07,1.2748440081367107e-09
1892,3.91782009945274e-07,6.268512375839919e-09
1893,4.27394099777878e-07,3.079208221734575e-09
1894,3.1444679748915405e-07,5.671385361338821e-09
1895,3.141716815591167e-07,3.0093072478365457e-09
1896,3.408482802669255e-07,1.179405795248556e-09
1897,3.589255677116654e-07,3.4960281336537946e-09
1898,3.3271127719558535e-07,5.6583548957434e-10
1899,3.742170449072546e-07,3.8693048765026106e-09
1900,3.389757836647078e-07,1.2977633190303095e-08
1901,3.576792846349264e-07,7.824234593556412e-09
1902,3.3439032454118944e-07,3.4371988033576883e-09
1903,4.741393360152557e-07,5.400220270956879e-09
1904,4.3158239471097204e-07,6.987012746151322e-09
1905,4.051195880983016e-07,7.225062881310862e-09
1906,3.8375617172903276e-07,3.0865106026567446e-09
1907,3.455990824074995e-07,8.228549397415463e-09
1908,2.93209934998373e-07,9.331638795018193e-09
1909,3.11905774097454e-07,3.300590023513905e-09
1910,3.04082187874144e-07,5.344150677544235e-10
1911,2.9262058276469105e-07,9.576673676292558e-09
1912,2.938113508044182e-07,1.3023552902780011e-08
1913,5.531018267834753e-07,1.3787773311957352e-08
1914,2.765755140465842e-07,7.366418142140674e-09
1915,2.81560214587806e-07,3.534228465440492e-09
1916,3.812649200796159e-07,1.8678685265172135e-08
1917,5.549011046213081e-07,2.1932848870420685e-09
1918,4.812791596364718e-07,6.89182577673364e-09
1919,2.771562306325137e-07,6.4454939163738345e-09
1920,2.3549641259279497e-07,1.741613209205184e-08
1921,2.983662596989234e-07,9.844571879913389e-09
1922,1.741192794391111e-07,1.1804696775641332e-08
1923,1.85779090333682e-07,6.369568872344189e-09
1924,2.2560342816113632e-07,1.1602462102189293e-08
1925,2.694553526971788e-07,1.7597084678300234e-08
1926,2.7642423017226747e-07,1.4489979882625903e-08
1927,1.6612345454802835e-07,4.4596899506643695e-09
1928,1.553941626486477e-07,1.4853853258500749e-08
1929,2.1723792831274125e-07,1.5596569369336066e-08
1930,2.405325290055771e-07,9.453243521306831e-09
1931,2.2354499051857601e-07,1.3686427990933225e-08
1932,2.2795836351896526e-07,8.767629289252454e-09
1933,1.3535381349072395e-07,1.0323596200123575e-08
1934,2.671892360694983e-07,7.188948103475923e-09
1935,2.6330223867887526e-07,7.180970484910176e-09
1936,2.303695834093844e-07,1.091224355320719e-08
1937,2.669316977454983e-07,5.0364472592434595e-09
1938,1.7243734884431206e-07,3.8895642262559704e-09
1939,2.707046968808413e-07,1.2235240376412548e-08
1940,2.738645619171365e-07,7.607348528892999e-09
1941,2.597322330544216e-07,2.9515025978810172e-09
1942,1.8508691357332907e-07,6.068423541449874e-09
1943,2.4967822320753896e-07,1.4516175816936538e-08
1944,2.6348126702657737e-07,9.639558484764166e-09
1945,2.2438591429363441e-07,4.357008087652048e-09
1946,3.020879564274992e-07,9.744772988540262e-09
1947,2.4914621166161055e-07,9.536696765621855e-09
1948,1.9895554714821628e-07,1.6307831529616124e-08
1949,3.54393992818558e-07,1.7670614971265763e-08
1950,3.2437852026667713e-07,2.2334258886758107e-08
1951,1.9936821149535433e-07,1.3859822733941485e-08
1952,2.2882223937870094e-07,1.687168627029223e-08
1953,3.092088525225023e-07,1.508335856215126e-08
1954,1.6320135864944518e-07,1.0749789725039705e-08
1955,1.3796843267854797e-07,1.407841221379158e-08
1956,2.206448850294862e-07,1.2209598665435806e-08
1957,3.0834280984048945e-07,2.2087594420128198e-08
1958,1.6958099247066372e-07,1.4062814024384807e-08
1959,2.6740080061316007e-07,2.2477168570844697e-08
1960,1.930912449932265e-07,1.591791587429725e-08
1961,1.7022990411730277e-07,1.6675582859004834e-08
1962,1.636224816192744e-07,8.244543714397423e-09
1963,1.4483959220878972e-07,9.052474325699222e-09
1964,1.782602789823784e-07,1.034274621503073e-08
1965,1.1764892937637939e-07,7.1136563306595235e-09
1966,1.2241355173969737e-07,1.0524241700338166e-08
1967,1.6220804321953608e-07,1.4297972972254769e-08
1968,1.7741092078749077e-07,9.431972952667067e-09
1969,2.011998722628583e-07,3.1792304344691047e-09
1970,2.1338084646438382e-07,6.438215127690938e-09
1971,1.7265015805900674e-07,6.679916619845017e-09
1972,1.6929484125682848e-07,8.721249500354133e-09
1973,1.5822894761097217e-07,1.102640756478479e-09
1974,1.3838906975927046e-07,3.3753431161187564e-09
1975,1.3936011811210847e-07,1.028066431985053e-08
1976,1.3941006160589353e-07,5.142174241967723e-09
1977,1.1283420953134282e-07,1.2341241639735046e-08
1978,1.44356371079013e-07,2.3762365408686037e-09
1979,1.293286091552659e-07,1.1703946700691858e-09
1980,2.0693947977434846e-07,9.096241093686785e-09
1981,1.3916208974062982e-07,5.69299452024552e-09
1982,1.4711780194076596e-07,1.8622506869903077e-09
1983,1.3514776053824562e-07,8.209910973278056e-09
1984,1.7628986359596865e-07,5.219107812592938e-09
1985,1.906931972328607e-07,8.421781494405423e-09
1986,1.1809136313267743e-07,9.591176963752446e-09
1987,1.1732768312455732e-07,5.49973533381376e-09
1988,1.007421059906477e-07,8.994830658082265e-09
1989,1.5202097858324493e-07,1.3171493229435782e-08
1990,1.1496653717912864e-07,7.628111475810329e-09
1991,1.1840159991338695e-07,1.641210189973208e-08
1992,9.917899335132319e-08,1.2121876835635703e-08
1993,1.1521551146476128e-07,7.75489034099408e-09
1994,1.2079581757085123e-07,4.2199412852994556e-09
1995,6.235818150734929e-08,6.506940763983948e-09
1996,8.434185394534666e-08,1.1209993822092201e-08
1997,9.445941828722937e-08,8.151320507465698e-09
1998,6.389293227826442e-08,1.7165264876162212e-08
1999,9.231806299969669e-08,9.597422329088445e-09
2000,7.819915959217383e-08,8.83606254831193e-09
2001,7.754744640875444e-08,5.695575122643959e-09
2002,7.448076444482865e-08,2.1906108038649563e-09
2003,7.042099459120266e-08,4.583615265119079e-09
2004,8.325055622648847e-08,7.047665923076707e-09
2005,7.070886676174837e-08,2.702249757291497e-09
2006,6.382729184073455e-08,7.823991232669414e-09
2007,9.347081686428282e-08,5.1928234212628155e-09
2008,1.0132706734777841e-07,2.554463751636149e-09
2009,7.10460670294566e-08,6.198650481792356e-09
2010,7.038451477203722e-08,3.3066551718974324e-09
2011,7.265547086188207e-08,4.9711634531046656e-09
2012,7.285101005782835e-08,4.425528610241258e-09
2013,6.666008856015537e-08,4.183687507541833e-09
2014,9.09486965322559e-08,4.76397932214212e-09
2015,7.846676788880735e-08,5.763096139199675e-09
2016,1.0128852867552496e-07,6.628287918530873e-09
2017,7.270116775259794e-08,5.534345121072093e-09
2018,7.641141158698517e-08,6.969959998048836e-09
2019,7.372354449142193e-08,3.826481631552525e-09
