year,ayez_VERB eu_VERB,ayez_VERB lu_VERB
1922,5.82856891639949e-08,1.2542490601674672e-08
1923,6.475728042687479e-08,7.431163684401554e-09
1924,6.703644572780831e-08,7.734974438733389e-09
1925,7.478760721824074e-08,1.5397448649423495e-08
1926,6.464760105018286e-08,8.916910765321973e-09
1927,8.138934504131612e-08,1.0034302277972529e-08
1928,6.627104198742018e-08,5.713020723163709e-09
1929,1.0583386256257654e-07,1.4482528065684619e-08
1930,7.247486166761519e-08,1.2604324695075775e-08
1931,7.071321306284517e-08,7.983749661377715e-09
1932,7.123698964051073e-08,1.0959536611565568e-09
1933,4.817677989876756e-08,1.1470662197865522e-09
1934,3.714289675826876e-08,1.1981580172459871e-09
1935,5.864459140525469e-08,1.196828414151696e-09
1936,5.577368611398015e-08,1.2124714565686645e-08
1937,4.5328025777280345e-08,5.0364472592434595e-09
1938,4.148868626430158e-08,1.4261735792331365e-08
1939,7.035263394072899e-08,0.0
1940,5.325144059042941e-08,0.0
1941,5.017554371988808e-08,5.9030051957620344e-09
1942,7.58552971547033e-08,6.068423541449874e-09
1943,9.00002916637277e-08,1.4516175816936538e-08
1944,4.4984606262232774e-08,6.4263723231761105e-09
1945,4.574858536443571e-08,8.714016175304096e-09
1946,9.744773166175946e-08,8.352662561605939e-09
1947,6.556479092978407e-08,4.7683483828109274e-09
1948,6.414413888933268e-08,1.6307831529616124e-08
1949,5.890204946013e-08,1.570721330779179e-08
1950,6.593923984610228e-08,1.701657836861159e-08
1951,8.635735326834038e-08,7.462981344019681e-09
1952,3.4797853487589236e-08,1.1599284199803606e-08
1953,6.033343424860504e-08,9.69644453618912e-09
1954,6.645324646115114e-08,1.3681550115052232e-08
1955,8.25933454962069e-08,2.3464020060259827e-08
1956,6.802490304380626e-08,1.4825940475304833e-08
1957,7.068030072332476e-08,6.184526224473075e-09
1958,5.4596807075313336e-08,3.3088973783179654e-09
1959,6.820658171591276e-08,1.1626121398933265e-08
1960,7.059249895746689e-08,1.314958364417862e-08
1961,5.211119358250471e-08,1.320150300188061e-08
1962,8.371382165250907e-08,1.3952304200870458e-08
1963,4.978861056770256e-08,7.759263453976928e-09
1964,8.51755572739421e-08,2.6769461314302134e-08
1965,6.621172587983892e-08,3.830430195250756e-09
1966,6.813061759203265e-08,8.862519607077957e-09
1967,6.113616279890266e-08,1.035370456037299e-08
1968,4.850729240502005e-08,1.122853987567396e-08
1969,7.857241257624992e-08,1.544197658631674e-08
1970,6.070317226658517e-08,1.1956685419534097e-08
1971,6.320228607137324e-08,1.490135304038631e-08
1972,7.079602681869801e-08,4.104117490300041e-09
1973,5.017015425323734e-08,9.37244681864513e-09
1974,4.1629231617434925e-08,1.012602890426706e-08
1975,4.397839603598186e-08,8.567219822452898e-09
1976,3.94233339306993e-08,1.085570122683066e-08
1977,3.8786758693731826e-08,5.876781727920388e-09
1978,5.4653440884067095e-08,1.0099005187669263e-08
1979,5.969013017192992e-08,1.345953837272873e-08
1980,3.865902442612423e-08,6.253665585376211e-09
1981,5.060439534076977e-08,1.0753434587229549e-08
1982,4.903926864585628e-08,1.1173503899897241e-08
1983,5.7469375036589554e-08,4.4207211225000265e-09
1984,5.0451372857196475e-08,1.333771937339634e-08
1985,5.353846788125338e-08,5.414002135495366e-09
1986,4.855533219938479e-08,1.558566253834215e-08
1987,4.3386798154188e-08,4.888653482026939e-09
1988,5.097070854276353e-08,5.99655392008458e-09
1989,4.445378820605583e-08,6.585746614717891e-09
1990,3.705082818328265e-08,7.083246433836621e-09
1991,4.9822453718206816e-08,4.10302547493302e-09
1992,4.7385519508225116e-08,1.322386644631024e-08
1993,4.4867579873653085e-08,7.200969598386564e-09
1994,5.063929364723663e-08,5.274926717646622e-09
1995,3.687266669771816e-08,8.133675954979935e-09
1996,3.95018808774239e-08,3.2028553142993132e-09
1997,4.315404922294874e-08,5.753873377756236e-09
1998,4.815810683567179e-08,5.72175506974304e-09
1999,4.2959889867688617e-08,7.769341614505265e-09
2000,4.152949628632996e-08,9.277866475088103e-09
2001,4.600272518473503e-08,9.638665865452367e-09
2002,4.381221430094229e-08,6.133709984368352e-09
2003,5.625345878002008e-08,7.500461585152607e-09
2004,4.2726476578991424e-08,9.690540814233373e-09
2005,4.864049429897932e-08,8.557123898356167e-09
2006,6.094477100759832e-08,1.070651389767363e-08
2007,7.869124374337844e-08,7.190063211481856e-09
2008,8.514879112908602e-08,1.2772319202269955e-08
2009,6.770833493874306e-08,5.721831008997924e-09
2010,1.162053067105262e-07,1.0864724231396394e-08
2011,1.3230942386144307e-07,1.3766299211681599e-08
2012,1.450211613018837e-07,1.5659562535574878e-08
2013,1.762727066534353e-07,2.398647502843687e-08
2014,1.9748860324853013e-07,1.3209215943277286e-08
2015,1.7821265885231696e-07,1.3521109565317602e-08
2016,1.915989571443788e-07,1.3877977877996273e-08
2017,1.4791794455959462e-07,1.2326495379966218e-08
2018,1.819933999058776e-07,1.2132893800753664e-08
2019,1.7805894003686262e-07,1.581612352197226e-08
