year,tels_ADJ livres_NOUN
1991,5.8614652687083435e-08
1992,5.3997453619558655e-08
1993,6.14852027069901e-08
1994,6.118914797070829e-08
1995,6.181593903420435e-08
1996,7.366567444933025e-08
1997,5.849771156363204e-08
1998,5.674073833006332e-08
1999,5.621347298756518e-08
2000,6.229424087678126e-08
2001,6.703253774276163e-08
2002,5.6955880012310445e-08
2003,6.208715319644398e-08
2004,5.638132805074747e-08
2005,4.999161973273658e-08
2006,6.506265748384976e-08
2007,6.91044945710928e-08
2008,5.151501980549256e-08
2009,4.052963475942306e-08
2010,3.7790343299093365e-08
2011,3.21213633469597e-08
2012,3.4042528795907856e-08
2013,3.3190588055731496e-08
2014,4.547434784285542e-08
2015,4.078498605508685e-08
2016,3.541991588917881e-08
2017,3.0438897624662786e-08
2018,2.5556520455438658e-08
2019,5.3315645232032693e-08
