year,aurez_VERB eu_VERB,aurez_VERB lu_VERB
1971,6.782684636164049e-08,6.731301027684822e-08
1972,5.4379555081141007e-08,5.130146973897354e-08
1973,5.402939606824475e-08,4.9618833486420044e-08
1974,3.09406438248061e-08,4.106667361725158e-08
1975,5.197447094928975e-08,2.6843956391076063e-08
1976,4.056603941648973e-08,2.2282755196556536e-08
1977,3.349765620441758e-08,2.52701610747863e-08
1978,4.158414057542359e-08,5.4653440884067095e-08
1979,5.559374827157626e-08,4.330460257051527e-08
1980,4.0933084477501325e-08,5.230338473438678e-08
1981,4.1748627666038374e-08,3.542307780435294e-08
1982,3.662426451001011e-08,3.289976291398489e-08
1983,3.978649232294629e-08,5.115406054301275e-08
1984,4.1752862500743504e-08,4.465236713713239e-08
1985,4.571824163690508e-08,3.2484013701150616e-08
1986,4.375974427262008e-08,3.8364706966831363e-08
1987,3.0554083707556856e-08,2.627651163322753e-08
1988,3.897759981441595e-08,4.017691068725071e-08
1989,3.1831110192115375e-08,3.6221607047082216e-08
1990,2.942271493111548e-08,3.868542108875772e-08
1991,2.5790447111262438e-08,3.57549367890897e-08
1992,4.1324582866764104e-08,4.297756461824065e-08
1993,4.2097976660215863e-08,3.37891670199042e-08
1994,3.006708126918056e-08,4.0616935592652226e-08
1995,3.849940100053573e-08,3.5788175978268555e-08
1996,3.3629980578098184e-08,4.217092808289635e-08
1997,3.068732468136659e-08,2.7810388658622287e-08
1998,3.9575471788566574e-08,3.146965354972053e-08
1999,2.8792268125243936e-08,4.4787970665538523e-08
2000,3.004261373007466e-08,2.6508189421292627e-08
2001,3.680217730561708e-08,3.329720854594598e-08
2002,2.234422957769766e-08,2.409671751024689e-08
2003,2.4584844382502524e-08,3.333538245442469e-08
2004,2.5107310008820605e-08,3.964312256243829e-08
2005,4.1434496722558833e-08,3.2877373712381086e-08
2006,4.323784352777693e-08,2.4295550460351478e-08
2007,2.915970043204652e-08,2.915970043204652e-08
2008,3.661398295662366e-08,2.9802077250451475e-08
2009,4.339055337254649e-08,4.052963475942306e-08
2010,4.487603533220863e-08,4.062462011233947e-08
2011,5.162362270993981e-08,5.353560794674195e-08
2012,7.251058065094185e-08,5.9233997262708726e-08
2013,7.056486595047318e-08,6.052401602119062e-08
2014,6.691225706845216e-08,4.6340527859456415e-08
2015,8.799804618320195e-08,6.538897423524759e-08
2016,9.46602369822358e-08,6.628287962939794e-08
2017,6.112935579949408e-08,4.402319930818521e-08
2018,6.556925313816464e-08,5.3178215608795654e-08
2019,9.438655013127573e-08,6.249919692891126e-08
