year,circonstances_NOUN égales_ADJ,circonstances_NOUN légales_ADJ
1862,6.099281790739042e-08,1.8071945051545413e-09
1863,1.2436605345556018e-07,2.9967726078439227e-09
1864,5.801620872603053e-08,1.9178911792039344e-09
1865,1.0684536988492255e-07,2.8241067262513297e-09
1866,5.692767146570077e-08,3.4059290943133647e-09
1867,9.657095034754093e-08,1.94112459439566e-09
1868,8.694178177393042e-08,1.975949626142892e-09
1869,6.202069613436834e-08,5.371870948067681e-09
1870,8.601072920555453e-08,1.1468097582678638e-09
1871,8.815577245968598e-08,3.18635318130589e-09
1872,9.131482414659331e-08,6.047339295989218e-10
1873,7.66208572144933e-08,2.3944017879529156e-09
1874,4.241972462182275e-08,5.974609140757536e-10
1875,6.236464855646773e-08,1.716458086775674e-09
1876,8.948101992700686e-08,0.0
1877,3.834585982076533e-08,6.184815992682502e-10
1878,5.3747889694477635e-08,4.22736201599605e-09
1879,3.421222061206208e-08,6.10932526790009e-10
1880,4.941741593711413e-08,6.417846254436199e-10
1881,2.370652651961791e-08,2.091752326904839e-09
1882,6.389169726617183e-08,3.9932310791357395e-09
1883,5.0554710639971745e-08,1.8958017378167824e-09
1884,5.215340692643622e-08,6.601696966868076e-10
1885,6.252266615547342e-08,1.933690763067375e-09
1886,3.613939725255477e-08,1.2906927748801422e-09
1887,3.3297514079322355e-08,1.9586774424595887e-09
1888,6.530833474016617e-08,3.1703073499755874e-09
1889,3.947036120166558e-08,9.397704836544563e-09
1890,3.998175657216052e-08,1.3108772956016423e-09
1891,3.824532157636895e-08,1.9122659011827636e-09
1892,3.447681962143179e-08,5.641661360300532e-09
1893,2.5249507373814595e-08,5.542574843531156e-09
1894,2.0164925729204697e-08,5.671385139294216e-09
1895,2.5278181325916194e-08,1.8055843487019274e-09
1896,3.892039046604623e-08,1.7691086373616827e-09
1897,3.3212266714599536e-08,2.330685422435863e-09
1898,3.168678830434146e-08,1.6975064687230201e-09
1899,6.633094074004475e-08,2.2110313580014918e-09
1900,4.775768758236154e-08,0.0
1901,2.51493244007861e-08,8.38310842965484e-09
1902,2.7988617645746672e-08,4.910283846193408e-10
1903,2.4841012802312434e-08,8.640352433531007e-09
1904,2.2573425795258117e-08,3.7622376325430196e-09
1905,2.631987072732045e-08,2.580379465655369e-09
1906,2.0576738535282857e-08,5.144184633820714e-09
1907,1.0285686968813934e-08,6.1714118260169926e-09
1908,1.1787333775714615e-08,3.929111258571538e-09
1909,1.7053048750881317e-08,1.6502950117569526e-09
1910,1.60324518105881e-08,3.206490406526541e-09
1911,1.702519725199636e-08,5.852411444351446e-09
1912,1.927485904218429e-08,4.688478938419394e-09
1913,1.9090762748419365e-08,0.0
1914,8.036092680185902e-09,2.0090231700464756e-09
1915,1.1780762143587253e-08,1.1780761921542648e-09
1916,8.789969641043172e-09,2.197492410260793e-09
1917,4.386569774084137e-09,1.0966424435210342e-09
1918,8.040463406189247e-09,2.2972752589112133e-09
1919,0.0,2.762354567309444e-09
1920,6.815008557481406e-09,0.0
1921,9.087297137000405e-09,4.543648568500203e-09
1922,2.2133805899215986e-08,2.2133805899215986e-09
1923,1.0615948120573648e-08,9.554353752605493e-09
1924,2.578324886925998e-09,7.734974438733389e-09
1925,1.5397448649423495e-08,4.399271169575059e-09
1926,6.687683296036084e-09,5.57306911730393e-09
1927,7.804457524684949e-09,1.1149224876660924e-09
1928,4.570416489713125e-09,6.8556245125250825e-09
1929,4.4561625500705304e-09,1.1140406375176326e-09
1930,8.402882833991043e-09,0.0
1931,4.5621426636444085e-09,3.4216069977333063e-09
1932,6.575722188983946e-09,4.383814644626227e-09
1933,4.588264879146209e-09,3.4411986593596566e-09
1934,1.0783422155213884e-08,0.0
1935,1.0771455727365264e-08,1.196828414151696e-09
1936,3.6374143697059935e-09,1.2124714565686645e-09
1937,0.0,3.777335333410292e-09
1938,3.8895642262559704e-09,1.2965214457594243e-09
1939,6.117620188206274e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,0.0,0.0
1942,9.102635090130207e-09,1.517105907566929e-08
1943,2.9032352077962287e-09,0.0
1944,1.6065930807940276e-08,0.0
1945,0.0,4.357008087652048e-09
1946,9.744772988540262e-09,8.352662561605939e-09
1947,1.549713246618012e-08,3.5762612871081956e-09
1948,2.174377566888097e-09,2.174377566888097e-09
1949,8.835307596655184e-09,0.0
1950,1.2762433776458693e-08,6.381216888229346e-09
1951,5.330700769690111e-09,3.1984206394497505e-09
1952,1.0544804140977249e-08,1.0544803918932644e-09
1953,5.386913581872932e-09,0.0
1954,1.5636057781875934e-08,2.9317608341017376e-09
1955,1.220129064449793e-08,9.385607846468247e-10
1956,3.488456634670456e-09,1.744228317335228e-09
1957,1.5903067307476704e-08,3.534015080575159e-09
1958,0.0,1.6544486891589827e-09
1959,1.2401196514133517e-08,0.0
1960,5.536666680683311e-09,1.3841666701708277e-09
1961,2.08444772553662e-09,1.3896318540318475e-09
1962,5.0735651235811474e-09,3.170978146727066e-09
1963,7.759263453976928e-09,3.879631726988464e-09
1964,3.6503808864551957e-09,3.6503808864551957e-09
1965,4.924839203113152e-09,6.5664522708175355e-09
1966,7.754704434148607e-09,1.6617224263271169e-09
1967,5.423369309198733e-09,1.4791006197611978e-09
1968,5.3896989093971115e-09,4.042274071025531e-09
1969,4.541757636644661e-09,2.7250546263957176e-09
1970,4.598724956395017e-09,2.7592350626548523e-09
1971,1.541519245584766e-09,4.1107179882260425e-09
1972,2.565073486948677e-09,2.0520587451500205e-09
1973,7.718485406371656e-09,5.513203782392395e-10
1974,2.812785782069227e-09,1.1251143350321513e-09
1975,5.711480177694739e-09,1.7134440533084216e-09
1976,2.285410749536254e-09,5.713526873840635e-10
1977,1.1753563677885381e-09,1.1753563677885381e-09
1978,2.3762365408686037e-09,5.940591352171509e-10
1979,5.851973128301324e-09,2.3407893401383717e-09
1980,2.2740602734216964e-09,1.1370301367108482e-09
1981,1.3283654176632353e-08,6.325549528618524e-10
1982,4.345251713999687e-09,2.483000915987077e-09
1983,1.89459470334441e-09,1.2630632095778083e-09
1984,1.333771937339634e-08,1.1598016991243298e-09
1985,1.8046674155058895e-09,2.4062232206745193e-09
1986,5.395036861699509e-09,1.7983456945813714e-09
1987,2.4443267410134695e-09,2.4443267410134695e-09
1988,2.398621523624911e-09,1.1993107618124554e-09
1989,6.036934507847036e-09,5.488122178931576e-10
1990,5.44865097484859e-10,1.6345953479657283e-09
1991,5.2753188484189195e-09,4.10302547493302e-09
1992,3.856960972825618e-09,1.1019888335184191e-09
1993,2.7696036575264316e-09,5.539207426075166e-10
1994,1.0549853213248639e-09,1.0549853213248639e-09
1995,1.0844901643380922e-09,5.422450821690461e-10
1996,2.135236876199542e-09,0.0
1997,3.835915585170824e-09,1.917957792585412e-09
1998,1.43043876743576e-09,9.536258449571733e-10
1999,5.0272213059088244e-09,9.140402323914998e-10
2000,2.2090156370779823e-09,1.7672125984802278e-09
2001,1.3143635069212678e-09,8.762423564512289e-10
2002,1.752488598683044e-09,3.9430991805033955e-09
2003,5.416999737661854e-09,2.9168460979889232e-09
2004,3.9643119897903034e-09,1.7619165015858584e-09
2005,2.251874686720612e-09,2.702249757291497e-09
2006,2.8825228870488218e-09,2.8825228870488218e-09
2007,7.988958938831558e-10,1.997239706952314e-09
2008,7.2376473703172906e-09,0.0
2009,2.860915504498962e-09,9.53638501499654e-10
2010,8.030448306328708e-09,0.0
2011,1.2619107536693264e-08,2.6767803529281764e-09
2012,6.808505426114664e-10,0.0
2013,4.741512515948898e-09,2.789125042035323e-10
2014,2.5985342766432495e-09,1.0827225782605865e-09
2015,4.654808538617772e-09,4.433150790905671e-10
2016,6.421154274960372e-09,1.0356699942093428e-09
2017,8.301517695485927e-09,2.515611330355938e-10
2018,2.5814667070633845e-10,2.5814667070633845e-10
2019,2.2958890344426663e-09,1.02039510174734e-09
