year,trois_DET yeux_NOUN,trois_DET lieux_NOUN
1846,1.3172628143820475e-07,1.0186832599679008e-07
1847,6.364003724002032e-08,1.0840379882637308e-07
1848,1.0136979256003542e-07,7.723412664972784e-08
1849,1.4077416565783096e-07,4.776266493422554e-08
1850,1.3849552260580822e-07,5.5669765686161554e-08
1851,1.1351012574323249e-07,6.44943867200709e-08
1852,1.7643578109627356e-07,1.0416872431306956e-07
1853,6.628844650968801e-08,8.778740046011535e-08
1854,8.93654285016865e-08,1.0495242008801142e-07
1855,1.0613874223963649e-07,5.7845614520601885e-08
1856,4.2970672353703776e-08,7.351608388717068e-08
1857,1.2838368945722323e-07,8.542640728137485e-08
1858,1.0766087399360913e-07,7.29157747514364e-08
1859,5.906921174414492e-08,7.383651023928905e-08
1860,1.1351416162597161e-07,5.0349024671714204e-08
1861,1.1176834391335433e-07,6.885307213266856e-08
1862,9.532951142365853e-08,8.13237548413781e-08
1863,1.1537574096109893e-07,6.89257646513397e-08
1864,1.5055445867773187e-07,5.034464223285795e-08
1865,1.76506665949816e-07,5.836486982602196e-08
1866,1.5229368166558288e-07,9.43928881724787e-08
1867,1.033648846515689e-07,6.793935902749126e-08
1868,9.08936854671083e-08,6.965222743016142e-08
1869,9.474027340417024e-08,7.618289588062765e-08
1870,8.601073187008978e-08,5.963410876219655e-08
1871,9.134212231032279e-08,4.142259157902117e-08
1872,8.103434889772387e-08,7.438227189737745e-08
1873,6.644464889404844e-08,5.7465641134513135e-08
1874,1.212845596176848e-07,4.600448944014346e-08
1875,1.0527610072585958e-07,6.694186538425129e-08
1876,4.800535764459823e-07,4.897272054549262e-08
1877,1.1380061371024652e-07,7.669171642188388e-08
1878,1.1474268291067347e-07,6.099479760157678e-08
1879,5.6205792020591616e-08,5.559485827255628e-08
1880,5.134277003548959e-08,5.776061584583658e-08
1881,7.73948323762319e-08,6.48443219120054e-08
1882,1.1047939252328831e-07,4.3925542314582344e-08
1883,9.731781713817611e-08,4.2339571848515334e-08
1884,1.0034579389639475e-07,6.205595326491675e-08
1885,5.0920522909336796e-08,5.220964993668531e-08
1886,1.0712750331265397e-07,7.679622221479221e-08
1887,9.075205298358924e-08,5.6148753202478474e-08
1888,1.0335201650057968e-07,4.69205490016833e-08
1889,1.0776034886639252e-07,1.0274824413514239e-07
1890,1.3370947726798477e-07,5.3745969452734244e-08
1891,1.121862709396737e-07,2.677172439291553e-08
1892,1.0656471260972467e-07,3.949162774574688e-08
1893,1.5519209761727382e-07,5.542574754713314e-08
1894,9.578339987825757e-08,4.600123659770361e-08
1895,9.930713673611535e-08,6.981592504118339e-08
1896,1.7691087350613088e-07,3.53821747456351e-08
1897,9.497543163039524e-08,4.07869947816053e-08
1898,9.053367666655987e-08,5.488604415404552e-08
1899,9.949641111006713e-08,3.537650172802387e-08
1900,7.111743072218957e-08,4.5162163786471865e-08
1901,8.49488341891913e-08,7.265360246755392e-08
1902,9.722362009911834e-08,7.267220070161784e-08
1903,1.1988488779479667e-07,5.2922157323109786e-08
1904,1.0319280363546568e-07,3.923476299405593e-08
1905,1.0785986082062493e-07,4.5930754311029887e-08
1906,7.716276628766394e-08,3.961022032594741e-08
1907,6.068555080673832e-08,4.525702124169584e-08
1908,5.107844458507316e-08,3.3397445697858075e-08
1909,6.766209936781564e-08,4.9508851573953905e-08
1910,4.649411167179096e-08,5.02350161468712e-08
1911,5.799207669632267e-08,3.351835786702395e-08
1912,9.116487242888383e-08,4.0112542620818203e-08
1913,5.302989691813309e-08,2.916644370465349e-08
1914,5.893134513712539e-08,7.768222742843278e-08
1915,4.2410743361642744e-08,7.068456930880984e-09
1916,5.7134801778602196e-08,2.5271163162088328e-08
1917,4.1672411299487067e-08,3.838248618937001e-08
1918,8.155327435588333e-08,4.135095466040184e-08
1919,4.235610262526279e-08,2.8544330232804782e-08
1920,8.329454770361622e-08,3.8618381381638756e-08
1921,6.209653236055601e-08,3.483463828501954e-08
1922,7.525494538640487e-08,2.1396012073182646e-08
1923,4.352538596208433e-08,3.290944050604594e-08
1924,5.1566498626698376e-08,4.5120685632227264e-08
1925,6.488924952918751e-08,6.158979459769398e-08
1926,9.808601930672012e-08,5.3501465480110255e-08
1927,8.696395203955376e-08,3.2332753363562006e-08
1928,7.198406271058388e-08,1.3711249025050165e-08
1929,5.01318300205611e-08,2.785101571589621e-08
1930,4.516549678701409e-08,3.046045193855207e-08
1931,1.0150767337790967e-07,4.676196052599835e-08
1932,7.781270738860258e-08,4.931791530715657e-08
1933,4.3588517684156614e-08,4.9323846118554115e-08
1934,4.193553060360955e-08,4.193552882725271e-08
1935,4.547948151412129e-08,3.4708024010399185e-08
1936,6.062357016389797e-08,1.9399543305098632e-08
1937,4.406891207509034e-08,3.27369078512163e-08
1938,1.2446605524019105e-07,3.8895642262559704e-08
1939,5.6587985852729616e-08,2.5999884911698246e-08
1940,5.0715659227762444e-08,5.578722350740861e-08
1941,2.9515025090631752e-08,5.31270463177691e-08
1942,4.2478965012193726e-08,3.337632992206352e-08
1943,2.322588166236983e-08,6.967764698551093e-08
1944,7.069009200222354e-08,2.2492303131116387e-08
1945,9.803267886354661e-08,3.485606603348401e-08
1946,7.79581839083221e-08,4.1763314584386535e-08
1947,6.914105199484766e-08,4.768348449424309e-08
1948,6.523132767277673e-08,3.913879620398575e-08
1949,4.712163892417465e-08,4.221313476548971e-08
1950,6.912984962248458e-08,6.062155932795577e-08
1951,7.78282311930667e-08,3.8381046785218587e-08
1952,5.272401781830638e-08,4.112473450668119e-08
1953,4.7404840164411155e-08,4.0940542511691547e-08
1954,5.863521534976712e-08,3.420387573171979e-08
1955,3.941955295516664e-08,4.6928037900073605e-08
1956,5.05826207586324e-08,3.139610993407871e-08
1957,7.774833293838768e-08,4.417518728594416e-08
1958,3.3088973339090444e-08,4.797901032027596e-08
1959,4.107896245386655e-08,5.890568444133493e-08
1960,5.6058749753340464e-08,3.7372499539500836e-08
1961,4.863711566827078e-08,5.975416850212412e-08
1962,3.1709782577493684e-08,4.4393695497468855e-08
1963,5.43148490628198e-08,6.40139252716665e-08
1964,2.6161064425878067e-08,4.197938169303583e-08
1965,5.143720827049947e-08,4.9795593870527455e-08
1966,5.871419106462383e-08,4.9297764981304226e-08
1967,5.2261556859889424e-08,5.867099339695869e-08
1968,3.638046830456432e-08,5.838840499983178e-08
1969,4.9050982775522556e-08,6.267625751732453e-08
1970,4.184839710874577e-08,6.392228046880888e-08
1971,4.316254043068568e-08,8.63250781968361e-08
1972,5.7970657940664694e-08,7.233506948978174e-08
1973,3.638714418663369e-08,7.222296871667311e-08
1974,3.544110260822464e-08,7.594521811427057e-08
1975,4.1693804408993174e-08,9.481057361426792e-08
1976,5.313579964916215e-08,1.1369918251347144e-07
1977,6.17062094754317e-08,8.109959015456525e-08
1978,5.8217794141057766e-08,1.0277223161381244e-07
1979,4.7986181250792015e-08,1.0357992730192223e-07
1980,5.344041487109763e-08,1.0574379949446211e-07
1981,6.135782992799932e-08,1.0310645492950243e-07
1982,1.030445382355083e-07,1.204255477560423e-07
1983,3.2839641672666176e-08,1.446207402722166e-07
1984,3.1314647153113384e-08,1.3801639653365783e-07
1985,4.3913573222198465e-08,1.2211582856025416e-07
1986,3.296967077126567e-08,1.3127922926514657e-07
1987,3.360949141217873e-08,1.6560312943170175e-07
1988,2.6984492806914062e-08,1.439172887529594e-07
1989,2.9635860432364325e-08,1.73424661298327e-07
1990,3.05124451260852e-08,1.3785087160655962e-07
1991,3.985796181993351e-08,1.6177643580306267e-07
1992,2.9202704032726956e-08,1.658493129497174e-07
1993,3.711268847794713e-08,1.6229877530804515e-07
1994,2.6374632144943178e-08,1.8092998566032747e-07
1995,3.958389216407454e-08,1.908702724762179e-07
1996,4.911044904076789e-08,1.948403642870744e-07
1997,5.753873311142854e-08,1.8700088144640858e-07
1998,3.909866108653404e-08,1.9453967681215545e-07
1999,4.021777011420369e-08,1.9880375035086217e-07
2000,4.0204085394179856e-08,1.8069749074811625e-07
2001,3.2859090004500047e-08,1.8795398837312405e-07
2002,3.066855125410939e-08,2.0854614390941606e-07
2003,2.9168461090911535e-08,2.012623809832803e-07
2004,3.4797851933277e-08,2.343348963762537e-07
2005,2.8823997633153908e-08,1.9861535882625958e-07
2006,3.9531742102028034e-08,1.9354082958500385e-07
2007,3.7947554432093966e-08,2.1090851909377761e-07
2008,5.06635322028437e-08,1.8903032739103764e-07
2009,4.958920318820503e-08,1.8691314451757535e-07
2010,4.7237929123866707e-08,1.4832709460677052e-07
2011,4.7417253901116396e-08,1.3613340854590206e-07
2012,7.114888056491964e-08,1.3514883612231188e-07
2013,7.16805113043506e-08,1.249528036595393e-07
2014,7.081005981568467e-08,1.0783916959411499e-07
2015,5.319781037904647e-08,1.021841287141001e-07
2016,9.30031680557164e-08,1.1433796665016871e-07
2017,7.370740862100433e-08,1.0817128703877188e-07
2018,8.209064339403938e-08,1.0764715874245212e-07
2019,8.826417641216722e-08,9.132536327172147e-08
