year,privilèges_NOUN égaux_ADJ,privilèges_NOUN légaux_ADJ
1885,9.66845359329227e-09,2.127059772760731e-08
1886,4.5174246565693466e-09,3.226731948302586e-08
1887,7.834709769838355e-09,1.0446279397058333e-08
1888,1.268122939990235e-09,4.628648753168818e-08
1889,1.3156786771162388e-08,3.821733329800736e-08
1890,1.1142456735058204e-08,2.4906668727453507e-08
1891,1.9122659011827636e-09,1.4023283867459213e-08
1892,6.268512375839919e-10,1.5044429702015805e-08
1893,3.263960834942736e-08,1.23168328869383e-08
1894,1.2603078580752936e-08,2.142523314319078e-08
1895,4.213029924926559e-09,2.347259631108045e-08
1896,2.358811590497112e-09,2.240870955461105e-08
1897,4.661370844871726e-09,2.680288169187861e-08
1898,1.6975064687230201e-09,3.395012981854961e-08
1899,4.9748205555033564e-09,1.6582735185011188e-08
1900,9.863001082521805e-09,2.180242297811219e-08
1901,2.794369402536745e-09,7.265360757457984e-09
1902,8.838511256215043e-09,1.7677022512430085e-08
1903,3.7801539676252105e-09,2.592105730059302e-08
1904,1.7198800605910947e-08,2.0961039126632386e-08
1905,9.28936660926638e-09,2.2707340008309984e-08
1906,7.201858220895474e-09,2.36632491379396e-08
1907,1.0285686968813934e-08,2.5199932807140613e-08
1908,1.964555629285769e-09,3.8799974788616964e-08
1909,1.6502950117569526e-09,2.6954818821423032e-08
1910,3.206490406526541e-09,9.619471441624228e-09
1911,3.7242617878519013e-09,1.4365010514438836e-08
1912,6.772247651554153e-09,2.135862686714063e-08
1913,1.2727175757731857e-08,9.545381374209683e-09
1914,8.705766774141921e-09,1.6072185360371805e-08
1915,1.1780761921542648e-09,1.295883844676382e-08
1916,3.2962386153911893e-09,2.5271162940043723e-08
1917,7.676496771580332e-09,2.0836205649743533e-08
1918,4.594550517822427e-09,2.2972752589112133e-09
1919,1.2890987832747669e-08,1.012863304339362e-08
1920,9.843901693784574e-09,3.104614876292544e-08
1921,6.058197943303867e-09,1.817459427400081e-08
1922,4.426761179843197e-09,1.8444838545406128e-08
1923,6.369568872344189e-09,1.2739137744688378e-08
1924,6.445812328337297e-09,7.734974438733389e-09
1925,5.499089184013428e-09,3.189471442510694e-08
1926,3.343841648018042e-09,2.5636119005412183e-08
1927,3.3447675740205796e-09,5.574612327308159e-09
1928,2.2852082448565625e-09,2.5137291359556002e-08
1929,2.2280812750352652e-09,1.6710609784809094e-08
1930,0.0,2.4158287814657342e-08
1931,7.983749661377715e-09,2.2810713318222042e-08
1932,1.4247397928102146e-08,1.8631212128639163e-08
1933,9.176529758292418e-09,4.588264879146209e-09
1934,1.4377896206951846e-08,2.036868629318178e-08
1935,1.196828414151696e-08,1.795242710045386e-08
1936,8.487299751891442e-09,1.091224355320719e-08
1937,1.0072894518486919e-08,1.510934133364117e-08
1938,2.5930428915188486e-09,2.2040865133021725e-08
1939,9.176430282309411e-09,1.8352860564618823e-08
1940,0.0,1.7750480196809804e-08
1941,2.9515025090631752e-08,5.9030051957620344e-09
1942,3.034211770724937e-09,6.068423541449874e-09
1943,2.9032352077962287e-09,5.806470415592457e-09
1944,6.4263723231761105e-09,6.4263723231761105e-09
1945,6.535512131478072e-09,1.742803235060819e-08
1946,4.1763312808029696e-09,1.1136883415474585e-08
1947,1.6689218895749036e-08,1.0728784083369192e-08
1948,1.522064252412747e-08,9.784699273041042e-09
1949,6.8719057111366055e-09,7.853606653895895e-09
1950,2.1270722960764488e-09,1.1698897850465073e-08
1951,5.330700769690111e-09,8.529121409139861e-09
1952,7.381362632230548e-09,1.687168627029223e-08
1953,5.386913581872932e-09,1.1851209791302608e-08
1954,2.9317608341017376e-09,1.6613311615287785e-08
1955,6.569925492527773e-09,2.9095383879962355e-08
1956,4.360570571293465e-09,1.0465369904011368e-08
1957,6.184526224473075e-09,9.718541527092839e-09
1958,5.790570245522986e-09,1.1581140491045971e-08
1959,3.100299128533379e-09,9.300897829689347e-09
1960,3.460416619915918e-09,1.3841666479663672e-08
1961,2.779263708063695e-09,1.737039845295385e-08
1962,6.976152100435229e-09,1.2683912586908264e-08
1963,5.1728425987107585e-09,1.4871922360271128e-08
1964,6.083968440151466e-09,1.0951143103454797e-08
1965,6.5664522708175355e-09,1.91521518644322e-08
1966,2.769537488234164e-09,8.308612464702492e-09
1967,4.437302081328198e-09,1.035370456037299e-08
1968,4.940557296606585e-09,9.431973424511852e-09
1969,6.358460868938209e-09,9.991866889436096e-09
1970,1.103694025061941e-08,1.9314645882673176e-08
1971,1.5929032315398217e-08,6.166076982339064e-09
1972,1.5903454553267693e-08,7.182205497002769e-09
1973,3.3079223804577396e-09,8.821126051827832e-09
1974,1.012602890426706e-08,1.0688586016271984e-08
1975,7.4249242310031605e-09,1.313640396460869e-08
1976,1.0284348483935446e-08,9.712995741040231e-09
1977,4.11374712072643e-09,1.645498848290572e-08
1978,7.72276909088987e-09,5.940591130126904e-09
1979,7.022368020415115e-09,1.2289143924704149e-08
1980,5.6851505725319385e-09,1.3644362084619388e-08
1981,3.795329828193417e-09,1.8976647808699454e-08
1982,1.4277254933858785e-08,1.738100685599875e-08
1983,3.157658134966823e-09,8.209910973278056e-09
1984,4.639206796497319e-09,9.278413592994639e-09
1985,7.820225356169885e-09,7.820225356169885e-09
1986,8.991728250862252e-09,5.395036861699509e-09
1987,1.3443797186596385e-08,8.555143260480236e-09
1988,8.395175221664886e-09,1.3792074149421296e-08
1989,3.841685636274406e-09,1.5366742545097622e-08
1990,6.538381391862913e-09,1.1442167213715493e-08
1991,1.582595565707834e-08,9.37834432335194e-09
1992,5.509944056569793e-09,1.4325855168806356e-08
1993,3.323524566667402e-09,7.200969598386564e-09
1994,3.6924485691258724e-09,6.329911705904578e-09
1995,2.7112254663563817e-09,1.5182862966867106e-08
1996,3.736664311304594e-09,9.60856638698715e-09
1997,5.274384040632185e-09,1.6302641014931396e-08
1998,6.675381136744818e-09,1.0489884516573511e-08
1999,1.3710603763428253e-09,6.8553016596695215e-09
2000,1.3254094488601709e-09,1.1486881668076876e-08
2001,6.571817756650944e-09,1.095302959441824e-08
2002,2.6287327870022636e-09,7.886198361006791e-09
2003,3.333538334260311e-09,7.083769126836614e-09
2004,6.607186797680242e-09,7.928623979580607e-09
2005,4.5037495954858286e-10,8.106749049829887e-09
2006,3.294311934354255e-09,5.7650457740976435e-09
2007,2.7961355453243186e-09,7.988958827809256e-09
2008,2.554463751636149e-09,1.3198063086861112e-08
2009,4.76819250749827e-10,1.0013204487790972e-08
2010,1.4171379625338432e-09,1.322662068758973e-08
2011,2.6767803529281764e-09,5.353560705856353e-09
2012,2.382976926895708e-09,5.446804340891731e-09
2013,5.578250084070646e-10,6.136075203500013e-09
2014,8.661780737106994e-10,8.012147389990787e-09
2015,8.866301581811342e-10,5.319781060109108e-09
2016,2.4856081637381067e-09,7.663958356829426e-09
2017,1.0062445321423752e-09,3.018733707449428e-09
2018,1.5488800242380307e-09,5.937373259712331e-09
2019,1.02039510174734e-09,9.183556137770665e-09
