year,points_NOUN égaux_ADJ,points_NOUN légaux_ADJ
1866,9.731225603104576e-09,4.865612912574591e-10
1867,5.82337378318698e-09,2.426405742994575e-09
1868,5.9278488784286765e-09,2.9639244392143382e-09
1869,1.3673853160867111e-08,4.883519144627257e-10
1870,8.027668307875047e-09,5.734048791339319e-10
1871,3.18635318130589e-09,0.0
1872,3.0236697590169115e-09,1.2094678591978436e-09
1873,2.3944017879529156e-09,0.0
1874,6.572069999322139e-09,0.0
1875,5.721527251978387e-09,0.0
1876,1.209202959984168e-09,0.0
1877,6.80329748092845e-09,0.0
1878,7.2469061862534545e-09,0.0
1879,9.774920428640144e-09,0.0
1880,8.984985200299889e-09,1.2835692508872398e-09
1881,1.3945015142624584e-09,0.0
1882,1.3310770263785798e-09,0.0
1883,2.338155447034751e-08,1.8958017378167824e-09
1884,4.621187876807653e-09,6.601696966868076e-10
1885,1.4824961702686323e-08,0.0
1886,7.744156427236248e-09,0.0
1887,3.264462256069578e-09,6.528924623161458e-10
1888,1.2047167707862627e-08,6.340614699951175e-10
1889,5.6386229019267375e-09,0.0
1890,3.9326319978272295e-09,3.2771931834929546e-09
1891,1.1473596295275001e-08,0.0
1892,1.191017329205124e-08,3.1342561879199593e-09
1893,3.079208221734575e-09,3.079208221734575e-09
1894,1.5753848003896564e-08,0.0
1895,3.611168697403855e-09,0.0
1896,1.8870492723976895e-08,0.0
1897,1.2818770045441852e-08,0.0
1898,4.52668391659472e-09,0.0
1899,5.527578395003729e-10,0.0
1900,4.671947717582725e-09,0.0
1901,4.470991132876634e-09,5.588738916095792e-10
1902,5.4013122863239005e-09,0.0
1903,2.592105730059302e-08,0.0
1904,8.599400302955473e-09,1.0749250378694342e-09
1905,1.9610883583709438e-08,0.0
1906,1.3374879870298173e-08,1.5432553013283723e-09
1907,8.742834012309686e-09,0.0
1908,4.4202499438483756e-09,9.822778146428846e-10
1909,6.60118004702781e-09,5.500983557560346e-10
1910,1.60324518105881e-08,1.068830135508847e-09
1911,7.448523575703803e-09,0.0
1912,4.167536982180309e-09,0.0
1913,2.4924052155483878e-08,0.0
1914,7.366418142140674e-09,0.0
1915,5.890381071793627e-09,0.0
1916,2.197492410260793e-09,0.0
1917,1.4256351654751143e-08,0.0
1918,1.4932290071101306e-08,0.0
1919,4.603924352863942e-09,0.0
1920,3.786115865267448e-09,0.0
1921,1.060184651180407e-08,0.0
1922,9.591316185719734e-09,0.0
1923,0.0,0.0
1924,5.156649773851996e-09,2.578324886925998e-09
1925,6.598906754362588e-09,3.299453377181294e-09
1926,4.458455382660986e-09,1.1146138456652466e-09
1927,0.0,1.1149224876660924e-09
1928,6.8556245125250825e-09,0.0
1929,0.0,0.0
1930,8.402882833991043e-09,5.2518016602221e-09
1931,3.4216069977333063e-09,1.1405356659111021e-09
1932,2.1919073223131136e-09,2.1919073223131136e-09
1933,3.4411986593596566e-09,4.588264879146209e-09
1934,5.990790086229936e-09,1.1981580172459871e-09
1935,2.393656828303392e-09,0.0
1936,8.487299751891442e-09,0.0
1937,8.813782592653752e-09,0.0
1938,7.779128452511941e-09,0.0
1939,3.058810094103137e-09,0.0
1940,7.607348528892999e-09,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,2.0322646676618206e-08,0.0
1944,9.639558484764166e-09,3.2131861615880553e-09
1945,8.714016175304096e-09,0.0
1946,2.7842208538686464e-09,0.0
1947,8.344609447874518e-09,1.1920870957027319e-09
1948,2.174377566888097e-09,0.0
1949,7.853606653895895e-09,0.0
1950,5.317680518146517e-09,1.0635361480382244e-09
1951,1.3859822622919182e-08,0.0
1952,2.1089607837865287e-09,0.0
1953,1.0773827385790469e-09,0.0
1954,1.07497895029951e-08,0.0
1955,1.8771215692936494e-09,0.0
1956,7.849027205963921e-09,0.0
1957,8.835037701437898e-10,0.0
1958,4.1361216673863055e-09,0.0
1959,1.5501495642666896e-09,0.0
1960,4.844583401109048e-09,0.0
1961,1.181187059273725e-08,0.0
1962,1.9025869768540815e-09,0.0
1963,8.405868889838075e-09,0.0
1964,7.909158661334459e-09,1.2167936658258327e-09
1965,1.586892572902343e-08,0.0
1966,8.862519607077957e-09,0.0
1967,1.9721342336964653e-09,0.0
1968,7.635406973349745e-09,0.0
1969,4.995933444718048e-09,4.995933444718048e-09
1970,4.5987250119061684e-10,0.0
1971,4.624557625731995e-09,1.541519245584766e-09
1972,5.643161493651405e-09,1.5390440033513642e-09
1973,5.513203671370093e-09,2.205281512956958e-09
1974,2.2502286700643026e-09,1.6876715580593782e-09
1975,2.8557400888473694e-09,0.0
1976,1.7140580066410394e-09,0.0
1977,2.3507127355770763e-09,5.876781838942691e-10
1978,3.5643548113029055e-09,0.0
1979,5.266775904289034e-09,0.0
1980,5.116635559687666e-09,0.0
1981,1.2651099057237047e-09,1.2651099057237047e-09
1982,1.2415004579935385e-09,0.0
1983,1.2630632095778083e-09,3.157658134966823e-09
1984,1.9716628330002095e-08,0.0
1985,5.414002135495366e-09,6.015558051686298e-10
1986,5.395036861699509e-09,1.7983456945813714e-09
1987,2.4443267410134695e-09,0.0
1988,5.996553809062277e-10,1.1993107618124554e-09
1989,2.1952488715726304e-09,5.488122178931576e-10
1990,2.724325431913144e-09,1.089730194969718e-09
1991,4.10302547493302e-09,1.1722930404189924e-09
1992,6.060938417817852e-09,1.65298330578878e-09
1993,1.661762283333701e-09,5.539207426075166e-10
1994,1.5824779264761446e-09,0.0
1995,2.7112254663563817e-09,1.0844901643380922e-09
1996,2.6690460952494277e-09,1.6014276571496566e-09
1997,4.315404922294874e-09,9.58978896292706e-10
1998,2.86087753487152e-09,4.768129224785866e-10
1999,2.7421207526856506e-09,4.570201161957499e-10
2000,1.7672125984802278e-09,2.6508188977203417e-09
2001,8.324302136486494e-09,0.0
2002,4.38122149670761e-10,4.38122149670761e-10
2003,2.9168460979889232e-09,0.0
2004,4.404791198453495e-09,8.809582507929292e-10
2005,3.1526248278623825e-09,4.5037495954858286e-10
2006,5.353256948836815e-09,4.1178899179428186e-10
2007,2.3966877371606188e-09,1.5977917877663117e-09
2008,4.257439678578834e-10,8.514879357157668e-10
2009,1.3350939020995156e-08,0.0
2010,2.3618964561933353e-09,1.4171379625338432e-09
2011,2.6767803529281764e-09,7.64794394481072e-10
2012,4.085103366691101e-09,3.404252713057332e-10
2013,1.6734750252211938e-09,8.367375126105969e-10
2014,8.661780737106994e-10,2.1654451842767486e-10
2015,2.21657536769726e-09,1.10828768384863e-09
2016,2.278474076078396e-09,1.4499380585064614e-09
2017,1.7609279590047322e-09,2.0124890642847504e-09
2018,3.0977600484760615e-09,5.162933414126769e-10
2019,3.3162841361900064e-09,1.02039510174734e-09
