year,quels_DET yeux_NOUN,quels_DET lieux_NOUN
1910,1.1543365729949073e-07,8.12310871900479e-08
1911,8.193376288545551e-08,9.895895969336266e-08
1912,8.751827440534043e-08,1.1043973024982279e-07
1913,1.0871128708345168e-07,9.96962037369542e-08
1914,1.1250529752260263e-07,9.174538995182502e-08
1915,9.542416989916092e-08,5.0657277483878715e-08
1916,1.483307414673618e-07,7.251725175905221e-08
1917,1.1185752768483326e-07,9.102131937055447e-08
1918,1.2520150249883955e-07,1.0222874990972741e-07
1919,1.906024635900394e-07,7.550435854319915e-08
1920,1.0146790430098918e-07,8.102287907263417e-08
1921,1.249503327471757e-07,1.0601846689439753e-07
1922,1.1878476158244666e-07,7.15659727035245e-08
1923,1.2314499819865432e-07,9.235875175761521e-08
1924,1.5727781743635205e-07,1.0828964747133796e-07
1925,1.198801378166081e-07,7.808706303791269e-08
1926,1.3040981983181155e-07,8.582526300759952e-08
1927,2.08490497755065e-07,6.355058257412338e-08
1928,1.23401246554522e-07,6.512843242489907e-08
1929,1.3925508213219473e-07,5.013182802215965e-08
1930,1.113382008810504e-07,8.823026631521458e-08
1931,1.0835088559701944e-07,8.43996366128863e-08
1932,1.2713062602642822e-07,9.206010620488314e-08
1933,9.864769623391112e-08,6.308863942372511e-08
1934,9.705080294963864e-08,6.94931667766241e-08
1935,8.138433216231533e-08,7.300653237507504e-08
1936,9.578524284847845e-08,6.183604162046663e-08
1937,8.561960385122802e-08,4.1550688223424004e-08
1938,9.07565009811151e-08,6.612259317861913e-08
1939,1.0094073132904668e-07,5.047036655270176e-08
1940,3.296517814277422e-08,6.339457270243543e-08
1941,5.607854891565012e-08,1.0920559478933001e-07
1942,7.585529537834645e-08,1.0012898599143227e-07
1943,1.1322617510245436e-07,8.709705756615449e-08
1944,1.8315160588144863e-07,7.390327816381159e-08
1945,1.6774481714776357e-07,5.664110602765504e-08
1946,1.0858461507723405e-07,7.378184996298387e-08
1947,1.0371157976862833e-07,7.033313753623816e-08
1948,1.0980607001442877e-07,6.088257320513435e-08
1949,7.657266554161879e-08,4.4176535984874477e-08
1950,1.0741714895345922e-07,9.571825243526177e-08
1951,1.2900295942586126e-07,8.635735171402814e-08
1952,8.224947123380844e-08,4.112473650508264e-08
1953,7.864894158160496e-08,5.602390118486511e-08
1954,9.381635024396928e-08,5.961247095953581e-08
1955,8.165479137289822e-08,3.75424318299622e-08
1956,8.110661831040034e-08,7.151336056665514e-08
1957,7.42143146936769e-08,6.537927604854943e-08
1958,1.0588471344163963e-07,7.031406834556719e-08
1959,8.913360005635695e-08,7.440717664231045e-08
1960,1.1073333539002306e-07,8.789458649793858e-08
1961,9.935867950616739e-08,6.878677449861925e-08
1962,1.0020290908130391e-07,5.58092154712142e-08
1963,9.634419129156413e-08,7.500621723721679e-08
1964,1.1255341192395463e-07,9.551830570941888e-08
1965,9.630796604653824e-08,7.934462553649269e-08
1966,9.30564585388538e-08,7.422359837860881e-08
1967,1.0649524995187676e-07,1.1191861748471865e-07
1968,1.0824311935664355e-07,9.027745706546852e-08
1969,8.901844950059967e-08,7.539317770088871e-08
1970,8.185730493437404e-08,7.357959930232028e-08
1971,7.810364266447323e-08,9.351883312191944e-08
1972,6.925698414761428e-08,8.362139558570902e-08
1973,6.560712684233749e-08,7.49795706078693e-08
1974,4.2754343176909515e-08,5.5130601639419297e-08
1975,5.425906213218923e-08,5.9399393403936074e-08
1976,5.1993093830304815e-08,6.342014868820911e-08
1977,4.2312827908119743e-08,5.3478715678068056e-08
1978,6.831680110508387e-08,5.4653441328156305e-08
1979,7.139407465217573e-08,8.25128241288553e-08
1980,6.708477684469472e-08,7.390695988540585e-08
1981,4.997184355204354e-08,6.76833820101308e-08
1982,5.276376846552466e-08,1.0925203763889613e-07
1983,7.325766482324525e-08,8.146757357607726e-08
1984,5.3930780730127026e-08,7.48072128686772e-08
1985,3.789801494846756e-08,8.000691842369179e-08
1986,6.533989171941812e-08,7.912720922931271e-08
1987,7.638521104524898e-08,9.471766393431835e-08
1988,4.677311959966346e-08,7.615623287549056e-08
1989,5.927171820019339e-08,7.848014416111937e-08
1990,5.121732105095589e-08,8.390922179302152e-08
1991,3.751337729340776e-08,7.91297782853917e-08
1992,4.573253598039173e-08,6.22623677060119e-08
1993,5.428423133224669e-08,8.253419325754408e-08
1994,4.589186186620964e-08,7.437646543095866e-08
1995,4.66330787318725e-08,1.0411105932917053e-07
1996,5.871901453957662e-08,1.0355899071612384e-07
1997,4.171558209975501e-08,8.007474150417693e-08
1998,4.4343602567664675e-08,9.679302337417539e-08
1999,4.570201017628506e-08,9.688826363429826e-08
2000,5.434178618202168e-08,1.016147246346577e-07
2001,5.2136421402337874e-08,1.1259714494116224e-07
2002,5.914648859572935e-08,7.667137680300584e-08
2003,5.5420076527923356e-08,9.083891949757117e-08
2004,4.8893181947562425e-08,8.941725937461342e-08
2005,3.783149615799175e-08,8.647198868061423e-08
2006,5.3532566823832894e-08,9.841756920536682e-08
2007,5.1129337208521974e-08,8.348462099405651e-08
2008,4.9386299494358354e-08,9.74953699994785e-08
2009,5.8171947259211265e-08,9.059565897473476e-08
2010,4.534841391290456e-08,7.510830890566922e-08
2011,5.6594783970354e-08,7.762663445376461e-08
2012,8.442546750586644e-08,9.225524699729704e-08
2013,1.1184391723872977e-07,9.064656492085987e-08
2014,1.208318387568852e-07,8.596817391293143e-08
2015,1.4030922557140002e-07,1.0639561764946848e-07
2016,1.4292246675040587e-07,1.159950393514464e-07
2017,8.704015463933956e-08,7.094024212506156e-08
2018,1.228778145900833e-07,8.751171787224621e-08
2019,1.1785563458488468e-07,9.28559567014986e-08
