year,aux_ADP oies_NOUN,aux_ADP lois_NOUN
1876,5.8041743855596906e-08,1.4116840247879736e-05
1877,6.494056759009936e-08,1.2263871212780941e-05
1878,5.495570576385944e-08,1.2990683899261057e-05
1879,4.581993984231758e-08,1.4106431990512647e-05
1880,7.63723715380138e-08,1.591497493791394e-05
1881,6.484431835929172e-08,1.3953382222098298e-05
1882,1.0914831349850829e-07,1.2250567124283407e-05
1883,1.0679683093428594e-07,1.2495860573835671e-05
1884,5.2813575734944607e-08,1.2427034562279005e-05
1885,4.318575907991118e-08,1.3358579963096417e-05
1886,5.162771010702727e-08,1.2772050467901863e-05
1887,6.137189068056159e-08,1.3399964700511191e-05
1888,7.03808211710566e-08,1.3500436580216046e-05
1889,1.1089291618304742e-07,1.2381163287500385e-05
1890,8.520702365899524e-08,1.3437803318083752e-05
1891,5.290602622665119e-08,1.2406781934259925e-05
1892,4.638699024894777e-08,1.2278134818188846e-05
1893,5.665743257887712e-08,1.4025177733856253e-05
1894,5.1042468918183204e-08,1.291185435547959e-05
1895,5.5973115919982774e-08,1.3220488654042128e-05
1896,6.309820932415278e-08,1.4009571714268532e-05
1897,5.477110853746581e-08,1.2814108231395949e-05
1898,5.545187775624072e-08,1.2686031368502881e-05
1899,9.0652287454418e-08,1.1998714398941956e-05
1900,5.6582480922884315e-08,1.2368722309474833e-05
1901,5.812288650375308e-08,1.330175746261375e-05
1902,4.713872386874485e-08,1.0989706424879842e-05
1903,5.2922157323109786e-08,1.2829843399231322e-05
1904,6.449550227216605e-08,1.3412914995569736e-05
1905,6.812202002492995e-08,1.3742069313593674e-05
1906,1.358064730672126e-07,1.2760664503730368e-05
1907,7.199980761596336e-08,1.3881048289476894e-05
1908,6.139236319313568e-08,1.2345758477749769e-05
1909,7.86640649286241e-08,1.1799059393524658e-05
1910,7.749018304803457e-08,1.2348194104561117e-05
1911,6.969690247160543e-08,1.2580556358443573e-05
1912,7.866225892882994e-08,1.2781835721398238e-05
1913,6.522677464815274e-08,1.147885177488206e-05
1914,8.036092502550218e-08,1.1892077054653782e-05
1915,5.301342831387501e-08,1.4072120393393561e-05
1916,4.394984820521586e-08,1.2519114534370601e-05
1917,4.276905407607501e-08,1.0471838322700933e-05
1918,4.020231791912465e-08,1.2382313798298128e-05
1919,7.090043319113448e-08,1.1759343578887638e-05
1920,5.5277291188815525e-08,1.2697118108917493e-05
1921,4.316465940235048e-08,1.2495790542743634e-05
1922,7.894391068630213e-08,1.1200443623238243e-05
1923,6.157249865523795e-08,1.2020437679893803e-05
1924,6.059063462071634e-08,1.3603242223325651e-05
1925,5.719052609265418e-08,1.3004245374759194e-05
1926,5.5730692949396143e-08,1.2899426110379864e-05
1927,1.427100768669476e-07,1.1963118595303968e-05
1928,4.227635308495792e-08,1.1381479453120846e-05
1929,5.124586888172189e-08,1.1578224075492471e-05
1930,6.197126012352783e-08,1.1103359611297492e-05
1931,6.957267473239881e-08,1.1013012226612773e-05
1932,6.794912410512666e-08,1.0061950888484716e-05
1933,5.964744431707913e-08,9.798239261726849e-06
1934,5.511526701695857e-08,9.18028672458604e-06
1935,5.146362269670135e-08,9.493242941971403e-06
1936,5.698615801463802e-08,9.05837441678159e-06
1937,4.0291578073947676e-08,1.0862358067242894e-05
1938,3.5006079368571363e-08,1.0565353477431927e-05
1939,9.788192567583565e-08,9.89678028417984e-06
1940,1.369322788491445e-07,8.233687367464881e-06
1941,1.26914614373419e-07,1.0767081221274566e-05
1942,7.282108072104165e-08,8.004250958038028e-06
1943,1.1612941008820599e-07,8.419382538704667e-06
1944,9.318239690969676e-08,8.910164979170077e-06
1945,7.624764108982163e-08,8.239102498919237e-06
1946,5.150808579656996e-08,9.350806067232043e-06
1947,4.7683483828109274e-08,8.350570169568527e-06
1948,5.3272248834446145e-08,8.036499821173493e-06
1949,3.141442572740516e-08,8.42691952129826e-06
1950,4.147791021757996e-08,8.074366633081809e-06
1951,6.823297127311889e-08,8.35320861369837e-06
1952,4.2179213899373735e-08,7.5184452725807205e-06
1953,4.417269394707546e-08,7.875667506596074e-06
1954,4.3976413399704484e-08,7.902072866272647e-06
1955,4.22352348650179e-08,6.890913482493488e-06
1956,4.7966278060584955e-08,7.0362170845328365e-06
1957,7.42143149157215e-08,7.0379910539486445e-06
1958,4.6324563740540725e-08,7.287846528925002e-06
1959,8.138285423342495e-08,7.97474422142841e-06
1960,7.958958292419993e-08,7.128458491933998e-06
1961,4.794229990778831e-08,7.501232630602317e-06
1962,4.693047800374828e-08,7.416284006467322e-06
1963,7.435961180135564e-08,7.112658749974798e-06
1964,4.137098486012292e-08,6.583461981790606e-06
1965,4.541796094770234e-08,7.5437587838678155e-06
1966,7.200797114137458e-08,6.48237937639351e-06
1967,4.240088635754091e-08,6.518396730825771e-06
1968,4.4914157726339e-08,6.9904394877085e-06
1969,6.994307166774405e-08,1.1434784028097056e-05
1970,5.610444731019015e-08,9.40071367949713e-06
1971,6.474380676024794e-08,7.255417131091235e-06
1972,4.873639625202486e-08,6.376772489602445e-06
1973,6.781240774467179e-08,6.75477713230066e-06
1974,5.85059468649618e-08,6.755748927389504e-06
1975,5.711480133285818e-08,6.79723234497942e-06
1976,6.627691084837295e-08,6.35115657132701e-06
1977,6.053085321866547e-08,6.108914931246545e-06
1978,6.178215161689593e-08,5.916829195484752e-06
1979,6.261611462665684e-08,6.482815933850361e-06
1980,1.205251900504578e-07,6.125181243987754e-06
1981,5.692994659023398e-08,5.486781446961686e-06
1982,7.697303061604543e-08,6.561950613104273e-06
1983,1.0483424506269046e-07,5.612421318801353e-06
1984,8.466552109398506e-08,6.0089328144385945e-06
1985,6.376491445969634e-08,6.147298790892819e-06
1986,5.2751471690815066e-08,5.712744496122468e-06
1987,6.844115035820053e-08,6.0503198255901225e-06
1988,7.315795608198172e-08,6.1674554672208615e-06
1989,8.780995386370449e-08,6.924912668182515e-06
1990,5.557624138674555e-08,6.443029633373953e-06
1991,8.088821967788817e-08,5.824537765874993e-06
1992,4.407955345175907e-08,6.045510872354498e-06
1993,7.644106259085959e-08,6.113623385317624e-06
1994,9.653115773389231e-08,5.791869625682011e-06
1995,4.771756589860843e-08,5.842148311785422e-06
1996,6.512472250363999e-08,5.832933311467059e-06
1997,5.7538734665740776e-08,5.749078354710946e-06
1998,5.292623317387779e-08,5.992108071950497e-06
1999,5.712751499631352e-08,5.958628207736183e-06
2000,6.185244161294179e-08,5.973178758722497e-06
2001,4.6002722159377285e-08,6.2059866650088225e-06
2002,7.448076466687326e-08,6.287052656261949e-06
2003,7.292115178358927e-08,6.0741235756722745e-06
2004,5.770276489958093e-08,6.259208475967171e-06
2005,8.241861693125685e-08,6.22012839812669e-06
2006,5.517972495594492e-08,5.941291419730987e-06
2007,4.993099303463033e-08,5.797587618872058e-06
2008,7.748540298280204e-08,5.205145953368628e-06
2009,1.7785358430444376e-07,5.136296749697067e-06
2010,4.818268850570462e-08,5.029422482039081e-06
2011,7.342026364653975e-08,4.112299393455032e-06
2012,6.638292626703901e-08,4.333954166213516e-06
2013,5.912944922581431e-08,4.343783530202927e-06
2014,4.763979455368883e-08,4.277187144907657e-06
2015,5.984753714827207e-08,4.7702919800940435e-06
2016,7.456823958307268e-08,5.026520739193074e-06
2017,4.4023198086939885e-08,3.940956503356574e-06
2018,5.1887479757262156e-08,4.036639438709244e-06
2019,5.0509558091604845e-08,4.031326170661487e-06
