year,véritables_ADJ armes_NOUN,véritables_ADJ larmes_NOUN
2008,1.6604014163590364e-08,5.5346713878634546e-09
2009,1.192048149079028e-08,7.629108011997232e-09
2010,1.9839930587295385e-08,4.2514138876015295e-09
2011,1.8355065023456518e-08,5.7359579308524644e-09
2012,2.1787217363566924e-08,5.446804340891731e-09
2013,2.119734965333464e-08,8.08846234434668e-09
2014,1.8189739492413537e-08,9.311413862178597e-09
2015,2.017083566840938e-08,1.2412821881468972e-08
2016,2.050626690675017e-08,1.2635174684305639e-08
2017,1.635147306444651e-08,7.54683426862357e-09
2018,1.9102854409425163e-08,9.551427204712581e-09
2019,1.9387506711154856e-08,1.3265136544760026e-08
