year,leurs_DET yeux_NOUN,leurs_DET lieux_NOUN
1870,7.282815261078213e-06,1.4679164284103763e-07
1871,7.0811388184210955e-06,3.3881556760206877e-07
1872,7.467859489906914e-06,1.663018309727704e-07
1873,7.043133066986229e-06,1.5443891532296306e-07
1874,6.366543686908699e-06,2.491412132155091e-07
1875,6.796029879296839e-06,1.5219262183840954e-07
1876,6.749166416852859e-06,2.412359838555034e-07
1877,6.6536250500348615e-06,1.7070092250826008e-07
1878,6.413512053882187e-06,2.427713682862098e-07
1879,6.677492692119813e-06,2.1443731323955717e-07
1880,6.399876184559616e-06,2.2205747396419895e-07
1881,6.363110401252925e-06,2.0011096046879118e-07
1882,6.184849425494576e-06,1.6705016503415493e-07
1883,5.791674183797113e-06,2.439264896736404e-07
1884,6.037912243073151e-06,1.762653027981287e-07
1885,5.879709007672318e-06,1.946582025569299e-07
1886,5.900402200609278e-06,3.16219742391155e-07
1887,5.84534640779566e-06,2.0500822972557842e-07
1888,5.872677220963851e-06,4.05165285544129e-07
1889,6.139834027862889e-06,1.653996095640764e-07
1890,5.6479147900745374e-06,1.8745545782294926e-07
1891,5.562781623780211e-06,2.3584613995097925e-07
1892,5.774553642368119e-06,1.510711551411248e-07
1893,5.517325249115856e-06,1.681247718821055e-07
1894,5.934159446496778e-06,1.7770340665634876e-07
1895,5.800740495942591e-06,1.9079008106714923e-07
1896,5.898208428334328e-06,2.1701066810209113e-07
1897,6.150679041638796e-06,2.0335230743739885e-07
1898,5.574045587763976e-06,1.6296062121945454e-07
1899,5.669084544024372e-06,1.2879258370901425e-07
1900,5.670706372029599e-06,2.0971854342022311e-07
1901,5.618359139702989e-06,1.508959508456087e-07
1902,4.809131809224709e-06,1.3748794680523702e-07
1903,5.350538046400288e-06,1.8738763696291016e-07
1904,5.377849745968888e-06,2.042357536424788e-07
1905,5.29803500626258e-06,1.558549265201492e-07
1906,5.6514010111641255e-06,1.692436755185156e-07
1907,5.253414613548557e-06,1.8668520773701403e-07
1908,5.508122782771352e-06,1.664960924685488e-07
1909,5.658861624624478e-06,1.7603147628442173e-07
1910,5.772751791255359e-06,1.5284270293847158e-07
1911,5.445402905479568e-06,1.5429084587736952e-07
1912,5.536052142929293e-06,1.4221719268903144e-07
1913,5.497078944927125e-06,2.2590736353800267e-07
1914,5.846257309372049e-06,1.7411533459466e-07
1915,6.671445305528323e-06,1.802456564004018e-07
1916,7.447301811680518e-06,1.845893669027987e-07
1917,7.154495364147806e-06,1.513366556515905e-07
1918,7.353578212132561e-06,1.642551827885086e-07
1919,6.3018513287715905e-06,2.025726608678724e-07
1920,5.950259492237819e-06,1.6431742810851802e-07
1921,5.568241164155552e-06,1.1207666106294312e-07
1922,6.1627897025573475e-06,1.283760728831851e-07
1923,5.984209821008335e-06,1.613624092122734e-07
1924,5.611723992160478e-06,1.1989210668694739e-07
1925,5.682758427383305e-06,1.2427940410120186e-07
1926,5.678957307964083e-06,1.2372213120670494e-07
1927,5.970409915789787e-06,1.3602053727801433e-07
1928,5.125721969534425e-06,1.725332152702208e-07
1929,5.063314688413811e-06,1.4816739968281922e-07
1930,4.903082214013921e-06,1.5230225014484233e-07
1931,4.790249903408039e-06,1.813451691035084e-07
1932,4.917544231375359e-06,1.326103982179916e-07
1933,4.379498975026763e-06,2.007365917933157e-07
1934,4.3181616291576574e-06,1.988942326391907e-07
1935,4.579065503662605e-06,1.8191791628652254e-07
1936,4.846248373269191e-06,2.0854509275025634e-07
1937,4.605831122717063e-06,2.1530812310821545e-07
1938,4.632471146237549e-06,1.7243734740102212e-07
1939,4.39856890466217e-06,2.5235184342164985e-07
1940,4.260115233023498e-06,2.408993802216486e-07
1941,4.6722286128897395e-06,2.626837423136408e-07
1942,4.9275597007181204e-06,2.1542903061444463e-07
1943,6.015503146272749e-06,2.032264636575576e-07
1944,5.986165916738173e-06,2.1528347105004286e-07
1945,6.271913093769399e-06,2.3963544570904105e-07
1946,6.075169750374698e-06,2.4222721961564275e-07
1947,5.713673502327765e-06,2.3007280969267185e-07
1948,5.45116452599359e-06,2.2722246040274285e-07
1949,4.742596530604715e-06,2.1401078642568905e-07
1950,5.162404477232485e-06,2.0207186124387988e-07
1951,4.812556966271586e-06,1.8444225546865312e-07
1952,4.659748796598251e-06,2.2249536879570542e-07
1953,4.889162880772346e-06,2.337920554928985e-07
1954,4.985947697377924e-06,2.638584626346585e-07
1955,4.573606773305983e-06,2.562270839945313e-07
1956,4.873373939062731e-06,2.651227060113115e-07
1957,4.605705186122577e-06,2.5091508248920036e-07
1958,4.650655228033429e-06,3.1103634445805994e-07
1959,4.606269556006737e-06,2.8677766406026706e-07
1960,4.7802194416135535e-06,2.512262560205869e-07
1961,4.99155743227675e-06,2.515233645805637e-07
1962,5.076736243836422e-06,2.6826476151597944e-07
1963,5.1547377779570525e-06,2.437702111279805e-07
1964,5.066728732572301e-06,2.664778153693703e-07
1965,5.023335830856013e-06,2.64846889308501e-07
1966,5.069361179721454e-06,2.5867480379915264e-07
1967,5.408577976595552e-06,3.382210200797431e-07
1968,5.911152186399704e-06,3.310173526394067e-07
1969,5.074505779134597e-06,2.7659306267580064e-07
1970,5.035604004888228e-06,2.754636208024408e-07
1971,5.311047743816744e-06,3.134422366102285e-07
1972,4.816694698206447e-06,2.790799893404028e-07
1973,4.532956154434942e-06,2.982643279025865e-07
1974,4.439138692191591e-06,3.62849362112172e-07
1975,4.140252087836416e-06,3.352638842102351e-07
1976,4.138307446055478e-06,3.222429094673629e-07
1977,4.280060238670558e-06,3.643604724601346e-07
1978,4.67227499711953e-06,3.647523096894645e-07
1979,4.779891838779804e-06,3.80378276432225e-07
1980,4.579957476380514e-06,3.826106427240461e-07
1981,4.632199789966762e-06,3.845934055668465e-07
1982,4.680456626715568e-06,3.991423884741607e-07
1983,4.6935427491234805e-06,4.0418023239396916e-07
1984,4.9175592380379385e-06,4.569618807792608e-07
1985,4.870797340572608e-06,4.571824039345529e-07
1986,5.07313292530398e-06,4.465891545457623e-07
1987,4.871543183071481e-06,5.505846036868434e-07
1988,4.831423510154309e-06,4.377484392747988e-07
1989,5.096819222671911e-06,4.192925482371379e-07
1990,4.922311106270172e-06,4.413407417303006e-07
1991,5.182121228131109e-06,4.882600466160625e-07
1992,5.308280250915232e-06,5.741361599476136e-07
1993,5.2051934034125225e-06,4.946511991121838e-07
1994,5.308158563366305e-06,5.016455153494803e-07
1995,5.491858274808692e-06,5.536322298382856e-07
1996,5.3023267696517e-06,5.898591792785624e-07
1997,5.610506050857111e-06,6.65531328714053e-07
1998,5.7556086261456585e-06,5.821885542545147e-07
1999,5.572903276629404e-06,6.261175471422575e-07
2000,5.7805523425713545e-06,6.136645902543592e-07
2001,5.735882581348051e-06,6.45790620090736e-07
2002,5.925602266643182e-06,6.335246425237528e-07
2003,5.913696980996974e-06,6.729580528386236e-07
2004,6.121778795886712e-06,6.730520940578799e-07
2005,6.043131406840985e-06,7.377141670872334e-07
2006,6.222131645472473e-06,6.950997963883765e-07
2007,6.366800676005369e-06,6.674775061554783e-07
2008,6.497704362118384e-06,6.867250021969085e-07
2009,6.932951862381742e-06,6.35123253545089e-07
2010,7.4834328529505e-06,5.914188623279415e-07
2011,7.442978869676153e-06,5.108826641730957e-07
2012,8.761184346894879e-06,4.7421240179090773e-07
2013,9.546896023948648e-06,4.3594023502180335e-07
2014,9.69729649114015e-06,4.3612065159237545e-07
2015,9.496695838606684e-06,4.0164346248872107e-07
2016,9.80116669779818e-06,3.720126620088138e-07
2017,9.753528217970597e-06,4.29163280468714e-07
2018,9.9389051797516e-06,3.6476124831708034e-07
2019,9.215188526923157e-06,3.969337036835441e-07
