year,proportions_NOUN égales_ADJ,proportions_NOUN egales_ADJ,proportions_NOUN légales_ADJ
2004,3.832168360418109e-08,4.404791253964646e-10,2.2023955992267474e-09
2005,5.17931191268417e-08,4.5037495954858286e-10,1.3511248786457486e-09
2006,4.4884998828820244e-08,0.0,1.6471559671771274e-09
2007,4.353982774318865e-08,3.994479469415779e-10,3.994479469415779e-10
2008,4.044567702976565e-08,0.0,4.257439678578834e-10
2009,4.9112383493365996e-08,0.0,9.53638501499654e-10
2010,6.613310432612707e-08,0.0,1.4171379625338432e-09
2011,4.474047088365296e-08,0.0,3.82397197240536e-10
2012,4.085103100237575e-08,0.0,1.0212758416727752e-09
2013,5.020424964641279e-08,0.0,8.367375126105969e-10
2014,3.443057750018852e-08,0.0,0.0
2015,3.5021891164888075e-08,0.0,0.0
2016,4.991929358766356e-08,0.0,6.214020409345267e-10
2017,4.024978039751659e-08,0.0,2.515611330355938e-10
2018,4.001273268272598e-08,0.0,2.5814667070633845e-10
2019,4.1070901346529354e-08,0.0,5.1019755087367e-10
