year,plusieurs_DET armes_NOUN,plusieurs_DET larmes_NOUN
1916,3.4061131248819265e-08,0.0
1917,2.52227767560953e-08,1.0966424435210342e-09
1918,1.722956355365568e-08,0.0
1919,1.1049418269237776e-08,0.0
1920,2.0445025228355007e-08,7.572231730534895e-10
1921,2.423279138463741e-08,7.572747429129834e-10
1922,2.0658219135327727e-08,2.951174193910333e-09
1923,2.866305948145964e-08,2.1231896241147297e-09
1924,2.0626598873363378e-08,0.0
1925,1.9796720707176974e-08,1.0998177923937646e-09
1926,1.3375366259005261e-08,2.229227691330493e-09
1927,4.3481975353643065e-08,5.574612327308159e-09
1928,2.2852082892654835e-08,7.998228745975666e-09
1929,1.6710609784809094e-08,4.4561625500705304e-09
1930,9.453243521306831e-09,4.201441416995522e-09
1931,1.710803587684495e-08,0.0
1932,2.520693342944469e-08,0.0
1933,1.0323596200123575e-08,0.0
1934,2.2765002327673756e-08,0.0
1935,1.0771455727365264e-08,1.196828414151696e-09
1936,1.9399543305098632e-08,0.0
1937,2.6441348666139675e-08,0.0
1938,1.1668692678767911e-08,0.0
1939,1.0705835506996664e-07,0.0
1940,3.803674530900025e-08,0.0
1941,4.427253941230447e-08,0.0
1942,0.0,3.034211770724937e-09
1943,2.0322646676618206e-08,5.806470415592457e-09
1944,1.606593098557596e-07,0.0
1945,9.367567344042982e-08,4.357008087652048e-09
1946,1.9489545977080525e-08,5.568441707737293e-09
1947,1.7881306657585583e-08,0.0
1948,2.8266908813634473e-08,1.0871887834440486e-09
1949,2.6505922789965553e-08,0.0
1950,2.2334258886758107e-08,2.1270722960764488e-09
1951,1.8124383327489113e-08,0.0
1952,1.8980646387944944e-08,0.0
1953,2.0470272810158008e-08,0.0
1954,2.247683283940205e-08,1.9545072227344917e-09
1955,1.2201289756319511e-08,4.6928039232341234e-09
1956,2.0058624761176702e-08,0.0
1957,2.0320587545974433e-08,8.835037701437898e-10
1958,2.9780077070995503e-08,0.0
1959,6.200598368089061e-09,0.0
1960,2.07624992754063e-08,8.305000243069571e-09
1961,3.4045979535601845e-08,0.0
1962,1.966006452081004e-08,6.341956404476434e-10
1963,1.8104949428554562e-08,0.0
1964,2.068549243006146e-08,3.041984220075733e-09
1965,1.1491291473930687e-08,2.73602163147757e-09
1966,3.268054182825608e-08,2.769537488234164e-09
1967,2.415864486238206e-08,1.9721342336964653e-09
1968,1.8414804320299183e-08,4.491415683816058e-09
1969,2.4525491804094912e-08,6.358460868938209e-09
1970,2.1614008360870685e-08,1.3796175313274261e-09
1971,2.1581268550008303e-08,2.0553589941130213e-09
1972,2.5650734147841803e-08,4.104117490300041e-09
1973,2.095017381797959e-08,5.513203782392395e-10
1974,3.0940642992138834e-08,0.0
1975,3.655347269315712e-08,1.7134440533084216e-09
1976,2.513951891103261e-08,2.285410749536254e-09
1977,2.1156414231615628e-08,1.1753563677885381e-09
1978,3.1485133944464394e-08,1.7821774056514528e-09
1979,2.223749828722532e-08,4.681578680276743e-09
1980,2.6720207435548815e-08,3.97960553399912e-09
1981,1.8976649196478235e-08,2.5302198114474095e-09
1982,2.7313009187679427e-08,3.103751144983846e-09
1983,2.6524328289312393e-08,1.89459470334441e-09
1984,3.1314647153113384e-08,1.739702604197646e-09
1985,4.571824030463745e-08,1.8046674155058895e-09
1986,4.495864136533356e-08,1.1988970927134801e-09
1987,2.3832186446526293e-08,1.2221633705067347e-09
1988,2.8783458949632745e-08,0.0
1989,3.6221605270725377e-08,0.0
1990,3.160217648678909e-08,5.44865097484859e-10
1991,3.634108436401107e-08,3.5168791212569772e-09
1992,4.463054881220785e-08,0.0
1993,4.6529342156986786e-08,4.4313659408601325e-09
1994,3.692448635739254e-08,5.274926606624319e-10
1995,4.663307695551566e-08,5.964695737326053e-09
1996,3.4163789131014255e-08,2.135236876199542e-09
1997,5.657975621353728e-08,1.438468344439059e-09
1998,3.480734278582531e-08,9.536258449571733e-10
1999,2.8792267958710482e-08,4.570201161957499e-10
2000,5.213277343152356e-08,1.3254094488601709e-09
2001,2.8039755739506234e-08,1.3143635069212678e-09
2002,3.4173528451475477e-08,1.3143663935011318e-09
2003,5.416999737661854e-08,2.5001538617175356e-09
2004,3.832168504747102e-08,4.404791253964646e-10
2005,3.0175122400777354e-08,1.3511248786457486e-09
2006,2.6766284744184077e-08,2.0589450144825605e-09
2007,4.353982641092102e-08,2.7961355453243186e-09
2008,4.4277371435974544e-08,4.257439678578834e-10
2009,3.8145540282030765e-08,4.76819250749827e-10
2010,3.4011310212633816e-08,2.3618964561933353e-09
2011,3.7857323276213606e-08,2.6767803251726008e-09
2012,3.88084795410748e-08,3.0638275250183256e-09
2013,5.6619239519051234e-08,5.578250195092949e-09
2014,6.777843641891934e-08,4.3308902714089825e-09
2015,7.625019393664445e-08,5.098123256885856e-09
2016,6.504007821206415e-08,7.042556315894899e-09
2017,7.144336144904173e-08,8.049956479183606e-09
2018,9.215836316300852e-08,4.646640072714092e-09
2019,7.525413803222136e-08,7.652963374127353e-09
