year,charges_NOUN égales_ADJ,charges_NOUN légales_ADJ
1865,4.3773653146672586e-08,9.413688495385486e-09
1866,5.060237384668653e-08,1.8489329178805747e-08
1867,4.367530337390235e-08,2.426405742994575e-08
1868,1.975949714960734e-08,4.939874287401835e-09
1869,1.70923168951731e-08,1.953407657850903e-09
1870,4.529898589566983e-08,7.454262984651905e-09
1871,5.3105884134652115e-09,2.442870794538976e-08
1872,4.656451224605007e-08,7.861540751719076e-09
1873,6.165584665041024e-08,4.190203295451056e-09
1874,2.2106053876314036e-08,1.3741600746186577e-08
1875,2.0025344937835143e-08,1.716458086775674e-08
1876,5.8646342893098335e-08,3.567148709748835e-08
1877,3.463496867084359e-08,8.040260901509555e-09
1878,4.589707458535486e-08,1.5701630218245555e-08
1879,2.3215436684154156e-08,1.4662380642960215e-08
1880,3.9790645445236805e-08,2.2462462112571302e-08
1881,7.111957955885373e-08,7.669758161910067e-09
1882,4.45910792734594e-08,1.6638463051776853e-08
1883,3.917990198942789e-08,1.516641390253426e-08
1884,2.5086448474098688e-08,1.1883054540362536e-08
1885,5.8655285073427876e-08,1.6758653187398664e-08
1886,5.0982364996343676e-08,3.872078213618124e-09
1887,4.504957828999068e-08,1.828098877831863e-08
1888,2.789870379160675e-08,1.394935256193719e-08
1889,2.6940087494153886e-08,1.0024218510817917e-08
1890,7.865263995654459e-08,1.8352281472289178e-08
1891,5.5455714687013824e-08,2.42220359325529e-08
1892,2.5074049503359674e-08,6.268512375839919e-09
1893,4.434059874824925e-08,6.15841644346915e-09
1894,4.0960006941759275e-08,2.0795080102331553e-08
1895,4.33340261452031e-08,9.027921299420427e-09
1896,4.0689499769541726e-08,1.1794058174530164e-08
1897,6.001514663012131e-08,1.806281169081103e-08
1898,3.621347133275776e-08,1.5277558773618694e-08
1899,5.8039574923896e-08,2.984892333302014e-08
1900,4.8276795894253155e-08,2.2840634161802598e-08
1901,7.600684881481357e-08,3.12969384297368e-08
1902,6.03964878109764e-08,3.044375845862035e-08
1903,4.590187074882124e-08,9.1803746826713e-09
1904,6.073326375144461e-08,2.741058935384899e-08
1905,5.470404573770793e-08,2.0126959654476195e-08
1906,6.12157933232993e-08,3.035068701917609e-08
1907,5.3999855254005524e-08,3.291419758966185e-08
1908,4.5675918158849527e-08,1.4243028090277221e-08
1909,5.721022944271681e-08,2.365422852035337e-08
1910,5.6647998292191915e-08,2.137660359835536e-08
1911,4.415910481725405e-08,1.4365010070349626e-08
1912,5.5219864236732974e-08,2.2921453179947093e-08
1913,7.84842484335968e-08,2.598465048686549e-08
1914,5.022557658662663e-08,1.6072185360371805e-08
1915,2.1205371680821372e-08,2.3561523843085297e-09
1916,5.383856560570166e-08,1.9777431248257926e-08
1917,4.0575770299255964e-08,4.386569774084137e-09
1918,5.858051821405752e-08,1.2635013924011673e-08
1919,4.511845830279526e-08,1.1049418269237776e-08
1920,4.694783584113793e-08,1.1358347595802343e-08
1921,7.042655170153012e-08,1.6660043622440668e-08
1922,4.869437475463201e-08,1.549366501762961e-08
1923,3.927900849021171e-08,1.4862327368803108e-08
1924,5.9301473953610184e-08,2.4494086758863887e-08
1925,5.829034321891413e-08,7.698724324711748e-09
1926,2.1177662290483568e-08,1.4489980437737415e-08
1927,1.0034302277972529e-08,7.804457524684949e-09
1928,4.4561559775502246e-08,1.5996457491951332e-08
1929,2.785101571589621e-08,1.7824650200282122e-08
1930,2.10072066408884e-08,1.470504518152893e-08
1931,1.4826963656844327e-08,1.596749932275543e-08
1932,3.287861005674131e-08,1.0959536389520963e-08
1933,3.0970788600370724e-08,6.882397318719313e-09
1934,5.391711255242626e-08,7.188948103475923e-09
1935,6.343190506186147e-08,1.0771455727365264e-08
1936,3.6374142808881516e-08,1.091224355320719e-08
1937,6.421470288842102e-08,1.2591118370153254e-08
1938,6.871563584809337e-08,6.482607339819424e-09
1939,3.5176316970364496e-08,2.141167065872196e-08
1940,5.325144059042941e-08,1.7750480196809804e-08
1941,3.836953510472085e-08,1.7709016475464523e-08
1942,2.1239483061208375e-08,0.0
1943,5.2258233296242906e-08,3.193558839598154e-08
1944,6.105053529381621e-08,2.5705489292704442e-08
1945,3.485606470121638e-08,2.178504043826024e-08
1946,3.7586982415405146e-08,3.062642850437669e-08
1947,3.5762614203349585e-08,1.0728784083369192e-08
1948,3.044128504825494e-08,5.435944139264848e-09
1949,5.3011845579931105e-08,9.817008539414473e-09
1950,6.062155932795577e-08,1.2762433776458693e-08
1951,5.437314953837813e-08,7.462981344019681e-09
1952,4.2179216563908994e-08,1.5817205989421268e-08
1953,6.141081598798337e-08,2.2625037843226892e-08
1954,3.0294863506696856e-08,8.795282724349818e-09
1955,4.598947711542678e-08,1.1262729415761896e-08
1956,2.7907653077363648e-08,1.3953826760726429e-08
1957,3.710716001137371e-08,3.445664875645349e-08
1958,1.5717262158432277e-08,9.926692356998501e-09
1959,4.2629114460623896e-08,1.2401196514133517e-08
1960,2.0070416439921246e-08,1.2457499920515147e-08
1961,2.223410966450956e-08,9.727422756178328e-09
1962,2.4099433559854333e-08,1.2683912808952869e-09
1963,1.8104948651398445e-08,9.69907976156037e-09
1964,2.981144575642247e-08,1.0951143103454797e-08
1965,1.641613067704384e-08,1.8604947360501e-08
1966,2.6033651678858405e-08,1.38476865529924e-08
1967,1.3804939413830652e-08,2.859594605553184e-08
1968,1.7965662735264232e-08,4.491415656060482e-09
1969,1.6350327314285096e-08,2.6796371233039906e-08
1970,1.609553734738256e-08,1.3336302506772313e-08
1971,1.849823050292798e-08,1.5929032648465125e-08
1972,1.2825367434743384e-08,4.771036543615992e-08
1973,1.4885650045926013e-08,1.9296212405706115e-08
1974,1.8564387360697765e-08,2.0814614476449833e-08
1975,5.711480177694739e-09,3.0270844941782116e-08
1976,8.570290255249802e-09,1.599787491368687e-08
1977,7.639816779203557e-09,2.527016240705393e-08
1978,1.7821774056514528e-09,1.3069300641710413e-08
1979,5.851973128301324e-09,1.4044735707763323e-08
1980,1.0233271119375331e-08,2.217208727728348e-08
1981,1.0120879245789638e-08,1.7078983782781165e-08
1982,9.932003663948308e-09,2.6071509839908913e-08
1983,3.157658134966823e-09,2.3366669488211755e-08
1984,2.3196033982486597e-09,1.8788787237156157e-07
1985,6.617113967877231e-09,2.5866899400206478e-08
1986,4.196139880008332e-09,6.713824030057935e-08
1987,4.888653482026939e-09,1.2832715334809564e-08
1988,1.4991384134077634e-08,3.058242525888488e-08
1989,6.036934507847036e-09,2.0854864168917686e-08
1990,4.358920779878872e-09,1.2531897297662908e-08
1991,3.5168792322792797e-09,1.377444345251888e-07
1992,7.713921945651236e-09,1.98357992808873e-08
1993,8.862731881720265e-09,3.8220529519072954e-08
1994,5.802419433820205e-09,2.795711040448623e-08
1995,2.1689803286761844e-09,3.633042089390415e-08
1996,1.6014276571496566e-09,3.4697599460287165e-08
1997,2.876936688878118e-09,1.7741109914481967e-08
1998,5.72175506974304e-09,6.675381136744818e-09
1999,5.484241505371301e-09,1.2339543165040823e-08
2000,4.418031274155965e-09,1.2812291672048559e-08
2001,3.066848330846028e-09,4.8193329327261836e-09
2002,6.133709984368352e-09,1.4019908789464353e-08
2003,2.083461403401543e-09,5.8336921959778465e-09
2004,3.9643119897903034e-09,3.0833537945085254e-09
2005,6.305249655724765e-09,5.854874363109275e-09
2006,2.8825228870488218e-09,5.765045663075341e-09
2007,3.595031605740928e-09,2.7961355453243186e-09
2008,3.405951742863067e-09,9.79211112195344e-09
2009,2.384096253749135e-09,6.675469510497578e-09
2010,1.1337103700270745e-08,8.502827775203059e-09
2011,2.2943831279320648e-09,2.2943831279320648e-09
2012,4.085103366691101e-09,4.085103366691101e-09
2013,8.08846234434668e-09,5.578250084070646e-10
2014,6.279790909502481e-09,4.547434873103384e-09
2015,5.319781060109108e-09,3.32486305154589e-09
2016,5.799752234025846e-09,5.799752234025846e-09
2017,3.5218559180094644e-09,3.773417134311785e-09
2018,7.744399788123246e-09,3.872199894061623e-09
2019,5.612172948588068e-09,7.65296326310505e-10
