year,grandes_ADJ armes_NOUN,grandes_ADJ larmes_NOUN
1864,2.8768367243969806e-08,1.0068928801842958e-08
1865,2.6358328464315406e-08,9.413688495385486e-09
1866,2.5787748214600725e-08,5.352174259343201e-09
1867,2.329349513274792e-08,9.220341823379385e-09
1868,2.8157282727647726e-08,1.531360993567432e-08
1869,8.790334682373668e-09,7.813630631403612e-09
1870,8.027668307875047e-09,5.160643912205387e-09
1871,1.0621176826930423e-08,6.37270636261178e-09
1872,1.3304146229131675e-08,2.4189358072135292e-08
1873,1.5563610844537834e-08,2.3944017879529156e-09
1874,1.0754296120296658e-08,2.3898436563030145e-09
1875,5.89317288302027e-08,2.574687130163511e-08
1876,1.0882827083946722e-08,1.3301232115736639e-08
1877,2.1646856751544874e-08,1.2988113695655557e-08
1878,4.831270938865373e-09,7.2469061862534545e-09
1879,5.498392852132383e-09,9.163987790827832e-09
1880,1.2193908105473383e-08,1.4761046607247863e-08
1881,2.091752193678076e-08,5.5780060570498335e-09
1882,4.6587693702804245e-09,9.317538740560849e-09
1883,8.847074184359371e-09,2.5277355764075082e-09
1884,6.601696966868076e-09,1.3203393933736152e-08
1885,7.734762663691441e-09,5.80107206715752e-09
1886,2.9685934488377086e-08,1.097088819790315e-08
1887,1.4363634504022116e-08,7.1818169189441505e-09
1888,2.0924028731883482e-08,1.0779045211961602e-08
1889,1.0650732740202784e-08,5.6386229019267375e-09
1890,9.176140736144589e-09,9.176140736144589e-09
1891,1.466070642663908e-08,7.649063604731055e-09
1892,2.6327752422616868e-08,9.402768341715273e-09
1893,5.973664235492393e-08,8.005941687372342e-09
1894,1.575384822594117e-08,1.3233232287745977e-08
1895,7.22233739480771e-09,1.444467478961542e-08
1896,2.1229304536518612e-08,1.0024948871034667e-08
1897,1.981082675683865e-08,9.322741689743452e-09
1898,1.3014216371232123e-08,5.092519295146758e-09
1899,2.04520400615138e-08,1.326618814800895e-08
1900,1.453494835601532e-08,9.863001082521805e-09
1901,8.38310842965484e-09,8.38310842965484e-09
1902,7.365425602756659e-09,1.6694965410124496e-08
1903,1.0800440541913758e-08,1.4580594509538969e-08
1904,1.8811188162715098e-08,5.912087708281888e-09
1905,1.4450125374043665e-08,1.651442893546573e-08
1906,1.0802787109298606e-08,2.4692084821253957e-08
1907,9.771402076363955e-09,1.5942815068115124e-08
1908,1.5716444368152338e-08,9.331639461152008e-09
1909,1.1001967337165297e-08,9.901770070541716e-09
1910,8.550641084070776e-09,2.6186338430989053e-08
1911,9.576673454247953e-09,1.9153347352585115e-08
1912,2.9693701220079305e-08,9.897900277167082e-09
1913,7.954484182448596e-09,1.2727175757731857e-08
1914,1.5402511266415786e-08,8.036092680185902e-09
1915,1.1780762032564951e-08,4.712304768617059e-09
1916,1.3184954461564757e-08,1.8678685265172135e-08
1917,8.773139548168274e-09,1.7546279096336548e-08
1918,3.44591288836682e-09,8.040463406189247e-09
1919,3.6831394045755417e-09,1.749491218561161e-08
1920,3.786115865267448e-09,4.543339038320937e-09
1921,3.786373714564917e-09,2.120369302360814e-08
1922,1.1066902949607993e-08,1.549366501762961e-08
1923,1.5923922180860473e-08,1.9108707505210987e-08
1924,1.933743654092268e-08,2.9650736976805092e-08
1925,1.8696902470694e-08,1.9796720707176974e-08
1926,4.4584552605364536e-08,1.3375366592072169e-08
1927,1.3379069518926201e-08,2.5643217327342427e-08
1928,2.0566874203709062e-08,9.14083297942625e-09
1929,1.1140406153131721e-08,1.4482528065684619e-08
1930,3.151081107155562e-08,1.6805765667982087e-08
1931,1.8248571542756054e-08,4.5621426636444085e-09
1932,2.411098010135504e-08,7.6716757391182e-09
1933,1.8353059516584835e-08,1.0323596200123575e-08
1934,1.3179738189705859e-08,9.585264137967897e-09
1935,4.6676307263737726e-08,1.0771455727365264e-08
1936,9.699771652549316e-09,9.699771652549316e-09
1937,3.777335333410292e-09,8.813782592653752e-09
1938,4.40817279345751e-08,7.779128452511941e-09
1939,9.176430282309411e-09,3.058810094103137e-09
1940,2.028626333583361e-08,0.0
1941,2.9515026866988592e-08,5.9030051957620344e-09
1942,1.2136847082899749e-08,6.068423541449874e-09
1943,0.0,1.1612940831184915e-08
1944,0.0,2.5705489292704442e-08
1945,1.3071024262956144e-08,1.9606536838523425e-08
1946,9.744772988540262e-09,1.3921104269343232e-08
1947,1.549713246618012e-08,3.2186353138285995e-08
1948,3.587723051978742e-08,9.784699273041042e-09
1949,1.7670615193310368e-08,1.2762110479513922e-08
1950,8.508289184305795e-09,1.701657836861159e-08
1951,2.8785785421980847e-08,7.462981344019681e-09
1952,1.1599284532870513e-08,1.370824520563474e-08
1953,1.0773827163745864e-08,1.1851209791302608e-08
1954,4.202190595492539e-08,1.4658803948464083e-08
1955,2.1586898046876968e-08,1.595553378308523e-08
1956,1.308171238001421e-08,2.0930739808022736e-08
1957,3.003912862897806e-08,1.4136060322300636e-08
1958,1.2408365002158916e-08,1.4062814024384807e-08
1959,1.6276570757867148e-08,1.4726420971555854e-08
1960,3.460416714284875e-08,1.1765417085030094e-08
1961,2.1539294070560544e-08,1.250668635321972e-08
1962,2.853880315401014e-08,5.0735651235811474e-09
1963,1.6811738112743058e-08,1.939815952312074e-08
1964,2.190228598486499e-08,3.4070222199034106e-08
1965,2.2435377888818664e-08,1.4774516721161035e-08
1966,9.970334224895794e-09,1.9940669560014612e-08
1967,2.4158643974203642e-08,1.7256175155466735e-08
1968,3.009248550345234e-08,2.0211372131484495e-08
1969,3.95132919717156e-08,1.3625273354023193e-08
1970,1.6095537902494073e-08,1.5175793066646293e-08
1971,1.0276794637498199e-08,1.2332153964678128e-08
1972,2.0520587395989054e-08,1.487742551375959e-08
1973,7.718485406371656e-09,1.2129047988196362e-08
1974,1.0126029237333967e-08,7.313243344242437e-09
1975,2.6843956391076063e-08,7.996072248772634e-09
1976,1.1427053914214724e-08,7.998937512354587e-09
1977,2.4094806150287695e-08,1.23412418062685e-08
1978,1.603959731699689e-08,3.5643548113029055e-09
1979,1.931151172307466e-08,2.925986564150662e-09
1980,1.2507331226263574e-08,2.8425752862659692e-09
1981,2.213942273954217e-08,6.958104314946922e-09
1982,1.6139505842893698e-08,9.311253101884631e-09
1983,1.5788289786655696e-08,3.157658134966823e-09
1984,1.6817123971168968e-08,1.0438215625185876e-08
1985,2.0452897819822624e-08,4.210890747202711e-09
1986,1.9182353483415682e-08,3.5966913891627428e-09
1987,1.344379746415214e-08,8.555143260480236e-09
1988,2.2786904585458956e-08,5.99655392008458e-09
1989,1.591555387481236e-08,9.878619700032232e-09
1990,1.2531897408685211e-08,8.172976073694826e-09
1991,9.964490843561435e-09,6.4476117778156095e-09
1992,3.967159700746237e-08,1.1570882918476855e-08
1993,2.1048987719485268e-08,9.970573700002205e-09
1994,1.5297287603299736e-08,7.384897138251745e-09
1995,2.765449869102099e-08,4.337960657352369e-09
1996,1.7615704006601618e-08,3.736664311304594e-09
1997,1.1987236314681127e-08,5.753873377756236e-09
1998,1.954932971059975e-08,5.2449422582867555e-09
1999,2.376504537604518e-08,7.769341614505265e-09
2000,2.2531961518801324e-08,3.5344251969604557e-09
2001,1.6210483927414643e-08,8.324302136486494e-09
2002,1.7086763115514714e-08,8.762443215459825e-09
2003,1.0417307017007715e-08,1.0417307017007715e-08
2004,2.114299846311951e-08,7.928623979580607e-09
2005,1.3511249230546696e-08,1.170974872621855e-08
2006,1.1118302889467913e-08,5.7650457740976435e-09
2007,1.4779574231127413e-08,4.7933754743212376e-09
2008,1.3198063253394565e-08,9.79211112195344e-09
2009,1.1920481268745675e-08,2.860915504498962e-09
2010,1.1337103700270745e-08,8.030448306328708e-09
2011,1.070712138395713e-08,1.0324724186716594e-08
2012,7.489355802192676e-09,1.1234034147378225e-08
2013,1.3666712816995386e-08,1.3945625099154313e-08
2014,1.0610681625000673e-08,1.667392801607548e-08
2015,1.1082877018897541e-08,1.3077794847049518e-08
2016,9.32103016992869e-09,1.0356700386182638e-08
2017,7.043711836018929e-09,1.0565567976072998e-08
2018,6.9699601645822895e-09,1.9619147195726327e-08
2019,1.1479444950168727e-08,1.2499840273960672e-08
