year,les_DET ans_NOUN,les_DET lents_ADJ
1852,1.1776274732255843e-05,1.9531636752390114e-08
1853,1.1919975804630667e-05,2.20961471342207e-08
1854,1.1197176718269475e-05,2.1302223984775992e-08
1855,1.1140853530378081e-05,3.874064091746732e-08
1856,1.0548523277975619e-05,1.501384794266869e-08
1857,1.0285827556799632e-05,5.3208449202202246e-08
1858,9.45213560044067e-06,3.327699527044814e-08
1859,9.868123015621677e-06,4.277425702525761e-08
1860,1.0040510460385121e-05,1.6020144405493042e-08
1861,9.688475984148681e-06,3.4426534512022045e-08
1862,1.0097247468365822e-05,2.0330938738100102e-08
1863,1.0330873919883743e-05,8.990317823531768e-09
1864,9.519452760287095e-06,1.438418395505181e-08
1865,9.946033060259651e-06,2.5887643639865843e-08
1866,9.192115612677298e-06,4.622332139270213e-08
1867,9.765797585714608e-06,3.445495977416613e-08
1868,1.0073391422338318e-05,2.173544577654951e-08
1869,9.157086424238514e-06,3.369628265303959e-08
1870,9.029407010530122e-06,5.447346440590195e-08
1871,8.709364919923246e-06,1.4869647957382881e-08
1872,9.156276064459234e-06,1.814201766592305e-08
1873,8.97002792044077e-06,2.993002201634454e-08
1874,1.0045110684586689e-05,4.421210642036044e-08
1875,9.419922207598574e-06,3.661777370211894e-08
1876,9.910022527037654e-06,2.9020871261664638e-08
1877,9.389169463247526e-06,2.4120781816350245e-08
1878,9.713874533190392e-06,9.058632954861423e-09
1879,1.0815949281095527e-05,3.60450176373206e-08
1880,9.620993296266533e-06,4.4924925113321024e-08
1881,9.83193331194343e-06,2.99817823901094e-08
1882,1.0076918442791793e-05,4.0597848416368265e-08
1883,1.0116629709955305e-05,3.8547968650437525e-08
1884,9.628574844100513e-06,3.234831602583199e-08
1885,9.615599083190318e-06,2.707166935067562e-08
1886,9.386562851432245e-06,2.3877816557327236e-08
1887,9.400998351338785e-06,2.8727269063555383e-08
1888,9.421519280294888e-06,3.4239319823825554e-08
1889,9.19220838113688e-06,3.947036009144256e-08
1890,9.003761078929529e-06,4.325895130996571e-08
1891,8.952591997513082e-06,3.44207886637804e-08
1892,8.901287401386071e-06,6.205827318694901e-08
1893,8.342806722794194e-06,3.818218319295852e-08
1894,8.549928679713048e-06,4.15901597605739e-08
1895,8.554859050491359e-06,6.50010374414478e-08
1896,8.641506610729266e-06,6.191880341788192e-08
1897,8.419600817433093e-06,5.535378022614168e-08
1898,8.237999281845987e-06,5.658355062276854e-08
1899,9.059148396772798e-06,3.59292577911674e-08
1900,8.995575626613572e-06,6.64454811172277e-08
1901,8.17911950434791e-06,4.750428050925848e-08
1902,7.427295258821687e-06,3.9282272545904107e-08
1903,8.568529665353708e-06,5.940242253643646e-08
1904,8.498895113007165e-06,6.395803886505291e-08
1905,8.56840779306367e-06,5.5736197879241445e-08
1906,8.298084139823914e-06,5.3499519203636936e-08
1907,8.477462870359886e-06,5.194271945896389e-08
1908,8.340030035469681e-06,5.6972111472930465e-08
1909,8.003380571608432e-06,5.5009836685826485e-08
1910,7.751690645818599e-06,7.642135235741421e-08
1911,7.850743713788688e-06,5.586392903822457e-08
1912,7.621904387633549e-06,7.084812558844078e-08
1913,7.231156814668793e-06,5.6211692300855987e-08
1914,6.806570127082523e-06,6.027069332503743e-08
1915,6.017613031872315e-06,4.123266705846618e-08
1916,5.304746537149185e-06,7.251724798429393e-08
1917,5.152026005816879e-06,4.8252267070836297e-08
1918,5.2573145694623236e-06,9.189100769191327e-08
1919,5.5311543292191345e-06,5.708866157583259e-08
1920,5.472451903187903e-06,9.465289840804303e-08
1921,5.203234650252853e-06,6.664017448976267e-08
1922,5.073068223282462e-06,7.968170068206604e-08
1923,5.827093900734326e-06,7.537322899153764e-08
1924,5.576916919380892e-06,6.316896161706609e-08
1925,5.7465481404506136e-06,9.678396661882971e-08
1926,5.318937382980948e-06,7.244989763677268e-08
1927,5.533360308618285e-06,7.581473049356191e-08
1928,5.39766188012436e-06,9.026572733716876e-08
1929,5.891046839678893e-06,7.798284573645731e-08
1930,5.328477982402546e-06,7.877702445924228e-08
1931,5.560111276281532e-06,6.272945984875378e-08
1932,5.027139650337631e-06,6.904508276228682e-08
1933,4.939267000736436e-06,5.735331143341682e-08
1934,5.011895154893864e-06,8.387105943086226e-08
1935,5.340248208085541e-06,9.335261985654597e-08
1936,4.579504548019031e-06,6.183604295273426e-08
1937,4.5453934944816865e-06,6.421470422068865e-08
1938,4.676552634919062e-06,8.297737374984848e-08
1939,4.670802809414454e-06,6.882322622914216e-08
1940,4.412262114783516e-06,9.128818589942966e-08
1941,3.825147359748371e-06,6.788455753081735e-08
1942,4.308580628276104e-06,6.37184482954467e-08
1943,4.105174411961343e-06,9.870999662098257e-08
1944,3.6662454476754647e-06,8.996921252446555e-08
1945,3.224186002626084e-06,1.0892520130312278e-07
1946,3.3104386147897458e-06,8.77029542323271e-08
1947,3.6847411593043944e-06,1.0728784172187034e-07
1948,3.527927674440434e-06,1.1198044802540608e-07
1949,3.9680348891124595e-06,7.264586399102768e-08
1950,4.111630914849229e-06,7.76381394729242e-08
1951,4.114234798180405e-06,1.0554787621686046e-07
1952,3.5504353945725597e-06,9.595771377490792e-08
1953,3.6727976748807123e-06,6.895249726746044e-08
1954,3.7956531286909012e-06,6.254423201568216e-08
1955,3.6472472402238054e-06,7.320774386698758e-08
1956,4.090215497853933e-06,7.587392936159176e-08
1957,3.8370567381207366e-06,5.8311247386200193e-08
1958,3.7183733638812555e-06,7.362296905455423e-08
1959,3.6630033264373196e-06,8.060777734186786e-08
1960,3.618903747337754e-06,1.0242833425877507e-07
1961,3.8020327792764874e-06,9.518978139055889e-08
1962,3.980846031481633e-06,9.512934706634724e-08
1963,4.063268079335103e-06,8.017905717139229e-08
1964,4.051923042425187e-06,7.118243150472381e-08
1965,3.946985088987276e-06,9.740237505440064e-08
1966,3.998104148195125e-06,8.807128537569042e-08
1967,4.4999173951509874e-06,8.233660420131628e-08
1968,4.706554591393797e-06,7.276093860753008e-08
1969,5.346103080228204e-06,6.449296208188571e-08
1970,4.393161816551583e-06,6.71413848962743e-08
1971,4.0300451473740395e-06,8.015900032631862e-08
1972,4.065128450747579e-06,6.771793703563844e-08
1973,4.028498096886324e-06,5.292675764323462e-08
1974,3.973341335949954e-06,6.806941765802321e-08
1975,3.6307878872321453e-06,5.483021148222633e-08
1976,3.633231699495809e-06,7.084773390175769e-08
1977,3.6729886687680846e-06,7.228441489814941e-08
1978,3.816235675913049e-06,6.712868216851575e-08
1979,3.885710157192079e-06,6.437170796402825e-08
1980,3.6618055219150847e-06,9.20994409625564e-08
1981,3.5764658150583273e-06,5.8827608562239675e-08
1982,3.7611255265801447e-06,8.069753087980303e-08
1983,3.298489673397853e-06,7.262613443970167e-08
1984,3.4475106076570228e-06,7.480721198049878e-08
1985,3.517296818245086e-06,7.399136325858535e-08
1986,3.406066753086634e-06,5.87459565437598e-08
1987,3.5094421946268994e-06,5.2553025486901106e-08
1988,3.40424367095693e-06,5.5767951145924144e-08
1989,3.7884508401475614e-06,7.68337078405068e-08
1990,3.3607279874559026e-06,5.7210835180399044e-08
1991,3.2032908166002017e-06,5.8028505556251275e-08
1992,3.353351985424524e-06,4.518154228527749e-08
1993,3.5124114674545126e-06,5.760775767527093e-08
1994,3.367513045304804e-06,4.272690556916814e-08
1995,3.470368483249331e-06,5.314001771949961e-08
1996,3.361930566825322e-06,5.4448541675355955e-08
1997,3.134422513539903e-06,6.521056672426084e-08
1998,3.479303813946899e-06,5.054216956068558e-08
1999,3.5309374197822763e-06,5.7127514274668556e-08
2000,3.3987917049671523e-06,6.450326139884055e-08
2001,3.2508592084923293e-06,5.958448134890659e-08
2002,3.469489229246392e-06,5.082216958385288e-08
2003,3.536467374942731e-06,5.1669844403079424e-08
2004,3.4000584037130466e-06,5.5059891757025525e-08
2005,3.3805144994403236e-06,3.963299644027529e-08
2006,3.566916348063387e-06,5.600330399424536e-08
2007,3.7528134271269664e-06,5.552326509672412e-08
2008,4.069260739925085e-06,4.768332395599373e-08
2009,4.024354439025046e-06,5.1496479080981317e-08
2010,3.916497007594444e-06,5.1016966651218354e-08
2011,4.301968601794215e-06,4.741725279089337e-08
2012,4.583145255310228e-06,5.480846976269049e-08
2013,4.036142854602076e-06,5.745597508877154e-08
2014,4.123224243812729e-06,7.059351059268693e-08
2015,4.473713943298208e-06,5.7409303089173136e-08
2016,4.857292424276238e-06,5.9447458511385776e-08
2017,3.7947997952869628e-06,5.6098132805715295e-08
2018,3.977265805588104e-06,5.395265567642582e-08
2019,4.157599960308289e-06,4.846876544561951e-08
