year,ses_DET armes_NOUN,ses_DET larmes_NOUN
1904,3.3414043940638294e-06,1.6682836729842165e-06
1905,3.1243235838473993e-06,1.8263926264694419e-06
1906,2.6204475105373604e-06,1.861165969785361e-06
1907,2.884106521605645e-06,1.8863949478031827e-06
1908,2.7690411954495175e-06,1.8619075774495286e-06
1909,3.0453444992417644e-06,2.1283306281816294e-06
1910,2.7891123437484566e-06,2.1344538154721704e-06
1911,3.0336773662043015e-06,1.7833894290220087e-06
1912,2.8255900019757973e-06,2.1233600264736197e-06
1913,2.774524169524284e-06,1.9541516991239405e-06
1914,3.162202474982223e-06,1.7478501632695043e-06
1915,3.4140648210723157e-06,1.4608144809358237e-06
1916,3.161092912762342e-06,1.5481334401101776e-06
1917,2.9411949213908883e-06,1.8445525853394429e-06
1918,3.405710664594608e-06,1.8757252036039063e-06
1919,2.811156100790413e-06,1.6150566040096237e-06
1920,2.6252928222447736e-06,1.8256650307080236e-06
1921,2.4376673621873124e-06,2.0968937235466e-06
1922,2.3727439710796716e-06,2.141814718470414e-06
1923,2.931063214361984e-06,2.227225870399252e-06
1924,2.591216542668917e-06,2.0033584320344744e-06
1925,2.971707729670925e-06,2.413000203205229e-06
1926,2.840036010809399e-06,2.2414884597310447e-06
1927,2.6156082455486285e-06,2.898798499018085e-06
1928,2.305775218758299e-06,2.2440744942286983e-06
1929,2.514389699115327e-06,2.069887450772967e-06
1930,2.602793067296716e-06,1.796116201546738e-06
1931,2.440746420973028e-06,1.6629009849111753e-06
1932,2.598506078754781e-06,1.6746171667136878e-06
1933,2.1541902981425665e-06,1.564598342440604e-06
1934,2.422675564162091e-06,1.5863612219391143e-06
1935,2.27277713094054e-06,1.6193087901683612e-06
1936,2.3776565356570245e-06,1.5713629721858524e-06
1937,2.3104702009391076e-06,1.6053675722105254e-06
1938,2.2027899362342396e-06,1.6906639146441194e-06
1939,2.026461629611731e-06,1.6594044183193546e-06
1940,2.3785644600593514e-06,1.1005298077293446e-06
1941,2.6976733593642166e-06,1.6262779780618075e-06
1942,2.77630367051529e-06,1.6930901622913552e-06
1943,2.882912532697901e-06,2.0496841202088945e-06
1944,3.1617752824786294e-06,1.998601732111638e-06
1945,2.6817385503363766e-06,1.8038013323007362e-06
1946,2.746633917638519e-06,1.9044070782570088e-06
1947,2.5856369774146515e-06,2.036084829626361e-06
1948,2.2830963430919837e-06,1.9406319680115303e-06
1949,1.8240001828928598e-06,1.7268117886715117e-06
1950,1.974986709285531e-06,1.7920583630370857e-06
1951,2.1706613537730846e-06,1.7260809954677825e-06
1952,1.9159908184462893e-06,1.8411227955539289e-06
1953,1.8714138576569894e-06,1.7313541107455421e-06
1954,1.6867397647502003e-06,1.677944432287859e-06
1955,1.7738798803179634e-06,1.4716633174316485e-06
1956,1.6282371468889778e-06,1.6735870929096563e-06
1957,1.9074845880595603e-06,1.6185788851430516e-06
1958,1.8521552895833793e-06,1.6776109674765394e-06
1959,1.7772464566689905e-06,1.4563655668098363e-06
1960,2.098396727490126e-06,1.890079531108313e-06
1961,2.0719410898095703e-06,1.8419569727257112e-06
1962,2.0383048422445427e-06,1.7668690972527656e-06
1963,1.9333498855189646e-06,1.8318328400823702e-06
1964,2.021094360316056e-06,1.7716515756660556e-06
1965,2.437795259879749e-06,1.6399713800296922e-06
1966,2.3452441695326343e-06,2.097647602283814e-06
1967,2.379872896085544e-06,1.8562713890446503e-06
1968,2.609063514569243e-06,1.8836998094684532e-06
1969,2.7818266516987933e-06,1.6273117964260564e-06
1970,2.2322211421510474e-06,1.4964250851789984e-06
1971,2.1529886247151353e-06,1.6134567957237778e-06
1972,2.0925868113863544e-06,1.7252683477408937e-06
1973,2.1341612210790117e-06,1.3165530319270147e-06
1974,2.055021369073984e-06,1.0041645914782293e-06
1975,2.0424252014095146e-06,9.698093172971767e-07
1976,2.1014350934933645e-06,1.114137692326267e-06
1977,1.7448164975064628e-06,1.1289297638938933e-06
1978,2.082177225304349e-06,1.5962369062094695e-06
1979,2.142407495853149e-06,1.3687765374470473e-06
1980,1.9801379593786805e-06,1.249027604899311e-06
1981,1.766726001051211e-06,1.3131840574942544e-06
1982,2.1316562381912263e-06,1.358822224517553e-06
1983,1.8889110222630734e-06,1.3135857130919248e-06
1984,1.8150896750057655e-06,1.4184374421688517e-06
1985,1.7595507557643941e-06,1.2518376664161224e-06
1986,1.8247213944277973e-06,1.5429805984013e-06
1987,1.8631880536190693e-06,1.2753274347687693e-06
1988,1.6886295632900783e-06,1.3947984527362678e-06
1989,1.7776028045091152e-06,1.4472178690994042e-06
1990,1.885233189113933e-06,1.2935097331023826e-06
1991,1.9084930649171383e-06,1.3387586363933224e-06
1992,1.9020327286511929e-06,1.4865829029986344e-06
1993,1.891085418037619e-06,1.5576250831372818e-06
1994,1.8551917193576628e-06,1.4743420067020452e-06
1995,1.7904932363421722e-06,1.5914893722879242e-06
1996,1.8469798774845003e-06,1.418864883362403e-06
1997,1.9371373696230876e-06,1.402506633496614e-06
1998,2.038375185975383e-06,1.5844493006511584e-06
1999,1.9409644309575924e-06,1.47708902886734e-06
2000,1.7610273275181498e-06,1.5003635454036157e-06
2001,2.0341965836223608e-06,1.537367246839949e-06
2002,1.99082706942022e-06,1.69334216337802e-06
2003,2.2984746124166122e-06,1.8459468904552523e-06
2004,1.6755826166559018e-06,1.7156661442641052e-06
2005,1.7042188318328044e-06,1.7884390146605256e-06
2006,1.979881364633229e-06,1.931702115598455e-06
2007,1.9564960709317347e-06,2.9559148231328436e-06
2008,1.8098376308728348e-06,3.242466036113001e-06
2009,1.8777141619352733e-06,3.7544747186757377e-06
2010,1.7747290286251882e-06,4.727099536694368e-06
2011,1.796884383509223e-06,4.983017987569838e-06
2012,2.0578706703133776e-06,6.292080115599674e-06
2013,2.2014563398897735e-06,6.991221056296126e-06
2014,2.313128618425253e-06,7.218078337700717e-06
2015,2.3573278227217997e-06,7.680433924406316e-06
2016,2.8619704650623135e-06,8.121931557525386e-06
2017,2.3533543327403095e-06,7.37728180411068e-06
2018,2.154750266214478e-06,8.629068872778589e-06
2019,2.1790537907406815e-06,8.139436488363572e-06
