year,des_DET yeux_NOUN,des_DET lieux_NOUN
1839,7.313082996063258e-06,7.866108518328474e-06
1840,7.73216533644927e-06,8.622647371225867e-06
1841,8.010918833178948e-06,7.361158921526112e-06
1842,8.077422386065791e-06,7.069169537743392e-06
1843,8.383087788388366e-06,7.637636016966098e-06
1844,7.862912944744949e-06,7.797598922110183e-06
1845,8.35583313829602e-06,7.3279551919824826e-06
1846,7.889526372650835e-06,8.341493739294492e-06
1847,6.610474081014672e-06,7.652984287176423e-06
1848,6.909236233809679e-06,7.338046852822799e-06
1849,7.121664566511754e-06,7.079767463835651e-06
1850,7.33686792386834e-06,7.138629271707941e-06
1851,6.66871976306993e-06,7.549713167520622e-06
1852,7.478012506112464e-06,7.401839216214512e-06
1853,8.465213099384528e-06,7.277993191223686e-06
1854,8.018988957303463e-06,6.964788251906384e-06
1855,8.90769412364989e-06,6.460134635233317e-06
1856,8.179441664424303e-06,6.828712706408169e-06
1857,8.72765006931786e-06,6.627136905024145e-06
1858,9.040087860512358e-06,6.278096819301027e-06
1859,9.33395415358973e-06,6.223144897177235e-06
1860,9.603389365508974e-06,5.98878735758035e-06
1861,8.792913931188195e-06,6.166594140211146e-06
1862,8.384479215806095e-06,5.942507257827856e-06
1863,9.209081497374427e-06,6.184838781564395e-06
1864,8.835245338900677e-06,5.948339335759556e-06
1865,8.830981826690731e-06,5.740467237558278e-06
1866,8.87779745539774e-06,5.562368691869324e-06
1867,9.06553677282318e-06,5.5166762464864405e-06
1868,8.191299386339779e-06,5.304436577091565e-06
1869,8.984210325024833e-06,5.283967713154425e-06
1870,8.133748352179282e-06,5.283352543017372e-06
1871,8.069970505175661e-06,4.669069383567148e-06
1872,8.63015821295221e-06,4.703620334112202e-06
1873,8.457027092845237e-06,4.9965177915112235e-06
1874,8.333981874386609e-06,4.834056127833719e-06
1875,8.326538633696146e-06,4.740285177717851e-06
1876,8.824158669540338e-06,4.686870816783539e-06
1877,8.998907432555825e-06,4.823538191089938e-06
1878,7.89973223902507e-06,4.439333928019096e-06
1879,8.910450588928143e-06,4.350450431900299e-06
1880,8.535093812156447e-06,3.958527599934314e-06
1881,8.269393568127725e-06,4.087981139377916e-06
1882,9.256975374682952e-06,4.3592772627221166e-06
1883,8.229674762105788e-06,4.115785635860902e-06
1884,8.912950931971864e-06,3.963658841144024e-06
1885,8.320026665842306e-06,3.7745643730602296e-06
1886,8.24881779237785e-06,3.6539512251465567e-06
1887,8.511106543096503e-06,3.914743079036498e-06
1888,8.268161820979003e-06,3.4207616881332115e-06
1889,8.056965704383856e-06,3.1864485823263067e-06
1890,7.762359771845695e-06,3.555099187479982e-06
1891,7.941003005385028e-06,3.408295508933179e-06
1892,7.870744099136573e-06,3.613170495242457e-06
1893,7.72696547102214e-06,3.4505607153789697e-06
1894,9.011200859276869e-06,3.5433556071495786e-06
1895,8.467588543226157e-06,2.8726846679205664e-06
1896,8.20217724850636e-06,3.0635064618422803e-06
1897,7.984928060977836e-06,2.9279234787793484e-06
1898,8.161611432910831e-06,2.995533080252244e-06
1899,8.71864924079091e-06,3.233080573039615e-06
1900,8.453629675386765e-06,3.1504501905033067e-06
1901,7.994132587896274e-06,2.891613432254303e-06
1902,7.4243491923198235e-06,2.666284073526981e-06
1903,7.939944296708745e-06,3.078665482547649e-06
1904,7.487390178084752e-06,2.7625573260081637e-06
1905,7.862416140369533e-06,3.024204705326383e-06
1906,8.249214261013549e-06,2.943502410701626e-06
1907,7.760036396575742e-06,2.8270210563619003e-06
1908,8.377356138566938e-06,3.0779675554981623e-06
1909,9.004010252056105e-06,2.7823975869978312e-06
1910,9.120327646883197e-06,2.917371957344983e-06
1911,8.167838160488827e-06,2.99696680805539e-06
1912,8.427280477008026e-06,2.891749787181652e-06
1913,8.446602080880439e-06,3.0937641817274653e-06
1914,8.213556412783873e-06,3.046348620472372e-06
1915,8.043903903853789e-06,2.914560485400841e-06
1916,9.184419411667477e-06,2.8567402452495116e-06
1917,9.843462436265327e-06,2.967514536322824e-06
1918,9.65774535188757e-06,3.143821079021336e-06
1919,9.517231859490494e-06,2.77524557290576e-06
1920,9.26311066962171e-06,2.9993610297651685e-06
1921,1.0362547470776917e-05,2.8269066945085797e-06
1922,1.1274223396640082e-05,2.923137952137722e-06
1923,1.0738031221535493e-05,2.9820199323182806e-06
1924,1.0202431752759367e-05,3.0501582681807804e-06
1925,1.135121965489816e-05,2.829831167616703e-06
1926,1.0446161070376547e-05,3.0618441471119695e-06
1927,1.283833216803032e-05,2.9902221250210914e-06
1928,1.0495961106471441e-05,2.9387778752720806e-06
1929,1.051765781312497e-05,3.1538491569449434e-06
1930,9.208508771507695e-06,2.9525630331761477e-06
1931,8.550596334089278e-06,2.8992416183371006e-06
1932,8.789548132881464e-06,3.0807256798937033e-06
1933,8.264611778940889e-06,2.8825773856766546e-06
1934,8.302036818008673e-06,2.931892717938922e-06
1935,8.929537131052712e-06,3.0878172587733843e-06
1936,8.580660221468861e-06,3.1269639997333343e-06
1937,8.5367779547596e-06,2.836778923764882e-06
1938,9.057498800757458e-06,3.0286741292684383e-06
1939,8.208316870650378e-06,3.1536331412951313e-06
1940,6.349600219834883e-06,3.2889103920297202e-06
1941,9.769473393816952e-06,3.2348468721465906e-06
1942,9.715546383404217e-06,3.8564832003373795e-06
1943,1.0637453357276172e-05,3.6319472975776534e-06
1944,1.0725614970397146e-05,3.431682877419462e-06
1945,1.2559076139950776e-05,3.46382146787505e-06
1946,1.1352660578722862e-05,3.534568463692267e-06
1947,1.078838843682206e-05,3.658515204563173e-06
1948,1.1165428446702208e-05,3.624687398229298e-06
1949,9.994696398507585e-06,3.617567607250294e-06
1950,1.0906562806667353e-05,3.718122268736579e-06
1951,1.0490819278174968e-05,3.850898160351335e-06
1952,1.0525822830231846e-05,3.249908637315002e-06
1953,8.98644941571547e-06,3.595226299779597e-06
1954,9.890783616128829e-06,3.823016037074467e-06
1955,9.04772610965665e-06,3.4567193232248883e-06
1956,1.0580489174571994e-05,3.681193796012394e-06
1957,9.061214228722747e-06,3.310488708052617e-06
1958,9.229341571881378e-06,4.331346811881076e-06
1959,8.80252429169559e-06,3.7808146728934844e-06
1960,9.599196204135296e-06,3.6112909214125466e-06
1961,9.462003362159521e-06,3.790220823418622e-06
1962,9.550351933285128e-06,3.741120153222255e-06
1963,9.550360431376248e-06,4.038696719277368e-06
1964,9.302996176074885e-06,3.856019041847958e-06
1965,8.50136680696778e-06,4.210737500898176e-06
1966,9.526100740231414e-06,3.978717607822091e-06
1967,9.262621063044207e-06,4.1971947908336915e-06
1968,9.358763605860076e-06,3.958733771014522e-06
1969,8.053899279047982e-06,4.191588349300446e-06
1970,7.515236518429447e-06,4.4832969834374126e-06
1971,7.99586052835366e-06,4.584478265456937e-06
1972,7.284808361873729e-06,4.423212836002222e-06
1973,7.0591060534752614e-06,4.5996658926128475e-06
1974,6.16000103548231e-06,4.364880943796834e-06
1975,6.018757716219625e-06,4.9398594192950895e-06
1976,6.126043629706146e-06,4.570821708682615e-06
1977,6.315777241638898e-06,4.9300321904865996e-06
1978,6.80613564441046e-06,5.389304384095794e-06
1979,7.151696522100792e-06,5.383815256720936e-06
1980,7.123493844574114e-06,5.732905925981413e-06
1981,7.296521488342478e-06,5.824566130741005e-06
1982,7.23856834383696e-06,6.059142904746295e-06
1983,7.117361263908606e-06,6.254689182583206e-06
1984,7.256879115402626e-06,6.21305760262203e-06
1985,6.984062792980694e-06,6.4962009531654985e-06
1986,7.453543219071435e-06,6.519002930360784e-06
1987,7.0176618578443595e-06,6.829449056056092e-06
1988,6.925419967274138e-06,6.754518132368048e-06
1989,7.159255602573467e-06,6.775086795585139e-06
1990,6.741070791349557e-06,7.398178439643743e-06
1991,6.6527630622204015e-06,7.464575816129582e-06
1992,6.92710193561652e-06,7.653312550814917e-06
1993,6.907391480126535e-06,8.268374585895799e-06
1994,6.865844682124589e-06,8.245237950177398e-06
1995,6.895730763289976e-06,8.902579779146436e-06
1996,6.4836466151518835e-06,9.467106139027237e-06
1997,6.464476598466717e-06,1.0167093918767023e-05
1998,6.737843591508863e-06,9.852385801423225e-06
1999,6.526247403826346e-06,1.0152245096151091e-05
2000,6.656206267052767e-06,1.0445110319778905e-05
2001,6.43380941767191e-06,1.0613485784460863e-05
2002,7.434494676772374e-06,1.1088871943343293e-05
2003,7.852982832901034e-06,1.078107936791639e-05
2004,7.5758003958981135e-06,1.0597927840194643e-05
2005,7.482079155352039e-06,1.1416554940524293e-05
2006,8.111831135693137e-06,1.1068475885167572e-05
2007,1.1211705214009271e-05,1.0813056121605769e-05
2008,1.2071118788981039e-05,1.0782391399288827e-05
2009,1.3533561116219062e-05,1.083476416852136e-05
2010,1.8462944467501075e-05,1.014859711290228e-05
2011,2.103490487570525e-05,9.565283278334391e-06
2012,2.684627719418131e-05,9.201354473020729e-06
2013,2.999508797074668e-05,8.515477276205274e-06
2014,3.18222984105887e-05,8.65853282050466e-06
2015,3.196456850673712e-05,8.543124991433615e-06
2016,3.1986253134164144e-05,8.41834057041524e-06
2017,3.177971848344896e-05,8.89394343062122e-06
2018,3.5892970231543586e-05,8.464887741865823e-06
2019,3.3741404308784695e-05,8.576420512440563e-06
