year,nombres_NOUN égaux_ADJ,nombres_NOUN egaux_ADJ
2008,1.3198063086861112e-08,0.0
2009,7.1522885392028e-09,0.0
2010,1.0864724231396394e-08,0.0
2011,6.118355155848576e-09,0.0
2012,9.531907707582832e-09,0.0
2013,9.204113027294625e-09,0.0
2014,1.0394136620850425e-08,0.0
2015,1.329945220618356e-08,0.0
2016,1.304944241553585e-08,0.0
2017,9.056201122348284e-09,0.0
2018,8.26069346260283e-09,0.0
2019,7.652963596171958e-09,0.0
