year,mieux_ADV eu_VERB,mieux_ADV lu_VERB
1887,1.828098916689669e-08,5.876032105334161e-09
1888,1.268122939990235e-08,6.974675947901687e-09
1889,9.397704836544563e-09,9.397704836544563e-09
1890,1.1797895993481688e-08,4.5880703680722945e-09
1891,1.211101796627645e-08,8.92390783491237e-09
1892,1.1283322720601063e-08,1.2537024751679837e-08
1893,6.15841644346915e-09,1.847525021858587e-09
1894,9.452309157609307e-09,6.9316934414587195e-09
1895,4.814891596538473e-09,2.4074457982692365e-09
1896,1.533227589334274e-08,1.1204354777305525e-08
1897,8.157399200570126e-09,4.078699600285063e-09
1898,1.7540900287826844e-08,7.921697076085366e-09
1899,7.738609753005221e-09,4.4220627160029835e-09
1900,2.0245106924221545e-08,5.19105292084987e-09
1901,1.4530721514915967e-08,6.147612641171918e-09
1902,1.0311596021495006e-08,1.276673788908056e-08
1903,7.020286574288548e-09,4.860198465905796e-09
1904,1.6123875568041512e-08,4.299700151477737e-09
1905,8.773290538499623e-09,8.773290538499623e-09
1906,9.773950537805831e-09,1.2860461140462576e-08
1907,1.337139288182243e-08,8.742834012309686e-09
1908,8.349361202419914e-09,2.9468334439286537e-09
1909,7.151278680339601e-09,3.300590023513905e-09
1910,9.085056262847502e-09,2.137660271017694e-09
1911,6.916486494645824e-09,3.1922244847493175e-09
1912,1.2502610502451716e-08,9.897900277167082e-09
1913,9.015082902408267e-09,4.772690687104841e-09
1914,1.2054139020278853e-08,1.6072185360371805e-08
1915,1.767114277129167e-08,9.424609537234119e-09
1916,9.888715624128963e-09,1.7579939282086343e-08
1917,1.5352993543160665e-08,3.289927441585405e-09
1918,8.040463406189247e-09,1.722956355365568e-08
1919,2.762354567309444e-09,1.6574126959767455e-08
1920,9.843901693784574e-09,6.057785384427916e-09
1921,7.572747762196741e-09,3.7863738810983705e-09
1922,3.6889677978990676e-09,1.4018077365562931e-08
1923,3.1847844361720945e-09,6.369568872344189e-09
1924,6.445812328337297e-09,1.289162443462999e-09
1925,3.299453377181294e-09,6.598906754362588e-09
1926,1.2260752413340015e-08,3.343841648018042e-09
1927,3.3447675740205796e-09,8.919379901328739e-09
1928,4.570416489713125e-09,0.0
1929,7.798284684668033e-09,4.4561625500705304e-09
1930,5.2518016602221e-09,1.05036033204442e-08
1931,1.3686427990933225e-08,1.0264820993199919e-08
1932,7.6716757391182e-09,9.863582839386709e-09
1933,3.4411986593596566e-09,9.176529758292418e-09
1934,7.188948103475923e-09,1.4377896206951846e-08
1935,1.196828414151696e-09,5.98414207075848e-09
1936,1.2124714565686645e-09,4.849885826274658e-09
1937,8.813782592653752e-09,5.0364472592434595e-09
1938,1.2965214457594243e-09,1.2965214457594243e-09
1939,9.176430282309411e-09,6.117620188206274e-09
1940,2.5357829169792012e-09,0.0
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,3.034211815133858e-08,3.034211770724937e-09
1943,0.0,0.0
1944,0.0,3.2131861615880553e-09
1945,4.357008087652048e-09,0.0
1946,4.1763312808029696e-09,6.960552134671616e-09
1947,4.7683483828109274e-09,1.549713246618012e-08
1948,6.523132700664291e-09,7.610321262063735e-09
1949,4.908504269707237e-09,5.890204768377316e-09
1950,2.1270722960764488e-09,7.444753258312176e-09
1951,0.0,7.462981344019681e-09
1952,5.272402070488624e-09,5.272402070488624e-09
1953,0.0,6.464296653518886e-09
1954,1.9545072227344917e-09,6.840775057526116e-09
1955,3.754243138587299e-09,2.815682353940474e-09
1956,5.232684952005684e-09,3.488456634670456e-09
1957,3.534015080575159e-09,4.417518795207798e-09
1958,7.445019267748876e-09,4.9633461784992505e-09
1959,3.100299128533379e-09,1.1626121398933265e-08
1960,3.460416619915918e-09,5.536666680683311e-09
1961,4.86371165564492e-09,4.16889545107324e-09
1962,5.7077609305622445e-09,2.5367825617905737e-09
1963,9.69907976156037e-09,6.466053470433053e-09
1964,1.8251904432275978e-09,6.6923653285755336e-09
1965,2.188817349590977e-09,7.1136563306595235e-09
1966,4.431259803538978e-09,7.754704434148607e-09
1967,5.916402479044791e-09,8.874604162656397e-09
1968,6.287982134978165e-09,7.635406973349745e-09
1969,7.2668124850849836e-09,3.6334062425424918e-09
1970,7.3579600190498695e-09,3.219107425067591e-09
1971,1.0276794970565106e-09,5.138397263237948e-09
1972,1.5390440033513642e-09,3.0780880067027283e-09
1973,5.513203782392395e-10,4.410563025913916e-09
1974,2.2502286700643026e-09,5.06301445213353e-09
1975,2.2845920710778955e-09,2.8557400888473694e-09
1976,5.142174241967723e-09,3.9994687561772935e-09
1977,2.3507127355770763e-09,3.526069214387917e-09
1978,5.940591352171509e-10,4.158414057542359e-09
1979,1.7555920051037788e-09,3.5111840102075575e-09
1980,1.1370301367108482e-09,1.0233271119375331e-08
1981,2.5302198114474095e-09,7.590659656386833e-09
1982,4.966001831974154e-09,3.7245013739806154e-09
1983,3.157658134966823e-09,6.315316269933646e-09
1984,5.219107812592938e-09,5.799008384599347e-09
1985,4.210890747202711e-09,1.2031116103372597e-09
1986,2.3977941854269602e-09,7.792831269171074e-09
1987,1.2221633705067347e-09,4.888653482026939e-09
1988,5.996553809062277e-10,7.795519785247507e-09
1989,2.7440609784434855e-09,7.134558721588746e-09
1990,0.0,4.90378582185258e-09
1991,1.7584396161396398e-09,2.344586080837985e-09
1992,3.30596661157756e-09,1.65298330578878e-09
1993,5.539207426075166e-10,1.1078414852150331e-09
1994,1.5824779264761446e-09,2.637463358823311e-09
1995,1.626735190995987e-09,5.4224509327127635e-09
1996,2.6690460952494277e-09,2.6690460952494277e-09
1997,0.0,3.3564262480467733e-09
1998,2.86087753487152e-09,4.291316191284977e-09
1999,2.7421207526856506e-09,4.113180906983871e-09
2000,1.7672125984802278e-09,4.859834756842929e-09
2001,3.066848330846028e-09,2.190605918883648e-09
2002,1.3143663935011318e-09,2.6287327870022636e-09
2003,2.5001538617175356e-09,5.416999737661854e-09
2004,1.3214374039449694e-09,3.523833003171717e-09
2005,2.251874686720612e-09,1.3511248786457486e-09
2006,1.6471559671771274e-09,2.8825228870488218e-09
2007,3.1955835755326234e-09,2.7961355453243186e-09
2008,1.2772318758180745e-09,5.108927503272298e-09
2009,3.337734755248789e-09,3.814554005998616e-09
2010,2.3618964561933353e-09,2.3618964561933353e-09
2011,1.1471915639660324e-09,3.823971805871906e-09
2012,3.4042526575461807e-09,5.1063788752969685e-09
2013,1.9523875849358774e-09,2.7891249310130206e-09
2014,3.031623174720721e-09,3.897801192920269e-09
2015,1.994917786518613e-09,3.989835573037226e-09
2016,3.72841224560716e-09,4.556948152156792e-09
2017,7.54683426862357e-10,3.5218559180094644e-09
2018,2.581466596041082e-09,3.0977600484760615e-09
2019,5.867272001580659e-09,4.08158040698936e-09
