year,petites_ADJ oies_NOUN,petites_ADJ lois_NOUN
1995,1.1929391696696712e-08,1.4098372247417501e-08
1996,9.074756723848054e-09,4.270473752399084e-09
1997,1.006927830005111e-08,1.2946214766884623e-08
1998,1.4781200263769279e-08,8.10582001520288e-09
1999,2.1936965133306785e-08,1.3710603319339043e-08
2000,1.6346715980830595e-08,7.068850393920911e-09
2001,2.0591695903959817e-08,6.571817756650944e-09
2002,1.5334274738876275e-08,1.4019908789464353e-08
2003,1.791776843562687e-08,1.0417307738652681e-08
2004,1.4535811221350059e-08,3.0833537945085254e-09
2005,1.3511249008502091e-08,6.7556245042510454e-09
2006,1.0706513675629026e-08,7.0004128605027915e-09
2007,8.38840705230659e-09,8.38840730210677e-09
2008,3.8316958494988285e-09,5.960415716543821e-09
2009,8.582746957586096e-09,7.1522885392028e-09
2010,1.4643758206034363e-08,8.97520635589899e-09
2011,7.647943611743813e-09,4.588766200352978e-09
2012,1.1574459224394928e-08,1.1574459612972987e-08
2013,1.1993237514218436e-08,8.925199745934975e-09
2014,1.3425759975982388e-08,1.1260315346817151e-08
2015,1.751094576285528e-08,9.974589335048911e-09
2016,9.942432044329763e-09,1.1599503857429028e-08
2017,1.106868996458843e-08,4.2765392616050946e-09
2018,1.4972507067501084e-08,6.711813327342497e-09
2019,1.862220994075514e-08,1.1989642778598153e-08
