year,serons_VERB à_ADP,serons_VERB a_ADP,serons_VERB las_ADJ
1970,2.460317887198471e-07,1.8394900047624674e-09,1.8394900047624674e-09
1971,2.6719666834651434e-07,5.138397485282553e-10,4.1107179882260425e-09
1972,2.447080191814166e-07,4.104117490300041e-09,1.0260293725750103e-09
1973,2.4533756004530005e-07,1.6539611347177186e-09,1.102640756478479e-09
1974,2.407744545962487e-07,2.2502286700643026e-09,5.625571675160757e-10
1975,2.181785418997606e-07,5.711480177694739e-10,5.711480177694739e-10
1976,2.1311454645456251e-07,1.142705374768127e-09,2.856763492431469e-09
1977,1.97459868900296e-07,5.876781838942691e-10,1.7630346071939584e-09
1978,2.1089098822812957e-07,5.940591352171509e-10,5.940591352171509e-10
1979,2.3290853334856365e-07,2.925986564150662e-09,2.925986564150662e-09
1980,2.5526327362968004e-07,1.7055452050662723e-09,3.411090521154847e-09
1981,2.485940910901263e-07,1.2651099057237047e-09,3.1627747087981106e-09
1982,2.247115844511427e-07,3.103751144983846e-09,1.8622506869903077e-09
1983,2.3177210550784366e-07,1.89459470334441e-09,6.315316047889041e-10
1984,2.2442162617153372e-07,1.1598016991243298e-09,2.3196033982486597e-09
1985,2.3520831859968894e-07,4.812446552371341e-09,6.015558051686298e-10
1986,2.164009202942907e-07,1.1988970927134801e-09,2.3977941854269602e-09
1987,2.2121156462162617e-07,1.8332451112712533e-09,6.110816852533674e-10
1988,1.7390006235018518e-07,5.996553809062277e-10,0.0
1989,1.9921883165352483e-07,5.488122178931576e-10,1.6464366536794728e-09
1990,1.961514328741032e-07,1.634595292454577e-09,2.179460389939436e-09
1991,2.356309067863549e-07,5.861465202094962e-10,1.1722930404189924e-09
1992,1.9395002937017125e-07,1.1019888335184191e-09,2.7549720282848966e-09
1993,2.187986893886773e-07,1.1078414852150331e-09,1.661762283333701e-09
1994,2.4264662101813883e-07,5.274926606624319e-10,1.5824779264761446e-09
1995,2.8467866286518984e-07,3.795715741716776e-09,1.0844901643380922e-09
1996,2.2740272243026993e-07,2.6690460952494277e-09,5.338092190498855e-10
1997,2.1529076832393912e-07,9.58978896292706e-10,1.438468344439059e-09
1998,2.2791657272591692e-07,4.768129224785866e-10,1.9072516899143466e-09
1999,2.28053039563747e-07,9.140402323914998e-10,1.8280804647829996e-09
2000,1.9704420139987633e-07,4.4180314962005696e-10,1.3254094488601709e-09
2001,2.1906059544107848e-07,4.3812117822561447e-10,4.3812117822561447e-10
2002,2.1424173723971762e-07,1.3143663935011318e-09,0.0
2003,2.3334767718097282e-07,4.1669229178253886e-10,8.333845835650777e-10
2004,2.7970423843726167e-07,2.642874724623212e-09,8.809582507929292e-10
2005,2.2879048344748298e-07,2.251874686720612e-09,0.0
2006,2.1289490348408435e-07,2.4707338397433887e-09,8.235779835885637e-10
2007,2.860047345620842e-07,3.994479469415779e-10,1.5977917877663117e-09
2008,3.001495088028605e-07,4.257439678578834e-10,0.0
2009,3.170848117406422e-07,0.0,4.76819250749827e-10
2010,3.755415320938482e-07,4.723793023408973e-10,4.723793023408973e-10
2011,4.149009669163206e-07,3.82397197240536e-10,1.1471915639660324e-09
2012,5.314038276083011e-07,1.3617010852229328e-09,2.0425516833455504e-09
2013,5.840427661496506e-07,0.0,2.7891249310130206e-09
2014,6.16718807577854e-07,2.1654451842767486e-10,1.5158115873603606e-09
2015,6.501215352727741e-07,4.433150790905671e-10,1.329945265027277e-09
2016,6.54750579087704e-07,2.0713400439298368e-10,5.799752234025846e-09
2017,5.466423544930876e-07,2.515611330355938e-10,1.509366853724714e-09
2018,6.79958304772299e-07,1.0325866828253538e-09,2.0651733656507076e-09
2019,6.862156851639156e-07,0.0,1.02039510174734e-09
