year,vos_DET êtres_NOUN,vos_DET lettres_NOUN
1925,2.1996355847875293e-09,1.3945689083527668e-06
1926,2.229227691330493e-09,1.2494820751385305e-06
1927,2.2298449753321847e-09,1.6066032895167837e-06
1928,0.0,1.422542112550218e-06
1929,2.2280812750352652e-09,1.359129559119765e-06
1930,4.201441416995522e-09,1.1312380934214161e-06
1931,2.2810713318222042e-09,1.0914925816507548e-06
1932,0.0,9.567675576249712e-07
1933,3.4411986593596566e-09,1.4739801148522247e-06
1934,0.0,1.238895407595919e-06
1935,1.196828414151696e-09,1.0651772699432627e-06
1936,0.0,7.747692656323579e-07
1937,6.295559185076627e-09,9.115969381578992e-07
1938,2.463390735840676e-08,9.970249896795735e-07
1939,0.0,8.319963171743439e-07
1940,0.0,4.6658404428967515e-07
1941,0.0,1.251437092619767e-06
1942,6.068423541449874e-09,1.5868927671913724e-06
1943,8.709705845433291e-09,8.680673371230796e-07
1944,6.4263723231761105e-09,7.486723543337348e-07
1945,4.357008087652048e-09,9.193287109354742e-07
1946,0.0,5.9164694121705e-07
1947,1.1920870957027319e-09,1.231425922121332e-06
1948,1.0871887834440486e-09,6.088257151759535e-07
1949,9.817008317369869e-10,7.814338811584776e-07
1950,1.0635361480382244e-09,8.678454737065522e-07
1951,2.1322803522849654e-09,1.3316090488046939e-06
1952,4.2179215675730575e-09,8.520201735251476e-07
1953,2.1547654771580937e-09,1.3779725076545901e-06
1954,2.9317608341017376e-09,1.1306824054813092e-06
1955,9.385607846468247e-10,1.1121945195924354e-06
1956,1.3081712602058815e-08,7.107730652933242e-07
1957,0.0,8.349110789396263e-07
1958,3.3088974338291166e-09,9.951508612715543e-07
1959,3.875373910666724e-09,1.1075818981964858e-06
1960,2.076250060767393e-09,9.952158102066733e-07
1961,0.0,8.692147179800713e-07
1962,1.2683912808952869e-09,1.2499995776238393e-06
1963,2.5864212993553792e-09,8.755036216001599e-07
1964,1.2167936658258327e-09,1.4285157945437277e-06
1965,1.6416130677043839e-09,1.6251968233405023e-06
1966,5.539074976468328e-09,8.103666502279339e-07
1967,1.9721342336964653e-09,1.0013511477779957e-06
1968,4.491415683816058e-09,9.297230594285111e-07
1969,4.087581828571274e-09,1.1136390334343105e-06
1970,1.3796175035718505e-09,1.0103399041838657e-06
1971,1.541519245584766e-09,1.22807703561989e-06
1972,5.130146973897354e-09,1.3225518333825903e-06
1973,2.7566018356850464e-09,8.198133798487106e-07
1974,1.1251143128276908e-08,8.145827514738357e-07
1975,8.567219822452898e-09,7.190753539276784e-07
1976,1.085570122683066e-08,6.810524286748887e-07
1977,6.464460078348111e-09,5.353747969394362e-07
1978,5.940591352171509e-10,9.398015690109673e-07
1979,4.0963813452421505e-09,1.2956269301866996e-06
1980,1.1370301367108482e-09,7.203085861107184e-07
1981,1.2651099057237047e-09,7.780425654857481e-07
1982,1.2415004579935385e-09,7.169665270367886e-07
1983,6.315316047889041e-10,8.569883931386357e-07
1984,1.1598016991243298e-09,5.381480043809006e-07
1985,4.812446441349039e-09,5.570406997890132e-07
1986,4.795588481876223e-09,9.597171057862397e-07
1987,6.721898593298192e-09,8.500146471135395e-07
1988,3.597932174415064e-09,5.642757208157434e-07
1989,1.6464366536794728e-09,6.673556516290091e-07
1990,4.90378582185258e-09,5.824607738347254e-07
1991,2.344586080837985e-09,6.916528976219638e-07
1992,5.509944167592096e-10,5.906660276444597e-07
1993,1.661762283333701e-09,9.627142762980156e-07
1994,1.0549853213248639e-09,6.841579600624925e-07
1995,2.1689803286761844e-09,6.203283828831729e-07
1996,1.6014276571496566e-09,7.772262442529154e-07
1997,2.3974471297094624e-09,5.586052069794789e-07
1998,1.43043876743576e-09,6.265321701448556e-07
1999,4.570201106446348e-09,6.128639622460241e-07
2000,4.859834756842929e-09,4.957031380925514e-07
2001,3.943090742808408e-09,5.415177697365436e-07
2002,1.3143663935011318e-09,5.051548326306943e-07
2003,2.9168461535000745e-09,6.458730492653331e-07
2004,3.0833537945085254e-09,6.210755825186709e-07
2005,3.1526248278623825e-09,8.061711875839705e-07
2006,3.294311934354255e-09,6.675099264441542e-07
2007,4.7933754743212376e-09,6.335244240318616e-07
2008,5.5346713878634546e-09,5.419720867649858e-07
2009,8.582746735541491e-09,5.9983861877555e-07
2010,1.511613750837526e-08,4.256137646763136e-07
2011,7.265546830836911e-09,3.900451535088223e-07
2012,2.893614869936556e-08,3.7855289392041414e-07
2013,1.952387562731417e-08,6.568389376848671e-07
2014,1.5158116456470694e-08,5.521884975934199e-07
2015,2.371735591255586e-08,5.807427776449714e-07
2016,2.5477481901958754e-08,7.042555902891934e-07
2017,2.81748466779419e-08,4.460178839593709e-07
2018,2.0651733212417867e-08,5.970932317467259e-07
2019,2.346908689609961e-08,6.469305047218654e-07
